lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1597077220060987392'],🎶 “This goes out to all my baby mamas…” 🎶 https://t.co/iLm3ZSYvVT,276198138,1597077220060987392,2022-11-28T03:57:36.000Z
pt,['1597075271613841408'],A gem! https://t.co/GIcG7sEcie,276198138,1597075271613841408,2022-11-28T03:49:51.000Z
en,['1597072995306000384'],You Haven’t Done Nothin (with the assist of the Jackson 5). https://t.co/y1fPEf01MV,276198138,1597072995306000384,2022-11-28T03:40:48.000Z
en,['1597072309424369664'],The Book of Fantasia. #NowPlaying https://t.co/MvycOIUNTy,276198138,1597072309424369664,2022-11-28T03:38:05.000Z
en,['1597067384929812480'],When Fantasia Monique Barrino-Taylor starts going into the audience during a performance 🔥🔥🔥 https://t.co/J3RFKuWZqI,276198138,1597067384929812480,2022-11-28T03:18:31.000Z
zxx,['1597057023765467138'],https://t.co/P2Al1LqOxO,276198138,1597057023765467138,2022-11-28T02:37:21.000Z
zxx,['1597041750325223424'],https://t.co/EEgVxDSFvx,276198138,1597041750325223424,2022-11-28T01:36:39.000Z
zxx,['1597040834968719360'],https://t.co/Bbi10wynCk,276198138,1597040834968719360,2022-11-28T01:33:01.000Z
en,['1597032773675470849'],Alright! Ready to watch #theGrioAwards now! https://t.co/von8ArSw6h,276198138,1597032773675470849,2022-11-28T01:00:59.000Z
zxx,['1597032072652419072'],https://t.co/Uv5ACiipda,276198138,1597032072652419072,2022-11-28T00:58:12.000Z
en,['1597031205425545216'],Let me make sure to watch this in a couple minutes… https://t.co/nSo9fxijoU,276198138,1597031205425545216,2022-11-28T00:54:45.000Z
en,['1597001734991511554'],A hit! That beat &gt;&gt;&gt;&gt; https://t.co/5d2Hn6SKDf,276198138,1597001734991511554,2022-11-27T22:57:39.000Z
en,['1597000365492211718'],RT @AshleyShyMiller: Y’all know what show was hilarious? Real Husbands of Hollywood. That’s when Kevin hart was at his funniest https://t.c…,276198138,1597000365492211718,2022-11-27T22:52:12.000Z
en,['1596988962362777600'],Charles Kent Wilson was jamming on this track! #NowPlaying https://t.co/LeObIC5mBT,276198138,1596988962362777600,2022-11-27T22:06:53.000Z
en,['1596988386510008320'],They never are. https://t.co/Httl5I73eZ,276198138,1596988386510008320,2022-11-27T22:04:36.000Z
zxx,['1596986565452255232'],https://t.co/C2osnEZPFY,276198138,1596986565452255232,2022-11-27T21:57:22.000Z
en,['1596962437424553984'],Stephen Hill made sure his wife got her moment last night! https://t.co/oIje4iBXDr,276198138,1596962437424553984,2022-11-27T20:21:29.000Z
en,['1596956519995953155'],Chanté Moore got five and a half minutes to let the people know why she’s STILL that girl after three decades! https://t.co/TcXVKnVelR,276198138,1596956519995953155,2022-11-27T19:57:59.000Z
en,['1596933404234518528'],Music. https://t.co/RSFvwPuYnB,276198138,1596933404234518528,2022-11-27T18:26:07.000Z
en,['1596922534028771328'],"It doesn’t matter what artist sings “Give Love on Christmas Day,” it’s ALWAYS gonna hit! #NowPlaying https://t.co/coLJJSBDSc",276198138,1596922534028771328,2022-11-27T17:42:56.000Z
en,['1596915657483902976'],Not LaTocha’s husband allegedly cheating on her and having a baby on the side! 😬 https://t.co/QzBMdjUGaS,276198138,1596915657483902976,2022-11-27T17:15:36.000Z
zxx,['1596913087340085250'],https://t.co/EZ5Lz2sPcP,276198138,1596913087340085250,2022-11-27T17:05:23.000Z
zxx,['1596906999958339584'],https://t.co/bJUlk8vlNy https://t.co/zIjIMmeJHU,276198138,1596906999958339584,2022-11-27T16:41:12.000Z
en,['1596906819166687232'],I’m gonna make sure to watch theGrio Awards tonight.,276198138,1596906819166687232,2022-11-27T16:40:29.000Z
und,['1596906532263718913'],RT @jayyonce_xo: ✨ https://t.co/HVl3SOGhcj,276198138,1596906532263718913,2022-11-27T16:39:21.000Z
en,['1596906456841797632'],Not a damn rib! 😂 https://t.co/drs7mQmCA5,276198138,1596906456841797632,2022-11-27T16:39:03.000Z
zxx,['1596904500669091841'],https://t.co/NmCV3yxDbW,276198138,1596904500669091841,2022-11-27T16:31:16.000Z
en,['1596902219479384064'],"RT @MoorInformation: November 27, 1945 — Actor James Avery AKA Uncle Phil was born. 🙏🏾🕊 https://t.co/pXwPI4awcv",276198138,1596902219479384064,2022-11-27T16:22:12.000Z
und,['1596901748807208960'],RT @MariahCarey: 💔 https://t.co/ej6isHe2Ef,276198138,1596901748807208960,2022-11-27T16:20:20.000Z
en,['1596754368430473216'],RT @Glock_Topickz: ASAP Rocky &amp; Rihanna after Beenie Man’s show in Barbados https://t.co/tHBNfPXHcr,276198138,1596754368430473216,2022-11-27T06:34:42.000Z
qme,['1596732604652216320'],#NowPlaying https://t.co/UNQue1UdTc,276198138,1596732604652216320,2022-11-27T05:08:13.000Z
en,['1596722806401601536'],SCREAMING! LMFAOOOOOO! https://t.co/maZ70JbPrV,276198138,1596722806401601536,2022-11-27T04:29:17.000Z
en,['1596722374866784257'],Mariah is creeping right into that Top 5 position. She’s coming… https://t.co/mOVt6OCfQ8,276198138,1596722374866784257,2022-11-27T04:27:34.000Z
en,['1596721390933221377'],I’m gonna need a song between them both next year. Putting it out there into the universe. https://t.co/n8hOuuTMi4,276198138,1596721390933221377,2022-11-27T04:23:39.000Z
en,['1596720016233484288'],“I Believe In You and Me” should have been another Billboard #1 hit for Whitney after “Exhale (Shoop Shoop).”,276198138,1596720016233484288,2022-11-27T04:18:12.000Z
en,['1596717322227822592'],Tiny was throwing that shade! She had enough! I’m done! 😭 https://t.co/FsMh99Jrkr,276198138,1596717322227822592,2022-11-27T04:07:29.000Z
en,['1596716855011704832'],There should have been a video for this song. I can picture it in my head of how it would have looked. https://t.co/j2nisbj1rH,276198138,1596716855011704832,2022-11-27T04:05:38.000Z
cs,['1596715141680492544'],TINY! 😂😭😂 https://t.co/FsMh99Jrkr,276198138,1596715141680492544,2022-11-27T03:58:49.000Z
zxx,['1596712752088682497'],https://t.co/DadjvAQcUa,276198138,1596712752088682497,2022-11-27T03:49:20.000Z
en,['1596710615971553281'],RT @RatedRnB: Mary J. Blige wins the Certified Soul Award. #SoulTrainAwards https://t.co/OL96qgaz0B,276198138,1596710615971553281,2022-11-27T03:40:50.000Z
et,['1596710385066704896'],"RT @RatedRnB: Jazmine Sullivan wins Best R&amp;B/Soul Female Artist. #SoulTrainAwards 

https://t.co/mmdMVV1s7L https://t.co/jfAbPZ4YYC",276198138,1596710385066704896,2022-11-27T03:39:55.000Z
en,['1596710084687822848'],Whew! Just whew! https://t.co/ySCUdSHz3t,276198138,1596710084687822848,2022-11-27T03:38:44.000Z
en,['1596709990852886531'],Stephen Hill was looking at her like a loving husband. https://t.co/tEMYOf7uGB https://t.co/UQON8scX5X,276198138,1596709990852886531,2022-11-27T03:38:21.000Z
en,['1596709278542606337'],That whole 10 minute medley performance was vocal perfection. https://t.co/TLPlRYEEP5,276198138,1596709278542606337,2022-11-27T03:35:32.000Z
en,['1596704316961984512'],"@Saweetie He might as well delete his account after this, cause... damn! https://t.co/A4lWwHzFkt",276198138,1596704316961984512,2022-11-27T03:15:49.000Z
en,['1596703103172083713'],"They did ""On My Own""?! That's my song! I gotta find a way to watch it tomorrow! https://t.co/MO4UPj53Md",276198138,1596703103172083713,2022-11-27T03:10:59.000Z
en,['1596702679082074112'],"@itsjustnia_ I mean... they must have been busy, but I expect them to be back next year...",276198138,1596702679082074112,2022-11-27T03:09:18.000Z
en,['1596702438643441665'],And THAT is why the #SoulTrainAwards is one of the supreme award shows for me!,276198138,1596702438643441665,2022-11-27T03:08:21.000Z
en,['1596701198140473344'],This is such bad timing... Why would you tweet this on her birthday? https://t.co/6N9YiYsBJ4,276198138,1596701198140473344,2022-11-27T03:03:25.000Z
en,['1596700623151439875'],(Let Tisha and Tichina host next year.) #SoulTrainAwards,276198138,1596700623151439875,2022-11-27T03:01:08.000Z
en,['1596700432939851776'],Why did I think this was Big Dee Dee from ‘Half &amp; Half’? https://t.co/eOgmztCtqn,276198138,1596700432939851776,2022-11-27T03:00:23.000Z
en,['1596700182560636928'],RT @SoulTrain: It's a feel-good CELEBRATION when @TheMorrisDay &amp; The Time hit the stage!🕺🏾 #SoulTrainAwards #BET https://t.co/DInP4L4wge,276198138,1596700182560636928,2022-11-27T02:59:23.000Z
und,['1596699556703789056'],RT @Lizzs_Lockeroom: 777-9311,276198138,1596699556703789056,2022-11-27T02:56:54.000Z
en,['1596699312993570816'],Morris Day is STILL one of the smoothest cats! A legend! #SoulTrainAwards,276198138,1596699312993570816,2022-11-27T02:55:56.000Z
qme,['1596698631368744960'],#SoulTrainAwards https://t.co/FJmQtEGklm,276198138,1596698631368744960,2022-11-27T02:53:13.000Z
en,['1596698343513669632'],“Jungle Love” is my type of party! #SoulTrainAwards https://t.co/SDhRIywrUA,276198138,1596698343513669632,2022-11-27T02:52:04.000Z
en,['1596698085492948992'],777-9311! Come on now! #SoulTrainAwards https://t.co/UQZZfRTc9x,276198138,1596698085492948992,2022-11-27T02:51:03.000Z
en,['1596697723859881984'],COOL! #SoulTrainAwards,276198138,1596697723859881984,2022-11-27T02:49:37.000Z
en,['1596697205343416320'],"Get yo dancing shoes on, y’all! #SoulTrainAwards https://t.co/KRTrvgz8Q0",276198138,1596697205343416320,2022-11-27T02:47:33.000Z
en,['1596696786932236290'],Tyler Perry's Plot Twist: A Stage Play. #SoulTrainAwards https://t.co/mRkQY5aCg1,276198138,1596696786932236290,2022-11-27T02:45:53.000Z
en,['1596695994779201536'],"RT @theGrio: ""Look at us!"" @IAMQUEENLATIFAH #theGrioAwards https://t.co/hgSQipJ4uv",276198138,1596695994779201536,2022-11-27T02:42:44.000Z
en,['1596695724397584385'],"Jerome took me out when he said, “I’mma keep this shit short. Thank you.” #SoulTrainAwards https://t.co/BHpMrJrUSO",276198138,1596695724397584385,2022-11-27T02:41:40.000Z
en,['1596695426673315840'],Morris and Jerome have aged like wine! #SoulTrainAwards https://t.co/8r9vU6Rfe8,276198138,1596695426673315840,2022-11-27T02:40:29.000Z
en,['1596695075144478720'],Nobody could do it like Morris Day! #SoulTrainAwards https://t.co/MxLBVfFHNj,276198138,1596695075144478720,2022-11-27T02:39:05.000Z
en,['1596694441535967237'],Y’all ready? #SoulTrainAwards https://t.co/N9Z0reiwYt,276198138,1596694441535967237,2022-11-27T02:36:34.000Z
fr,['1596692375300030464'],"Yes, Chanté! #SoulTrainAwards https://t.co/1n3U6mmtkh",276198138,1596692375300030464,2022-11-27T02:28:22.000Z
en,['1596691764873613312'],"And now that Chante has a man again, she’s gonna perform “Chante’s Got a Man” with some UMPH from now on! #SoulTrainAwards",276198138,1596691764873613312,2022-11-27T02:25:56.000Z
en,['1596691037027995648'],RT @Nene_689: Stephen when Chante’s Got a Man started 🤣🤣🤣 #SoulTrainAwards https://t.co/A772VTo94Y,276198138,1596691037027995648,2022-11-27T02:23:02.000Z
en,['1596690869427765248'],Chante better do a medley to let the young'uns know your catalogue! There's gems in that discography! #SoulTrainAwards https://t.co/YnMwCJMz36,276198138,1596690869427765248,2022-11-27T02:22:23.000Z
en,['1596690561574268928'],Chante Moore is definitely one of Minnie Riperton's daughters. Can't tell me otherwise! #SoulTrainAwards,276198138,1596690561574268928,2022-11-27T02:21:09.000Z
en,['1596690215087017984'],"Put some respect on Chante Moore's name! ""Love's Taken Over"" and ""It's Alright"" are classics! #SoulTrainAwards https://t.co/XVvBIsbLYC",276198138,1596690215087017984,2022-11-27T02:19:47.000Z
en,['1596689831173627905'],Wow. It’s been 30 years since Chanté Moore’s debut was released? #SoulTrainAwards https://t.co/5uCBUllR9N,276198138,1596689831173627905,2022-11-27T02:18:15.000Z
en,['1596689291270410240'],"RT @BET: Simply one of the greatest R&amp;B groups of ALL-TIME! #Xscape 🙌🏾🙌🏾
#SoulTrainAwards #BET https://t.co/b2moIUw6lU",276198138,1596689291270410240,2022-11-27T02:16:06.000Z
en,['1596688504570150918'],"While watching the Soul Train Awards, I’ve been half watching theGrio Awards… a damn shame. 

I’m gonna have to figure out how to watch it tomorrow, cause this is messed up that they are on at the same time.",276198138,1596688504570150918,2022-11-27T02:12:59.000Z
en,['1596687958739800064'],@therobmilton Thanks!,276198138,1596687958739800064,2022-11-27T02:10:49.000Z
en,['1596687888686936064'],RT @therobmilton: - “Slow.”,276198138,1596687888686936064,2022-11-27T02:10:32.000Z
en,['1596687513045078018'],Wait... what is the name of this Tank and J. Valentine song? It sounds good. #SoulTrainAwards,276198138,1596687513045078018,2022-11-27T02:09:02.000Z
en,['1596686920045957120'],Me when I trying to read something and don't have my glasses on #SoulTrainAwards https://t.co/9UJz1RKsNU,276198138,1596686920045957120,2022-11-27T02:06:41.000Z
en,['1596685758139486209'],"RT @tashacobbs: It was sooooo fun being a part of the @BET Soul Train Awards Soul Cypher!!!! If you missed it, run and check it out! https:…",276198138,1596685758139486209,2022-11-27T02:02:04.000Z
en,['1596685628866953216'],Tamika and Tiny showed them vocals off during that performance! They was sounding good! #SoulTrainAwards,276198138,1596685628866953216,2022-11-27T02:01:33.000Z
en,['1596685377993330690'],You can tell there was WORK put into that tribute performance! The ladies of Xscape are show women! #SoulTrainAwards,276198138,1596685377993330690,2022-11-27T02:00:33.000Z
en,['1596685147260465152'],RT @kierrazhanee: okay latocha ruffin that's enough,276198138,1596685147260465152,2022-11-27T01:59:38.000Z
en,['1596684980658339840'],WHAT I NEED FROM YOU IS UN-DER-STAAAAAAN-DIIIIIIIIING! #SoulTrainAwards https://t.co/yulPZnr2lq,276198138,1596684980658339840,2022-11-27T01:58:59.000Z
en,['1596684521831018496'],TINY! BETTER! SING! #SoulTrainAwards https://t.co/ZYlXWkfES3,276198138,1596684521831018496,2022-11-27T01:57:09.000Z
en,['1596684253060038656'],“Tonight” has ALWAYS been Tiny’s time to shine! And she ain’t disappointing me! Still sounding good! #SoulTrainAwards,276198138,1596684253060038656,2022-11-27T01:56:05.000Z
en,['1596683987883331586'],Tamika is bringing the vocals on this performance! #SoulTrainAwards,276198138,1596683987883331586,2022-11-27T01:55:02.000Z
en,['1596683816265199616'],Who can I run to? To fill this empty space with laughtuuuuuuuuuuhr… #SoulTrainAwards https://t.co/4cbPX5nMK3,276198138,1596683816265199616,2022-11-27T01:54:21.000Z
en,['1596683343416143875'],That Atlanta mix of “Just Kickin It” 🔥🔥🔥 #SoulTrainAwards,276198138,1596683343416143875,2022-11-27T01:52:28.000Z
