edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597075780370329600'],2022-11-28T03:51:52.000Z,1597075780370329600,334920737,en,"Chris Collinsworth when Aaron Rodgers comes out of the locker room 
https://t.co/EJ1RklNRT1"
['1597072791156686848'],2022-11-28T03:40:00.000Z,1597072791156686848,334920737,en,"Once again, all hell as broke loose with the Duttons on @Yellowstone.

Is a major character's death imminent?
https://t.co/DgnIApNT9e"
['1597067550638149635'],2022-11-28T03:19:10.000Z,1597067550638149635,334920737,en,"Pete Davidson, Emily Ratajkowski Spotted At Knicks Game
 https://t.co/qLOzICUChi"
['1597066928555962368'],2022-11-28T03:16:42.000Z,1597066928555962368,334920737,en,"no context Jason Garrett
 https://t.co/xBLaNSpsQM"
['1597066336777416709'],2022-11-28T03:14:21.000Z,1597066336777416709,334920737,en,"Packers, Eagles Rack Up The Yards In Offense-Driven First Half
 https://t.co/7E8ufEcGZf"
['1597050236375269376'],2022-11-28T02:10:22.000Z,1597050236375269376,334920737,en,"RT @dhookstead: Yellowstone recap:

- Jamie can't keep it in his pants.
- Beth needs to die. 
- Kayce is easily the best sibling
- Rip, onc…"
['1597049248473677824'],2022-11-28T02:06:27.000Z,1597049248473677824,334920737,en,"The ending of the latest @Yellowstone episode has fans shook.

Read @dhookstead's full recap here:
https://t.co/DgnIAq5u0M"
['1597044525666832385'],2022-11-28T01:47:41.000Z,1597044525666832385,334920737,en,RT @ArmandoSalguero: Sean McVay has lost more games with the #Rams this season than any of his other five. One coach close to him believes…
['1597042653811552256'],2022-11-28T01:40:14.000Z,1597042653811552256,334920737,en,Lamar Jackson checks his mentions just so y’all know 👀 https://t.co/GUtIiolb0Y
['1597041333935407105'],2022-11-28T01:35:00.000Z,1597041333935407105,334920737,en,"""This is a destination job at a program that I have admired from afar for years.""

The Wisconsin Badgers announced Sunday night the hiring of Luke Fickell. A new era is underway in Madison.
https://t.co/GDeZy0A0In"
['1597037829116563456'],2022-11-28T01:21:04.000Z,1597037829116563456,334920737,en,"The upcoming @Yellowstone prequel ""1923"" with Harrison Ford looks incredible.

The trailer for the show will send a chill down your spine.
https://t.co/aRgjMaLYxk https://t.co/61AXB4ArDs"
['1597035800629510144'],2022-11-28T01:13:01.000Z,1597035800629510144,334920737,en,"Jets players rallied around Elijah Moore, who caught his first touchdown pass of the season with Zach Wilson on the bench. https://t.co/ot1kCMria7"
['1597035269047619585'],2022-11-28T01:10:54.000Z,1597035269047619585,334920737,en,UPDATE: Odell Beckham Jr.'s legal council has issued a statement on the incident. https://t.co/MgYK6qzOg6
['1597033218188115969'],2022-11-28T01:02:45.000Z,1597033218188115969,334920737,en,Pete Davidson’s game works overtime https://t.co/FlMx09iUZR
['1597029724554928129'],2022-11-28T00:48:52.000Z,1597029724554928129,334920737,en,"Jacoby Brissett Plays Hero In Final Game Before Deshaun Watson’s Return
 https://t.co/Lpwr0DUgDZ"
['1597028680190001153'],2022-11-28T00:44:43.000Z,1597028680190001153,334920737,en,"Ravens QB .@Lj_era8 Humiliates Troll For Suggesting Team Should Not Offer Him Massive Contract
 https://t.co/l9bRXKj5PV"
['1597024067369857025'],2022-11-28T00:26:23.000Z,1597024067369857025,334920737,en,"It wasn't the biggest US audience to take in a World Cup match, but it was the biggest one to watch a match without any scoring. https://t.co/noaVxMrvzs"
['1597020697884180480'],2022-11-28T00:13:00.000Z,1597020697884180480,334920737,en,"Matt Rhule's new Nebraska contract allows him to buy just about anything he could ever want.
https://t.co/gQEJSApIbF"
['1597020398738366464'],2022-11-28T00:11:48.000Z,1597020398738366464,334920737,en,"If you run a fledgling big hat company, then get yourself a pal like Brian Robinson. https://t.co/aLosAxs4sY"
['1597015337543036932'],2022-11-27T23:51:42.000Z,1597015337543036932,334920737,en,"“RIGHT UP YOURS”

Ted Karras really doesn’t like Tennessee
https://t.co/thhDN4uu3h"
['1597010940465381376'],2022-11-27T23:34:13.000Z,1597010940465381376,334920737,en,"Luke Fickell is OFFICIALLY the head football coach of the Wisconsin Badgers.
https://t.co/GDeZy0AyxV"
['1597005043093295105'],2022-11-27T23:10:47.000Z,1597005043093295105,334920737,en,It takes a lot to keep Sean McVay down. https://t.co/Uf77aNYaPP
['1597003534230507521'],2022-11-27T23:04:48.000Z,1597003534230507521,334920737,en,"Broncos Defender Gets In Russell Wilson’s Face As Offense Hits Rock Bottom; Players Comment on Heated Scene
 https://t.co/0HYvXhlkSi"
['1597003431956267008'],2022-11-27T23:04:23.000Z,1597003431956267008,334920737,en,"CFB Rewind: Caleb Williams makes Heisman statement, Michigan humbles the Buckeyes, Gamecocks do it again, while LSU fumbles a potential playoff spot. 

The regular season ends in chaotic fashion, with championship week on-deck https://t.co/YUjZrymPIq"
['1597003023473340416'],2022-11-27T23:02:46.000Z,1597003023473340416,334920737,en,"realizing you have to work between Thanksgiving and Christmas 
https://t.co/srIosOzcbe"
['1597002949502599169'],2022-11-27T23:02:28.000Z,1597002949502599169,334920737,en,"Lane Kiffin told his Ole Miss team he wasn’t leaving last week; Auburn turns attention to Hugh Freeze 

It has always been about family for @Lane_Kiffin and that wasn’t going to change now. 

“This had absolutely nothing to do with money” https://t.co/ut1qQqYZAm"
['1596999499083579392'],2022-11-27T22:48:46.000Z,1596999499083579392,334920737,zxx,https://t.co/MgYK6qzOg6
['1596994016780103681'],2022-11-27T22:26:58.000Z,1596994016780103681,334920737,en,"Croatia Fan Ivana Knoll Showed A Lot Of Skin During World Cup Win Over Canada
https://t.co/SrhaR9pRX4"
['1596993291262005250'],2022-11-27T22:24:05.000Z,1596993291262005250,334920737,en,Best game of Trevor Lawrence's career? Definitely the best drive. https://t.co/lONzpHHVRT
['1596991993473036288'],2022-11-27T22:18:56.000Z,1596991993473036288,334920737,en,RT @ArmandoSalguero: Bengals Show Titans Their 'Championship Mettle' But Road Ahead Is Hard – ⁦@Outkick⁩  https://t.co/Z0gFNbxcO1
['1596990788072009728'],2022-11-27T22:14:09.000Z,1596990788072009728,334920737,en,Jets players rallied around Elijah Moore after the win on Sunday and it seems as though Zach Wilson has lost the locker room. https://t.co/YUGOGfP82O
['1596990038990278656'],2022-11-27T22:11:10.000Z,1596990038990278656,334920737,en,"If you needed any proof as to why picking a fight with Terrell Owns is a bad idea, here it is... https://t.co/o6KXBcF5uQ"
['1596983770275491840'],2022-11-27T21:46:16.000Z,1596983770275491840,334920737,en,"WWE Superstar Emma Drops A Bikini Pic From Her Bedroom
https://t.co/PYDqHUmLGl"
['1596981815310684161'],2022-11-27T21:38:29.000Z,1596981815310684161,334920737,en,"Sean McVay got absolutely ROCKED by his own player 
https://t.co/H0Qzqppo5U"
['1596980375284158465'],2022-11-27T21:32:46.000Z,1596980375284158465,334920737,en,"RT @AlejandroAveela: .@Ameerguapo goes full Karate Kid and gets an unsportsmanlike conduct flag 🥋😐
 https://t.co/o01CSEzLEu"
['1596979397923598337'],2022-11-27T21:28:53.000Z,1596979397923598337,334920737,en,"Odell Beckham Jr. was kicked off a plane in Miami.

The LA bound flight was delayed after Beckham refused to leave making everybody get off the plane.

Flight crew said that he was in and out of consciousness and refused to put on his seat belt.
 https://t.co/G3p08NklqR"
['1596977146051764224'],2022-11-27T21:19:56.000Z,1596977146051764224,334920737,en,"Just a couple days before their World Cup match, Iran wants FIFA to ban the United States. https://t.co/V6dHbdpu3Q"
['1596971801049198592'],2022-11-27T20:58:42.000Z,1596971801049198592,334920737,en,"RT @Outkick: Don’t @ Me

#NFLThanksgiving Recap, @ArmandoSalguero &amp; @TreyWallace_ join the show + bets for the weekend

Tune in… https://t.…"
['1596968639353081856'],2022-11-27T20:46:08.000Z,1596968639353081856,334920737,en,"UPDATE: Miami-Dade Police have issued a statement about a ""medical emergency"" involving Odell Beckham Jr. on Sunday. https://t.co/MgYK6qhF1Y"
['1596965906298843137'],2022-11-27T20:35:16.000Z,1596965906298843137,334920737,en,"Bride Gives Groom NSFW Lap Dance At Wedding
https://t.co/SJiVdvfyX6"
