edit_history_tweet_ids,lang,created_at,author_id,id,text,withheld
['1597050154871578624'],es,2022-11-28T02:10:03.000Z,166385684,1597050154871578624,"@CIVoficial @Edurodriguezg Si el motor esta en buenas condiciones, sirve y es funcional.",
['1597048979199434752'],es,2022-11-28T02:05:23.000Z,166385684,1597048979199434752,"RT @delcyrodriguezv: 1/4 La Comisión Presidencial para la Prevención, Atención y Control de la #COVID19 informa al pueblo de Venezuela que…",
['1597048093622808578'],es,2022-11-28T02:01:51.000Z,166385684,1597048093622808578,RT @RCamachoVzla: #Caracas Hace minutos se registró un intercambio de disparos dentro de una unidad de transporte público de la línea que v…,
['1597045971472764928'],es,2022-11-28T01:53:25.000Z,166385684,1597045971472764928,"RT @CancilleriaVE: 📝 #EnFrases | ""El único titular del territorio de la Guyana Esequiba es Venezuela. Fuimos despojados por el Imperio Brit…",
['1597044864637894657'],es,2022-11-28T01:49:02.000Z,166385684,1597044864637894657,@juaninf09349964 Esto es deporte no política; aprenda a diferenciar.,
['1596974451727298560'],es,2022-11-27T21:09:14.000Z,166385684,1596974451727298560,RT @Carlosl22877683: @latablablog La misma Innova Busines que se ha denunciado y por el contrario de investigar se desestiman las denuncias…,
['1596974274429956098'],es,2022-11-27T21:08:32.000Z,166385684,1596974274429956098,RT @latablablog: De acuerdo con su promoción en #RRSS la marca @fertiwipe ofrece la semilla de maíz transgénico #Dekalb 255. Es una creació…,
['1596973854895009793'],es,2022-11-27T21:06:52.000Z,166385684,1596973854895009793,"RT @latablablog: #Transgénico A propósito del ""escándalo"" por la aparición de harina precocida de maíz PAN en Perú que  ""CONTIENE TRANSGÉNI…",
['1596962357821181952'],es,2022-11-27T20:21:10.000Z,166385684,1596962357821181952,"RT @domingo87627346: Epa, ¿la Dra mariasinpueblo acusará a @RRamirezVE de plagio? https://t.co/mzWzFN74RM",
['1596961558785298434'],en,2022-11-27T20:18:00.000Z,166385684,1596961558785298434,RT @SurinameCentral: We will no longer remain silent while Guyana presents a false map to the entire world. a false map that contains terri…,
['1596960370127941632'],es,2022-11-27T20:13:16.000Z,166385684,1596960370127941632,"@SudebanInforma Queremos ese mismo entusiasmo para que supervisen los bancos, sobretodo el  @BcoBicentenario por el mal servicio que presta constantemente.",
['1596957266506567680'],es,2022-11-27T20:00:57.000Z,166385684,1596957266506567680,"RT @Ljonsson_07: Estos son los verdaderos límites de Guyana. Sin embargo, este país a emprendido una campaña expansionista, sobretodo hacia…",
['1596956072031694848'],es,2022-11-27T19:56:12.000Z,166385684,1596956072031694848,RT @GeotechTips: Efecto de la velocidad en las consecuencias del impacto. https://t.co/Sjj1OFoWyy,
['1596948501413654528'],es,2022-11-27T19:26:07.000Z,166385684,1596948501413654528,"@Mario91Dandrea Eso era antes, gracias a las sanciones promovidas por la oposicion radiacal hace rato que no le vendemos petroleo a ese país.",
