created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-27T20:22:08.000Z,Thank you to Mrs. Rollins at @BearBranchInt by expecting Ss to practice and making it fun! The sax has been a fun addition to her piano playing. Christmas music has filled our house all week! 🎶🎷🎹 🎄 https://t.co/ncsS0YmB8u https://t.co/o7na5tpDCE,['1596962600117735427'],1596962600117735427,3858390852,en
2022-11-23T18:21:08.000Z,It’s a perfect family day to spend at the @houstonzoo! https://t.co/03rrVAD0TK,['1595482596829544456'],1595482596829544456,3858390852,en
2022-11-22T00:23:07.000Z,@mrbgilson @donalynbooks I completely agree! Which is why we teach using the science of reading!,['1594848916738121729'],1594848916738121729,3858390852,en
2022-11-21T22:29:29.000Z,"@mrbgilson @donalynbooks I am glad things are going well in Canada. I am most certainly glad your facts support your beliefs. Unfortunately, we don’t have that reality in my neck of the woods. 🫣",['1594820320997036032'],1594820320997036032,3858390852,en
2022-11-21T16:00:37.000Z,@mrbgilson @donalynbooks “Imaginary crisis” 😂 What grade do you teach?,['1594722458636095488'],1594722458636095488,3858390852,en
2022-11-21T15:44:38.000Z,"@donalynbooks @mrbgilson That’s why we opted to follow the science of reading- long before the podcast. The podcast solidifies our thoughts. On a very positive note- just think, when they get to your classroom- they’ll already love reading (bc they can read) &amp; be able to write about it at the same time!",['1594718437753982976'],1594718437753982976,3858390852,en
2022-11-19T15:36:39.000Z,@MrsHimbury_K Yes to all of the above. I have never been so speechless with a HUGE mix of emotions!,['1593991650233274368'],1593991650233274368,3858390852,en
2022-11-18T21:48:58.000Z,@Mrs_L_Addison @ehanford This episode probably hit me the hardest!!,['1593722959730020353'],1593722959730020353,3858390852,en
2022-11-18T13:44:11.000Z,“Asking a child to sound out a word is simplistic and doesn’t allow your child to think!” - F&amp;P What?! Are you kidding me?! 😡🤯 #soldastory  #knowbetter https://t.co/mJNvOW1JdJ,['1593600960194121730'],1593600960194121730,3858390852,en
2022-11-17T23:14:17.000Z,"RT @MrsPallone: Daily Letter/Sound warm-up. Quick, short and effective. ⁦@SoRclassroom⁩ #SOR #structuredliteracy https://t.co/05coKBeCEw",['1593382043819409408'],1593382043819409408,3858390852,en
2022-11-17T23:13:39.000Z,Boy is this spot on! We can be comfortable and stick with what we know OR be courageous and change when we know better! https://t.co/VC8kh3yLCT,['1593381883311783937'],1593381883311783937,3858390852,en
2022-11-13T19:30:58.000Z,📣📣 Shout out to @KimberlyBash  for teaching her this! She knows most of the letters AND common sounds too! 😳😍🤩Early childhood education is incredibly important! Ps Lucy is the dog. 🐕 https://t.co/JNS2Bsih2K https://t.co/VqTBas9oGI,['1591876293469274114'],1591876293469274114,3858390852,en
2022-11-11T03:16:56.000Z,"Because our parents had a feeling we needed something more. After all my mom was taught explicit phonics and read with decodables. On your commute, folding laundry, or whatever… you HAVE to listen! https://t.co/vztCdgHNnp…. 2/2",['1590906394328563713'],1590906394328563713,3858390852,en
2022-11-11T03:13:48.000Z,If you haven’t started this podcast… start now! #soldastory truly has some of my deepest feeling about reading instruction. I knew deep down balanced literacy/whole language truly wasn’t what was best for all. Think about it… how many of us 90 kids did #HookedOnPhonics 1/2,['1590905606789292032'],1590905606789292032,3858390852,en
2022-11-03T00:04:09.000Z,Anyone else thankful for Hotspot? Working in the parking lot during soccer practice! Lots to do and never enough hours! https://t.co/kUK5oTyVpw,['1587958774651920401'],1587958774651920401,3858390852,en
2022-11-02T01:54:11.000Z,"Today, I had one of the most powerful convos with a third grade teacher. “Courtney, I wish I really knew the power of phonics before this year. This is really changing lives!” Yes ma’am! It truly is! #youknowbetteryoudobetter #sor",['1587624076054564875'],1587624076054564875,3858390852,en
2022-11-01T23:17:10.000Z,"RT @LoriApple4: #soldastory is powerful. I love the podcast! Learning to decode is essential. But, reading words without understanding mean…",['1587584562326036481'],1587584562326036481,3858390852,en
2022-10-31T08:16:56.000Z,"RT @plugusin: . @PaulaMaeker is right, y'all:  If you aren't using the right assessment for the right purpose, you are wasting everyone's t…",['1586995622699307008'],1586995622699307008,3858390852,en
2022-10-30T00:30:41.000Z,@asiemonsma4 @shaylarichter Good food for thought. Makes you stop and think…,['1586515902891171840'],1586515902891171840,3858390852,en
2022-10-29T23:21:25.000Z,I was honestly #soldastory… but when you learn the truth and the science behind it… you do better for kids. Episode 3 has me like 😳… I can’t wait to listen to episode 4. Thank you @shaylarichter for telling me about this! https://t.co/WulTF5XDTc,['1586498467915915264'],1586498467915915264,3858390852,en
2022-10-29T01:22:49.000Z,@auroraworeblue @shaylarichter @jaime_drew1 @Allison_Swiney 😳😳,['1586166634280275968'],1586166634280275968,3858390852,und
2022-10-27T18:48:57.000Z,@teachforever54 Same here!,['1585705126731386880'],1585705126731386880,3858390852,en
2022-10-25T01:11:03.000Z,"RT @pentucketteach: Asking the questions such as ""who/what"" ""did what"", and ""where"" ? - all help students to see how parts of speech and cl…",['1584714122188292096'],1584714122188292096,3858390852,en
2022-10-25T01:08:30.000Z,RT @WES_4thgradeRLA: We have loved our drama unit. The students have done a great job creating their own Fall dramas writing their own dial…,['1584713476580474881'],1584713476580474881,3858390852,en
2022-10-22T15:28:46.000Z,"@lizziehetzer I appreciate this so much. Our midsize district made a huge system change this year. Phonics Survey, reading comprehension after phonics small group, oral comprehension with interactive read alouds. We believe strongly in following the #SOR in @MagISDLiteracy.",['1583842809131732993'],1583842809131732993,3858390852,en
2022-10-22T13:20:24.000Z,RT @MagnoliaISD: MISD is maintaining a flat level of revenue per student from year to year as the State controls the tax rate through Legis…,['1583810501590777858'],1583810501590777858,3858390852,en
2022-10-22T13:20:16.000Z,RT @wbny: Sentence-level comprehension and syntax can be developed with K-1 students using decodable texts. Lay the foundation to help stud…,['1583810469957029889'],1583810469957029889,3858390852,en
