lang,id,text,edit_history_tweet_ids,author_id,created_at
zxx,1597046037968932864,RT @Scootrbum: https://t.co/hi4p1jUXIc,['1597046037968932864'],84956872,2022-11-28T01:53:41.000Z
en,1597036769156833280,"RT @shannonrwatts: We all want to hold somebody accountable for the senseless gun violence in America, and we have an opportunity to do tha…",['1597036769156833280'],84956872,2022-11-28T01:16:51.000Z
en,1597035836557492224,"RT @dfsparks: 18.  Bottom line, we are allowed to be as flawed as any other group of human beings, and we still deserve to be free of white…",['1597035836557492224'],84956872,2022-11-28T01:13:09.000Z
en,1597035770610491392,"RT @dfsparks: 17. We know this is false, and it’s harmful for the people in our community who have been victimized that we act like this do…",['1597035770610491392'],84956872,2022-11-28T01:12:53.000Z
en,1597035314052141057,"RT @dfsparks: 12. And the point is, whatever the participation or knowledge of African tribes was, it doesn’t relieve Europeans and America…",['1597035314052141057'],84956872,2022-11-28T01:11:05.000Z
en,1597016664393936896,"Octavia's Bookshelf open its doors! 
 https://t.co/koWyw7IzFB",['1597016664393936896'],84956872,2022-11-27T23:56:58.000Z
en,1597016028696879105,"RT @ReverendWarnock: If you're at your polling location before polls close, STAY IN LINE. Call or text the Voter Protection Hotline at 1 (8…",['1597016028696879105'],84956872,2022-11-27T23:54:27.000Z
en,1597015975504723968,RT @SenLouiseLucas: Governor Youngkin made it through Black Friday without calling to congratulate me or @SenatorLocke so that’s progress I…,['1597015975504723968'],84956872,2022-11-27T23:54:14.000Z
und,1597015945024708608,@MintChip04 @LittleFootLady 😂😂😂😂😂 https://t.co/sDe7iA2XmI,['1597015945024708608'],84956872,2022-11-27T23:54:07.000Z
en,1597015338155065344,"RT @IHaveVanished: GA - Missing 13-year-old girl last seen leaving home on surveillance video, police say https://t.co/HEGKtDCu9t",['1597015338155065344'],84956872,2022-11-27T23:51:42.000Z
en,1596996640799223808,@sassycrass 😳🤯 :::logs off in disgust:::,['1596996640799223808'],84956872,2022-11-27T22:37:24.000Z
en,1596996171502735360,RT @JasmineForHD108: Cast my ballot this morning. Knocked doors this afternoon! Doing all I can to GOTV for the runoff! Great convos at the…,['1596996171502735360'],84956872,2022-11-27T22:35:32.000Z
en,1596988012512292864,"RT @SIfill_: Gaslighting: presenting yourself as a crusader for freedom of speech, but announcing you’ll support a candidate for President…",['1596988012512292864'],84956872,2022-11-27T22:03:07.000Z
en,1596987761315049472,RT @alexisohanian: Thx to all of you who spread amplified &amp; applied for our Head of Storytelling (Content &amp; Comms) role @sevensevensix — we…,['1596987761315049472'],84956872,2022-11-27T22:02:07.000Z
en,1596987524164964352,@cbouzy Whale,['1596987524164964352'],84956872,2022-11-27T22:01:11.000Z
en,1596963141266509824,RT @FairfieldPolice: The Solano County Sheriff’s Office has released the below statement regarding an officer-involved shooting that occurr…,['1596963141266509824'],84956872,2022-11-27T20:24:17.000Z
en,1596962156431708160,"RT @QondiNtini: Go to https://t.co/lnycZfWozm to find your polling place 

Vote TODAY or Nov 28 - Dec 2 or on Election Day Dec 6! https://t…",['1596962156431708160'],84956872,2022-11-27T20:20:22.000Z
en,1596913714967764995,"RT @QondiNtini: Keep donating to #SaveSenatorBae and I will keep dropping Officer Teddy Bae thirst traps 🥵 🪤 

Donate directly to @Reverend…",['1596913714967764995'],84956872,2022-11-27T17:07:53.000Z
und,1596908070881611776,@JuneSummer1 @QondiNtini @JenJamesBeauty @libradunn 😏,['1596908070881611776'],84956872,2022-11-27T16:45:27.000Z
en,1596906723083964416,@QondiNtini @ReverendWarnock @TeamWarnock @libradunn Chile...,['1596906723083964416'],84956872,2022-11-27T16:40:06.000Z
en,1596894594695766018,@HeyAprill VERY!,['1596894594695766018'],84956872,2022-11-27T15:51:54.000Z
en,1596892604565966849,"RT @USATODAY: When dealing with manipulative or narcissistic people in your life, the best option is to cut contact and leave. But what if…",['1596892604565966849'],84956872,2022-11-27T15:44:00.000Z
en,1596729104379715585,"@artnmusic4life @michelle_byoung Those spicy cajun bloody marys in Nawlins, with pickled cocktail onions and celery, are incredibly delicious.",['1596729104379715585'],84956872,2022-11-27T04:54:18.000Z
en,1596702247182032896,RT @PlewtoSmith: I watched Soul Food for the first time in 10+ years last night. Here are 10 Reasons Why Terri From Soul Food Deserves An A…,['1596702247182032896'],84956872,2022-11-27T03:07:35.000Z
en,1596698798101004289,"@netflix You mean clapback, right?",['1596698798101004289'],84956872,2022-11-27T02:53:53.000Z
en,1596697016930705408,@Ericperrytv @FOX5Atlanta Poor souls.💔💔,['1596697016930705408'],84956872,2022-11-27T02:46:48.000Z
en,1596681361930084352,@glolikelena @Prof_Alston Accurate. 😊,['1596681361930084352'],84956872,2022-11-27T01:44:36.000Z
en,1596680750983573505,@BlackMale1st Homophobe.,['1596680750983573505'],84956872,2022-11-27T01:42:10.000Z
und,1596667436257771520,@ABC SMH,['1596667436257771520'],84956872,2022-11-27T00:49:16.000Z
en,1596665690894671873,@ericswalwell c) None of the above...and a to-go box.,['1596665690894671873'],84956872,2022-11-27T00:42:19.000Z
und,1596665433532166144,@AITA_online 👏🏽👏🏽👏🏽👏🏽👏🏽,['1596665433532166144'],84956872,2022-11-27T00:41:18.000Z
en,1596662147093696512,"I watched the documentary on Peacock earlier, and now I'm on ep 2 of the series. I cannot finish it because my stomach is burning at the fvcking stupidity.
How do you allow someone to PREVENT you from calling the police to report your 12yo daughter missing? 🤬
I cannot! https://t.co/lHJCjleYnK",['1596662147093696512'],84956872,2022-11-27T00:28:15.000Z
en,1596658473810305024,@ChrystalChipria Lord Jesus! The stupidity. https://t.co/DP9xpSblHx,['1596658473810305024'],84956872,2022-11-27T00:13:39.000Z
und,1596657628666421248,@justxhenry 💜💜💜💜💜,['1596657628666421248'],84956872,2022-11-27T00:10:17.000Z
en,1596656333004034048,"RT @POTUS: Fair competition is was what made America the wealthiest, most innovative nation in history.
 
Now, imagine if we gave everyone…",['1596656333004034048'],84956872,2022-11-27T00:05:08.000Z
und,1596647118822723584,@FrenchRainez 👆🏽,['1596647118822723584'],84956872,2022-11-26T23:28:32.000Z
en,1596634106770907136,"@brattychantae I'm watching the Peacock doc with the family; I haven't even gotten to the movie, yet.",['1596634106770907136'],84956872,2022-11-26T22:36:49.000Z
en,1596632011111731200,"@brattychantae Girl...
There were so many red flags.  SOO many.
He saw their ignorance and naiveté and knew he could easily groom them. 
All of them.",['1596632011111731200'],84956872,2022-11-26T22:28:30.000Z
en,1596611767286648832,"RT @WhiteHouse: As a result of President Biden’s economic strategy, our economy has created 10 million jobs and more Americans applied to s…",['1596611767286648832'],84956872,2022-11-26T21:08:03.000Z
und,1596588971223846912,@NYPoliticalMom 😉,['1596588971223846912'],84956872,2022-11-26T19:37:28.000Z
en,1596588249706700801,"RT @RepJeffries: More than 10 million good-paying jobs have been created during President Biden’s time in office.

Investigate that.",['1596588249706700801'],84956872,2022-11-26T19:34:36.000Z
en,1596587886312181762,@NYPoliticalMom I love this coat!!! It's gorgeous!,['1596587886312181762'],84956872,2022-11-26T19:33:09.000Z
en,1596587256659124226,"@AdrianCJax I'm so sorry, Adrian. Sending good vibes your way.",['1596587256659124226'],84956872,2022-11-26T19:30:39.000Z
und,1596586158926200832,@KalomaCardwell 🤗🤗🤗🤗🤗🤗🤗,['1596586158926200832'],84956872,2022-11-26T19:26:18.000Z
en,1596584920067248129,@MissLauraIngle LOL...I need to log off because I need to cuddle my cast iron Dutch oven and skillet after seeing this dishwasher tweets. LOL,['1596584920067248129'],84956872,2022-11-26T19:21:22.000Z
en,1596584275716866048,"@StabbyandSpicy @StephenKing Whew! I mean...🤯How ""visionary"" is it to profit from the work of others??? There are centuries of colonization (and his own history) he could have view before tweeting this nonsense.",['1596584275716866048'],84956872,2022-11-26T19:18:49.000Z
und,1596582637950631936,@niknup21 Yep.,['1596582637950631936'],84956872,2022-11-26T19:12:18.000Z
en,1596582503841923073,"@myronjclifton I forgot to tell you how much I LOVED #JamalsIncredibleAdventuresInTheBlackChurch. 
Well done, Sir. 👏🏽",['1596582503841923073'],84956872,2022-11-26T19:11:46.000Z
en,1596581898586796032,@Kalarigamerchic Sending good vibes your way. :::::hugs:::::,['1596581898586796032'],84956872,2022-11-26T19:09:22.000Z
und,1596581574115348480,@QondiNtini @libradunn 😍 https://t.co/worVNy2MEw,['1596581574115348480'],84956872,2022-11-26T19:08:04.000Z
en,1596581181134278658,Myron is a gifted storyteller. Pick up a copy of his new books. :::heading over to Amazon::: https://t.co/PGAwkutT9n,['1596581181134278658'],84956872,2022-11-26T19:06:31.000Z
en,1596580610734424065,@jeffpearlman Happy Birthday Grammie Norma! https://t.co/mYw04edSFe,['1596580610734424065'],84956872,2022-11-26T19:04:15.000Z
en,1596580191832137728,@_ashawndabney Yep...me and many of my family members.,['1596580191832137728'],84956872,2022-11-26T19:02:35.000Z
en,1596580013427474432,@mattnightingale @Backstorymom1 Congratulations!!! https://t.co/4hu10Spyds,['1596580013427474432'],84956872,2022-11-26T19:01:52.000Z
en,1596577956822122498,@timwilliamsart My condolences.,['1596577956822122498'],84956872,2022-11-26T18:53:42.000Z
en,1596571688535494657,"@DavidM_Friedman Your friend is a racist, rapist anti-semite, but please, continue equating him to Pres Obama. SMH",['1596571688535494657'],84956872,2022-11-26T18:28:48.000Z
en,1596567506767925248,@tinaturner Happy Birthday!!!!!!🎊🎊🎊🎊🎊🎊🎊🥳🥳🥳🥳🥳🥳🥳,['1596567506767925248'],84956872,2022-11-26T18:12:11.000Z
en,1596566476819156993,"@cbouzy I was off twitter for nearly 3 days and my stress level was low, low, low, low, low, low, low. 
I now extremely limit my time here becauses I'm seeing too many tweets from the same accounts, posting about TFG and EM. 
I can't see tweets from MOST of the peopIe I follow.",['1596566476819156993'],84956872,2022-11-26T18:08:05.000Z
en,1596563172546072577,"@cbouzy If you build a user-friendly, safe platform, we will come.",['1596563172546072577'],84956872,2022-11-26T17:54:57.000Z
en,1596561983993937921,"@cbouzy And, of course, the ability to edit a tweet/message/post, once. I've deleted tweets after finding typos. 😭",['1596561983993937921'],84956872,2022-11-26T17:50:14.000Z
en,1596561529326878720,@cbouzy I hope you're also going to limit charcters for messages.,['1596561529326878720'],84956872,2022-11-26T17:48:25.000Z
en,1596555510710312960,@cbouzy I just registered and donated.,['1596555510710312960'],84956872,2022-11-26T17:24:30.000Z
en,1596549374280368129,"RT @BarackObama: Last month, I spoke with some of the incredible small business leaders working on the South and West sides of Chicago. 

A…",['1596549374280368129'],84956872,2022-11-26T17:00:07.000Z
en,1596548547012308993,@NaomiBiden @johndolanphotog Congratulations!🎊🎊🎊🎊🎊,['1596548547012308993'],84956872,2022-11-26T16:56:50.000Z
en,1596547766632665089,"RT @foodbankccs: More people are depending on the Food Bank than ever before. Right now, we are serving over 275,000 people a month, which…",['1596547766632665089'],84956872,2022-11-26T16:53:44.000Z
en,1596546788088901632,RT @Charles_Akpan_: On the couch just tight lol https://t.co/01JJtvtORP,['1596546788088901632'],84956872,2022-11-26T16:49:51.000Z
en,1596545303745699840,@Irene_Cara 💔Rest in peace.,['1596545303745699840'],84956872,2022-11-26T16:43:57.000Z
en,1596342636469571584,"@DramaticLegs @ReignOfApril I hated Wandavision. #HatedIt! 
Wanda is not one of my faves.",['1596342636469571584'],84956872,2022-11-26T03:18:37.000Z
qme,1595291629648506881,#BlackTwitterBlackWednesday https://t.co/1i2MaOFku2,['1595291629648506881'],84956872,2022-11-23T05:42:18.000Z
en,1595290193845633030,@NBCNews @Everytown *Sigh*,['1595290193845633030'],84956872,2022-11-23T05:36:35.000Z
en,1595289787102961664,"Sending well-wishes to you all, hoping you spend the holiday immersed in joy, and safe from the Friday shoppers! 🤯
My joy is cooking🍗 &amp; baking🍠 (which began today) and sharing it all with my family. I am grateful, fortunate and immeasurably blessed. 
🙅🏾‍♀️We celebrate &amp; remember. https://t.co/WDoNcl5HGE",['1595289787102961664'],84956872,2022-11-23T05:34:58.000Z
und,1595277940610433025,@lorigspeaks 😂,['1595277940610433025'],84956872,2022-11-23T04:47:54.000Z
en,1595275656161464320,@DrVirgo1981 💜What a cutie pie!,['1595275656161464320'],84956872,2022-11-23T04:38:49.000Z
en,1595273708678938624,"@nayemonique @NicolasEdny It's all good, Sis. 💜🤗",['1595273708678938624'],84956872,2022-11-23T04:31:05.000Z
