id,author_id,lang,text,edit_history_tweet_ids,created_at
1596977854280978432,826224919,en,Spain needs a draw to progress to the next round of the world cup #FIFAWorldCup #Qatar2022,['1596977854280978432'],2022-11-27T21:22:45.000Z
1596971697931853825,826224919,en,@deejayfaremi True though bc of the superior goals difference of Spain ..,['1596971697931853825'],2022-11-27T20:58:17.000Z
1596971098025111552,826224919,en,Sane just damage things this nite . Just simply pass the ball #Qatar2022 #FIFAWorldCup2022,['1596971098025111552'],2022-11-27T20:55:54.000Z
1596962561534332928,826224919,en,Na so German wan go house #WorldCup2022 #FIFAWorldCupQatar2022 #Qatar2022,['1596962561534332928'],2022-11-27T20:21:59.000Z
1596953169296121856,826224919,en,Musiala has been a handful for the Spanish side though still no goal #FIFAWorldCupQatar2022,['1596953169296121856'],2022-11-27T19:44:40.000Z
1596950077263982592,826224919,en,I just want to hope that the passing from the back by Spain will not be their undoing this nite . The German seems to be pressing them high #FIFAWorldCup #Qatar2022,['1596950077263982592'],2022-11-27T19:32:22.000Z
1596910190451822592,826224919,ht,"RT @obeitohonipe: OSUN STATE GOVERNORS 1999 TILL DATE

1999-2003: Adebisi Akande
2003-2010: Olagunsoye Oyinlola
2010-2018: Rauf Aregbesola…",['1596910190451822592'],2022-11-27T16:53:53.000Z
1596879826610434050,826224919,en,Belgium in the mud #FIFAWorldCupQatar2022,['1596879826610434050'],2022-11-27T14:53:13.000Z
1596875482259128325,826224919,en,KDB does not do much for Belgium as he does for Mancity #Qatar2022 #FIFAWorldCup,['1596875482259128325'],2022-11-27T14:35:58.000Z
1596875239254028289,826224919,en,Morroco scores against Belgium #FIFAWorldCup #Qatar2022,['1596875239254028289'],2022-11-27T14:35:00.000Z
1596845890349711360,826224919,en,Small rain @DStvNg no go show again #FIFAWorldCupQatar2022 #Qatar2022,['1596845890349711360'],2022-11-27T12:38:22.000Z
1596783440095219713,826224919,en,Foreign creditors may seize presidential jets over accumulated debts. Findings indicated that the PAF was indebted to several service providers for various upgrades carried out on the 10 aircraft in the fleet to meet the required airworthiness.,['1596783440095219713'],2022-11-27T08:30:13.000Z
1596215966777495552,826224919,en,@Buchi_Laba Dream on bro,['1596215966777495552'],2022-11-25T18:55:17.000Z
1596194017544658944,826224919,en,@Ikwerreman Completely agree with you,['1596194017544658944'],2022-11-25T17:28:04.000Z
1596077087542063107,826224919,en,"RT @OfficialAPCNg: To be clear, the National Chairman, Sen. Abdullahi Adamu did not kick against the deployment of @inecnigeria Bimodal Vot…",['1596077087542063107'],2022-11-25T09:43:26.000Z
1595973585042296832,826224919,en,RT @TheAfricaReport: Embattled #Ghana Finance Minister Ken Ofori-Atta has apologised to Ghanaians for the unprecedented hardship they are e…,['1595973585042296832'],2022-11-25T02:52:09.000Z
1595969336052797442,826224919,en,"The National Agency for the Control of AIDS says 1,619,133 of the 1.9 million Nigerians living with the Human Immunodeficiency Virus are now on treatment… pls be careful safe sex always",['1595969336052797442'],2022-11-25T02:35:16.000Z
1595877918445797376,826224919,en,What a goal from Richalisson… #Qatar2022,['1595877918445797376'],2022-11-24T20:32:00.000Z
1595875607841316866,826224919,en,Fuel scarcity rocks again.. pls use your PVC wisely #INEC #elections,['1595875607841316866'],2022-11-24T20:22:49.000Z
1595875240982323203,826224919,en,What does it profit Ghana to score two goals and still lose to Portugal #Qatar2022 #PORGHA,['1595875240982323203'],2022-11-24T20:21:22.000Z
1595487579092271131,826224919,en,"RT @followlasg: LAGOS COMMENCES FREE SCHOOL-BASED MASS DEWORMING EXERCISE

… Targets 1.3 Million School-Age Children in 10 LGAs

Read more:…",['1595487579092271131'],2022-11-23T18:40:56.000Z
1595386755414462464,826224919,en,"RT @LasuFM: President Muhammadu Buhari launches the newly redesigned Naira Notes at the State House, Abuja. 

What do you think about the n…",['1595386755414462464'],2022-11-23T12:00:18.000Z
1595363177059028995,826224919,en,RT @LasuFM: VC Says: https://t.co/3Hz5Ztdnss,['1595363177059028995'],2022-11-23T10:26:36.000Z
1594448607918317568,826224919,en,"RT @theworldindex: Best Countries for Raising Kids

1.🇩🇰Denmark
2.🇳🇴Norway
3.🇸🇪Sweden
4.🇫🇮Finland
5.🇨🇦Canada
6.🇨🇭Switzerland
7.🇳🇱Netherland…",['1594448607918317568'],2022-11-20T21:52:26.000Z
1594445598798798854,826224919,en,"RT @md_jinn: The best commentary i have ever heard, Peter Drury 🔥 https://t.co/UoPzKJ8mG1",['1594445598798798854'],2022-11-20T21:40:28.000Z
1594370916842196999,826224919,en,This Qatar football team  is so poor as a host nation. #Qatar2022,['1594370916842196999'],2022-11-20T16:43:43.000Z
1593833898793836544,826224919,en,"RT @Hamidakhalifa4: To dance with my father again 💔
#Celine_dion https://t.co/YOwCPnbB7F",['1593833898793836544'],2022-11-19T05:09:48.000Z
1593831925960974338,826224919,en,"RT @celinedion: Today is the day: Let's Talk About Love, one of Celine's best-selling albums, but also one of the best-selling albums in mu…",['1593831925960974338'],2022-11-19T05:01:57.000Z
1593678113753296897,826224919,en,"RT @GOALAfrica: ""It means you're going to be the first one and going to open the door for other women, especially in Africa."" 🗣️

Salima Mu…",['1593678113753296897'],2022-11-18T18:50:46.000Z
1593663477662490625,826224919,en,"RT @GazetteNGR: U.S. repatriates another $20.6 million Abacha loot 

https://t.co/OqlwpqQ9Ep",['1593663477662490625'],2022-11-18T17:52:36.000Z
1593556938880606208,826224919,en,RT @Naija_PR: Arsenal has announced Edu Gaspar as the first-ever Sporting Director for the club https://t.co/wsweCggjPv,['1593556938880606208'],2022-11-18T10:49:15.000Z
1593556908035612674,826224919,en,RT @SaharaReporters: Qatari Royal Family Demands Total Ban On Alcohol Sales At World Cup Stadiums | Sahara Reporters https://t.co/maGZERPfo…,['1593556908035612674'],2022-11-18T10:49:08.000Z
1592638103612968961,826224919,en,"RT @benny7gg: Burna Boy’s “Last Last” has been nominated for the “Best Global Music Performance” at the 65th #GRAMMYs. 

Burna Boy now exte…",['1592638103612968961'],2022-11-15T21:58:08.000Z
1592545368188780546,826224919,en,"RT @Enoch099: @stader_bnb @RACA_3 @USMverse @JAZ_DID @RacaGameNFT Victory is the result of hard work, this is the most beautiful thing I've…",['1592545368188780546'],2022-11-15T15:49:38.000Z
1592545333393121281,826224919,en,"RT @Enoch099: @SpaceShipX_fi @WalrusFinance Victory is the result of hard work, this is the most beautiful thing I've ever done and god ble…",['1592545333393121281'],2022-11-15T15:49:30.000Z
1592211161449377792,826224919,en,"RT @LasuFM: Air Peace, has suspended flights to Dubai, United Arab Emirates, over the non-issuance of visas to Nigerians.
#eveningdrive
#Mo…",['1592211161449377792'],2022-11-14T17:41:37.000Z
1592165680761262080,826224919,en,"RT @footballdaily: 🗣️ “I think the betrayal has only been from one end…that’s from Cristiano Ronaldo to Manchester United.” 

@MelissaReddy…",['1592165680761262080'],2022-11-14T14:40:53.000Z
1592148745617121280,826224919,en,CALL AGAINST DEMAND FOR LOCAL GOVERNMENT IDENTIFICATION CERTFICATE - Sign the Petition! https://t.co/TjydZn1Xw1 via @changeorgng,['1592148745617121280'],2022-11-14T13:33:36.000Z
1591757738232934403,826224919,en,"RT @BusinessInsider: Kate Winslet gave $20,000 to help a mom and her disabled daughter pay their soaring energy bills https://t.co/nPNJMETP…",['1591757738232934403'],2022-11-13T11:39:52.000Z
1591651249447137280,826224919,en,"RT @Jakabove: Watch Live Stream Fight Night UFC 281

🥊 Israel Adesanya vs Alex Pereira

🔗⭕ Link HD: https://t.co/CiKkigI7ee

🔗⭕ Link SD: ht…",['1591651249447137280'],2022-11-13T04:36:43.000Z
1591546634667974657,826224919,en,@Arsenal leads the epl table with 5 points clear of @ManCity as we head into the World Cup. #EPL #WOLARS,['1591546634667974657'],2022-11-12T21:41:01.000Z
1591322426952286208,826224919,en,"RT @GuardianNigeria: Fraud: CBN, ICPC, EFCC, others probe online loan companies | The Guardian Nigeria News - Nigeria and World News https:…",['1591322426952286208'],2022-11-12T06:50:06.000Z
1591090049286012928,826224919,en,"RT @LasuFM: #EveningDrive  with @Omidan00 x @egorgorsamuel
 
🫶🏿 NP :Balance - @wizkidayo 
  
#FridayVibes 🥂",['1591090049286012928'],2022-11-11T15:26:43.000Z
1591007803732279298,826224919,en,RT @Football__Tweet: Carlo Ancelotti is the only coach in history to be the current manager of 4 different players who won the Ballon d'Or.…,['1591007803732279298'],2022-11-11T09:59:54.000Z
1590740606971568128,826224919,en,"RT @Gifted3D: #leaked A tiger's tongue is so strong that it can remove paint from walls and help to remove skin from flesh of its prey.
His…",['1590740606971568128'],2022-11-10T16:18:09.000Z
1590740493780267008,826224919,und,RT @MediaGuide_NG: @LasuFM @Omidan00 @egorgorsamuel 🫶,['1590740493780267008'],2022-11-10T16:17:42.000Z
1590610527751122944,826224919,en,RT @FabrizioRomano: Official Cameroon squad for 2022 World Cup. 🚨🇨🇲 #WorldCup2022 #Qatar2022 https://t.co/kHzLJJnccq,['1590610527751122944'],2022-11-10T07:41:16.000Z
1590470199937216512,826224919,en,"RT @SkyNews: US President Joe Biden says it is his ""intention"" to run in the 2024 election.

He adds that he will ""have discussions"" with h…",['1590470199937216512'],2022-11-09T22:23:39.000Z
1590410910589669377,826224919,en,"RT @TundeTASH: This is beautiful and emotional.

A Cameroonian in Toronto who walked into Canada’s Dragon Den asking investors $60,000 for…",['1590410910589669377'],2022-11-09T18:28:04.000Z
1590032319184015360,826224919,en,"RT @LasuFM: #EveningDrive 🚦w/ @Omidan00 and @egorgorsamuel cc @djteesxclusive 

▶️Memories  - @maroon5 

#TuneTuesday 💥
#moremusiclesstalk",['1590032319184015360'],2022-11-08T17:23:40.000Z
1590032282626424836,826224919,en,"RT @LasuFM: #EveningDrive 🚦w/ @Omidan00 and @egorgorsamuel cc @djteesxclusive 

▶️Yea I do    - @beccafrica ft @TiwaSavage 

#TuneTuesday 💥…",['1590032282626424836'],2022-11-08T17:23:32.000Z
1590007222788296705,826224919,en,"RT @MediaGuide_NG: #NowOnAir:#EveningDrive 🚦w/ 
@Omidan00 and @egorgorsamuel On @LasuFM &lt; TuneIn
#MediaGuideNG",['1590007222788296705'],2022-11-08T15:43:57.000Z
1589675035173998592,826224919,en,"RT @SpeakerGbaja: ASUU: @femigbaja appeals for calm, says @MBuhari to intervene soon. https://t.co/pEozxmFCbS",['1589675035173998592'],2022-11-07T17:43:57.000Z
1589669457940877313,826224919,en,RT @Omidan00: Lagos is hot 🥵 😫,['1589669457940877313'],2022-11-07T17:21:48.000Z
1589613512774803457,826224919,en,"RT @ARISEtv: Floods: A Desperate Plea For Help – ARISE Special Report 
CLICK TO WATCH 
https://t.co/FMhHLI5MP1 https://t.co/MTlEjnuOK7",['1589613512774803457'],2022-11-07T13:39:29.000Z
1589613258222501889,826224919,en,RT @BenChilwell: Following my ACL injury I worked so hard to make sure I was ready for the World Cup. It has always been a dream of mine. U…,['1589613258222501889'],2022-11-07T13:38:29.000Z
1589331919313178624,826224919,en,"RT @ChampionsLeague: ℹ️ Round of 16 draw
📅 Monday 7 November
⏲️ 12:00 CET
📍 Nyon, Switzerland
#⃣ #UCLdraw https://t.co/yxgJIOO9IO",['1589331919313178624'],2022-11-06T19:00:32.000Z
1588379192592568325,826224919,en,"RT @LASUOfficial: In less than 10 minutes, you can get your student's transcript online, right from the comfort of your home, using this se…",['1588379192592568325'],2022-11-04T03:54:44.000Z
1588284639453798400,826224919,en,@ASRomaEN That goal should stand,['1588284639453798400'],2022-11-03T21:39:01.000Z
1588284331952246784,826224919,en,VAR controversy continues #Europa,['1588284331952246784'],2022-11-03T21:37:48.000Z
1587835760740339716,826224919,en,RT @ColinUdoh: One of the best things that's happened to sports in Nigeria till date. But still a small first step. Lots of work left to be…,['1587835760740339716'],2022-11-02T15:55:20.000Z
1586981565019656194,826224919,en,Getting the right leadership in 2023 does not mean all of our problems will be solve but to a journey to some level of sanity,['1586981565019656194'],2022-10-31T07:21:04.000Z
1586808852384710657,826224919,en,How David de Gea did not make Spain provisional World Cup squad is surprise me #WorldCup2022 #WorldcupQatar2022 #EPL #MANWHU,['1586808852384710657'],2022-10-30T19:54:46.000Z
1586808373609205760,826224919,en,"RT @GarShehu: PRESIDENT BUHARI SUMMONS EMERGENCY SECURITY MEETING, POSTPONES NASENI COMPLEX COMMISSIONING",['1586808373609205760'],2022-10-30T19:52:52.000Z
1586670704254222337,826224919,en,"RT @RandaAndrew: So I've seen some funny takes on Twitter so I'll put it to a poll.

Do you prefer the 🇳🇬@NGSuperEagles winning an Afcon ti…",['1586670704254222337'],2022-10-30T10:45:49.000Z
1586422845436923905,826224919,en,"RT @D31Alexander: @pizzatower_talk Victory is the result of hard work, this is the most beautiful thing I've ever done and God bless you 👍👍…",['1586422845436923905'],2022-10-29T18:20:55.000Z
1585755325491163136,826224919,en,Weaponize ignorance chasing Nigeria all around. The less the you the less questions you ask .. #2023Elections,['1585755325491163136'],2022-10-27T22:08:26.000Z
1585724112177078273,826224919,en,"RT @NigeriaStories: We were all told that Abacha died after eating Apple from a woman while growing up !! 

That’s not true according to Al…",['1585724112177078273'],2022-10-27T20:04:24.000Z
1585570025737519104,826224919,en,"RT @FabrizioRomano: Official, confirmed. Joe Shields has been appointed by Chelsea as new Co-Director of Recruitment and Talent. 🚨🔵 #CFC

T…",['1585570025737519104'],2022-10-27T09:52:07.000Z
1585536441991430146,826224919,en,Europa league this seas will quite interesting plenty of top teams are there . #UEFAChampionsLeague #EuropaLeague,['1585536441991430146'],2022-10-27T07:38:40.000Z
1585267954039627778,826224919,en,RT @MobilePunch: BREAKING: CBN to release re-designed Naira notes December https://t.co/N3FvJHnrsT,['1585267954039627778'],2022-10-26T13:51:47.000Z
1585260497518985216,826224919,en,@devoyce007 I agree completely with you,['1585260497518985216'],2022-10-26T13:22:09.000Z
1584695468030033921,826224919,en,Lagos state commercial bus set to proceed on strike from October 31st 2022. Will it happen ???,['1584695468030033921'],2022-10-24T23:56:56.000Z
1584694308271452161,826224919,en,"The 100 employees of the Israeli navigation app developer Waze stand to receive a total of $120 million, as a result of Google’s acquisition of the company, making this the most lucrative exit ever for employees of an Israeli startup.",['1584694308271452161'],2022-10-24T23:52:19.000Z
1584235203744399360,826224919,en,"RT @BBCSport: Newcastle charge into the top four 👀

#BBCFootball https://t.co/A8XXYdFZdj",['1584235203744399360'],2022-10-23T17:28:00.000Z
1584111967177887744,826224919,en,RT @Tunde_OD: There’s a barbaric tradition known as “Money wife” in a remote village in Cross river state called Becheve where girls as you…,['1584111967177887744'],2022-10-23T09:18:19.000Z
1582757151537188864,826224919,cy,"RT @LasuFM: #eveningdrive with @egorgorsamuel &amp; @Omidan00  cc @djteesxclusive 

▶️ Sos - @YungLMrmarley 

#VibesWednesday
#WomanCrushWednes…",['1582757151537188864'],2022-10-19T15:34:45.000Z
1582757137796976651,826224919,en,"RT @LasuFM: #eveningdrive with @egorgorsamuel &amp; @Omidan00  cc @djteesxclusive 

▶️ Rush  - @ayrastarr 

#VibesWednesday
#WomanCrushWednesda…",['1582757137796976651'],2022-10-19T15:34:42.000Z
1582757124534198272,826224919,en,"RT @LasuFM: #eveningdrive with @egorgorsamuel &amp; @Omidan00  cc @djteesxclusive 

▶️ Love is wicked. - @nyandaBnL 

#VibesWednesday
#WomanCru…",['1582757124534198272'],2022-10-19T15:34:39.000Z
1581914006348267522,826224919,en,RT @dkuti82: Persons' With Disabilities (PWD) on Monday sealed off the National Stadium 🏟️ in Surulere over the alleged removal of Para Spo…,['1581914006348267522'],2022-10-17T07:44:24.000Z
1581761683889872898,826224919,en,"RT @FabrizioRomano: Kylian Mbappé: “I have not asked to leave Paris Saint-Germain in January. I’m not furious with the club, it’s not true”…",['1581761683889872898'],2022-10-16T21:39:07.000Z
1581718299741605888,826224919,en,RT @FrankKhalidUK: All footballers should be like Sadio Mane 💚🇸🇳 https://t.co/swUwu1FzDs,['1581718299741605888'],2022-10-16T18:46:44.000Z
1581692635877900288,826224919,en,Finally salah scores #LiVMCI #epllive,['1581692635877900288'],2022-10-16T17:04:45.000Z
1581692166446850048,826224919,en,RT @thecableng: [OPINION BY FESTUS ADEDAYO] Death of workplace religion: The Polaris Bank mis-example | TheCable https://t.co/JB3ACQG0nC ht…,['1581692166446850048'],2022-10-16T17:02:53.000Z
1581690036256272386,826224919,en,Gomez has been massive for Liverpool today #LIVMCI #EPL #epllive,['1581690036256272386'],2022-10-16T16:54:25.000Z
1581689735936118784,826224919,en,The only player KDB wants to pass the ball to is haaland #EPL #LIVMCI,['1581689735936118784'],2022-10-16T16:53:14.000Z
1581654240547962881,826224919,en,Real Madrid takes the lead #ElClasico,['1581654240547962881'],2022-10-16T14:32:11.000Z
1581653910653059072,826224919,en,@ChelseaFC have been poor against villa but have scored two goals #EPL #AvlChe,['1581653910653059072'],2022-10-16T14:30:52.000Z
1580810424999501824,826224919,en,"The European Parliament passed a law requiring all smartphones, tablets and cameras to use USB-C ports as the single charger standard from late 2024, which will force Apple to change its phone designs.",['1580810424999501824'],2022-10-14T06:39:10.000Z
