text,edit_history_tweet_ids,author_id,created_at,id,lang
Blocking @45Beth24  💩⬇️👍🏿 https://t.co/DA7vWVhCjE,['1597068264781541376'],1589370708446089216,2022-11-28T03:22:01.000Z,1597068264781541376,en
Too slow 🦥 you loose 🤣😂🤣😳 https://t.co/DA7vWVyFlE,['1597068098477051905'],1589370708446089216,2022-11-28T03:21:21.000Z,1597068098477051905,en
RT @GirlFly63: @oliverthewitnes @CasanovaX8X @Garcticall @WildAngelWing @34rthlivs @Mgerace98Gerace @Amy95474055 @jwarrenstokes @LindaNTx @…,['1597067883670298624'],1589370708446089216,2022-11-28T03:20:30.000Z,1597067883670298624,und
Warden elon musk has been twitmo 3 days limited access now like crazy 🦃🧻🐍💩🚽⬇️💩🚽 https://t.co/LsU5BiuZ8n,['1597067118347886592'],1589370708446089216,2022-11-28T03:17:27.000Z,1597067118347886592,en
RT @Randi51856988: @DanniShay22 @Earthboundqu @CasanovaX8X @oliverthewitnes @Olivermarie21 @Lynnwood94 @ezrocks0011 @CarmenKrebs5 @EndRaceH…,['1597066679569494017'],1589370708446089216,2022-11-28T03:15:43.000Z,1597066679569494017,en
Fucker call me at 300 am in the morning and then they will give me a verbal verification code I'm english  🤣😂🤣😳 https://t.co/fTaYn22Tjo,['1597066195869388800'],1589370708446089216,2022-11-28T03:13:47.000Z,1597066195869388800,en
"RT @CaptainSPC_89: Why am i such a fuck up? I can't ever do anything right. no matter how hard i try, I'm just worthless 😭",['1597065363669151744'],1589370708446089216,2022-11-28T03:10:29.000Z,1597065363669151744,en
Well that's just sucks 🤔😳 https://t.co/kcCfjQcABo,['1597065287475437568'],1589370708446089216,2022-11-28T03:10:11.000Z,1597065287475437568,en
RT @oliverthewitnes: @CasanovaX8X @34rthlivs @Amy95474055 @parkreturns @satansradio666 @Olivermarie21 @DanielOlive48 @Frankst77005194 @Laur…,['1597059704458743808'],1589370708446089216,2022-11-28T02:48:00.000Z,1597059704458743808,und
RT @DanielOlive48: @nflphucu @TwistedMister66 @mil_vet17 @NadiaThilemans @JamesJo56909490 @Eclare_Pure @satansradio666 @BarryMe36201311 @La…,['1597058447253864450'],1589370708446089216,2022-11-28T02:43:00.000Z,1597058447253864450,en
