id,author_id,created_at,text,edit_history_tweet_ids,lang
1597021406457303040,33622656,2022-11-28T00:15:49.000Z,"@Elizabe46179288 @ziggy6769 For my sins 🤣🤣 about 15 years now. Thinking of moving back. Hard to stomach the Tory government, but fear the mess Labour will be left with. Off to bed now. Nice talking 🙂",['1597021406457303040'],en
1597019386833162240,33622656,2022-11-28T00:07:47.000Z,@Elizabe46179288 @ziggy6769 I'm not sure how I would vote if I was back home in Scotland (definitely not Tory though!). It would take a while to cut through the rhetoric.,['1597019386833162240'],en
1597018089862074369,33622656,2022-11-28T00:02:38.000Z,"@Elizabe46179288 @ziggy6769 Personally I'd prefer to see politicians work together to reach decent, sensible decisions for us. Whether that means the UK stays intact or not, I'm not sure about, but first priority should be to find a solution to the current crisis.",['1597018089862074369'],en
1597016085752328192,33622656,2022-11-27T23:54:40.000Z,@Elizabe46179288 @ziggy6769 I imagine that's due to being the party fighting against the status quo of UK unity. I felt the same about pro Brexit voters. Probably just our perception.,['1597016085752328192'],en
1597014635026141186,33622656,2022-11-27T23:48:54.000Z,"@Elizabe46179288 @ziggy6769 True, but which other party could have formed a government?",['1597014635026141186'],en
1597014248156057602,33622656,2022-11-27T23:47:22.000Z,@Elizabe46179288 @ziggy6769 I think it's fair to say the behaviour of people on social media can be embarrassing regardless of their political allegiance.,['1597014248156057602'],en
1597005149674668033,33622656,2022-11-27T23:11:13.000Z,"@2351onthelist @ziggy6769 I agree. Took votes for granted, I imagine.",['1597005149674668033'],en
1597004852554764288,33622656,2022-11-27T23:10:02.000Z,@2351onthelist @ziggy6769 Certainly doesn't sound like a fair result.,['1597004852554764288'],en
1596980198771404801,33622656,2022-11-27T21:32:04.000Z,@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 God would be so proud of your first sentence....not....but goodnight.,['1596980198771404801'],en
1596978150772469766,33622656,2022-11-27T21:23:56.000Z,"@toryboypierce @lisanandy Everyone, except you apparently, knows that negotiations always start with higher demands, which result in a compromise.",['1596978150772469766'],en
1596976795491762176,33622656,2022-11-27T21:18:33.000Z,"RT @DaveWardGS: I NEED EVERY FOLLOWER TO RT THIS

Your local postie is facing the most important week ever. 

They are facing intimidation,…",['1596976795491762176'],en
1596974185238376448,33622656,2022-11-27T21:08:10.000Z,RT @Green_Gully: I attended my kid's school awards ceremony this evening and the guest of honour was to be @peterkyle. Right at the beginni…,['1596974185238376448'],en
1596972720507736064,33622656,2022-11-27T21:02:21.000Z,@nazirafzal I have no words!,['1596972720507736064'],en
1596971901368561665,33622656,2022-11-27T20:59:06.000Z,@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 When in the EU the UK could potentially return asylum seekers to the first safe country. That is not possible now per the Refugee Convention long before Tony Blair.,['1596971901368561665'],en
1596969318956138496,33622656,2022-11-27T20:48:50.000Z,@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 Now you've scraped the bottom of the barrel.,['1596969318956138496'],en
1596969035786485761,33622656,2022-11-27T20:47:43.000Z,"@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 The point is there is no possibility of an asylum seeker turning up at the airport in their country to fly to the UK. Also no obligation to apply in the first safe country, Brexit changed that.",['1596969035786485761'],en
1596964220968767488,33622656,2022-11-27T20:28:35.000Z,"@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 And sadly, you must have the visa to be allowed to travel, or the airline is penalised for accepting the passenger.",['1596964220968767488'],en
