lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1596962035731816448,"@hmaroliadsilva @BDUTT Strength ! Did it ever occur to her to apologise ? 

It is this country alone where such people can get away with a day of bashing and turn up again with a straight face next day.",2022-11-27T20:19:54.000Z,82684359,['1596962035731816448']
in,1596961274654384128,"@AshwiniUpadhyay @PMOIndia @HMOIndia @AmitShah @blsanthosh @narendramodi @JPNadda @nsitharaman @KirenRijiju @SunilAmbekarM @Ramlal @rajnathsingh @nitin_gadkari @myogiadityanath @mlkhattar @ChouhanShivraj @byadavbjp @himantabiswa @dpradhanbjp @pushkardhami @DattaHosabale @AvdheshanandG @SadhguruJV @SriSri @ArunKumRSS @KGopalRSS @AniruddhaRSS @ManmohanVaidya @DrMohanBhagwat @rammadhav_ @jdhankhar1 Modi hai to badhiya hai. 

Next to Yogi hai.",2022-11-27T20:16:52.000Z,82684359,['1596961274654384128']
en,1596949352446013440,"@haskeeb @KhaledBeydoun Proof of fu@k is the baby. 😀 

Also just listen to the FIFA chief babying around. It’s lovely.",2022-11-27T19:29:30.000Z,82684359,['1596949352446013440']
en,1596948041675599872,"@TheLegateIN But What was Pak waiting for, all this while 🤔

Ok, maybe china has pulled out now (u know what.)",2022-11-27T19:24:17.000Z,82684359,['1596948041675599872']
en,1596943919266209792,"@KhaledBeydoun The upsets that are taking place in this WC and the entire background setup appears to be staged by oil funds and the pak based MNC that seems to have diversified its bookie business to the most lucrative game of the world. 

One gets that uncanny feel one get in cricket tours.",2022-11-27T19:07:54.000Z,82684359,['1596943919266209792']
en,1596940514099572736,"@love_liv_laf The state is secular, the people can be religious. 

H intellectuals missed that point somewhere down the line😀",2022-11-27T18:54:22.000Z,82684359,['1596940514099572736']
tl,1596894821502767104,@aajtak @SwetaSinghAT Dawood ki kya update hai?,2022-11-27T15:52:48.000Z,82684359,['1596894821502767104']
hi,1596857651862069248,"@col_malhan He is not going there tomorrow. But some day he will. 

Jo aapka hai uspe mimiyaate rehne Se nahi chalta. Angad ka pair gaadte rahiye kabhi kabhi. 

Chor ka hausla tootta hai.",2022-11-27T13:25:07.000Z,82684359,['1596857651862069248']
en,1596855025523097601,"@khan_zafarul Looks like Hijab is no use after all. 

I tell u even burqa will not do. U have to cure the minds.",2022-11-27T13:14:40.000Z,82684359,['1596855025523097601']
en,1596835126998360064,"@MajorPoonia These are intellectuals. She can’t claim that she did not understand the consequences. 

So what are they - Pak-bhakts? Or Kum- bhakts ? 

And how many hours it took the home ministry to hold these intellectuals back ?",2022-11-27T11:55:36.000Z,82684359,['1596835126998360064']
en,1596827210803187712,@LicypriyaK Nice pose that.,2022-11-27T11:24:09.000Z,82684359,['1596827210803187712']
hi,1596822017709219840,@zoo_bear Useene kaha hoga,2022-11-27T11:03:31.000Z,82684359,['1596822017709219840']
en,1596818611733397504,"@BBCHindi Aap poora zor laga lo fir b nateeja niklega hi.

Better think of becoming CM candidate for Indian State of united JK including POK 😀.

(Candidate only as CM will be an Indian Nationalist only from now on)",2022-11-27T10:49:59.000Z,82684359,['1596818611733397504']
en,1596815108562223105,"@RaheelaAnwar8 Kashmir. And listening to this song for the second time today in tweets. 

What is going on? Song by the way is quite soulful.",2022-11-27T10:36:03.000Z,82684359,['1596815108562223105']
hi,1596791316142096385,"@waglenikhil Darte nahi ho to - “Sar tan Se Juda walon” ko bhi ek-aadh salaah deke dikhao. 

Chalo Prem Se hi deke dikhao.😀",2022-11-27T09:01:31.000Z,82684359,['1596791316142096385']
en,1596788948130414592,"@SafrronM @Informaticafan @waglenikhil Ya .. this one. 
I loved this character n show for its sheer non-sense 😀",2022-11-27T08:52:06.000Z,82684359,['1596788948130414592']
en,1596784268797104134,@ParuChirpss @TarekFatah @vikramsampath What liberals fail to understand that the nation has lost patience with their “touch me not” policy for the Ms and wants them to integrate with the mainstream and start contributing to national goals from accepting vaccines to population growth to shedding dreams of a Ghazwa.,2022-11-27T08:33:31.000Z,82684359,['1596784268797104134']
en,1596781639967072258,"RT @ParuChirpss: ‘Christians of India aren’t offended when we talk of the excesses of East India Company unlike contemporary Muslims’

Why…",2022-11-27T08:23:04.000Z,82684359,['1596781639967072258']
en,1596768288553332736,"@wani_146 Itna mushkil syllabus hai kya? What r u reading 😀

Anyway the lights Song n full paraphernalia is 👌",2022-11-27T07:30:01.000Z,82684359,['1596768288553332736']
tl,1596765526025699336,"@NuraRadha Aunty yeh AAP ka hi banda drama kar raha hai. 

Aise pachaas drame hain inpe… They r next level.",2022-11-27T07:19:02.000Z,82684359,['1596765526025699336']
tl,1596763956290281472,@ShivJaiHindd @_sayema Haha yeh best hai 👍🙏,2022-11-27T07:12:48.000Z,82684359,['1596763956290281472']
en,1596763770365235200,"@_sayema Even if the policeman did this for overloading, he could have actually caused an accident on the contrary.",2022-11-27T07:12:03.000Z,82684359,['1596763770365235200']
en,1596695844786343937,"@BBCHindi What’s going on? Why is Chinese govt so paranoid about carona which is mostly defunct now? 

Is their vaccine not working? They can Take it from India.",2022-11-27T02:42:09.000Z,82684359,['1596695844786343937']
