lang,id,text,edit_history_tweet_ids,author_id,created_at
qme,1596962260022603777,@PioneersGG @SirDelLive @MaxStrafe @Gnaske_Lone @PlayApexEsports https://t.co/YL9aUDFG3l,['1596962260022603777'],317852426,2022-11-27T20:20:47.000Z
en,1596962127482216449,"RT @PioneersGG: Ended ALGS Match Day 5 in 2nd place with 68 points in the overall group standings!

LFG KCP Apex 🤝

@SirDelLive | @MaxStraf…",['1596962127482216449'],317852426,2022-11-27T20:20:15.000Z
en,1594746723141828613,"Another Week, Another Mood Board  🪶☕️ Mix of retro vibes, Graphic Design, Photography, Lifestyle

//Monday_Mood_Board
//21.11 https://t.co/N4GBQzJlao",['1594746723141828613'],317852426,2022-11-21T17:37:02.000Z
qme,1593312854664511488,@camallenn https://t.co/AUvGa1qYgu,['1593312854664511488'],317852426,2022-11-17T18:39:21.000Z
en,1592523506104909824,@TomCLocke the replies on that are so good 🤣💀,['1592523506104909824'],317852426,2022-11-15T14:22:46.000Z
en,1592229520794583040,"@camallenn Started with 12hr shifts making graphics together, then got to see you doing it all on main stage. One hell of a journey, gutted to not see you on a team this year but look forward to seeing what comes in the future for you bro!",['1592229520794583040'],317852426,2022-11-14T18:54:34.000Z
en,1592192025906085888,"Leaning into Textures &amp; Typography with some moody vibes  🪶☕️ 

//Monday_Mood_Board
//14.11 https://t.co/Gy2yJPjlLg",['1592192025906085888'],317852426,2022-11-14T16:25:35.000Z
en,1591662609849540611,Coffee hits different when you're waking up on a Championship Sunday ☕️ https://t.co/vUJykuJATY,['1591662609849540611'],317852426,2022-11-13T05:21:52.000Z
en,1591328522613686279,✨🎨 The boys are back on LAN!!! https://t.co/afIO0rj6t0,['1591328522613686279'],317852426,2022-11-12T07:14:19.000Z
en,1591328159584374788,@ScrubbedA 🙌🏻🙌🏻 back on LAN LFG,['1591328159584374788'],317852426,2022-11-12T07:12:53.000Z
en,1591327952083779586,@Superlachie_ @PioneersGG GG boys!! Lets go!,['1591327952083779586'],317852426,2022-11-12T07:12:03.000Z
en,1591327864473124865,@bbananahead @PioneersGG Lets go!!! Back on LAN,['1591327864473124865'],317852426,2022-11-12T07:11:42.000Z
