lang,text,author_id,created_at,id,edit_history_tweet_ids
en,"RT @GeorgeTakei: He makes less and less sense every time he opens his mouth.
https://t.co/bqYKQ4mzwL",23518071,2022-11-27T20:21:53.000Z,1596962535755816961,['1596962535755816961']
en,RT @MrsPstorytime: Love the message on these stickers.  Reading sparks the imagination and encourages creativity!,23518071,2022-11-27T20:21:45.000Z,1596962503161835520,['1596962503161835520']
en,RT @russellhoward: These kids share how they got abducted by aliens! https://t.co/1Xm0vuQ9rW,23518071,2022-11-27T20:21:37.000Z,1596962471448715265,['1596962471448715265']
en,"RT @alyankovic: AUSTRALIA, here I come!!!  #TheUnfortunateReturnOfTheRidiculouslySelfIndulgentIllAdvisedVanityTour comes to Melbourne, Adel…",23518071,2022-11-27T20:21:29.000Z,1596962434299805696,['1596962434299805696']
en,RT @IAmSteveHarvey: 5 hip hop albums I bought... https://t.co/iz7awY4iVr,23518071,2022-11-27T20:21:22.000Z,1596962404977770497,['1596962404977770497']
en,RT @Jackson_Harris: Anyone have some good suggestions for pajama pants? Looking for that holiday cozy,23518071,2022-11-27T20:21:07.000Z,1596962342377377793,['1596962342377377793']
en,"@TheShaunWallace Congratulations, Shaun!",23518071,2022-11-27T20:20:56.000Z,1596962296382648320,['1596962296382648320']
en,RT @hwinkler4real: Can not wait,23518071,2022-11-27T20:20:16.000Z,1596962129487466496,['1596962129487466496']
en,"RT @TheBradSherwood: Can someone create a social app called Kind People?
A place for kindness, positivity, and animal videos.

It is a plac…",23518071,2022-11-27T20:20:11.000Z,1596962109677441024,['1596962109677441024']
en,RT @tarastrong: Was such a fun day. #BBRAE 💚💜,23518071,2022-11-27T20:20:05.000Z,1596962082645192704,['1596962082645192704']
und,"RT @GeorgeTakei: Hmmmm 🤔  
https://t.co/MXpOTrNnmP",23518071,2022-11-27T20:14:09.000Z,1596960589678772224,['1596960589678772224']
en,RT @YouTube: sunlight &gt; screen light ☀️,23518071,2022-11-27T20:14:03.000Z,1596960564143476737,['1596960564143476737']
en,RT @dominos: If anyone else said that it’d be considered icky.,23518071,2022-11-27T20:14:00.000Z,1596960553020182528,['1596960553020182528']
en,RT @dominos: I smell like cheese :),23518071,2022-11-27T20:13:59.000Z,1596960548066709504,['1596960548066709504']
en,RT @TheBradSherwood: @Mangum1 I got one. It’s a piece of crop.,23518071,2022-11-27T20:10:25.000Z,1596959650724708352,['1596959650724708352']
