id,author_id,lang,text,edit_history_tweet_ids,created_at
1597073208452476929,155617683,en,"RT @caitoz: The ""invisible hand of the market"" gets treated as an actual deity that actually exists, with all the wisdom necessary to solve…",['1597073208452476929'],2022-11-28T03:41:39.000Z
1597073195311722497,155617683,en,"RT @caitoz: Capitalism has no real answers for problems like ecocide, inequality, exploitation and caring for the needful. Yes ""let the mar…",['1597073195311722497'],2022-11-28T03:41:36.000Z
1597073173266436096,155617683,en,RT @caitoz: In fact many of our problems come from the fact that capitalism is TOO good at turning the gears of industry; our biosphere is…,['1597073173266436096'],2022-11-28T03:41:31.000Z
1597073126340194305,155617683,en,RT @caitoz: The claim that capitalism is the best system for generating profits is basically correct; it's hard to beat greed and starvatio…,['1597073126340194305'],2022-11-28T03:41:20.000Z
1597072454777962497,155617683,en,RT @caitoz: @rustishaklfrd @TimKennedyMMA Literally no one supports enacting communism by giving our current corrupt government more power…,['1597072454777962497'],2022-11-28T03:38:40.000Z
1597072183104532480,155617683,en,RT @caitoz: @TimKennedyMMA Russia is neither socialist or communist; it's explicitly capitalist. And those of us in the English-speaking wo…,['1597072183104532480'],2022-11-28T03:37:35.000Z
1597072061934903296,155617683,en,RT @poldiscoursebot: Obviously the metaverse imperialism.,['1597072061934903296'],2022-11-28T03:37:06.000Z
1597071849665400832,155617683,en,RT @MoveTheWorldUS: This is the cruelty behind sloth selfies. https://t.co/TqWtYgYyWZ,['1597071849665400832'],2022-11-28T03:36:15.000Z
1597071633168338949,155617683,de,"RT @KingRoborowski: Ich liebe Deutschelant/ 🤗
ich liebe Deutschelant/ 🤗
ich liebe Deutschelant / 🤗
ich liebe Deutschelant / 🤗
ich liebe Deu…",['1597071633168338949'],2022-11-28T03:35:24.000Z
1597071584157913089,155617683,en,"RT @archeohistories: Archaeologists discovered that spectators in Rome's ancient gladiator arena, Colosseum, ate snacks of olives, fruit an…",['1597071584157913089'],2022-11-28T03:35:12.000Z
1597071472715272193,155617683,en,"RT @alexdemling: I’m all for inventing words, but @nytimes readers may be interested that this is not a German word. At all. https://t.co/l…",['1597071472715272193'],2022-11-28T03:34:45.000Z
1597068932690890754,155617683,en,"RT @aufgehendeRest: I can't stress this enough. If you are interested in German Idealism, especially the work of both Hegel, &amp; Schelling, I…",['1597068932690890754'],2022-11-28T03:24:40.000Z
1597068621007982592,155617683,en,RT @normanswan: Too many different data sources to deny this is real.  https://t.co/CoAREm8Ycp,['1597068621007982592'],2022-11-28T03:23:26.000Z
1597068528548728835,155617683,en,"RT @lexfridman: For me, it's never okay to betray a friend. Not for any amount of money, power, sex, or fame.

Great lifelong friendships i…",['1597068528548728835'],2022-11-28T03:23:03.000Z
1597068230022991872,155617683,en,"RT @mtracey: Wave a magic wand and suddenly anti-lockdown protesters are no longer ""COVID deniers"" or conspiracy theorists when they happen…",['1597068230022991872'],2022-11-28T03:21:52.000Z
1597068040373702657,155617683,en,RT @JoshuaPHilll: Right-wingers are physically unable to understand sarcasm https://t.co/FOGv7KMqQH,['1597068040373702657'],2022-11-28T03:21:07.000Z
1597067989891026945,155617683,en,"RT @caitoz: Dismantling capitalism, if we ever achieve it, will be the most difficult thing that humanity has ever accomplished. As hard as…",['1597067989891026945'],2022-11-28T03:20:55.000Z
1597067860039577600,155617683,en,RT @catturd2: Are we having fun yet?,['1597067860039577600'],2022-11-28T03:20:24.000Z
1597067782512078850,155617683,zxx,RT @prof_freedom: https://t.co/eIJGqQeuyL,['1597067782512078850'],2022-11-28T03:20:06.000Z
1597010580258201600,155617683,de,"RT @Ann_Waeltin: Influencer machen einen Outcall vor ihren 1.1 Millionen Followern und wundern sich, dass sich Personen nicht mehr bei ihne…",['1597010580258201600'],2022-11-27T23:32:48.000Z
1597010493561925632,155617683,de,"RT @Rant_ifa: Merkt ihr eigentlich nicht für wen sie das alles lostritt? Klar für ihr Geschäft, aber drauf gesch****.
Wer wohl sch*** was a…",['1597010493561925632'],2022-11-27T23:32:27.000Z
1597010279233073152,155617683,de,"RT @RicardoLange4: „Jede Bandscheibenoperation ist notwendig, nur die Allererste nicht“

Die meisten Wirbelsäulen OP‘s in Deutschland sind…",['1597010279233073152'],2022-11-27T23:31:36.000Z
1597010178963972096,155617683,de,"RT @prof_freedom: Schreckliche Bilder aus der NoCovid Hölle Peking... oh wait 🤔
https://t.co/vIUVeTpeO5",['1597010178963972096'],2022-11-27T23:31:12.000Z
1597010129731215360,155617683,de,"RT @anwaltsgelaber: Ich will eine Netflix-Serie mit dem katholischen Priesterbruder, der auf dem Altar in die beiden Dominä reingekracht is…",['1597010129731215360'],2022-11-27T23:31:00.000Z
1597009698112540673,155617683,de,"RT @holmenkollin: Es ist absurd, dass weltweit Staatsterror mit Maßnahmen, aber keine Evidenzbasierung stattfand.

Dieser Befund bestätigt…",['1597009698112540673'],2022-11-27T23:29:17.000Z
1597009588406353920,155617683,en,"RT @poldiscoursebot: I'm gonna say it, vaccines are radically far left.",['1597009588406353920'],2022-11-27T23:28:51.000Z
1597009508085420032,155617683,art,RT @catturd2: 😂😂😂😂,['1597009508085420032'],2022-11-27T23:28:32.000Z
1597009449872691200,155617683,de,"RT @Ann_Waeltin: Mal sehen, wie vielen Influencerinnen dieses Jahr der Trockenblumen-Adventskranz abfackelt.",['1597009449872691200'],2022-11-27T23:28:18.000Z
1597009411721293824,155617683,en,RT @domdyer70: Speaking out against the cruel slaughter of streets dogs in Turkish with @TVKev on @TalkTV #Turkey https://t.co/z9Emtyju7v,['1597009411721293824'],2022-11-27T23:28:09.000Z
1597009353231695872,155617683,de,"RT @watch_union: ""Wenn alle nur an sich selbst denken, ist an alle gedacht.""

Dies wurde und wird von weiten Teilen der Politik propagiert.…",['1597009353231695872'],2022-11-27T23:27:55.000Z
1597002794694631424,155617683,de,RT @watch_union: Hallo GSG9? Da ruft jemand nach einen Einsatz! /TN,['1597002794694631424'],2022-11-27T23:01:51.000Z
1597002703317929984,155617683,de,"RT @stephanpalagan: Das ist bedauerlich.

Aber „Ausländer raus“, „Kinder statt Inder“, „Das Boot ist voll“ und „Man darf die deutsche Staat…",['1597002703317929984'],2022-11-27T23:01:30.000Z
1597002595478163456,155617683,en,"RT @poldiscoursebot: As a Democrat, universal basic income is COINTELPRO.",['1597002595478163456'],2022-11-27T23:01:04.000Z
1597002571516112899,155617683,de,"RT @Elquee: Ich mochte die Zeiten ja lieber, in denen deutsche Nationalspieler während der Hymne einfach dastanden und statt zu singen trot…",['1597002571516112899'],2022-11-27T23:00:58.000Z
1597002538259472384,155617683,zxx,RT @argonerd: https://t.co/sW3AVSuooW,['1597002538259472384'],2022-11-27T23:00:50.000Z
1597002516033859585,155617683,de,RT @watch_union: Warum wir eine neue Einwanderungspolitik benötigen. Einfach - auch für Kapitalist:innen nachvollziehbar - erklärt. 🤷‍♂️ /TN,['1597002516033859585'],2022-11-27T23:00:45.000Z
1597002461700841473,155617683,en,"RT @catturd2: Watching do-nothing bureaucrats, politicians, and Hollywood actors telling @elonmusk how to run a business is hilarious.  

N…",['1597002461700841473'],2022-11-27T23:00:32.000Z
1597002247271231488,155617683,en,RT @catturd2: Is he one of the 50 who claimed Hunter's laptop was Russian disinformation?,['1597002247271231488'],2022-11-27T22:59:41.000Z
1597002229323825152,155617683,en,RT @JoshuaPHilll: Jesus would come back and immediately go into cardiac arrest,['1597002229323825152'],2022-11-27T22:59:36.000Z
1597002022183919616,155617683,de,"RT @watch_union: Auch Rekorregenfälle in #SaudiArabien, aber die #CDU/#CSU hat keine Lust über #Klimaschutz zu reden und sperrt Klimaaktivi…",['1597002022183919616'],2022-11-27T22:58:47.000Z
1597001995969130497,155617683,de,"RT @Richard54342143: Die Stadtwerke Augsburg  #swa haben den Strompreis zum 01.01.2023 nochmals um 38% auf 52 cent/kW/h erhöht.
Jetzt zocke…",['1597001995969130497'],2022-11-27T22:58:41.000Z
1597001903317331968,155617683,en,RT @domdyer70: More Turkish animal rights activists take to the streets to protest against brutal Government war on street dogs #Turkey htt…,['1597001903317331968'],2022-11-27T22:58:19.000Z
1597001838469189632,155617683,de,"RT @Rant_ifa: Bürgerliche Klimabewegung.
Kurz umrissen und klar formuliert:",['1597001838469189632'],2022-11-27T22:58:03.000Z
1597001817015349248,155617683,de,"RT @Ann_Waeltin: WER HAT BOCK, LEUTE?!",['1597001817015349248'],2022-11-27T22:57:58.000Z
1597001741907951616,155617683,de,"RT @MartinSonneborn: Achtung, Durchsage! Ich schimpfe (gegen Geld) auf Regierung, WM und alles: 29.11. #Bochum, 30.11. #Köln, 7.12. #Weimar…",['1597001741907951616'],2022-11-27T22:57:40.000Z
1597001690250891264,155617683,de,"RT @holmenkollin: Die britische Pharma-Aufsichtsbehörde befindet mittlerweile, die Aussagen des Pfizer-Chefs, nach denen Kinder unter 11 Ja…",['1597001690250891264'],2022-11-27T22:57:28.000Z
1597001645615091712,155617683,en,RT @poldiscoursebot: This may be controversial but communists are cringey.,['1597001645615091712'],2022-11-27T22:57:17.000Z
1597001627667660800,155617683,de,"RT @arbeitsunrecht: #Amazon Leipzig
Sterben auf der Arbeit ... und die Kolleginnen und Kollegen arbeiten weiter, während die Leiche hinter…",['1597001627667660800'],2022-11-27T22:57:13.000Z
1597001558759444481,155617683,en,"RT @catturd2: The creepy weirdo can't help himself. So cringe. 

Scary shot of creepy Joe Biden peering through glass at small children wor…",['1597001558759444481'],2022-11-27T22:56:57.000Z
1597001508750753792,155617683,pl,"RT @AuschwitzMuseum: 27 November 1906 | A Pole, Wincenty Brzozowski, was born in Świdniki. A teacher.

In #Auschwitz from 14 October 1940.…",['1597001508750753792'],2022-11-27T22:56:45.000Z
1597001301153701889,155617683,de,"RT @watch_union: #Ramsauer unterstellt seiner Partei, dass sie Druck auf ihn ausübt und finanziell dazu zwingen will, politisch nach ihren…",['1597001301153701889'],2022-11-27T22:55:55.000Z
1597001178650271744,155617683,en,RT @domdyer70: The battle to stop the slaughter of street dogs in Turkey is a fight for both human &amp; animal rights in the face of a brutal…,['1597001178650271744'],2022-11-27T22:55:26.000Z
1596994256874311680,155617683,en,"RT @caitoz: Facts:

- There are Chinese people with real grievances against their government

- The US empire's propaganda machine will spi…",['1596994256874311680'],2022-11-27T22:27:56.000Z
1596994141623578625,155617683,de,RT @Elquee: Möchte es ihm wer erklären oder halten wir das für aussichtslos?,['1596994141623578625'],2022-11-27T22:27:28.000Z
1596994068696862721,155617683,de,"RT @prof_freedom: Frau @alena_buyx, wie viele Infektionen &amp; Todesfälle wurden denn letztendlich durch den Hygieneterror vermieden? Gibt's d…",['1596994068696862721'],2022-11-27T22:27:11.000Z
