lang,text,author_id,created_at,id,edit_history_tweet_ids
en,RT @Funguyzz17: Na why people no Dey help people be this 😩… https://t.co/ZwPjKPhtXW,294514865,2022-11-28T00:44:43.000Z,1597028679296905216,['1597028679296905216']
en,"RT @madachi_abba: May APC Continue Happening In Nigeria 🇳🇬🙏
Conceived over 50 years ago the Trans Sahara Highway is now almost complete. Ru…",294514865,2022-11-27T20:18:05.000Z,1596961580230807553,['1596961580230807553']
en,"RT @Art0fLife_: For the next 6 months, become addicted to these 9 habits, and you'll be unrecognisable by may 2023...",294514865,2022-11-27T20:10:50.000Z,1596959755289120768,['1596959755289120768']
en,RT @Quranconnect_: Bitter truth 💔 https://t.co/1zICdicOyl,294514865,2022-11-27T20:00:14.000Z,1596957088768397313,['1596957088768397313']
en,Your responsibilities might get in the way of your social life... More for Leo https://t.co/ENjQVhZRrD,294514865,2022-11-27T16:00:04.000Z,1596896648894230529,['1596896648894230529']
ht,"RT @Mr_JAGs: E CHOKE !!!! 

CHOKEN’T IT ?? 

#BATHomeComing 

#BAT2023 

#TINUBU2023 @officialABAT 

#SanwoLekansi @jidesanwoolu https://t.…",294514865,2022-11-27T04:02:41.000Z,1596716110983806977,['1596716110983806977']
en,RT @QueenEagleth: Hypocrisy. They don’t check themselves but always quick to judge every other person. https://t.co/j5GbgpEEZU,294514865,2022-11-27T04:02:35.000Z,1596716087638626305,['1596716087638626305']
en,@KenWiwa4 @Jagaban__1 I don’t know where they bring all this lies of Tinubu offering Wike or Umahi. There is an existing law in the legislative chambers that a first timer can’t be Senate President. They can go an verify!!! Let them keep bringing their lies and we will counter them!,294514865,2022-11-27T04:01:30.000Z,1596715812978831361,['1596715812978831361']
en,RT @woye1: FG Not Buhari has awarded contracts for the deployment of Broadband Infrastructure in 18 tertiary institutions across Nigeria. T…,294514865,2022-11-27T03:34:12.000Z,1596708946177413121,['1596708946177413121']
en,"RT @IslamicWays313: 7 ways to earn after death.

Retweet to benefit others. https://t.co/90in5YbJU6",294514865,2022-11-27T03:12:07.000Z,1596703386111705093,['1596703386111705093']
