lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"RT @Mattytwink1: Time for summer memories😜
Visit my Onlyfans to see more: https://t.co/p4bG3aTUkN https://t.co/khCzwCIZBL",['1596968045452226561'],2022-11-27T20:43:46.000Z,1507411352943734784,1596968045452226561
es,"RT @cuban_dy: Así se empieza un domingo. 🍆🤤
Una cogida de boca de aquellas que te hacen llorar los ojos.🥺😭

✅️Quieres ver más de lo que hic…",['1596967896529268737'],2022-11-27T20:43:11.000Z,1507411352943734784,1596967896529268737
en,"RT @AravongMalivog: MY PRIVATE TELEGRAM CHANNEL is AVAILABLE for SUB$CRI₱TION.
DM FOR DETAILS 😘
♾Lifetime Access
♾Sex with Arabs 
♾230+ Ful…",['1596967844343738369'],2022-11-27T20:42:58.000Z,1507411352943734784,1596967844343738369
en,"RT @Real_Little_Sam: Don't just stare 😏

https://t.co/zwC5FT0uKA https://t.co/78IPEdQjor",['1596967804216823808'],2022-11-27T20:42:49.000Z,1507411352943734784,1596967804216823808
en,"RT @joventwinkok: My cousin asks me for massages 🛋🙈

Link en el primer comentario 💬 https://t.co/O7YpPz7SwU",['1596967758146588673'],2022-11-27T20:42:38.000Z,1507411352943734784,1596967758146588673
en,"RT @morenitovnzla: Another 😈 satisfied customer🤤 for a massage of four 🤲🤲 hands, 👅👅two mouths and two🍆🍆 cocks!!
@ChorchiLuis @Hot_Col93

🔥🔥…",['1596966563952750592'],2022-11-27T20:37:53.000Z,1507411352943734784,1596966563952750592
es,"RT @Argeniselmacho: Hoy de promoción en mi onlyfans 75% de descuento 3$ el mes y también mi canal de telegran 
si hay fotos hay video 🍆💦📽…",['1596965986178998272'],2022-11-27T20:35:35.000Z,1507411352943734784,1596965986178998272
es,"RT @AngelAn75608197: A desayunar cabrones quien dice yo!!! la quieres adentro dale RT lo tomo en cuenta!! estoy atento 😉 🔥🔥🔥
Buenos días a…",['1596964881487433730'],2022-11-27T20:31:12.000Z,1507411352943734784,1596964881487433730
en,"RT @Johna_Aru: RT🔥so you get this on your face😏
 
⚡️Come follow me on⚡️
💚 https://t.co/e5QIk9r87Q 💚
💚 https://t.co/e5QIk9r87Q 💚 https://t.c…",['1596964834305638400'],2022-11-27T20:31:01.000Z,1507411352943734784,1596964834305638400
it,RT @Giuseppeduro4: 🔞affrettati non perdere questa occasione solo sulla mia pagina goderai tantissimo con tante foto hot e video di scopate…,['1596964793583214592'],2022-11-27T20:30:51.000Z,1507411352943734784,1596964793583214592
es,"RT @maicolmejiaa2: Me la chupas? 🤤😈😏

50%OFF%🥰🔥👉 https://t.co/6vUD6IBxco https://t.co/Svi5fR6F2K",['1596964754492268544'],2022-11-27T20:30:42.000Z,1507411352943734784,1596964754492268544
en,"RT @boysgays_: OMG!! have a look 🤒 Experience this modern masturbator What a blowjob great feeling 

 - 10 vibration modes
 - Very pleasant…",['1596964698997415936'],2022-11-27T20:30:29.000Z,1507411352943734784,1596964698997415936
en,RT @boysgays_: 3-in-1 Prostate Massager/Vibrator has the added benefit of cock and ball rings that not only work in tandem to enhance your…,['1596964680018587649'],2022-11-27T20:30:24.000Z,1507411352943734784,1596964680018587649
en,"RT @boysgays_: 😱 Masturbation toy Just relax your hand and give it a chance to masturbate 🍆💦🍼 automatically

 ✈️🇺🇲 free shipping anywhere i…",['1596964662632816640'],2022-11-27T20:30:20.000Z,1507411352943734784,1596964662632816640
en,"RT @boysgays_: OMG!!  😍 Experience this modern masturbator What a blowjob great feeling 

 - 10 vibration modes
 - Very pleasant suction
 -…",['1596964645058727936'],2022-11-27T20:30:16.000Z,1507411352943734784,1596964645058727936
en,"RT @boysgays_: Wow 😲 Introducing the world's most powerful male masturbator 💯

▶️ Oral Sex Toy......
▶️ Feeling Amazing must try.....

Buy…",['1596964496911740928'],2022-11-27T20:29:40.000Z,1507411352943734784,1596964496911740928
en,"RT @SequieraH: A straight guy 🔥 but what he  is doing  🔥watch full movie 
RT &amp; RT  If Do You Like costar @Nickk757 
Upi user-Gpay/Ppay/Payt…",['1596964446282207232'],2022-11-27T20:29:28.000Z,1507411352943734784,1596964446282207232
en,"RT @Niazzi_302: Wow 😮 Now enlarge your penis size safe and painless way and also enjoy pleasure of masturbation 💦

New Electric Penis Enlar…",['1596964388803518464'],2022-11-27T20:29:15.000Z,1507411352943734784,1596964388803518464
en,"RT @Julia_8052: Wow 😮 Now enlarge your penis size safe and painless way and also enjoy pleasure of masturbation 💦

New Electric Penis Enlar…",['1596964340493479936'],2022-11-27T20:29:03.000Z,1507411352943734784,1596964340493479936
en,"RT @TylerHills99: Do you need my cock?😈
Rt if Yep😘🔥 https://t.co/bRLR29h244",['1596964296700796928'],2022-11-27T20:28:53.000Z,1507411352943734784,1596964296700796928
en,"RT @HotGayTwink4: My friend let me touch his big and hard dick😱😍😍
Full video here - https://t.co/mDsxou1W6Z https://t.co/Yd6OcnrLUu",['1596964258817769473'],2022-11-27T20:28:44.000Z,1507411352943734784,1596964258817769473
en,RT @Marcustwink: Do you want to join us                              W/@hectorkonak                            https://t.co/RaEjObQZsO http…,['1596964220368670720'],2022-11-27T20:28:34.000Z,1507411352943734784,1596964220368670720
und,"RT @INDIANGLOVC: 😆
https://t.co/fW376XneIs",['1596964156699123712'],2022-11-27T20:28:19.000Z,1507411352943734784,1596964156699123712
en,RT @eroticworldx_: 3-in-1 Prostate Massager/Vibrator has the added benefit of cock and ball rings that not only work in tandem to enhance y…,['1596964114160500737'],2022-11-27T20:28:09.000Z,1507411352943734784,1596964114160500737
en,"RT @eroticworldx_: Woww 🥳🥳 Wait is over ...... TIGHT ANUS REALISTIC MALE ASS 😵‍

The horny hole made me cum like a faucet😛

-3d real channe…",['1596964105155330048'],2022-11-27T20:28:07.000Z,1507411352943734784,1596964105155330048
en,"RT @eroticworldx_: 😍OMG! Guarantee you'll make a mess when you use this powerfull Flamingo App control vibrator 😅 

Amazing feeling  look a…",['1596964095546183680'],2022-11-27T20:28:05.000Z,1507411352943734784,1596964095546183680
en,"RT @eroticworldx_: LWow Now enlarge your penis size
Safe and pleasure of masturbation 😲

New Electric penis Enlargement
Vacuum pump

Order…",['1596964018630971392'],2022-11-27T20:27:46.000Z,1507411352943734784,1596964018630971392
en,"RT @whats202: ELECTRIC PENIS ENLARGEMENT VACUUM PUMP
Do you want to increase your penis size today? 💯%
Buy this high-tech sex toy tool and…",['1596963972053274624'],2022-11-27T20:27:35.000Z,1507411352943734784,1596963972053274624
bn,"RT @rose__blue1: 🦋বাগিয়🔥@rose__blue1
https://t.co/wydFNF8xaV",['1596963925815267329'],2022-11-27T20:27:24.000Z,1507411352943734784,1596963925815267329
en,"RT @lustlia93: 😱 Masturbation toy Just relax your hand and give it a chance to masturbate 🍆💦🍼 automatically

 ✈️🇺🇲 free shipping anywhere i…",['1596963876980989952'],2022-11-27T20:27:13.000Z,1507411352943734784,1596963876980989952
en,RT @tarzzanjunior: Like how I enjoy the asshole with my crazy cock?🤤😘.  Tap on the link for full video https://t.co/6q7JYy8pcT🍆 https://t.c…,['1596963832361979904'],2022-11-27T20:27:02.000Z,1507411352943734784,1596963832361979904
en,"RT @priya__queen: Wow 😮 Now enlarge your penis size safe and painless way and also enjoy pleasure of masturbation 💦

New Electric Penis Enl…",['1596963790729269250'],2022-11-27T20:26:52.000Z,1507411352943734784,1596963790729269250
es,"RT @negrouvaa: Ya está disponible en mi Onlyfans, vamos a venirnos😏🔥🤤.  https://t.co/oSGKDnjniY https://t.co/CDLeIt1DaM",['1596963748626911232'],2022-11-27T20:26:42.000Z,1507411352943734784,1596963748626911232
es,"RT @jack_lucy_: Si no has tenido un buen día, mira aquí y te pondrás muy feliz https://t.co/DTOTbgdFzx",['1596963708239896576'],2022-11-27T20:26:32.000Z,1507411352943734784,1596963708239896576
en,"RT @brokenheart9608: Let's play with a new toy that is a vibrator, operated by a remote and a very powerful toy 

🤤🤤3 FOLDS THRUSTING VIBRA…",['1596963667643228160'],2022-11-27T20:26:23.000Z,1507411352943734784,1596963667643228160
bn,"RT @TituRaj74029856: ✨️বাগিয়া 😱
 https://t.co/5ZrEA6c7Dv",['1596963625138200576'],2022-11-27T20:26:13.000Z,1507411352943734784,1596963625138200576
en,"RT @hotsalvatorexxx: Getting results 😏💪🏼
https://t.co/3vp2Bc8jPa https://t.co/CHTy1N3zMv",['1596963585241989120'],2022-11-27T20:26:03.000Z,1507411352943734784,1596963585241989120
en,"RT @LUSTLIA_VIPUSA: Relieve your stress and let out all that tension with our Automatic penis extender !  
New model 
Click the link to get…",['1596963505625739266'],2022-11-27T20:25:44.000Z,1507411352943734784,1596963505625739266
pt,"RT @zooficiall_: Todos meus conteúdos em promoção 🔥chamada de vídeo em promoção 
https://t.co/jRkkKeEGug
Site com todos meus conteúdo em pr…",['1596963462898282496'],2022-11-27T20:25:34.000Z,1507411352943734784,1596963462898282496
en,"RT @Jackiethrust_: It's not for nothing, but there are some toys that leave a lot of people behind...
Tight anus realistic male ass masturb…",['1596963293611978752'],2022-11-27T20:24:53.000Z,1507411352943734784,1596963293611978752
pt,"RT @Bruninhohot22: 🍆🍆
 
Promoção relâmpago 10 vídeos 5 reais
Chamada de vídeo 5 min 20 reais ou até gozar 40 reais 

Pix : 81985751250
Brun…",['1596963252277112833'],2022-11-27T20:24:44.000Z,1507411352943734784,1596963252277112833
pt,RT @diogocosi: Quem senta primeiro ? https://t.co/pU1OhlLKD9,['1596963211240087552'],2022-11-27T20:24:34.000Z,1507411352943734784,1596963211240087552
es,"RT @joseoroxx: Ven y te la metes toda🍆 21cm
.
Venta de conténido al privado 🔥
.
Síganme en mi segunda cuenta: @joseoroxxl 
Más contenido en…",['1596963162519052289'],2022-11-27T20:24:22.000Z,1507411352943734784,1596963162519052289
es,"RT @alonzoHamir_: “MI VECINO EL FUTBOLISTA”🔥😈🥵 ( parte 2) senti tanto morbo coger a este famosito de Instagram, tiene un enorme culo, me lo…",['1596963121238720512'],2022-11-27T20:24:12.000Z,1507411352943734784,1596963121238720512
zh,"RT @Caomei00: 正装肌肉男叔带上家人,们开飞机播群免费进入跟着卡点一起撸飞✈️,私下约起来家人们
飞机群号:A3801069
飞机群免费进:https://t.co/hoMqBl1Yrj
飞机群进地址: https://t.co/TPEqduk78i https:/…",['1596963057221005312'],2022-11-27T20:23:57.000Z,1507411352943734784,1596963057221005312
en,RT @hotmartin25: 🎬🏳️‍🌈🍿R T📡🥳I am having fun with Mike's Bubble Butt 🫧🍑😏🍆💦 @PieMike01 🥛@hotmartin25 🇲🇽💫🎞Fans: @kalemox &amp; @martineltoro25 🪄Go…,['1596963011016523776'],2022-11-27T20:23:46.000Z,1507411352943734784,1596963011016523776
es,"RT @mateorojisa: Y si follamos en la ducha ? 💦💪🏾🍆

50% 🎁 de descuento😱te espero
Ingresa aquí: https://t.co/SzgbwygAmP https://t.co/91A1tbJq…",['1596962964812144640'],2022-11-27T20:23:35.000Z,1507411352943734784,1596962964812144640
en,RT @homensXXX: Arad Winwin &amp; Allen King  @OAradwinwin @Reyallenking https://t.co/p4s5A3ZK88,['1596962924953600000'],2022-11-27T20:23:26.000Z,1507411352943734784,1596962924953600000
en,"RT @Queen__Baby12: Grow your Dick size in an efficient, safe &amp; painless way 😍
And all sex toy product buying go to home
Worldwide Free Ship…",['1596962883769798657'],2022-11-27T20:23:16.000Z,1507411352943734784,1596962883769798657
