created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-27T23:14:59.000Z,"RT @AlexBehunin: Derek Brunson was so ridiculously wild in this fight haha
https://t.co/dEkmwgZdLy",['1597006098250096640'],1597006098250096640,845701356,en
2022-11-27T23:14:55.000Z,"RT @MMAHWatch: UFC 281 Thrill and Agony video: ‘You don’t like me and I don’t like you, but respect’ 

UFC #UFC281 #UFC280  #MMA  Dana Whit…",['1597006083310047232'],1597006083310047232,845701356,en
2022-11-27T23:14:51.000Z,RT @AlexBehunin: This is what MMA Twitter trolls look like…probably https://t.co/r0kjwnbvOz,['1597006065870462976'],1597006065870462976,845701356,en
2022-11-27T23:14:42.000Z,RT @funkysorcerer: Brendan’s an idiot bro. https://t.co/tz26pqOttZ,['1597006028998336512'],1597006028998336512,845701356,en
2022-11-27T23:14:35.000Z,RT @TheMMAHaven: Happy Holloways (totally original didn't steal this.) https://t.co/ECc9fSG1Tp,['1597005998853853184'],1597005998853853184,845701356,en
2022-11-27T23:14:29.000Z,"RT @FireMMAVids: TJ styling on Barao 🔥

https://t.co/tgY783fFiq",['1597005971100151808'],1597005971100151808,845701356,ht
2022-11-27T23:14:24.000Z,"RT @MMAHWatch: RT @UFC: #OnThisDay in 2016, @RobWhittakerMMA delivered a masterpiece in Melbourne 👊 https://t.co/TSeC50TDHE 

UFC #UFC281 #…",['1597005952162893825'],1597005952162893825,845701356,en
2022-11-27T23:14:13.000Z,"RT @jiri_bjp: Grateful.
There are no obstacles, just an opportunity to see the same path from a different angle and be Stronger and more hu…",['1597005905832599552'],1597005905832599552,845701356,en
2022-11-27T23:13:23.000Z,RT @MMAJunkie: New PFL champ Larissa Pacheco hopes for future fights with Kayla Harrison #PFLWorldChampionship (via @MikeBohn)  https://t.c…,['1597005694846525441'],1597005694846525441,845701356,en
2022-11-27T23:13:19.000Z,"RT @MMAJunkie: MMA Junkie's #SpinningBackClique returns LIVE on Monday at noon ET/9 a.m. PT. 

@TheGoze, @MikeBohn, @mma_kings and host @MM…",['1597005678194745346'],1597005678194745346,845701356,en
2022-11-27T23:13:15.000Z,"RT @funkmasterMMA: I wear both proudly. Proud of my heritage, and proud of where I was born.",['1597005661464059907'],1597005661464059907,845701356,en
