created_at,edit_history_tweet_ids,text,id,lang,author_id,geo
2022-11-27T20:21:46.000Z,['1596962508434452480'],"Super early bird tickets soon dun!!!

https://t.co/C0zFOOOZYq https://t.co/TohdLElgYL",1596962508434452480,en,192732053,
2022-11-27T00:39:51.000Z,['1596665067222679552'],@DJBiggoss Just hang up a green sheet and you're good to go lol,1596665067222679552,en,192732053,
2022-11-17T16:19:43.000Z,['1593277713732747266'],We are on https://t.co/DhmD0tqhV7! Check out all our events on https://t.co/xeXnNt3UDI,1593277713732747266,en,192732053,
2022-10-26T13:28:19.000Z,['1585262045833973762'],"Is it just me, or are adverts getting a bit to specific with their target audience...
-
#smashentertainz #comedy #comedian #standupcomedy #jokes #lol #lmao #life #comedy #standup #laugh #actor #acting #viralreels #entertainment #funny #advert  #targetaudience #advertising #bugged https://t.co/ZjemtcsCqe",1585262045833973762,en,192732053,
2022-09-30T20:57:40.000Z,['1575953045346607104'],https://t.co/Oh1F5zAuFQ,1575953045346607104,zxx,192732053,
2022-09-14T12:05:28.000Z,['1570020907913211904'],"This songs been playin for the whole summer &amp; I'm not even close to crackin the first verse lol
-
#smashentertainz #comedy #comedian #standupcomedy #jokes #lol #lmao #fypシ #comedy #standup #laugh #actor #acting #entertainment #FYP #foryourpage #featureme #xyzbca #viral #trending https://t.co/dOa3fhhp3y",1570020907913211904,en,192732053,
2022-09-08T12:06:18.000Z,['1567846790602412032'],"First day back is always emotional... for every1 lol
-
#smashentertainz #comedy #comedian #standupcomedy #jokes #lol #lmao #fypシ #comedy #laugh #actor #acting #viralreels #entertainment #FYP #foryourpage #featureme #xyzbca #viral #trending #viralVideo #school #backtoschool lol https://t.co/1nxBY4pNVL",1567846790602412032,en,192732053,
2022-09-06T20:32:42.000Z,['1567249455606267904'],"Big up all the 'last minute' parents... It's the taking part that counts 😂😂😂
-
#comedy #comedian #standupcomedy #jokes #lol #lmao #fypシ #comedy #actor #acting #viralreels #funny #FYP #foryourpage #xyzbca #viral #trending #viralVideo #trend #school #uniform #backtoschool lol https://t.co/UpFXbUYUaL",1567249455606267904,en,192732053,
2022-08-28T12:14:13.000Z,['1563862515934715904'],"Everyone be prepared for anything @ carnival, and above all be safe &amp; have fun 😂😂😂
-
#comedy #comedian #comedy #actor #entertainment #funny #FYP #foryourpage #featureme #viral #trending #trending #viralVideo #carnival #carnival2022 #nottinghillcarnival #nottinghillcarnival2022 https://t.co/RpH41hq4VT",1563862515934715904,en,192732053,
2022-08-13T09:39:12.000Z,['1558387685101912064'],@livingcontents 😂😂😂😂😂,1558387685101912064,und,192732053,
2022-08-13T01:23:25.000Z,['1558262918176772097'],"Just tweeting for the sake of tweeting, because I never tweet. So... tweet",1558262918176772097,en,192732053,
2022-07-12T09:34:01.000Z,['1546789971335548931'],Just posted a photo @ Legacy Centre of Excellence https://t.co/VPfDz5TBNN,1546789971335548931,en,192732053,"{'place_id': '53b67b1d1cc81a51', 'coordinates': {'type': 'Point', 'coordinates': [-1.89481623, 52.4990777]}}"
2022-07-11T17:30:04.000Z,['1546547385039572992'],"🤗🤗🤗
-
Let's go again on Saturday 🙌🏾🙌🏾🙌🏾 https://t.co/tyhEOxoxJP",1546547385039572992,en,192732053,
2022-07-09T09:51:27.000Z,['1545707194540343297'],Just posted a photo @ Rosies Birmingham https://t.co/OqlactVb8V,1545707194540343297,en,192732053,"{'place_id': '53b67b1d1cc81a51', 'coordinates': {'type': 'Point', 'coordinates': [-1.9113659, 52.47728699]}}"
2022-07-09T09:26:22.000Z,['1545700883396165633'],Just posted a photo https://t.co/tT236SDf8c,1545700883396165633,en,192732053,
2022-07-08T12:15:45.000Z,['1545381119507550209'],https://t.co/81rRnFk8hg,1545381119507550209,zxx,192732053,
2022-07-05T13:12:48.000Z,['1544308311939506176'],The barber shop is an emotional place... but rules are rules lol https://t.co/GGq8m4BAJL,1544308311939506176,en,192732053,
2022-07-05T02:22:23.000Z,['1544144630664626178'],"Join me for my bday show, with a great line up of UK's finest. See you all there @ Rosies Birmingham https://t.co/joXBNwQPya",1544144630664626178,en,192732053,"{'place_id': '53b67b1d1cc81a51', 'coordinates': {'type': 'Point', 'coordinates': [-1.9113659, 52.47728699]}}"
2022-06-29T20:17:49.000Z,['1542240945508335616'],@KingHeckle Kmt,1542240945508335616,und,192732053,
2022-06-29T17:19:21.000Z,['1542196031491903490'],@CassandraMariax 😂😂😂😂😂,1542196031491903490,und,192732053,
2022-06-29T16:34:38.000Z,['1542184779176726530'],Who’s guilty? Identify yourselves lol https://t.co/w7vjpb83c5,1542184779176726530,en,192732053,
2022-06-26T21:02:20.000Z,['1541164986801823752'],"Early bird tickets soon dun!!!

https://t.co/0pkvgun1Qd https://t.co/yqCfRPrRIL",1541164986801823752,en,192732053,
2022-06-26T20:33:01.000Z,['1541157607079133184'],"Early bird tickets soon dun!!

https://t.co/FtfjSQk3D0 https://t.co/3EixiXB1iT",1541157607079133184,en,192732053,
2022-06-23T15:56:26.000Z,['1540000840118898689'],RT @Jumprov: We are back again with Smash! We can’t wait 😝 Make sure you tune in @Jumprov @smashentertainz https://t.co/2OSyoQSYjJ,1540000840118898689,en,192732053,
2022-06-17T19:27:32.000Z,['1537879638453628929'],"I never learn. I call the food shop, order my food, ask how soon it will be ready, they say 20 minutes, I arrive 35 minutes later, and still have to wait 25 minutes... seen",1537879638453628929,en,192732053,
2022-06-17T19:24:22.000Z,['1537878840533393415'],"I seriously need to grow up. I just found out that @kendricklamar is a year younger than me. I'm here listening to music artists like I'm a yout, and these times I'm a big man to some of them 🤣🤣🤣",1537878840533393415,en,192732053,
2022-06-17T13:01:43.000Z,['1537782543331762176'],Wrap up warm 😂😂😂 https://t.co/sDVsXdfTCn,1537782543331762176,en,192732053,
2022-06-17T13:01:23.000Z,['1537782458598432774'],Be safe lol https://t.co/7VN9BUYzTj,1537782458598432774,en,192732053,
2022-06-13T18:04:40.000Z,['1536409232228098048'],"Treadmills are trash. They'll have you thinking you can run in the Olympics kmt. I Went for a run, on actual ground and got stranded!!! I was too tired to walk home kmt",1536409232228098048,en,192732053,
2022-05-28T00:30:25.000Z,['1530345713174970371'],RT @jadeys1986: @SmashEntertainz ❤️❤️❤️,1530345713174970371,und,192732053,
2022-05-23T21:58:50.000Z,['1528858014740103169'],@jadeys1986 👏🏾👏🏾👏🏾👏🏾 heal sis x,1528858014740103169,en,192732053,
2022-05-12T21:32:11.000Z,['1524865042944081948'],"Discount for both shows

https://t.co/RU9eTwKhep https://t.co/zkUS4sBwXi",1524865042944081948,en,192732053,
2022-05-12T21:31:18.000Z,['1524864819450486789'],https://t.co/0pkvgun1Qd https://t.co/o5pFskMr4K,1524864819450486789,zxx,192732053,
2022-05-12T21:30:54.000Z,['1524864718829195264'],https://t.co/FtfjSQk3D0 https://t.co/QolmdzNr1g,1524864718829195264,zxx,192732053,
2022-05-06T19:37:37.000Z,['1522661882930282496'],https://t.co/RU9eTwKhep https://t.co/AcrCeuo2yE,1522661882930282496,zxx,192732053,
2022-05-06T19:37:25.000Z,['1522661835140485122'],https://t.co/0pkvgun1Qd https://t.co/tnJsPD7yoa,1522661835140485122,zxx,192732053,
2022-05-06T19:37:12.000Z,['1522661778634772483'],https://t.co/FtfjSQk3D0 https://t.co/UTQig6tmZB,1522661778634772483,zxx,192732053,
2022-05-06T11:43:33.000Z,['1522542579363074048'],We are on https://t.co/DhmD0tqhV7! Check out all our events on https://t.co/xeXnNt3UDI,1522542579363074048,en,192732053,
2022-05-03T15:48:43.000Z,['1521517114649198593'],I miss the good old days when artists used to chat their business through song... now days they only chat about a fake life kmt,1521517114649198593,en,192732053,
2022-04-29T13:05:25.000Z,['1520026467849183232'],So much for that “April heatwave”… the heat literally waved 🤨,1520026467849183232,en,192732053,
2022-04-24T12:16:09.000Z,['1518202131530010625'],Yup https://t.co/phhPjiZycv,1518202131530010625,und,192732053,
2022-04-23T00:34:31.000Z,['1517663170491568133'],@CassandraMariax 😂😂😂😂😂,1517663170491568133,und,192732053,
2022-04-18T20:24:19.000Z,['1516150655618011138'],So I don’t need to follow people to see their tweets… just out here being force-tweeted,1516150655618011138,en,192732053,
2022-04-01T09:14:04.000Z,['1509821385174142980'],RT @Jumprov: This Monday! Tune in over at Instagram @Jumprov @SmashEntertainz https://t.co/SQ7n7yTuIl,1509821385174142980,en,192732053,
2022-04-01T09:13:58.000Z,['1509821362927550474'],RT @SunnyDhap: This Monday! Tune in over at Instagram @Jumprov @SmashEntertainz https://t.co/EnqCHgecnb,1509821362927550474,en,192732053,
2022-03-27T20:54:52.000Z,['1508185808905412614'],#Respectfully lol https://t.co/q0jfV3zCsi,1508185808905412614,und,192732053,
2022-03-27T20:11:07.000Z,['1508174800656769026'],"RT @Jumprov: We are back again with Smash!
We can’t wait 😝 Make sure you tune in!
https://t.co/QsAdMyY0Ny
https://t.co/CS1zBvzxD9 https://t…",1508174800656769026,en,192732053,
2022-03-16T09:52:52.000Z,['1504032945702686720'],"@tpsuper Blue Marlin are good. They haven't let me down with anything. Food tastes good, they answer their phone, they have what I order and I not waiting for years to get my food 👊🏾",1504032945702686720,en,192732053,
2022-03-15T16:48:39.000Z,['1503775193268899841'],"I mean... whatever works for ya lol 
-
#SmashEntertainz #petrol #fuel #expensive #comedy #comedian #standupcomedy #actor #acting https://t.co/GVBWOvUDbE",1503775193268899841,en,192732053,
2022-03-13T21:25:55.000Z,['1503120193077321733'],Hard times lol https://t.co/3jjU78GFiU,1503120193077321733,en,192732053,
2022-03-10T21:01:14.000Z,['1502026816869085184'],"Petrol prices are going up, but petrol performance is going way down... a full tank definitely used tek me a whole lot further than what it is now 🤔🤔🤔 https://t.co/T1aOWsTs3h",1502026816869085184,en,192732053,
2022-02-25T00:47:53.000Z,['1497010425333960707'],We'd play the staring game and see who laughs first. Loser has to pay for the nando's https://t.co/ynmAOqU2po,1497010425333960707,en,192732053,
2022-02-06T22:11:34.000Z,['1490448106055417862'],🤦🏾‍♂️ https://t.co/m5kJrgB20X,1490448106055417862,und,192732053,
2022-02-06T22:10:47.000Z,['1490447910793789446'],Be vigilant lol https://t.co/7CvNj1Kxqm,1490447910793789446,ht,192732053,
2022-02-06T22:09:57.000Z,['1490447701607071752'],🤔🤔🤔🤔 https://t.co/bMbejVZmbr,1490447701607071752,und,192732053,
2022-02-06T22:09:29.000Z,['1490447581566193666'],Yup https://t.co/uPkoBAgIZa,1490447581566193666,und,192732053,
2022-01-31T10:09:06.000Z,['1488091964557955072'],"RT @Jumprov: 🚨🔴 Tune in today at 8pm!🔴🚨

Jumprov X Smash Entertainz

Insta Live Show

follow

@SmashEntertainz 
https://t.co/QsAdMyY0Ny

@J…",1488091964557955072,en,192732053,
2022-01-26T20:29:07.000Z,['1486436059747606530'],@CassandraMariax 🤣🤣🤣🤣🤣🤣🤣🤣 wow lol,1486436059747606530,en,192732053,
2022-01-26T16:19:07.000Z,['1486373142050258946'],"RT @Jumprov: 🚨🔴 5 Days To Go 🔴🚨

Jumprov X Smash Entertainz

Insta Live Show

Monday 31st January 8PM

Tune in over at our Instagram and fo…",1486373142050258946,en,192732053,
2022-01-25T11:28:19.000Z,['1485937574271242243'],Truth https://t.co/KamTWoabxu,1485937574271242243,en,192732053,
2022-01-25T11:27:30.000Z,['1485937365709381632'],Loooool https://t.co/qz7zpkXf0y,1485937365709381632,und,192732053,
2022-01-25T11:26:12.000Z,['1485937040608870402'],https://t.co/WkDQ6Ti78W,1485937040608870402,zxx,192732053,
2022-01-25T11:25:40.000Z,['1485936906143772672'],https://t.co/F3R9AShn7V,1485936906143772672,zxx,192732053,
2022-01-23T21:34:21.000Z,['1485365310324723714'],"Shout out to everyone who represents making their own decisions for their body, based on their choice &amp; beliefs, and not forced into doing something that don't sit right with ya. And big up grannys home made body healers lol https://t.co/6cvXI7Dtr3",1485365310324723714,en,192732053,
2022-01-21T22:30:11.000Z,['1484654584467496960'],Bagga favour askin lol https://t.co/ibMdAbEkJc,1484654584467496960,en,192732053,
2022-01-21T17:08:48.000Z,['1484573706932584449'],"RT @Jumprov: 🚨🔴Insta Live Show Alert🔴🚨

Jumprov X Smash Entertainz

Monday 31st January 8PM

Tune in over at our Instagram and follow

@Sma…",1484573706932584449,en,192732053,
2022-01-20T21:23:22.000Z,['1484275382593466368'],Trust me. Wanting to know your last name and all sorts Kmt https://t.co/iXvFYo5tvt,1484275382593466368,en,192732053,
2022-01-20T11:57:30.000Z,['1484132979861606405'],"I come on twitter, wondering ‘what should I say, hmmm, what oh what?’. Then scrolled and realised that people are on here just chatting shit and saying any old thing… a bit of good stuff too tho lol",1484132979861606405,en,192732053,
