edit_history_tweet_ids,lang,created_at,author_id,id,text
['1596962049850212355'],en,2022-11-27T20:19:57.000Z,478138750,1596962049850212355,"Check out this home! The Yorkville! Luxurious 2 bedroom, 2 bath, and 2 balconies, corner unit with beautiful north/east views. High-end finishes thru-out. Stunning kit with built-in Miele appliances and center island. Very bright .. https://t.co/yhS5OjhEvr https://t.co/L4eVIx5dXq"
['1596609938218000385'],en,2022-11-26T21:00:47.000Z,478138750,1596609938218000385,"If you’re thinking about dipping your toes into the world of short-term rental investing and need advice, look no further than this guide. https://t.co/QAELZVUI1y https://t.co/CM5sInnNSI"
['1595179822078205952'],en,2022-11-22T22:18:01.000Z,478138750,1595179822078205952,Getting on track with a realistic budget and squirreling money away may not be as difficult as you think. https://t.co/ceYUlHtOm5 https://t.co/ZcZAjljSSN
['1594418348372246530'],en,2022-11-20T19:52:11.000Z,478138750,1594418348372246530,"Check out this home! Welcome, home to this brand new contemporary urban townhome located in the prestigious Edenbridge-Humber valley community. 3 bedroom, 2 baths, fully upgraded, underground parking, visitor parking, rooftop .. https://t.co/TVovmSJjRB https://t.co/jcwHPXMd3f"
['1593955354865414145'],en,2022-11-19T13:12:25.000Z,478138750,1593955354865414145,Ramit Sethi recommends spending 50% to 60% of your take-home pay on fixed costs. https://t.co/2BNO8Rkx3X https://t.co/5kI2nssRGh
['1592610975500288003'],en,2022-11-15T20:10:20.000Z,478138750,1592610975500288003,"Be prepared to receive multiple offers if your home is priced right, but don’t ignore any offers, even if they seem low—you can always negotiate. https://t.co/OHnvKY7gEv https://t.co/21CIAVcBqR"
['1591879103325634561'],en,2022-11-13T19:42:08.000Z,478138750,1591879103325634561,"Check out this home! Renovated Family Home With Legal Basement Apartment Or Investment Property With 5 Bedrooms, 3 Baths On Extra Large Double Lot With Rear Deck. Updated Basement, Roof (2020), Furnace (2021), A/C Central Air, Hot .. https://t.co/uIWWqPviLL https://t.co/wlUYvpMmRM"
['1591427756935503872'],en,2022-11-12T13:48:39.000Z,478138750,1591427756935503872,Real estate is one of the most popular industries to invest in. https://t.co/Vtm8A2bYbI https://t.co/2O8uXlhURU
['1590076111664431106'],en,2022-11-08T20:17:41.000Z,478138750,1590076111664431106,"When buyers are interested in a home, they almost always put down earnest money to demonstrate they are committed to purchasing the property. https://t.co/bMDA4vcAUo https://t.co/qVQsX9JLV2"
['1589374034671714305'],en,2022-11-06T21:47:53.000Z,478138750,1589374034671714305,"Check out this home! The Immaculate 4 plus 2 bedroom stunner is the one you've been waiting for! This is your chance to live, invest and entertain in a cul-de-sac location! Open concept eat-in kitchen with moveable island &amp; solid .. https://t.co/82ml6Rty6l https://t.co/eI29YM39wG"
['1588890979284697088'],en,2022-11-05T13:48:24.000Z,478138750,1588890979284697088,There are moves that investors can make to protect their investments against loss and generate profits. https://t.co/aNPIxTsJhB https://t.co/VTixKLYpNS
['1587486377054199808'],en,2022-11-01T16:47:01.000Z,478138750,1587486377054199808,"The most costly part of homeownership typically relates to the upkeep and repairs of the roof; the HVAC, plumbing, and electrical systems. https://t.co/y7EzLoGHUN https://t.co/uiONKzjpyL"
['1586772629565874180'],en,2022-10-30T17:30:50.000Z,478138750,1586772629565874180,"Check out this home! Pickering, Pickering, ooooooooh Pickering! Wonderful 3 bedroom, 2 bathroom freehold townhome steps from Pickering Town Centre, feat. front balcony access from the upgraded kitchen, a 2nd rear deck leading to .. https://t.co/ehODkKzIcY https://t.co/XTsSEcWMT6"
