lang,text,author_id,created_at,id,edit_history_tweet_ids
en,"US 31 SB: Road cleared from E 106th St to I-465; OLD US 31; N Meridian St (MM 124.2 to MM 123.4, Carmel). https://t.co/PmBKkY2ils",22960629,2022-11-28T04:01:05.000Z,1597078100063682560,['1597078100063682560']
en,"US 231 SB: Crash at IN 70 (MM 19.7, 8m S of Santa Claus). For the next two hours. All lanes blocked. https://t.co/scKIZguZDn",22960629,2022-11-28T02:08:21.000Z,1597049728650600449,['1597049728650600449']
en,"US 231 SB: Crash at I-70 (MM 141.4, Cloverdale). For the next two hours. All lanes blocked. https://t.co/scKIZguZDn",22960629,2022-11-28T02:06:45.000Z,1597049323065610240,['1597049323065610240']
en,"US 31 SB: Road maintenance operations from E 106th St to I-465; OLD US 31; N Meridian St (MM 124.2 to MM 123.4, Carmel). Until 11/28/2022 at 2:00AM EST. Exit ramp closed. US-31 SOUTHBOUND EXIT CLOSED TO BOTH I-465 EASTBOUND AND WESTBOUND https://t.co/PmBKkY2ils",22960629,2022-11-28T01:59:29.000Z,1597047494852374528,['1597047494852374528']
en,"US 31 SB: Road maintenance operations from E 106th St to I-465; OLD US 31; N Meridian St (MM 124.2 to MM 123.4, Carmel). Exit ramp closed. US-31 SOUTHBOUND EXIT CLOSED TO BOTH I-465 EASTBOUND AND WESTBOUND https://t.co/PmBKkY2ils",22960629,2022-11-28T01:59:12.000Z,1597047426116104192,['1597047426116104192']
en,"I-69 NB: Road cleared between N Kinser Pk and Ellis Rd (MM 124, 4m N of Bloomington). https://t.co/tdxiByrjVN",22960629,2022-11-27T23:54:34.000Z,1597016059537944577,['1597016059537944577']
en,"I-69 SB: Road cleared between Ellis Rd and N Kinser Pk (MM 124, 4m N of Bloomington). https://t.co/yb03poCEsT",22960629,2022-11-27T23:54:28.000Z,1597016035055783936,['1597016035055783936']
en,"I-94 WB: Road cleared between Warnke Rd and Exit 40A-40B - US 20 (MM 40.2, 14m E of Chesterton). https://t.co/mJcN4gtnhC",22960629,2022-11-27T22:49:21.000Z,1596999645762555905,['1596999645762555905']
en,"I-69 NB: Crash between N Kinser Pk and Ellis Rd (MM 124, 4m N of Bloomington). For the next two hours. Left lane blocked. https://t.co/tdxiByrjVN",22960629,2022-11-27T22:32:25.000Z,1596995387809988609,['1596995387809988609']
en,"I-69 SB: Crash between Ellis Rd and N Kinser Pk (MM 124, 4m N of Bloomington). For the next two hours. Left lane blocked. https://t.co/yb03poCEsT",22960629,2022-11-27T22:27:26.000Z,1596994132563877888,['1596994132563877888']
