created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T21:41:32.000Z,en,['1596982579366105088'],1596982579366105088,"RT @TiannaRoseTarot: 🪷 Next 48 Hours - #Gemini #Virgo #Sagittarius #Pisces

- it might be time to let go of this no-contact situation
- hom…",3092855416
2022-11-27T21:07:10.000Z,en,['1596973934532235266'],1596973934532235266,"RT @ethereal_aura5: Fire Signs —
Sagittarius Aries Leo 
Sun Moon Rising Stellium https://t.co/wihQX6jpWi",3092855416
2022-11-27T21:07:06.000Z,en,['1596973914676027392'],1596973914676027392,"RT @ethereal_aura5: Sun on Aquarius 
Moon on Pisces 
Rising on Libra 
Stellium on Capricorn 
Love child of Saturn and Venus ❤️ https://t.co…",3092855416
2022-11-27T21:06:48.000Z,en,['1596973839392837632'],1596973839392837632,RT @ethereal_aura5: I had a person use my social media pics for witchcraft once — now all my pics and videos are watermarked with a seal th…,3092855416
2022-11-27T20:57:58.000Z,en,['1596971618357874688'],1596971618357874688,"RT @jagermeistersa: Get your shot machine for just R1 999. The offer is for a limited time only, so don’t get caught daydreaming.  

Take y…",3092855416
2022-11-27T20:56:45.000Z,en,['1596971312156901376'],1596971312156901376,"RT @WOOLWORTHS_SA: An iconic dessert you’ll want to master at home? Tiramisu. And you totally can with this easy recipe.

We'll show you ho…",3092855416
2022-11-27T20:56:28.000Z,en,['1596971238286823424'],1596971238286823424,"RT @jagermeistersa: Young Stunna became an Amapiano star in 2021, featuring on the smash hit “Bopha”.

Create #BestNights with him and your…",3092855416
2022-11-27T20:56:05.000Z,en,['1596971144304676864'],1596971144304676864,"RT @ethereal_aura5: Air Signs 
Libra Gemini Aquarius 
Sun Moon Rising Stellium https://t.co/B07Y7nDa6m",3092855416
2022-11-27T20:55:58.000Z,en,['1596971114512588800'],1596971114512588800,"RT @SacredWolfTarot: Fire signs ♈️♌️♐️
Money 💰 next 4 weeks!
I see work and Money being fine but I do see you overworking yourself. Quit ta…",3092855416
2022-11-27T20:55:53.000Z,en,['1596971094569025536'],1596971094569025536,"RT @SacredWolfTarot: Earth signs ♑️♉️♍️
Money 💰 next 4 weeks!
I see you having enough money to be able to take time off work. You guys are…",3092855416
2022-11-27T20:55:45.000Z,en,['1596971059890507776'],1596971059890507776,"RT @iamannapepe: affirmation of the day:

“I am worthy of living a financially abundant life.”",3092855416
2022-11-27T20:55:45.000Z,en,['1596971059580121088'],1596971059580121088,"RT @SacredWolfTarot: 🤍🤍🤍
Reposted: the_higher_self__ https://t.co/Ci3w54wADt",3092855416
2022-11-27T20:55:41.000Z,en,['1596971040793858050'],1596971040793858050,"RT @ayoba_me: Fresh from the studio to your screens, here are new release from @crayonthis @FOCALISTIC @Camidoh @costatitchworld @jderobie…",3092855416
2022-11-27T20:55:33.000Z,en,['1596971007637860354'],1596971007637860354,"RT @SayItValencia: You can’t force people to become self-aware, no matter how well-intentioned you are. Some people will choose to run from…",3092855416
2022-11-27T20:55:28.000Z,en,['1596970989271019520'],1596970989271019520,"RT @SacredWolfTarot: Air signs ♊️♎️♒️
You could be in an energy where you don't want to talk to or deal with anyone. Self care is needed ca…",3092855416
2022-11-27T20:55:22.000Z,en,['1596970962943348737'],1596970962943348737,"RT @SacredWolfTarot: Water signs ♋️♏️♓️
Take your time getting things done. You don't have to get everything done in one day make sure you'…",3092855416
2022-11-27T20:53:50.000Z,en,['1596970575829663746'],1596970575829663746,"RT @BrandonTarot: Fire moon message 🌜
Leo, Sagittarius, Aries 

Networking your way into higher intentions, the human experience is importa…",3092855416
2022-11-27T20:53:45.000Z,en,['1596970555717996544'],1596970555717996544,"RT @SacredWolfTarot: Earth signs ♑️♉️♍️
Your family or a relationship could be causing you alot of stress. You could be reaching a point wh…",3092855416
2022-11-27T20:53:40.000Z,en,['1596970534985617408'],1596970534985617408,"RT @SacredWolfTarot: Fire signs ♈️♌️♐️
Make sure you're not taking on more than you can handle. You're already stressed out enough. Focus o…",3092855416
2022-11-27T20:53:40.000Z,en,['1596970534616543233'],1596970534616543233,"RT @PnPQualiSave: The whistle’s blown and its game on! It’s Black Friday weekend at PnP QualiSave. So, get ready to shop and save up to 65%…",3092855416
2022-11-27T20:53:35.000Z,en,['1596970514714853378'],1596970514714853378,RT @wydccalamity: Nobody has a harder name than Yves Saint Laurent,3092855416
2022-11-27T20:53:28.000Z,zxx,['1596970483253411840'],1596970483253411840,RT @RnB_DITR: https://t.co/s5Snu56QU5,3092855416
2022-11-27T20:52:33.000Z,en,['1596970252331384832'],1596970252331384832,"RT @litwin_sonia: From age 18-35, adopt these mindsets for the next 6 months and set yourself up for the next 5 years:",3092855416
2022-11-27T20:52:27.000Z,en,['1596970229263138817'],1596970229263138817,RT @StellaArtoisZA: SAVE THE DATE: Season 3 of #FestiveGetTogether in #TheLifeArtois is coming back to our screen. #MakeTime to catch it li…,3092855416
2022-11-27T20:49:44.000Z,en,['1596969543259525120'],1596969543259525120,RT @sibekoziyanda: BMW never misses on the X5. Since inception.,3092855416
2022-11-27T20:49:39.000Z,en,['1596969524821364736'],1596969524821364736,"RT @thelovefairyy_: nevermind, let me just be quiet because I’ve noticed that the same people wanting to manifest their “SP” are the same o…",3092855416
2022-11-27T20:49:34.000Z,en,['1596969504319631360'],1596969504319631360,"RT @curlyhairvegan: air signs. 
#gemini #aquarius #libra 
you got this. you have to follow your heart and move with good intentions. you de…",3092855416
2022-11-27T20:49:16.000Z,en,['1596969427278233600'],1596969427278233600,RT @energyhealingjw: This Mercury Retrograde has ended &amp; will remain direct till December 29. The Universe is saying that you will now heal…,3092855416
2022-11-27T20:48:09.000Z,en,['1596969145610153986'],1596969145610153986,RT @MakaziweMpofu: This year has been sooo kind to me.🥺❤️ https://t.co/0vM7kxk8yj,3092855416
2022-11-27T20:47:56.000Z,en,['1596969093021995011'],1596969093021995011,RT @RorschachProdu1: Limiting access to knowledge limits the development of the whole society. Free sharing and free access to content shou…,3092855416
2022-11-27T20:47:51.000Z,en,['1596969073367085056'],1596969073367085056,RT @queensofbravo: Porsha’s Saturday wedding dress!! https://t.co/qpBbXUMYcq,3092855416
2022-11-27T20:47:29.000Z,en,['1596968978500313089'],1596968978500313089,"RT @Makgotso_m1: The lunch date might as well happen here. What do you think?

After the lunch I go straight home. Please don't imagine non…",3092855416
2022-11-27T20:47:22.000Z,en,['1596968948817227776'],1596968948817227776,"RT @Ntha_Paid: My friend car was stolen at Benoni Mall,,please assist 🙏🏾🙏🏾retweet😭 https://t.co/tXqYg5mjek",3092855416
2022-11-27T20:47:14.000Z,en,['1596968917167091714'],1596968917167091714,"RT @RnB_DITR: So Into You 

Tamia (1998) https://t.co/ACLsJU6Cmu",3092855416
2022-11-27T20:47:01.000Z,en,['1596968859701248000'],1596968859701248000,"RT @PopCrave: ‘Midnights’ by #TaylorSwift spends a fourth week at #1 on the Billboard 200, with a further 177,000 units earned. https://t.c…",3092855416
2022-11-27T20:46:59.000Z,en,['1596968853774667776'],1596968853774667776,RT @AbsaSouthAfrica: Get more cash in your pocket this Black Friday and Cyber Monday. Earn up to 60% cash back with Absa Rewards. Search Bl…,3092855416
2022-11-27T20:46:55.000Z,en,['1596968837324292096'],1596968837324292096,"RT @Spiritualrealm0: 🍂🔮 Leo, Virgo, Cancer, Gemini, Pisces, Capricorn

A situation will change completely from how it initially appeared, a…",3092855416
2022-11-27T20:45:25.000Z,en,['1596968458272792576'],1596968458272792576,RT @Zamma_Khumalo: I want to be on that doctor’s table immediately!😡 https://t.co/ZvfbDJWsuO,3092855416
2022-11-27T20:45:10.000Z,en,['1596968396813656066'],1596968396813656066,"RT @angelxknives: What did they tell their friends about you recently ? 
- mbf, rt this tweet and the tweets below (the actual tweets)
- co…",3092855416
2022-11-27T20:45:06.000Z,en,['1596968379268882432'],1596968379268882432,"RT @GeorgiaSirius: NOV 27-28

#taurus #virgo #capricorn #cancer #scorpio #pisces by #tarot

🔮Discussion with a men of 🌬️ signs... For some…",3092855416
2022-11-27T20:39:44.000Z,ht,['1596967028643876864'],1596967028643876864,RT @Royalnthabi: @Stallie10 @Anele Hai fakani enye guy's we don't have tiktok https://t.co/OuFFLIMdAh,3092855416
2022-11-27T20:39:32.000Z,en,['1596966976991424514'],1596966976991424514,RT @ShowmaxOnline: Life is about sacrifice. Find out what Naledi has to sacrifice in the third season of Showmax’s highly anticipated telen…,3092855416
2022-11-27T20:39:22.000Z,en,['1596966934725001217'],1596966934725001217,"RT @dr_chings: @Adv_KuuBz @Stallie10 @Anele My father got hijacked this year and they took his bakkie, he reported it to the cops and no in…",3092855416
2022-11-27T20:38:25.000Z,qme,['1596966699034902529'],1596966699034902529,RT @Stallie10: @Anele https://t.co/NMZCKYsvph,3092855416
2022-11-27T20:35:44.000Z,en,['1596966020060545024'],1596966020060545024,"RT @VillagePriestes: @Anele I think it would be strange when they tell me that. we never met, you don’t know my car, you don’t know where I…",3092855416
