lang,text,author_id,created_at,id,edit_history_tweet_ids
en,"RT @GlasnostGone: The endless cold.

The endless glutinous mud.

The endless Russian shells.

The endless death.

The endless Russian attac…",1482972462,2022-11-27T20:20:21.000Z,1596962151083933696,['1596962151083933696']
en,RT @GissiSim: This Churchill speech mixed with Ukraine war footage will give you goosebumps. https://t.co/YrAwuKFsvG,1482972462,2022-11-27T07:21:23.000Z,1596766118168887296,['1596766118168887296']
en,"RT @DefenceU: Without light. Without heat. Without water. Without connection. Just as long as we are without you, russians!

Photo: Evgeniy…",1482972462,2022-11-26T22:23:34.000Z,1596630770600226816,['1596630770600226816']
en,"RT @saintjavelin: On the left is from WW1

On the right is from Bakhmut this week https://t.co/8N4yII3eKp",1482972462,2022-11-26T20:26:20.000Z,1596601269329731586,['1596601269329731586']
en,"RT @CormacS63: Before Holocaust was Holodomor

World remembers holocaust when 6 million Jews were murdered but many still do not know of Ho…",1482972462,2022-11-26T16:02:30.000Z,1596534870884642821,['1596534870884642821']
en,"RT @saintjavelin: We bought this truck in October for a group that evacuates people from frontline towns. 

It got to eastern Ukraine in No…",1482972462,2022-11-26T11:45:50.000Z,1596470281182531584,['1596470281182531584']
en,"RT @olgatokariuk: I want you all to understand that blackouts in Ukraine mean that not only electricity is cut off. Very often, together wi…",1482972462,2022-11-25T22:07:55.000Z,1596264443377512448,['1596264443377512448']
en,RT @onyxusone: Ukrainians trying to read lithuanian will never stop being cute to me even if it includes swear words 🤧😂 https://t.co/FSq3rB…,1482972462,2022-11-25T21:33:38.000Z,1596255815295451137,['1596255815295451137']
en,"RT @irgarner: Putin met soldiers' mothers today. Here's Vladimir, patiently listening. He wants to hear what ordinary people have to say. E…",1482972462,2022-11-25T19:31:59.000Z,1596225204719878145,['1596225204719878145']
en,"RT @notfate221: Made this picture yesterday when I had no connection or electricity and my IPad was dying, because I had to keep myself bus…",1482972462,2022-11-25T11:09:51.000Z,1596098837281935360,['1596098837281935360']
en,RT @saintjavelin: Kyiv surgeons operating newborn’s heart during a blackout. https://t.co/3wrTsKFd9k,1482972462,2022-11-25T10:35:11.000Z,1596090113129271296,['1596090113129271296']
en,"RT @AndriyYermak: Next to us are more defenseless creatures that depend on people. In frost, dogs die in 17 hours, and cats in just 6. Find…",1482972462,2022-11-25T10:34:51.000Z,1596090030329663488,['1596090030329663488']
en,RT @sugarfreeslav: Shit people say to Eastern Europeans https://t.co/EGhVkQVXhg,1482972462,2022-11-25T09:32:15.000Z,1596074275152490497,['1596074275152490497']
en,"RT @DefenceU: Kyiv after the most recent russian terrorist attacks.
A family came to a gas station to charge an inhaler needed by their chi…",1482972462,2022-11-25T07:06:51.000Z,1596037684987801600,['1596037684987801600']
en,"RT @avaritiaprima: So, @NetflixValhalla chose Sofia Lebedeva, who:
- Supported the occupation of Crimea
- Illegally visited Crimea in 2016…",1482972462,2022-11-24T14:05:40.000Z,1595780695565246464,['1595780695565246464']
en,"RT @IAPonomarenko: So.
Again. 
Russians have spent a shitload of very expensive and disposable missiles (over 30 against Kyiv alone) to cut…",1482972462,2022-11-24T08:39:55.000Z,1595698718749114368,['1595698718749114368']
en,"RT @dim0kq: You know why we don’t really see any footage from occupied Mariupol.

It’s strictly prohibited by Russian forces to take any pi…",1482972462,2022-11-24T07:38:32.000Z,1595683268246093824,['1595683268246093824']
en,"RT @Mylovanov: Good morning. Day 2 of the most recent Kyiv blackout. Day 274 of the war. There is no electricity, no heating, no water. Out…",1482972462,2022-11-24T07:37:54.000Z,1595683108774346752,['1595683108774346752']
en,RT @OTregub: Nobody mentions that if Ukraine received long range weapon like ATACAMs or fighter jets like F-16 they would have a deterrence…,1482972462,2022-11-24T07:36:36.000Z,1595682783589974019,['1595682783589974019']
en,"RT @thyinum: Daily life of Ukrainian artists
While enjoying our content take a moment to think of the circumstances we have to work in

#Ru…",1482972462,2022-11-24T06:01:23.000Z,1595658819417395201,['1595658819417395201']
en,"RT @Ukraine: Power, water, and heating will be restored. Russian empire will not.",1482972462,2022-11-23T18:55:02.000Z,1595491130203901955,['1595491130203901955']
en,RT @IuliiaMendel: 3 dead and 6 wounded because of russian missile attack on Kyiv region. #StopRussiaNOW https://t.co/dmAXc8TGmI,1482972462,2022-11-23T13:58:33.000Z,1595416516966727680,['1595416516966727680']
fi,RT @maksymeristavi: kyiv suburbs now. russia means terrorism https://t.co/B3BVAKGkNL,1482972462,2022-11-23T13:41:01.000Z,1595412103044669441,['1595412103044669441']
en,"RT @Podolyak_M: While someone is waiting for World Cup results and the number of goals scored, Ukrainians are waiting for another score – n…",1482972462,2022-11-23T13:40:58.000Z,1595412092739325956,['1595412092739325956']
en,"RT @saintjavelin: russia is now trying not only to kill Ukrainian civilians, but also to freeze them, starve them, and leave them with no c…",1482972462,2022-11-23T13:00:03.000Z,1595401792795336705,['1595401792795336705']
en,"RT @maria_drutska: Some people say why are the people of russia the same as their government, but the people or Iran are not the same as th…",1482972462,2022-11-21T17:18:10.000Z,1594741975521034246,['1594741975521034246']
en,RT @saintjavelin: And many more other flags https://t.co/UvCB1DfBDd,1482972462,2022-11-21T17:16:39.000Z,1594741591796858881,['1594741591796858881']
en,"RT @tweet4anna: Ukrainians celebrate Dignity and Freedom Day on 21 November 🇺🇦
It marks the anniversary of Maidan Revolution of Dignity in…",1482972462,2022-11-21T13:38:41.000Z,1594686742489354241,['1594686742489354241']
en,RT @Ukropo4kA: IAEA: Powerful explosions shook the area of Ukraine's Zaporizhzhya Nuclear Power Plant (ZNPP) yesterday evening and again th…,1482972462,2022-11-21T09:02:11.000Z,1594617159166164995,['1594617159166164995']
