edit_history_tweet_ids,lang,created_at,author_id,id,text
['1596975698534887424'],ur,2022-11-27T21:14:11.000Z,1462795398,1596975698534887424,"RT @Amaliainc: کوئی تردید کا صَدمہ ھے ، نہ اَثبات کا دُکھ
جب بچھڑنا ھی مقدر ھے تو ، کس بات کا دُکھ؟
میز پر چائے کا بھاپ اُڑاتا ھُوا کپ
اور…"
['1596975464392065026'],ur,2022-11-27T21:13:15.000Z,1462795398,1596975464392065026,RT @KaamiKhanNiazi1: شوکت خانم تیری قبر کی مٹی کو سلام.  کیا عظیم اولاد دی اس قوم کو تو نے
['1596975201304317952'],in,2022-11-27T21:12:13.000Z,1462795398,1596975201304317952,RT @AbidJan40463463: Mashallah imran Khan sister
['1596960742787649536'],en,2022-11-27T20:14:45.000Z,1462795398,1596960742787649536,RT @PakistanCheck: Former Interior Minister of Pakistan and an ally of former Prime Minister Imran Khan tweets a clip claiming to be a bird…
['1596960362280103937'],en,2022-11-27T20:13:15.000Z,1462795398,1596960362280103937,"RT @realmofpen: Same energy 
https://t.co/DT83qfUbCm"
['1596927211407233024'],en,2022-11-27T18:01:31.000Z,1462795398,1596927211407233024,Laal haveli from Space https://t.co/pnx5wR91Mj https://t.co/rdM4zg60pj
['1596892717195227136'],en,2022-11-27T15:44:27.000Z,1462795398,1596892717195227136,RT @ESPNFC: Achraf Hakimi celebrating with his mother after Morocco's win against Belgium is everything ❤️🇲🇦 https://t.co/GgAaM0nXl6
['1596892660799000576'],en,2022-11-27T15:44:13.000Z,1462795398,1596892660799000576,"RT @shayaannn: Crying😭😭😭
https://t.co/rS71I1BEQw"
['1596889797779369984'],en,2022-11-27T15:32:51.000Z,1462795398,1596889797779369984,RT @brfootball: MOROCCO STUN BELGIUM FOR THEIR THIRD WIN IN WORLD CUP HISTORY 💥🇲🇦 https://t.co/iqDKUnntMN
['1596873402802786306'],hi,2022-11-27T14:27:42.000Z,1462795398,1596873402802786306,@uncletaz92 Tu kidhr hai abbasi pe?
['1596870373848780800'],hi,2022-11-27T14:15:40.000Z,1462795398,1596870373848780800,@uncletaz92 Meri car mushkil se 2 dafa mechanic k paas gayi hogi. aur itna bara tou kabhi aaya hi nahe
['1596862787980251137'],en,2022-11-27T13:45:31.000Z,1462795398,1596862787980251137,RT @ATRightMovies: Quentin Tarantino called DUNKIRK a masterpiece and said this is possibly the greatest shot in any war movie. https://t.c…
['1596861650858315777'],en,2022-11-27T13:41:00.000Z,1462795398,1596861650858315777,RT @Turkyeii: @AlisonWills34 Ooh nice my sis I am also supporting the same leader but from a different region🇹🇷.
['1596861597712281600'],en,2022-11-27T13:40:47.000Z,1462795398,1596861597712281600,RT @AlisonWills34: My name is Alison wills iam from Canada 🇨🇦 Toronto city and I Support Nawaz sharif🇵🇰 https://t.co/GPvMB6eVTB
['1596858316789264385'],und,2022-11-27T13:27:45.000Z,1462795398,1596858316789264385,RT @PehnDiSiri: 😬 https://t.co/f2Y5kFLXgv
['1596841551216664579'],en,2022-11-27T12:21:08.000Z,1462795398,1596841551216664579,RT @GaryLineker: Awful.
['1596839569105645569'],et,2022-11-27T12:13:15.000Z,1462795398,1596839569105645569,Pakistan ke aik din ne saari streaks torr deen
['1596839200871313408'],en,2022-11-27T12:11:47.000Z,1462795398,1596839200871313408,RT @jennineak: more people rejecting the isr@eli news channels. small acts of boycott by the people ♥️ https://t.co/wnEldSpK1L
['1596834015083778048'],hi,2022-11-27T11:51:11.000Z,1462795398,1596834015083778048,@uncletaz92 Ye sab dekh kar mjhe sirf teraay taanay yaad atay hain :D
['1596816351753957376'],en,2022-11-27T10:41:00.000Z,1462795398,1596816351753957376,RT @lukeisamazing: tis the season https://t.co/11WeRpPQCf
['1596816247164874752'],en,2022-11-27T10:40:35.000Z,1462795398,1596816247164874752,He also thought India was going to qualify for the Final so what does he know https://t.co/4tWUszgpoZ
['1596806257897541633'],en,2022-11-27T10:00:53.000Z,1462795398,1596806257897541633,RT @TvKhaleesi: Time to bring back this hilarious #Suits scene that is still relevant to this day. https://t.co/fo0utAAUMG
['1596806093900218371'],en,2022-11-27T10:00:14.000Z,1462795398,1596806093900218371,RT @heyyitsjanea: @TvKhaleesi mike used to have me in TEARS https://t.co/XTvZSWhckG
