lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"RT @bja_samuel: Altered States (1980) Dir Ken Russell. This bizarre, hallucinogenic film could be one of the oddest studio pictures ever ma…",['1596974572699791360'],2022-11-27T21:09:43.000Z,820464967,1596974572699791360
en,"RT @bja_samuel: Altered States (1980) Dir Ken Russell

The Tree of Life (2011) Dir Terrence Malick

#FilmTwitter #film #sidebyside #KenRuss…",['1596974487945195521'],2022-11-27T21:09:22.000Z,820464967,1596974487945195521
en,@karen_renton She’s a great singer Didn’t watch this series It’s not the same anymore only know about 2 contestants 🥴🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇧🇪😘,['1596973540519313409'],2022-11-27T21:05:37.000Z,820464967,1596973540519313409
en,@karen_renton Ahh thanks 😊,['1596972677310582784'],2022-11-27T21:02:11.000Z,820464967,1596972677310582784
en,"RT @startefacts_: Fan Theory Imagines TBBT Characters 10 Years Later, Gets Real Dark Real Fast",['1596971782216744960'],2022-11-27T20:58:37.000Z,820464967,1596971782216744960
en,"RT @RockMusicAssoc: Happy Birthday to the late, great James Marshall Hendrix, born 11/27/1942, and gone far, far too soon. #JimiHendrix #Ro…",['1596971003980419073'],2022-11-27T20:55:32.000Z,820464967,1596971003980419073
en,RT @0ok: Mini donkey sees other donkeys for the first time in 10 years. https://t.co/hSM2BRkWH5 via @YouTube,['1596970254743515136'],2022-11-27T20:52:33.000Z,820464967,1596970254743515136
en,"RT @bloomrichard: Right, and 'going thru' hoaxes and turning them into your own personal vendettas with support from Newsmax makes him a gr…",['1596968339720790016'],2022-11-27T20:44:57.000Z,820464967,1596968339720790016
en,@Bobunsound @larwoolf @mrslll1 @Tribe_XX @JoelleLosfeld @wendyOrourke @Freelineorlando @RealSardonicus @holdengraber @JupiterSpurlock @pierrelescure @josavigneau @Decervelage It makes me cry it’s so beautiful it reminds me of my late husband He had all the Beach Boys records but thanks 🤗🇧🇪🇧🇪🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,['1596968160670154752'],2022-11-27T20:44:14.000Z,820464967,1596968160670154752
en,"RT @ZwartblesIE: A happy cat is one that has an empty, limited edition zwartbles Ireland 2023 calendar, box to sit in.
This also makes me h…",['1596967705373835264'],2022-11-27T20:42:25.000Z,820464967,1596967705373835264
en,"RT @LorenzoTheCat: Today’s Ukrainian cats, and bonus cute guy. 💙💛 https://t.co/a24y7CEYPo",['1596967106889015297'],2022-11-27T20:40:03.000Z,820464967,1596967106889015297
en,RT @visegrad24: Moroccan fans continue vandalizing and attacking the police in Brussels after Morocco defeated Belgium 2-0 at the World Cup…,['1596966967499718656'],2022-11-27T20:39:29.000Z,820464967,1596966967499718656
en,"RT @sw_holocron: Fans of The Last Jedi will love Glass Onion!

Check it out while it’s in theaters and read our review below ⬇️ https://t.c…",['1596966899736117249'],2022-11-27T20:39:13.000Z,820464967,1596966899736117249
en,@larwoolf @Bobunsound @mrslll1 @Tribe_XX @JoelleLosfeld @wendyOrourke @Freelineorlando @RealSardonicus @holdengraber @JupiterSpurlock @pierrelescure @josavigneau @Decervelage Gives me goosebumps ❤️❤️❤️🇧🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦2  geniuses,['1596966650355814401'],2022-11-27T20:38:14.000Z,820464967,1596966650355814401
en,RT @jackeparrock: Chaos and destruction on Rue du Midi in Brussels as Morocco fans ‘celebrate’ their win over Belgium in the World Cup. htt…,['1596966148918349825'],2022-11-27T20:36:14.000Z,820464967,1596966148918349825
en,RT @Azov771: @wartranslated He did it 👇 https://t.co/Ii5U7a7Ff5,['1596965814145802240'],2022-11-27T20:34:54.000Z,820464967,1596965814145802240
en,@Bobunsound We had to travel miles to an independent theater because The Devils was banned 😂🙄🇧🇪🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,['1596965438864658433'],2022-11-27T20:33:25.000Z,820464967,1596965438864658433
en,"RT @ATRightMovies: Incredible interview footage from 1968, SIDNEY POITIER rips into journalists after only being asked questions surroundin…",['1596964684514459650'],2022-11-27T20:30:25.000Z,820464967,1596964684514459650
en,@ATRightMovies @Bobunsound Wow What a man ❤️❤️❤️Sadly nothing much has changed since then 😰😰😰🤬🤬🇧🇪🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,['1596964659734908928'],2022-11-27T20:30:19.000Z,820464967,1596964659734908928
en,RT @ProfFeynman: Schrödinger's Plates: They are both broken and not broken until you open the door. https://t.co/fLaw3kGCaq,['1596963243343609856'],2022-11-27T20:24:42.000Z,820464967,1596963243343609856
en,RT @RMGLUCK2017: Remembering the mighty Ken Russell who left us #onthisday in 2011. https://t.co/2sLFs7CgEl,['1596963138846752769'],2022-11-27T20:24:17.000Z,820464967,1596963138846752769
en,@RMGLUCK2017 @Bobunsound Remember going to watch The Devils and most of his films with the legend #OliverReed ❤️❤️❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇧🇪,['1596963120496271360'],2022-11-27T20:24:12.000Z,820464967,1596963120496271360
en,RT @1CatShepherd: Kitty Magpie is becoming her name sake by eating wild bird seed https://t.co/6VWa7RPkMM via @YouTube,['1596962546757423104'],2022-11-27T20:21:55.000Z,820464967,1596962546757423104
en,RT @bluezharp: Have a lovely Christmas season - happy first day of advent🕯️with John Lee Hooker 🎶'Blues For Christmas' https://t.co/GUHjZGU…,['1596958454773534725'],2022-11-27T20:05:40.000Z,820464967,1596958454773534725
en,@RobertKort1 @jgindel @Suzyqfit4u @BlackKnight10k @AnnaNJNY @immerse_ur_soul @DinoRino521 @SueBran799 @JaxHarley5 @BrandonWest01 @iwantobelive20 @SpicyNoCajun @QondiNtini @mattyvincent44 @GretaMacLean @Barema11 @ThatsLife_19 @KuckelmanAshley @islandgirlyme So camp 🤣🤣🤣🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇧🇪,['1596957579250634753'],2022-11-27T20:02:11.000Z,820464967,1596957579250634753
en,@RobertKort1 @jgindel @Urtoez75_2 @MarinaBambaloo @shields_rex @BrenSumner @suzyann215621 @ATrumpest @good_jarvis4 @BE_THE_NOBLE1 @slayatgg @themrs805 @WiscoJasmine @tjs271 @jodisblue2022 @coralgableswang @QuinnLeone4 @Maggievt @catsequalneko @trini_ameri @erin_hartigan4 The Red baron ❤️❤️❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇧🇪,['1596957125754114049'],2022-11-27T20:00:23.000Z,820464967,1596957125754114049
en,@ZwartblesIE @YouTube I was glad that my 2 dogs passed away in my arms I m still so sad just thinking of them but also I m glad they didn’t have to be put down It’s devastating Marco Polo is so beautiful 😰😰❤️❤️❤️❤️❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇧🇪,['1596956023050600448'],2022-11-27T19:56:00.000Z,820464967,1596956023050600448
en,@RobertKort1 @jgindel @kmarsh115 @jules1327 @MarciaBarrie @ZACKHAMMER7 @SciRocker @Hannahsbenz17 @m_ryerson75 @Mary1Kathy @CaramelRhapsody @BrianHarris33 @Dior16795345 @jillmcmullon @Patrickschaub5 @ShkBkMediaGrp @itsElsee @SpicyCubanGirl @maryem58499030 @LinoSoulDoctor @Anasazi5 Loved The Jetsons 🇧🇪🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️,['1596951332640129024'],2022-11-27T19:37:22.000Z,820464967,1596951332640129024
en,RT @weird_sci: Some butterflies drink tortoise tears to get their required salt. https://t.co/u09GulkKJh,['1596951095149936645'],2022-11-27T19:36:25.000Z,820464967,1596951095149936645
en,RT @fasc1nate: A 100+ year old snapping turtle. https://t.co/Bd5ulubNrr,['1596950643649830912'],2022-11-27T19:34:38.000Z,820464967,1596950643649830912
fr,RT @K_A_Hat: @marisatomei Marisa Tomei's obsession https://t.co/6QB5jNan0y,['1596950310857342976'],2022-11-27T19:33:18.000Z,820464967,1596950310857342976
en,RT @marisatomei: Have a great weekend ❤️ https://t.co/3QaPMiQbJl,['1596949633636659200'],2022-11-27T19:30:37.000Z,820464967,1596949633636659200
en,"RT @QuirkyRides: 1931 #Wikov 35 ""#Kapka"" from (what was) #Czech(oslovakia) Only 6 of these #streamliners were produced &amp; apparently they ha…",['1596944943624646656'],2022-11-27T19:11:59.000Z,820464967,1596944943624646656
en,"RT @TeaPainUSA: The beginnin' of a million scary movies.

https://t.co/9jCGGiSJbF",['1596944689730838528'],2022-11-27T19:10:58.000Z,820464967,1596944689730838528
en,Just seeing Fleur don’t who she is but boy can she DANCE Why is she in the bottom 2 All a mystery to me 🙄🤔🇧🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🌈#Strictly,['1596933384697450496'],2022-11-27T18:26:03.000Z,820464967,1596933384697450496
en,Stopped watching #Strictly I hear the clapping and cheering is just as bad 🥴🙄🤨😬😬 no can’t watch it 🇺🇦🇧🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🌈,['1596932853203279872'],2022-11-27T18:23:56.000Z,820464967,1596932853203279872
es,"RT @2536luis: Mexico’s second half performance 

Final

Argentina 2-0 Mexico

Qatar 

argentina Mexico

 https://t.co/bXN9I5dXnf",['1596920055551655939'],2022-11-27T17:33:05.000Z,820464967,1596920055551655939
nl,RT @OOelallali: Beste Marokkanen en Belgen zo vieren Marokkanen feest! Met de bendir en darboeka! #marokko https://t.co/kFcfkksyC5,['1596913784475746304'],2022-11-27T17:08:10.000Z,820464967,1596913784475746304
nl,"RT @LLulkoek: Zoals verwacht, rellen en dat bij winst. Hoe dan? Schaam je, Marokkanen. Schandalig primitief gedrag! 

En gefeliciteerd aan…",['1596913195293155328'],2022-11-27T17:05:49.000Z,820464967,1596913195293155328
nl,Ongelofelijk  zo veel haat over en sport 🤬🤬🤨🇺🇦🇧🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🌈 In plaats van gelukkig te zijn excuus voor zinloos geweld 😰😰😰😰🇧🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦,['1596904630755393542'],2022-11-27T16:31:47.000Z,820464967,1596904630755393542
en,"RT @Act4pal1: ""It's called #Palestine. You are not welcome here.""
#SaudiArabia football fans told an #Israeli journalist yesterday. 

#Worl…",['1596900653137158144'],2022-11-27T16:15:59.000Z,820464967,1596900653137158144
en,"RT @kiko_zenzen: Molenbeek, 27 novembre 2022 https://t.co/8pYJEeHPg4",['1596895190299873286'],2022-11-27T15:54:16.000Z,820464967,1596895190299873286
