text,lang,created_at,id,edit_history_tweet_ids,author_id
#TimelineCleanse https://t.co/GR8DHbNTC9,qht,2022-11-28T03:25:03.000Z,1597069028169637888,['1597069028169637888'],20597234
"RT @Victorshi2020: BREAKING: all polls have closed today in Georgia &amp; more than 87,000 people cast their ballots — bringing the total numbe…",en,2022-11-28T03:23:48.000Z,1597068715740184581,['1597068715740184581'],20597234
https://t.co/uNUrr7600F,zxx,2022-11-28T03:23:09.000Z,1597068552108134401,['1597068552108134401'],20597234
#TimelineCleanse https://t.co/yjFW4pfNU1,qht,2022-11-28T01:33:35.000Z,1597040976950095878,['1597040976950095878'],20597234
RT @_B___S: Sarah is a special needs pup but she's getting better every day! https://t.co/vh3xBZ3onD,en,2022-11-28T01:33:13.000Z,1597040887116468225,['1597040887116468225'],20597234
"RT @_B___S: According to his owner, ""He constantly thinks the screen door is closed, so we have to pretend to open it for him to come insid…",en,2022-11-28T01:33:03.000Z,1597040843713835008,['1597040843713835008'],20597234
RT @_B___S: Pet the kitty https://t.co/ceFXpaN02G,en,2022-11-28T01:32:42.000Z,1597040754483859458,['1597040754483859458'],20597234
RT @_B___S: Not the smartest but certainly the cutest good boy https://t.co/vkwXkHMoZ4,en,2022-11-28T01:32:33.000Z,1597040718140563456,['1597040718140563456'],20597234
RT @_B___S: Scared deer gets helped off the road by a man picking her up to the sidewalk. https://t.co/pdaw8hYV7W,en,2022-11-28T01:31:56.000Z,1597040562464763905,['1597040562464763905'],20597234
RT @_B___S: the happiness of this dog after they put prostheses on him https://t.co/cSbUqkoDJ9,en,2022-11-28T01:29:44.000Z,1597040009902981121,['1597040009902981121'],20597234
#TimelineCleanse https://t.co/j6yByb7dXx,qht,2022-11-28T01:29:01.000Z,1597039829283672064,['1597039829283672064'],20597234
RT @BBCNewsPR: BBC Statement on Ed Lawrence https://t.co/wedDetCtpF,en,2022-11-28T01:28:28.000Z,1597039690716106753,['1597039690716106753'],20597234
"RT @visegrad24: Looks like our follower,  @EP_Lawrence, a BBC camera operator, has been arrested by the Chinese police for filming today’s…",en,2022-11-28T01:28:13.000Z,1597039627940270080,['1597039627940270080'],20597234
"RT @georgehahn: Hey, @elonmusk… no one on this platform has more power than you, which means every slight or insult is a punch down. Gross.…",en,2022-11-28T01:27:21.000Z,1597039411652616192,['1597039411652616192'],20597234
"RT @JustGus8: Hey you guys, does anybody know Joey and his mom @StefanieComeau if anybody knows them can you check on them for us please! W…",en,2022-11-28T01:27:17.000Z,1597039392706940928,['1597039392706940928'],20597234
"RT @marceelias: This didn't hold up well....
We won the case, the court selected our map, and now will have an 9D-8R delegation.
https://t.…",en,2022-11-28T01:27:13.000Z,1597039377661583361,['1597039377661583361'],20597234
"RT @tbonier: A swing of 3,340 votes from GOP to Dem in the 5 closest House races would have allowed Dems to hold the House.",en,2022-11-28T01:27:02.000Z,1597039331969236992,['1597039331969236992'],20597234
"RT @RpsAgainstTrump: Liz Cheney was removed from GOP leadership because she condemned an insurrection against our democracy

Trump, who led…",en,2022-11-28T01:26:56.000Z,1597039306656616450,['1597039306656616450'],20597234
RT @dylanewells: Sen. @ReverendWarnock and @AmbAndrewYoung walk to the polls: https://t.co/Nd4K5HGeDs,en,2022-11-28T01:26:47.000Z,1597039268534550528,['1597039268534550528'],20597234
RT @politvidchannel: BREAKING: Trump could get sued for millions if he tweets,en,2022-11-28T01:25:27.000Z,1597038929957785600,['1597038929957785600'],20597234
RT @WUTangKids: Vindman #Armyvalues for the win https://t.co/Uf8qawF5h2,en,2022-11-28T01:24:35.000Z,1597038713485213697,['1597038713485213697'],20597234
RT @DWUhlfelderLaw: Elon Musk calls Jewish US Army officer ‘puppet &amp; puppeteer’ - The Jerusalem Post https://t.co/R3qQa6LMjz,en,2022-11-28T01:23:14.000Z,1597038374644486145,['1597038374644486145'],20597234
RT @washingtonpost: Maricopa County says printer glitches didn’t prevent anyone from voting https://t.co/FQHrRg0ob2,en,2022-11-28T01:22:50.000Z,1597038271040999424,['1597038271040999424'],20597234
"RT @WynnWs: NFL star Odell Beckham Jr. removed from Miami flight after refusing to comply with safety protocol, police say https://t.co/KUl…",en,2022-11-28T01:22:37.000Z,1597038217072500737,['1597038217072500737'],20597234
"RT @KyivIndependent: ⚡️UK prime minister says UK 'will stand with Ukraine for as long as it takes.'

British PM Sunak will vow in his first…",en,2022-11-28T01:22:30.000Z,1597038188643909632,['1597038188643909632'],20597234
"RT @visegrad24: A Roman Catholic church destroyed by Russia in southern Ukraine.

The church is suffering @Pontifex https://t.co/bGcZLQYzkj",en,2022-11-28T01:22:10.000Z,1597038105923850240,['1597038105923850240'],20597234
#TimelineCleanse https://t.co/JEltYuQECl,qht,2022-11-28T01:16:27.000Z,1597036665192972294,['1597036665192972294'],20597234
RT @WynnWs: Good stuff💫 https://t.co/7V6h5v18Yl,en,2022-11-28T01:15:19.000Z,1597036383482576896,['1597036383482576896'],20597234
RT @Hellbeastly: Sleepy Ember says hi 👋🏻 #DogsofTwitter https://t.co/I6KsR1eZtZ,en,2022-11-28T01:15:11.000Z,1597036346031616001,['1597036346031616001'],20597234
