text,id,created_at,lang,edit_history_tweet_ids,author_id
RT @thorntonv: @PierrePoilievre You are finished. #PierrePoilievreMustGo #PierrePoilievreIsAFascist https://t.co/qgbTAmdGTm,1596962018275127296,2022-11-27T20:19:49.000Z,en,['1596962018275127296'],4013970386
RT @EBasilion: My parents left their villages in Greece to give us a better life and now all I want to do is live in a village in Greece.,1596961722346377216,2022-11-27T20:18:39.000Z,en,['1596961722346377216'],4013970386
"My take on this is that if the U&gt;S&gt;A&gt; does not give arms dealer Bout in exchange, Griner will get even more harsh treatment.

Russia Has Reportedly Revealed Its Brittney Griner Plan https://t.co/AnGgwkZ2Fb",1596961555853475840,2022-11-27T20:17:59.000Z,en,['1596961555853475840'],4013970386
They are boiling up in the pot though. https://t.co/6SgxYo4GSp,1596902773504647168,2022-11-27T16:24:24.000Z,en,['1596902773504647168'],4013970386
"RT @Galen78941991: @FrancisPSantora @vivianwubeijing Police arrested two busloads of protesters, and people around them were demanding that…",1596902091649261568,2022-11-27T16:21:42.000Z,en,['1596902091649261568'],4013970386
RT @Upgradez: @vivianwubeijing Did you see the video of the guy saying 'Give me liberty or give me death!' and people helping save him when…,1596901923432452098,2022-11-27T16:21:02.000Z,en,['1596901923432452098'],4013970386
"Odds are the guy that the people saved, is no longer in a safe place. https://t.co/JsvqNDwIlg",1596896871120658432,2022-11-27T16:00:57.000Z,en,['1596896871120658432'],4013970386
"RT @anders_aslund: Today, my Twitter feed is full of videos of popular protests from many different parts of China. Knowing little about Ch…",1596893243072880640,2022-11-27T15:46:32.000Z,en,['1596893243072880640'],4013970386
RT @beachblond52: Those who truly love America &amp; our democracy will never forget this atrocious attack on our Capitol. An attempted coup or…,1596893011740278784,2022-11-27T15:45:37.000Z,en,['1596893011740278784'],4013970386
"RT @DavidZipper: Wow. At long last, the NY Times places the US's abysmal record for road safety in international context.

https://t.co/qew…",1596892968018853888,2022-11-27T15:45:27.000Z,en,['1596892968018853888'],4013970386
"RT @Alwaysamc: “They (MAGA Christians) want to change gay couples and transgender teenagers themselves, because they don’t trust God to wor…",1596892347328929793,2022-11-27T15:42:59.000Z,en,['1596892347328929793'],4013970386
"RT @fencerider: @JoeNBC So IMHO: Best Country: Waylan Jennings/Dolly Parton. Best Folk: Peter, Paul and Mary/Judy Collins. Best Rock: Elvis…",1596892132987392000,2022-11-27T15:42:07.000Z,en,['1596892132987392000'],4013970386
RT @jbrown11871: Wow maybe they are finally waking up in MAGA land. They promised healthcare but got rid of it. They promised lots of thing…,1596891339693916160,2022-11-27T15:38:58.000Z,en,['1596891339693916160'],4013970386
"RT @Aspasia63269552: Matt Blunt, son of Senator Roy Blunt. sits on the board of the NRA! He’s a former AG, SOS, and Governor of Missouri. D…",1596891094653886464,2022-11-27T15:38:00.000Z,en,['1596891094653886464'],4013970386
I wouldn't expect anything less of him. https://t.co/ZQTCv3HBmT,1596890968149532672,2022-11-27T15:37:30.000Z,en,['1596890968149532672'],4013970386
RT @NewtownAction: It will become more &amp; more untenable for any politician to oppose gun control measures when more &amp; more young people vot…,1596890273513996288,2022-11-27T15:34:44.000Z,en,['1596890273513996288'],4013970386
