text,lang,created_at,id,edit_history_tweet_ids,author_id
RT @_B___S: The look of love after being rescued. https://t.co/oQGTeSbg9e,en,2022-11-27T21:38:45.000Z,1596981879718449152,['1596981879718449152'],1024508293
"RT @_B___S: According to his owner, ""He constantly thinks the screen door is closed, so we have to pretend to open it for him to come insid…",en,2022-11-27T21:37:16.000Z,1596981508400873472,['1596981508400873472'],1024508293
RT @_B___S: Pet the kitty https://t.co/ceFXpaN02G,en,2022-11-27T21:36:31.000Z,1596981316926730240,['1596981316926730240'],1024508293
RT @_B___S: Dog hugs his owner after undergoing surgery. https://t.co/L5T0g2FJEb,en,2022-11-27T21:33:20.000Z,1596980517752053761,['1596980517752053761'],1024508293
"RT @mtgreenee: Most of you probably don’t know I introduced a bill to investigate all the Covid vaccine VAERS reports.

It’s called the Jus…",en,2022-11-27T20:22:07.000Z,1596962594346086400,['1596962594346086400'],1024508293
RT @HHolly86: @eleftheria119 https://t.co/Bs5XNsfdHf,qme,2022-11-27T17:33:30.000Z,1596920163030339584,['1596920163030339584'],1024508293
"RT @Vegas1000: Elon Musk is popular because he is a man of action that used a lot of his wealth for the betterment of mankind.
When the his…",en,2022-11-27T16:57:54.000Z,1596911200620531713,['1596911200620531713'],1024508293
RT @vrosen11: Founder of The Weather Channel  tells Brian Stelter climate change is a hoax 🤣  https://t.co/8CctLzlip8,en,2022-11-27T11:25:59.000Z,1596827674949091328,['1596827674949091328'],1024508293
"RT @ACTBrigitte: President Trump had the perfect life and he gave it all up to save America.

Do not mess this up. America needs Trump.",en,2022-11-27T01:55:07.000Z,1596684010184491008,['1596684010184491008'],1024508293
"RT @marklevinshow: Biden installing another anti-Israel extremist in top post
https://t.co/fD5HiPC7cd",en,2022-11-27T01:54:58.000Z,1596683971374497792,['1596683971374497792'],1024508293
RT @ZekeGary2: Had enough yet?? https://t.co/GLULPhN6Zx,en,2022-11-26T19:00:48.000Z,1596579743608213504,['1596579743608213504'],1024508293
RT @elonmusk: @TimRunsHisMouth I’m fine with Trump not tweeting. The important thing is that Twitter correct a grave mistake in banning his…,en,2022-11-26T16:34:36.000Z,1596542952796573698,['1596542952796573698'],1024508293
RT @hshLauraJ: 👀👀👀👇👇🤣🤣🤣 https://t.co/kEbpVdLjDu,und,2022-11-26T15:43:04.000Z,1596529981924200448,['1596529981924200448'],1024508293
"RT @ToscaAusten: Trump went to visit the troops in Afghanistan on thanksgiving.

Biden shopped and schmoozed in Nantucket.

Rising costs hi…",en,2022-11-26T15:41:41.000Z,1596529633545289733,['1596529633545289733'],1024508293
RT @LionHearted76: Biden can smirk all he wants while he stays with Billionaires on Nantucket. What does he know about the reality of his p…,en,2022-11-26T15:41:10.000Z,1596529504557858817,['1596529504557858817'],1024508293
RT @SebGorka: We’d prefer if you impeached Biden.,en,2022-11-26T15:31:04.000Z,1596526962003935232,['1596526962003935232'],1024508293
RT @GuntherEagleman: @GOPLeader Better idea… How about on the first day you release the January 6th political prisoners?,en,2022-11-26T15:30:50.000Z,1596526903707553795,['1596526903707553795'],1024508293
"RT @leslibless: I love how @elonmusk owns this massive platform, and personally communicates with the ‘little guys’ so he can recognize the…",en,2022-11-26T03:11:36.000Z,1596340869065764865,['1596340869065764865'],1024508293
RT @MicahhParsons11: Real life reflecting!! I Thank you God!! Without you none of this would possible!! I pray loudly!! Back then I just wa…,en,2022-11-26T01:24:39.000Z,1596313953172611072,['1596313953172611072'],1024508293
RT @JamieRRomero: Dog or Gremlin? 🤣🤣🤣 https://t.co/okYebXU8Y8,en,2022-11-25T22:13:03.000Z,1596265736905064450,['1596265736905064450'],1024508293
RT @PapiTrumpo: Can Sleepy Joe make that catch??😂😂😂 I DON'T THINK SO!!! https://t.co/BISbN0Rofg,en,2022-11-25T20:57:38.000Z,1596246756722974728,['1596246756722974728'],1024508293
"RT @kayleighmcenany: Big deal - @elonmusk responding to a request to ""make public all internal discussions about the decision to censor the…",en,2022-11-25T20:57:17.000Z,1596246670991593472,['1596246670991593472'],1024508293
"RT @Y0L0Jo: 🆘 There is something VERY wrong with this! 🆘

#LiberalsDestroyEverything 
#LiberalismIsAMentalDisorder https://t.co/cHTNorSFyO",en,2022-11-25T19:01:26.000Z,1596217513054027777,['1596217513054027777'],1024508293
"RT @mystoryyy333: - was as gentle as possible 🐻
 https://t.co/pSNWJBNESG",en,2022-11-25T18:10:24.000Z,1596204669965340673,['1596204669965340673'],1024508293
"RT @myworld2121: Does his best to help ❣️🐶🤗

( imgur ) https://t.co/vsHeoju3Xg",en,2022-11-25T18:09:49.000Z,1596204525719019520,['1596204525719019520'],1024508293
"RT @mystoryyy333: 💚
 https://t.co/KzusOnqDhX",und,2022-11-25T18:09:19.000Z,1596204399235592192,['1596204399235592192'],1024508293
RT @barstoolsports: Everybody got an uncle like Daboll https://t.co/pzwR33p2hb,en,2022-11-25T15:02:20.000Z,1596157344337268736,['1596157344337268736'],1024508293
"RT @barstoolsports: This kid just had the best thanksgiving ever, courtesy of Stefon Diggs https://t.co/J1hauUPNm4",en,2022-11-25T15:02:00.000Z,1596157259637460992,['1596157259637460992'],1024508293
"RT @RealJamesWoods: Here’s what Robert Reich fails to understand. 

Elon Musk didn’t fire workers; he flushed self-entitled liberal leeches…",en,2022-11-25T14:57:15.000Z,1596156063132237826,['1596156063132237826'],1024508293
RT @Thund3rB0lt: Father of the Year https://t.co/LdnGxW4KC6,en,2022-11-25T14:56:23.000Z,1596155847893463042,['1596155847893463042'],1024508293
RT @SoCalEdgyGal: https://t.co/FSyUlvDrem,zxx,2022-11-25T14:52:54.000Z,1596154969006215170,['1596154969006215170'],1024508293
"RT @NFL: Ruled barely out, but WHAT IN THE WORLD @_CeeDeeThree

📺: #NYGvsDAL on FOX
📱: Stream on NFL+ https://t.co/6zODjip4a7 https://t.co/…",en,2022-11-25T14:50:04.000Z,1596154255995703296,['1596154255995703296'],1024508293
"RT @NFL: Whac-A-Mole!

📺: #NYGvsDAL on FOX
📱: Stream on NFL+ https://t.co/6zODjip4a7 https://t.co/fZbB3gHkT1",en,2022-11-25T14:49:07.000Z,1596154016781766656,['1596154016781766656'],1024508293
"RT @NFL: JAKE FERGUSON IS AN ATHLETE.

📺: #NYGvsDAL on FOX
📱: Stream on NFL+ https://t.co/6zODjip4a7 https://t.co/PJufp9PA2C",en,2022-11-25T14:47:38.000Z,1596153645011435520,['1596153645011435520'],1024508293
