lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"We need to make Mr. Ford very (very) uncomfortable whenever he's out in public. No more Mr nice province. Children are 'literally' dying because of his antics.

Check out Mamma see's video! #TikTok https://t.co/TbeglxVGPy",['1596962056644988928'],2022-11-27T20:19:59.000Z,22999012,1596962056644988928
en,"RT @RexChapman: If you watch only one thing on Twitter today please make it this. 

Maybe pass it on if you feel it…",['1596218845068492802'],2022-11-25T19:06:43.000Z,22999012,1596218845068492802
en,RT @leahbug56: HELP! https://t.co/CQOBztkwBs,['1595943540923645952'],2022-11-25T00:52:46.000Z,22999012,1595943540923645952
en,"@deonandan Oh bacteria, is there anything you can't do?",['1595939005941485568'],2022-11-25T00:34:44.000Z,22999012,1595939005941485568
de,"Dammit.
Hockey Legend Borje Salming dies @ 71
https://t.co/COKJRt1L88",['1595906484533358595'],2022-11-24T22:25:31.000Z,22999012,1595906484533358595
en,@SpotTheLoon2010 You shall not pass! 😁,['1595879714958229505'],2022-11-24T20:39:08.000Z,22999012,1595879714958229505
en,"This is @fordnation 's fault. He's harming our children.

Check out FrankDomenic's video! #TikTok https://t.co/nbTJEfxHlt",['1595819350430294018'],2022-11-24T16:39:16.000Z,22999012,1595819350430294018
en,RT @JBromleyCYC: Stand up and Speak Out! Your voice matters and your actions can make a difference #bullyawarenessandprevention https://t.c…,['1595586275834200069'],2022-11-24T01:13:07.000Z,22999012,1595586275834200069
en,"RT @jamferg57: Doug Ford doesn’t care whether your kids live or die.

They can’t donate.

@fordnation #onpoli #onted #Onterrible",['1595558590521217028'],2022-11-23T23:23:06.000Z,22999012,1595558590521217028
en,"@gator_gum Hiya Gator. FB please.

Yeah, I noticed the same thing... followers/ following list isn't static anymore.   Sigh...",['1595551933355409408'],2022-11-23T22:56:39.000Z,22999012,1595551933355409408
en,RT @elizaboothy: I’m going to say it: I like paying taxes in exchange for a properly managed health care and education system and other gov…,['1595444913306570757'],2022-11-23T15:51:23.000Z,22999012,1595444913306570757
en,"RT @WalshFreedom: I’m hearing from lots of folks who follow me that, much to their surprise, Twitter stopped them from following me. Don’t…",['1595401910785380352'],2022-11-23T13:00:31.000Z,22999012,1595401910785380352
en,"RT @OntarioHealthC: We have to raise the funds to cover the costs of the Charter Challenge. To give a sense of the work we need to do, we n…",['1595204965533990918'],2022-11-22T23:57:55.000Z,22999012,1595204965533990918
en,RT @DrVivianS: $25.00 a person is doable! Please donate everyone ❤️,['1595204945598373891'],2022-11-22T23:57:51.000Z,22999012,1595204945598373891
en,@ShooguhLipz @KindrachukJason @NuclearHazelnut Quoting XKCD... that's a follow for sure!,['1595086289820344321'],2022-11-22T16:06:21.000Z,22999012,1595086289820344321
en,"RT @OntarioFarms: Once farmland is paved over, it’s gone forever. Help protect local, fresh, home grown food in Ontario before it’s too lat…",['1593227911347462145'],2022-11-17T13:01:49.000Z,22999012,1593227911347462145
