created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T00:10:08.000Z,['1597019976522530816'],Mahomes tried a no-look pass and threw it right at Nick Scott’s chest…. https://t.co/zSoSphRE1p,1597019976522530816,en,30365182
2022-11-27T23:53:08.000Z,['1597015698399670274'],@DraftVogel hE ruNs tOO mUCh,1597015698399670274,en,30365182
2022-11-27T23:52:59.000Z,['1597015662919966720'],Social Media quarterback making another Wow throw https://t.co/l7Uvhr8XX7,1597015662919966720,en,30365182
2022-11-27T23:42:20.000Z,['1597012980897820673'],@DraftVogel It never stops,1597012980897820673,en,30365182
2022-11-27T23:41:48.000Z,['1597012846193229825'],RT @BillyM_91: Jennings puts Harris in a blender! https://t.co/P5iQp4EBMb,1597012846193229825,en,30365182
2022-11-27T23:38:01.000Z,['1597011895961399296'],@BrettKollmann https://t.co/7Rnwqy26x4,1597011895961399296,qme,30365182
2022-11-27T21:54:31.000Z,['1596985849216131072'],got a tough chin,1596985849216131072,en,30365182
2022-11-27T21:53:28.000Z,['1596985583540133888'],McVay https://t.co/kREvIIfkdE,1596985583540133888,ht,30365182
2022-11-27T21:48:47.000Z,['1596984404856909826'],"@Demetrius82 @jnoog89 right! Another chance with two minutes left, and he pulled this one out!",1596984404856909826,en,30365182
2022-11-27T21:48:20.000Z,['1596984290444685312'],https://t.co/5kH59XMvgs,1596984290444685312,zxx,30365182
2022-11-27T21:45:56.000Z,['1596983689132781568'],@ToddJClausen he had his best game of the year,1596983689132781568,en,30365182
2022-11-27T21:45:14.000Z,['1596983512145350656'],@PhilaBCoulter welppp too bad it was 67 🙃,1596983512145350656,en,30365182
2022-11-27T21:42:53.000Z,['1596982922271391744'],The biggest question will be why squib... there were more than 10 second on the clock,1596982922271391744,en,30365182
2022-11-27T21:39:45.000Z,['1596982131519258624'],Wow!!!!,1596982131519258624,und,30365182
2022-11-27T21:39:27.000Z,['1596982055228710912'],10 plays 80 yards,1596982055228710912,en,30365182
2022-11-27T21:37:47.000Z,['1596981638495633410'],Call stands. Touchdown! Wow what a drive by Lawrence,1596981638495633410,en,30365182
