text,id,created_at,lang,edit_history_tweet_ids,author_id
"RT @Newhorizon0191: I will recommend ""More Love Less Ego"" album by Wizkid",1597033396693524480,2022-11-28T01:03:27.000Z,en,['1597033396693524480'],1281525153940361216
"RT @UPROXX: Wizkid is already teasing a new album called 'SeiLess,' just weeks after dropping 'More Love, Less Ego' https://t.co/mbGszR4J00",1597032423975329793,2022-11-28T00:59:35.000Z,en,['1597032423975329793'],1281525153940361216
@mmoneysdb1 Condolences my bro.....Jah guide u n urs......,1597032368145305600,2022-11-28T00:59:22.000Z,en,['1597032368145305600'],1281525153940361216
RT @ponyunyun_daddy: https://t.co/fUwCkHyVI6 https://t.co/8SHPUETMXL,1597029165340819458,2022-11-28T00:46:39.000Z,zxx,['1597029165340819458'],1281525153940361216
RT @iamthatyinka2: Dem no fit run my race…run my race…Wiz Mr first to do🤝🤭🤭😂😂😂 https://t.co/XS9Z5XncAN,1597029060559142913,2022-11-28T00:46:14.000Z,en,['1597029060559142913'],1281525153940361216
"RT @AlbumBookClub1: WEEK 177 PICKS

GloRilla - Anyway, Life's Great
Wizkid - More Love, Less Ego
@blvck_lotus Masego - Studying Abroad: Ext…",1597029007136288769,2022-11-28T00:46:01.000Z,en,['1597029007136288769'],1281525153940361216
RT @iamikhana: More Love Less Ego is a no skip Album 💿 . Wizkid did it again.,1597028966833205250,2022-11-28T00:45:51.000Z,en,['1597028966833205250'],1281525153940361216
RT @yeezysmalls: I’m sipping on some 20 year old red wine and listening to Wizkid new album as I tweet this from an island 🏝️,1597028943127015428,2022-11-28T00:45:46.000Z,en,['1597028943127015428'],1281525153940361216
RT @Big__Derah: This Gangs of London 2 too sweet 😂🔥,1597013216768700418,2022-11-27T23:43:16.000Z,en,['1597013216768700418'],1281525153940361216
RT @DivineCarson2: Ah wizkid😭…wey we never even chop Mlle finish😭😂 https://t.co/5indObxbCk,1597010941358788608,2022-11-27T23:34:14.000Z,en,['1597010941358788608'],1281525153940361216
"RT @breezyIzback: US Apple Music 

16. More Love Less Ego (+4) https://t.co/QTSOQLR5PP",1597010902116872192,2022-11-27T23:34:04.000Z,en,['1597010902116872192'],1281525153940361216
RT @ThatWasMessi: Messi doesn't take the hard shots but his accuracy level is a different thing🫰,1597010876389036032,2022-11-27T23:33:58.000Z,en,['1597010876389036032'],1281525153940361216
RT @lloydtweetz: Crack 😮‍💨https://t.co/QkGIWfZWMU,1597010859053969408,2022-11-27T23:33:54.000Z,en,['1597010859053969408'],1281525153940361216
RT @Big__Derah: Frames💜 https://t.co/9GO2WSKsBh,1597010832873119745,2022-11-27T23:33:48.000Z,en,['1597010832873119745'],1281525153940361216
RT @ThatWasMessi: Now main focus is on Poland. No game feels comfortable at this stage but yeah Argentina are winning this 100%,1597010401686097920,2022-11-27T23:32:05.000Z,en,['1597010401686097920'],1281525153940361216
"RT @Mista_Mdee_: First African Artiste to bottle

1. Afrima award (2x) 
2  MTV award
3. bottled #AMAs(2x)
4. Soul train (4x)

All in the sp…",1597009898407047169,2022-11-27T23:30:05.000Z,en,['1597009898407047169'],1281525153940361216
"RT @Richmic80397154: Biz Wiz will be the First African Artist to sell out the London Stadium ,date 1st June ❤🐐 https://t.co/M5UzlweNFL",1597007384521887745,2022-11-27T23:20:06.000Z,en,['1597007384521887745'],1281525153940361216
