id,author_id,lang,text,edit_history_tweet_ids,created_at
1597001253590298624,208700525,en,@LawfulStudent So very young to lose your mum. I can’t imagine that. It’s 11 years today that my mum died but I was 33. My kids have had loads of cuddles and treats too. Take care.,['1597001253590298624'],2022-11-27T22:55:44.000Z
1596964563752472576,208700525,en,@McDermottQC We have a double canal lock at the end of our street. I love watching the barges go through. Very therapeutic. https://t.co/oqDP94yKfX,['1596964563752472576'],2022-11-27T20:29:56.000Z
1596962117738823681,208700525,en,"@Adam_Creme It depends which area you go to. It’s a beautiful island and the local residents are lovely. 
This looks like Las America’s. There was an area called Veronica’s known by the locals as verrucas. Says it all. Avoid that area like the plagiez",['1596962117738823681'],2022-11-27T20:20:13.000Z
1596925917636403200,208700525,en,@Alicia_Janina11 Thank you ♥️,['1596925917636403200'],2022-11-27T17:56:22.000Z
1596839954105061377,208700525,en,"If my girls say that about me when I’m gone, then I know I’ve done the best I can for them. That’s the best gift I can ever give and I was taught by the best. 😢",['1596839954105061377'],2022-11-27T12:14:47.000Z
1596839650953662466,208700525,en,"My lovely mum died 11 years ago today. It doesn’t get any easier. 
The Vicar asked my brother &amp; me what she was best at. Our answer - she was best at being our mum. He seemed surprised, like he wanted a list of achievements. But that was the best achievement. She was the best Mum https://t.co/YEBiAKBGpf",['1596839650953662466'],2022-11-27T12:13:35.000Z
1596829254343237633,208700525,en,@thesecretbrief That’s the teenager look 👀,['1596829254343237633'],2022-11-27T11:32:16.000Z
1596559444833316864,208700525,en,Cocktails ahoy 🍸 https://t.co/OjlVyV0Uq3,['1596559444833316864'],2022-11-26T17:40:08.000Z
1596483378345230337,208700525,qme,#NewProfilePic https://t.co/yZA8QI4YU2,['1596483378345230337'],2022-11-26T12:37:53.000Z
1596435870046896129,208700525,en,@TomScorza They’d have to do some work in the first place.,['1596435870046896129'],2022-11-26T09:29:06.000Z
1596419396704284673,208700525,en,@1980sRewind The Place and The Void in Stoke. beetroot in Nottingham.,['1596419396704284673'],2022-11-26T08:23:38.000Z
1596416070084091905,208700525,en,"@AdaptLaw Peace, money and travel.

Your Crabs 😂😂🙈",['1596416070084091905'],2022-11-26T08:10:25.000Z
1596272813496729604,208700525,en,@Pt2537 I’m so sorry Paul. It’s 11 years since my mum died and it still feels like yesterday. Take care x,['1596272813496729604'],2022-11-25T22:41:10.000Z
1596266942406369280,208700525,en,@OwlyMcHoot @drricharmitage I remember this pain 🙈,['1596266942406369280'],2022-11-25T22:17:50.000Z
1596266705038282753,208700525,en,@drricharmitage @DefenceFaithful Fantastic!! Glad it went well. I donated a kidney to my brother a few years ago. Best thing I ever did.,['1596266705038282753'],2022-11-25T22:16:54.000Z
1596264405729411072,208700525,und,"😳

https://t.co/Mv3GbsNVh8",['1596264405729411072'],2022-11-25T22:07:46.000Z
1596227988458475520,208700525,en,"@nbeech779 @sglaisteryoung Yeah… the winter of 2021 not now! Although it’s cold enough to. 
Missed you yesterday at the LFJB x",['1596227988458475520'],2022-11-25T19:43:03.000Z
1596216822856130563,208700525,en,"@sglaisteryoung Lockdown was fun! 
Someone had been magnet fishing in the canal at the end of the street. Fished out a hand grenade…

Reader, it wasn’t a hand grenade 😂",['1596216822856130563'],2022-11-25T18:58:41.000Z
1596201415067766785,208700525,en,"@sglaisteryoung 1. When the bomb disposal team came to visit 💥 
2. Smiley 😊 car face in the snow https://t.co/C2leDNILDG",['1596201415067766785'],2022-11-25T17:57:27.000Z
1595916709696765953,208700525,en,"@NikkiAlderson2 It really is. We laughed our way through it. One of the infusions made me so woozy and I could have slept, but they made me laugh my way through it. Laughter really is the best medicine. How many sessions have you got left? It’s quite intense in days",['1595916709696765953'],2022-11-24T23:06:08.000Z
1595912865181204480,208700525,en,@NikkiAlderson2 I think I found chemo easier because it was sociable. I made good friends of similar ages there who helped me loads. It was quite a small unit too. I understand the age issue in radiotherapy though. Mine was mid 2020 so everything was odd.,['1595912865181204480'],2022-11-24T22:50:52.000Z
1595908182349602816,208700525,en,@NikkiAlderson2 I found radiotherapy quite tough. More clinical and cold than chemo. I didn’t like being left on my own in there. But as time went on it got easier. People say moisturise lots but I found that made it worse 🤷🏻‍♀️ Take care x,['1595908182349602816'],2022-11-24T22:32:15.000Z
1595848115713708036,208700525,en,@thecarelawyer The tea was no better but the biscuits were good! The venue was stunning though.,['1595848115713708036'],2022-11-24T18:33:34.000Z
1595685360276742146,208700525,en,@pjm1kbw Anyone would think she doesn’t know what she’s doing. Out of her depth once again,['1595685360276742146'],2022-11-24T07:46:50.000Z
1595493218203930626,208700525,und,RT @MLovetube2: 🙈 https://t.co/LUWtEgHKYA,['1595493218203930626'],2022-11-23T19:03:20.000Z
1594967774069243906,208700525,en,@looe1983 Happy birthday Grace! Have a wonderful day xx,['1594967774069243906'],2022-11-22T08:15:25.000Z
1594602412354203649,208700525,en,RT @GrandpaJem: We’ve made the Black Friday offers live on https://t.co/hoPQFlmKxx and some of the nightwear (including all the kids) has 2…,['1594602412354203649'],2022-11-21T08:03:36.000Z
1594374193847697417,208700525,en,@MWatts3376 God this is like Evie. We call her our Duracell bunny! And yet DLA say every 14 year old doesn’t sleep… 😳🙄,['1594374193847697417'],2022-11-20T16:56:44.000Z
1594372411994312704,208700525,en,"@EmilyJBarley Hi Emily, I just stumbled across your tweet and couldn’t scroll by without saying anything. Beatrice was truly beautiful. Our son Joshua was stillborn 10 years ago. He is remembered every day, Beatrice will be too. Take care x",['1594372411994312704'],2022-11-20T16:49:39.000Z
1594366589108998146,208700525,en,@judge_cool All the best people are in Sunday homework club…,['1594366589108998146'],2022-11-20T16:26:31.000Z
1594270722935132162,208700525,en,I am a domestic goddess 🥞 https://t.co/mff7rMP73U,['1594270722935132162'],2022-11-20T10:05:35.000Z
1594045534804709376,208700525,en,@eliistender10 Pick your battles,['1594045534804709376'],2022-11-19T19:10:46.000Z
1594035849976549378,208700525,en,@DeshpalPanesar My ears are bleeding in sympathy,['1594035849976549378'],2022-11-19T18:32:17.000Z
1594028224593682432,208700525,en,@DeshpalPanesar I “know” that look and share her pain 😭,['1594028224593682432'],2022-11-19T18:01:59.000Z
1593749311216443393,208700525,en,@shitbarrister That’s just the happiest sight!,['1593749311216443393'],2022-11-18T23:33:40.000Z
1593727813302902784,208700525,en,@Charonqc Good night 😴,['1593727813302902784'],2022-11-18T22:08:15.000Z
1593725001429041153,208700525,en,@JakeMitche1l @pjm1kbw Haha this has made my night 😂😂,['1593725001429041153'],2022-11-18T21:57:04.000Z
1593715874007027713,208700525,en,@carolineplayle I got it in 4. Took ages though!,['1593715874007027713'],2022-11-18T21:20:48.000Z
1593712808734212100,208700525,en,@michaelhornsey I had to drag myself away… there’s so many soft furnishings I could buy. I don’t need them but they need me!,['1593712808734212100'],2022-11-18T21:08:38.000Z
1593712054749126658,208700525,en,"Did a B&amp;M trip for office biscuits today. B&amp;M did it’s usual number on me… £45 later, one Xmas garland, Xmas chocolates and toys. I even remembered to get the biscuits too!",['1593712054749126658'],2022-11-18T21:05:38.000Z
1593711196888252418,208700525,en,"RT @SolicitorSonya: LEGAL TWITTER

I have been asked to assist an asylum seeker (on hunger strike and in hospital)  with some legal advice.…",['1593711196888252418'],2022-11-18T21:02:13.000Z
