id,author_id,edit_history_tweet_ids,text,lang,created_at
1597058869003288576,2808650785,['1597058869003288576'],"@MarciaBarrie @SARA2001NOOR @ConnieG1025 @SugarDonaghy @Gdad1 @jackieResister @LanceUSA70 @afforsyth @MetaResistance @TonyHQ1985 @CanAmPolitics1 @3SidecarsPlz @D_justin_corbo @blueliketahoe @TruthyButTrue @WhispLuvsDems Thank you Marcia, have a wonderful week ahead my friend 😊🙏💙☀️🍁🥰",en,2022-11-28T02:44:40.000Z
1597058679164919808,2808650785,['1597058679164919808'],"RT @MarciaBarrie: 🌟
@ElectBlue2022 
@SARA2001NOOR 
@ConnieG1025
@SugarDonaghy 
@Gdad1
@jackieResister
@LanceUSA70
@afforsyth 
@MetaResistan…",und,2022-11-28T02:43:55.000Z
1597057024382337026,2808650785,['1597057024382337026'],@maria_same22 Happy birthday Maria 🎂🎉🎊,en,2022-11-28T02:37:21.000Z
1597056945927573504,2808650785,['1597056945927573504'],"RT @maria_same22: Today is my birthday 🎉🎂 . I know my tweets go into the abyss, but if you see this please say hi 👋, &amp; follow me it will ma…",en,2022-11-28T02:37:02.000Z
1597056479852662785,2808650785,['1597056479852662785'],"@maria_same22 We must keep fighting this MAGA evil even harder than before!

United we win !!
#VoteBlueToSaveDemocracy",en,2022-11-28T02:35:11.000Z
1597056079174963202,2808650785,['1597056079174963202'],"RT @maria_same22: Ever since Elon Musk took over Twitter, my DM requests and mentions are being flooded with hate from ULTRA MAGA accounts…",en,2022-11-28T02:33:35.000Z
1597054369006235648,2808650785,['1597054369006235648'],"GOP goal is to keep Americans undereducated and overmedicated so they can easily be manipulated.

Keeping their wages low so they have to work 4 jobs not having time to even think about voting.

Universal healthcare and free public universities is what we need !!

#DemVoice1",en,2022-11-28T02:26:48.000Z
1597052606529953792,2808650785,['1597052606529953792'],"RT @mmpadellan: The leader of the Republican party is posting some insane shit on his site, and they're all acting like he's fine.

That Na…",en,2022-11-28T02:19:47.000Z
1597052530508210177,2808650785,['1597052530508210177'],RT @ReverendWarnock: I made sure my voice was heard today. VOTE 😁🗳️ https://t.co/EYgFX3qwzo,en,2022-11-28T02:19:29.000Z
1597052510346571776,2808650785,['1597052510346571776'],"RT @joncoopertweets: Raise your hand if you never invited Nazis to dinner!

I want EVERYONE to follow you!",en,2022-11-28T02:19:24.000Z
1597052490653966336,2808650785,['1597052490653966336'],"RT @joncoopertweets: WOW! President Biden just granted all Veterans and Gold Star families free access to national parks.

Raise your hand…",en,2022-11-28T02:19:20.000Z
1597052253084733440,2808650785,['1597052253084733440'],RT @NabilahIslam: I turned 33 today and I finished celebrating my birthday by casting my vote to re-elect Senator Warnock. Let’s get it don…,en,2022-11-28T02:18:23.000Z
1597012646867644417,2808650785,['1597012646867644417'],@AngelMHart417 @srh_medco @MarciaBarrie @SebastianGarof5 @XavierResists @NabilahIslam @SARA2001NOOR @AngelaBelcamino @crzyfkinworld @CarlyJA22 @bab_102 @official_wins @AllanMargolin @Gr3Te4rights @LePapillonBlu2 @LoveMyKiaraM @bamableu @TrisResists You are welcome Angel 😊🙏💙,en,2022-11-27T23:41:00.000Z
1597012412405727233,2808650785,['1597012412405727233'],"I don’t know who the next POTUS will be, but I am sure it’s not gonna be 45 again !!

He will stay twice impeached one term worst President ever !!

#DemVoice1",en,2022-11-27T23:40:04.000Z
1597011583825084416,2808650785,['1597011583825084416'],@EnnaBloom @Moth81 Very very sad 😞,en,2022-11-27T23:36:47.000Z
1597011264747999232,2808650785,['1597011264747999232'],@InnerVoltRock @SARA2001NOOR @BonHanson79 @RobertKort1 @PaulDereume @Gspirithorse @jbminatra @MetaResistance @Coca44791276 @lauraboerman @ALOVEFarmer @Gloriabesos @ljlevine1 @Alexarenee1 @lisajablonsky @LaurelLove87 Thank you SL 😊🙏💙,en,2022-11-27T23:35:31.000Z
1597011218015096833,2808650785,['1597011218015096833'],"RT @InnerVoltRock: Elect #Warnock to Senate 
👊🏼💙

@SARA2001NOOR
@ElectBlue2022
@BonHanson79
@RobertKort1
@PaulDereume
@Gspirithorse
@jbmina…",en,2022-11-27T23:35:20.000Z
