lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597063640246415360,@MossbergCorp None I don't like it because no butt,2022-11-28T03:03:38.000Z,1554129996385587200,['1597063640246415360']
qme,1597048466760298496,@DonutOperator @MrColionNoir https://t.co/uxfC1b4fHv,2022-11-28T02:03:20.000Z,1554129996385587200,['1597048466760298496']
en,1597047144275357698,"@AdamParkhomenko While Democrats attack everything they don't believe in. Like facts, 2nd Amendment (Rights), Freedom of Speech when it goes against their opinions or agenda",2022-11-28T01:58:05.000Z,1554129996385587200,['1597047144275357698']
en,1597045413244440576,"@elonmusk So is SAW1025 still banned, or are you just un-bandding famous people?",2022-11-28T01:51:12.000Z,1554129996385587200,['1597045413244440576']
en,1597044724061581312,"@rawsalerts @elonmusk 420 eh, someone smokes.",2022-11-28T01:48:28.000Z,1554129996385587200,['1597044724061581312']
en,1597016213841846272,@patfkauffman Out of this world,2022-11-27T23:55:11.000Z,1554129996385587200,['1597016213841846272']
en,1597015820781383680,@BaddieStreams Saves time on packing and unpacking,2022-11-27T23:53:37.000Z,1554129996385587200,['1597015820781383680']
en,1597014730777841664,"@CNN No one cares if you keep voting Democrat, you'll keep getting the same results.",2022-11-27T23:49:17.000Z,1554129996385587200,['1597014730777841664']
qme,1597014107571355648,@LordMahfuzzzzz_ @POTUS https://t.co/9PCyuQ2HCr,2022-11-27T23:46:48.000Z,1554129996385587200,['1597014107571355648']
en,1597013661419474945,"@POTUS A free-market system is ruled entirely by demand and supply from buyers and sellers, with little or no government regulation.",2022-11-27T23:45:02.000Z,1554129996385587200,['1597013661419474945']
en,1597012871606857731,"@LordMahfuzzzzz_ @POTUS Why stop their, why not do the same with house loans or vehicle loans. No matter the price of those things",2022-11-27T23:41:54.000Z,1554129996385587200,['1597012871606857731']
en,1597012113553522688,"@EITC_Official How can we accept who they are, when they don't accept who they are.",2022-11-27T23:38:53.000Z,1554129996385587200,['1597012113553522688']
en,1597004773735428096,@Jules31415 @elonmusk Where is GM at on the list?,2022-11-27T23:09:43.000Z,1554129996385587200,['1597004773735428096']
en,1597003154511781888,@lcfcmeIIeehh @POTUS @elonmusk ban this bot,2022-11-27T23:03:17.000Z,1554129996385587200,['1597003154511781888']
en,1597002585734410241,@_Peace_Love_US Proud Boys don't go around throwing 2 year old fits when told no. Antifa is a terrorist group.,2022-11-27T23:01:01.000Z,1554129996385587200,['1597002585734410241']
en,1597001387321495553,@dirtsleep @NRA Eric Swalwell Democratic Party was seeing a spy as well.,2022-11-27T22:56:16.000Z,1554129996385587200,['1597001387321495553']
en,1596999891720359937,@Blue_Wave_JohnG @NRA Nobody needs an assault hammer either or assault vehicles.,2022-11-27T22:50:19.000Z,1554129996385587200,['1596999891720359937']
en,1596999443613904896,@Dasheiprod @NRA Then tell your Rat (Democrat) leaders to stop making Mass Shootings happen then,2022-11-27T22:48:32.000Z,1554129996385587200,['1596999443613904896']
en,1596999031196356608,"@CarmenW78321492 @NRA Oh more bots posting stuff, on tweets not about them.",2022-11-27T22:46:54.000Z,1554129996385587200,['1596999031196356608']
en,1596962935318138880,@not_onions @POTUS Oh I see people are still putting this dumbshit up. Or you're just really bad at math.,2022-11-27T20:23:28.000Z,1554129996385587200,['1596962935318138880']
en,1596958986527330304,@fessor9000 @Tesmanian_com Founded in 1937 by the German Labour Front under the Nazi Party. So what are you talking about?,2022-11-27T20:07:47.000Z,1554129996385587200,['1596958986527330304']
en,1596957256423120896,@Breadrolle IRS Official Clarifies That Medical Marijuana Is Not Tax-Deductible Under Federal Law,2022-11-27T20:00:54.000Z,1554129996385587200,['1596957256423120896']
en,1596944122488950784,@JerryRiwon @JackPosobiec But yet you people keep talking about Rittenhouse.,2022-11-27T19:08:43.000Z,1554129996385587200,['1596944122488950784']
en,1596943850333171715,"@Jason Studies have shown an increase in dopamine when you get a message, mail or anything on social media years ago. So yes social media is an addiction.",2022-11-27T19:07:38.000Z,1554129996385587200,['1596943850333171715']
qme,1596941792758607872,@smallmthbass @Tactical_review @_____Wimpy @Cookie_BigRick @PIB8buoy2021 @Winning4Him @ScienceJerk1 https://t.co/ynmQdJHIgS,2022-11-27T18:59:27.000Z,1554129996385587200,['1596941792758607872']
qme,1596941339350138880,@POTUS https://t.co/c75WjQT819,2022-11-27T18:57:39.000Z,1554129996385587200,['1596941339350138880']
en,1596940752885796864,"@Ms_Skeletor @POTUS The goods we get from other countries, can be found here in America.",2022-11-27T18:55:19.000Z,1554129996385587200,['1596940752885796864']
en,1596932984737009665,@Vinyl_Mac @RealJamesWoods @RealJamesWoods0 You was in what movie or show?,2022-11-27T18:24:27.000Z,1554129996385587200,['1596932984737009665']
en,1596931789498372096,@Tactical_review I'm watching Cobra with Sylvester Stallone. One part of the movies he is shooting at the front part of a truck. So how does the backend blow up?,2022-11-27T18:19:42.000Z,1554129996385587200,['1596931789498372096']
en,1596926650377465856,"@TomFitton Crypto mainly SHIBA INU, then again it's not a coin, but a token.",2022-11-27T17:59:17.000Z,1554129996385587200,['1596926650377465856']
en,1596925703752413185,"@AngelaBelcamino @POTUS No, no you don't bot",2022-11-27T17:55:31.000Z,1554129996385587200,['1596925703752413185']
en,1596925358590525440,"@JimRapoli @MayraFlores2022 @POTUS While you Democrats don't want to work, and expect handouts.",2022-11-27T17:54:09.000Z,1554129996385587200,['1596925358590525440']
