created_at,text,lang,author_id,edit_history_tweet_ids,id,geo
2022-11-27T20:25:03.000Z,"RT @DrKristieLeong: Eat your greens, whole grains, seeds and nuts. They’re good sources of #magnesium. Along with its other benefits for he…",en,917843257987665920,['1596963335294943233'],1596963335294943233,
2022-11-27T20:24:51.000Z,RT @OrganicLiveFood: Curcumin in #Turmeric has many #health benefits: https://t.co/LCIvIGJuAi Such as the potential to prevent #heart disea…,en,917843257987665920,['1596963284863029248'],1596963284863029248,
2022-11-27T20:24:40.000Z,"RT @DrKristieLeong: Studies show pine trees release phytoncides, natural chemicals that increase natural killer (NK) cell activity, a type…",en,917843257987665920,['1596963238314639360'],1596963238314639360,
2022-11-27T20:24:23.000Z,"RT @LeenaMahtani: If you're looking to add some gut-loving foods to your diet, check out our five tips below! 👇
https://t.co/KosCxDjFz0 htt…",en,917843257987665920,['1596963166512353280'],1596963166512353280,
2022-11-27T20:24:10.000Z,"RT @OrganicLiveFood: Health Benefits of #Walking Barefoot Outside. #Earthing or grounding, is essential good #health. Research shows #groun…",en,917843257987665920,['1596963109461061633'],1596963109461061633,
2022-11-27T20:23:54.000Z,RT @OrganicLiveFood: https://t.co/x0eIaaISIK,zxx,917843257987665920,['1596963043463659520'],1596963043463659520,
2022-11-27T20:23:43.000Z,RT @GoForHealth: UK study: Juices from bagged salad can encourage Salmonella. https://t.co/aKc1wlZ6SY,en,917843257987665920,['1596962995976171520'],1596962995976171520,
2022-11-27T20:23:32.000Z,"RT @wehealthy3: Green winter salad with spinach, pecans, tofu, kiwi, green apple or pear perfect for morning breakfast or mid day snack avo…",en,917843257987665920,['1596962950774132738'],1596962950774132738,
2022-11-27T20:23:29.000Z,"RT @LoriShemek: Polyphenols found in foods such as turmeric, leafy greens, blueberries, dark chocolate, tea, wine, nuts.

Polyphenols reduc…",en,917843257987665920,['1596962938732314624'],1596962938732314624,
2022-11-27T15:01:50.000Z,"Book a free consultation, https://t.co/I0eWRY3bJu
For supplements protocols, https://t.co/C9FfExfqQN https://t.co/E5TkEUXSah",en,917843257987665920,['1596881991919874048'],1596881991919874048,
2022-11-26T13:01:56.000Z,"Book a free consultation, https://t.co/I0eWRY2DTW
For supplements protocols, https://t.co/C9FfExeT1f https://t.co/jBTjQY6lk5",en,917843257987665920,['1596489432160509952'],1596489432160509952,
2022-11-25T23:01:11.000Z,"Book a free consultation, https://t.co/I0eWRY3bJu
For supplements protocols, https://t.co/C9FfExfqQN
For my detox guides, https://t.co/UURt4CavPP https://t.co/CV9g9VkOVm",en,917843257987665920,['1596277850407317504'],1596277850407317504,
2022-11-25T13:03:24.000Z,"Book a free consultation, https://t.co/I0eWRXL2vm
For supplements protocols, https://t.co/C9FfEwXhCF https://t.co/rf97MPW2Pg",en,917843257987665920,['1596127413720653826'],1596127413720653826,
2022-11-24T15:15:14.000Z,"RT @wehealthy3: Vegan meal with roasted sweet potato, broccoli, kale, avocado, 100 grams of hummus add some seeds as a toppings. #vegan #lo…",en,917843257987665920,['1595798200518324235'],1595798200518324235,
2022-11-24T13:04:49.000Z,"Book a free consultation, https://t.co/I0eWRY2DTW
For supplements protocols, https://t.co/C9FfExeT1f https://t.co/pK0YMzObKA",en,917843257987665920,['1595765381913788426'],1595765381913788426,
2022-11-23T23:01:28.000Z,"Book a free consultation, https://t.co/I0eWRXL2vm
For supplements protocols, https://t.co/C9FfEwXhCF
For my detox guides, https://t.co/UURt4CryRP https://t.co/L1o5JY2pgI",en,917843257987665920,['1595553145530200064'],1595553145530200064,
2022-11-23T13:02:50.000Z,"Book a free consultation, https://t.co/I0eWRXL2vm
For supplements protocols, https://t.co/C9FfEwXhCF https://t.co/SgEAaBz2cw",en,917843257987665920,['1595402496356233216'],1595402496356233216,
2022-11-22T13:02:43.000Z,"Book a free consultation, https://t.co/I0eWRXL2vm
For supplements protocols, https://t.co/C9FfEwXhCF https://t.co/OCQgZ6LJy6",en,917843257987665920,['1595040079004585985'],1595040079004585985,
2022-11-21T23:01:29.000Z,"Book a free consultation, https://t.co/I0eWRXL2vm
For supplements protocols, https://t.co/C9FfEwXhCF
For my detox guides, https://t.co/UURt4CryRP https://t.co/jT7Ozpjq86",en,917843257987665920,['1594828375880704001'],1594828375880704001,
