text,lang,created_at,id,edit_history_tweet_ids,author_id
@RhonddaBryant You resigned yet for taking photos in the lobby?,en,2022-11-27T22:39:36.000Z,1596997194263199744,['1596997194263199744'],474973688
@HugoGye I think a lot of Conservatives are going to stay home or vote Reform. It might happen..,en,2022-11-27T20:24:03.000Z,1596963080235540480,['1596963080235540480'],474973688
@HugoGye And the Chester by election...,en,2022-11-27T20:16:30.000Z,1596961182254235650,['1596961182254235650'],474973688
"@RealDeniseWelch Go back and watch some of the daily briefings from the time. You know where everyone in the world was after PPE, and there wasn't any, and the government still managed to get some..",en,2022-11-26T21:44:13.000Z,1596620869740089344,['1596620869740089344'],474973688
@deGourlay @bernardjenkin I'm looking forward to this applying across the board from now on.,en,2022-11-26T21:32:30.000Z,1596617921543180288,['1596617921543180288'],474973688
"@christiancalgie @DPJHodges He's been lying pretty much non stop for years, media rarely pick him up on it..",en,2022-11-26T17:12:06.000Z,1596552388428861441,['1596552388428861441'],474973688
@markjenkinsonmp Nope - was a member - resigned after the Sunak coup.,en,2022-11-25T10:31:49.000Z,1596089264772898816,['1596089264772898816'],474973688
"@Chelseachemist1 @LBC @NickFerrariLBC You're missing the point.
If they come here to study and then after 3/4 years leave, they won't count in a net immigration figure if the number of students is roughly the same year on year.",en,2022-11-25T08:54:12.000Z,1596064699472232449,['1596064699472232449'],474973688
"@Chelseachemist1 @LBC @NickFerrariLBC Cool, so they still count in the net immigration figure. Glad we sorted that out.",en,2022-11-25T08:29:26.000Z,1596058466732359681,['1596058466732359681'],474973688
"@julzpak @jordanbpeterson Not just immigration. Wokeness, green issues, high taxes, big government, etc etc.",en,2022-11-25T08:26:38.000Z,1596057760629563394,['1596057760629563394'],474973688
"@GooldJim @LBC @NickFerrariLBC If they go home, they won't count in a net immigration figure.",en,2022-11-25T08:24:54.000Z,1596057324342611968,['1596057324342611968'],474973688
"@LBC @NickFerrariLBC Net migration.

So number of students leaving is far lower than students arriving.

Why aren't they leaving? And if they don't leave, whats wrong with counting them in immigration figures, as they are no longer students..",en,2022-11-25T08:24:21.000Z,1596057186668490752,['1596057186668490752'],474973688
"@jordanbpeterson Atm, not much difference between Labour and the ""Conservatives"" here.",en,2022-11-25T08:15:21.000Z,1596054920976793600,['1596054920976793600'],474973688
"@MariaMillerUK 500,000 net immigration *this year*...

When you're not building them as fast as people to occupy them - house prices will rise...",en,2022-11-24T14:51:57.000Z,1595792340538785795,['1595792340538785795'],474973688
"@itvpeston @leicesterliz @Peston When we look at your record in office...

https://t.co/55TcIPjY9s",en,2022-11-24T08:11:25.000Z,1595691546422263808,['1595691546422263808'],474973688
"@MrHarryCole Bit like the President of the European Commission, won even though her name wasn't on the shortlist..",en,2022-11-23T22:28:37.000Z,1595544879618490369,['1595544879618490369'],474973688
@Steven_Swinford Must be the damp because he's so wet...,en,2022-11-23T22:19:36.000Z,1595542608796852236,['1595542608796852236'],474973688
"@addicted2newz If they have a referendum on independence, are they committed to all parts of Scotland having to vote ""yes"" ?

If not, seems a bit hypocritical...",en,2022-11-23T20:41:32.000Z,1595517929105367041,['1595517929105367041'],474973688
