edit_history_tweet_ids,text,id,created_at,author_id,lang
['1596972489246388225'],"Alxl, I am glad you are safe. May Allah protect the rest of the people in Villa Rossa. https://t.co/qeEvbhKXNi",1596972489246388225,2022-11-27T21:01:26.000Z,1245069918,en
['1596971586883813376'],RT @GiGi_Faiza: @sgem2016 @igassar @osmando @HodanMHassan @Osman_Moallim @ZainabSirad @DrHodanIsse1 We appreciate their participation. #Guu…,1596971586883813376,2022-11-27T20:57:51.000Z,1245069918,en
['1596966144929599489'],"RT @sgem2016: Thank you for joining us for our Twitter Chat, let's keep the conversation going!

We would also like to thank our panelists…",1596966144929599489,2022-11-27T20:36:13.000Z,1245069918,en
['1596966079284547585'],RT @ZainabSirad: @sgem2016 @HodanMHassan @igassar @Osman_Moallim @faisalroble19 A7 4. Civic education and engagement specifically designed…,1596966079284547585,2022-11-27T20:35:58.000Z,1245069918,en
['1596966056060338176'],RT @Osman_Moallim: @sgem2016 @ZainabSirad @HodanMHassan @igassar @faisalroble19 A-7) Waxaan ku talin lahaa in mas’uuliyiinta dowladda ay fa…,1596966056060338176,2022-11-27T20:35:52.000Z,1245069918,tl
['1596966003585343492'],RT @sgem2016: @ZainabSirad @HodanMHassan @igassar @Osman_Moallim @faisalroble19 @zshirwac1 A-7. Howsha u taalo iyo xilka dowladda saaran ku…,1596966003585343492,2022-11-27T20:35:40.000Z,1245069918,tl
['1596965895506890752'],RT @ZainabSirad: @sgem2016 @HodanMHassan @igassar @Osman_Moallim @faisalroble19 A7 To continue engaging and inspiring local people to defea…,1596965895506890752,2022-11-27T20:35:14.000Z,1245069918,en
['1596965874497265664'],RT @igassar: @sgem2016 @ZainabSirad @HodanMHassan @Osman_Moallim @faisalroble19 A7-1 The current operations are self-driven instead of orga…,1596965874497265664,2022-11-27T20:35:09.000Z,1245069918,en
['1596965833506709504'],"RT @sgem2016: @ZainabSirad @Osman_Moallim @DrHodanIsse1 @HodanMHassan @GiGi_Faiza @igassar @faisalroble19 @zshirwac1 A-6 Heshiisiin, kala g…",1596965833506709504,2022-11-27T20:34:59.000Z,1245069918,tl
['1596965814397067270'],RT @ZainabSirad: @sgem2016 @Osman_Moallim @DrHodanIsse1 @HodanMHassan @GiGi_Faiza @igassar @faisalroble19 A6 CT There has to be some healin…,1596965814397067270,2022-11-27T20:34:54.000Z,1245069918,en
['1596965766011592704'],RT @igassar: @sgem2016 @ZainabSirad @HodanMHassan @Osman_Moallim @faisalroble19 A7-2 The offensive strategy should not remain for the milit…,1596965766011592704,2022-11-27T20:34:43.000Z,1245069918,en
['1596965703411986432'],RT @osmando: @sgem2016 @ZainabSirad @HodanMHassan @igassar @Osman_Moallim @faisalroble19 A-7-1: taasoo aan hubo in ay kor u qaadi doonto ni…,1596965703411986432,2022-11-27T20:34:28.000Z,1245069918,tl
