edit_history_tweet_ids,lang,created_at,author_id,id,text
['1597015996342370304'],en,2022-11-27T23:54:19.000Z,1121081233,1597015996342370304,"RT @CityNewsVAN: #BREAKING NEWS: In a move to address the doctor shortage, the B.C. government is speeding up the process to allow internat…"
['1597015807820980225'],en,2022-11-27T23:53:34.000Z,1121081233,1597015807820980225,"RT @gchahal: WATCH: #BNNAfghanistan Reports

The Afghan Supreme Court announced on Saturday that 19 men and women had been ""publicly flogge…"
['1597015740041015296'],en,2022-11-27T23:53:18.000Z,1121081233,1597015740041015296,RT @DailyEntXpress: Respect @burnaboy @steelbanglez - #Sidhumoosewala spitting facts https://t.co/Y2EpP9YxTn
['1596962595873116161'],en,2022-11-27T20:22:07.000Z,1121081233,1596962595873116161,RT @agazdecki: Startup founders who are great at sales and marketing will win the next decade because building the best product simply isn'…
['1596962407448211458'],en,2022-11-27T20:21:22.000Z,1121081233,1596962407448211458,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months
['1596962066644242432'],en,2022-11-27T20:20:01.000Z,1121081233,1596962066644242432,"RT @RARohde: If we stopped using fossil fuels tomorrow, society would collapse and billions of people would die.

That's why literally no o…"
['1596961989938794496'],en,2022-11-27T20:19:43.000Z,1121081233,1596961989938794496,RT @DailyLoud: This man is a marksman 🎯🤯🤣 https://t.co/0iamopIxby
['1596961607900606464'],en,2022-11-27T20:18:12.000Z,1121081233,1596961607900606464,RT @Rainmaker1973: This collection of slow motion videos of objects falling in water and cornflour result in spectacular fluid motion effec…
['1596960684793032704'],en,2022-11-27T20:14:32.000Z,1121081233,1596960684793032704,RT @ASkhalsa084: Also one more biggest issue is large number of beggars around“Darbar sahib Amritsar”specially on Heritage street path loca…
['1596960538608947200'],en,2022-11-27T20:13:57.000Z,1121081233,1596960538608947200,"RT @fasc1nate: Rick Winters’ 172 ft. world record high dive in 1983. 40 years later, he still holds the record.  https://t.co/IGAgNbxtM4"
['1596960168583270400'],en,2022-11-27T20:12:28.000Z,1121081233,1596960168583270400,Listen to this speech. https://t.co/QRGvVI5PRp
['1596959371472547840'],en,2022-11-27T20:09:18.000Z,1121081233,1596959371472547840,RT @fasc1nate: Automated tomato sorter.  https://t.co/j0XHtE0UwY
['1596959200470765570'],en,2022-11-27T20:08:38.000Z,1121081233,1596959200470765570,RT @buitengebieden: This game looks fun.. 😅 https://t.co/XcnvjIGJbj
['1596959165746155521'],en,2022-11-27T20:08:29.000Z,1121081233,1596959165746155521,RT @ImranKhanPTI: I want to thank all the people who came in such huge numbers from across Pakistan to our Rawalpindi Azadi March yeaterday…
['1596959124977512448'],en,2022-11-27T20:08:20.000Z,1121081233,1596959124977512448,"RT @theworldofdog: this dog knows how to have fun
(jukin media) https://t.co/CUHt3bvQPR"
['1596959015350960129'],zxx,2022-11-27T20:07:53.000Z,1121081233,1596959015350960129,RT @NoContextBrits: https://t.co/gpjy0WiaK3
['1596958829924974592'],en,2022-11-27T20:07:09.000Z,1121081233,1596958829924974592,"RT @_david_ho_: In case you don’t believe the same equations govern motion in the atmosphere and the ocean.

https://t.co/uiSDJ0iFfv"
['1596958763747270656'],en,2022-11-27T20:06:53.000Z,1121081233,1596958763747270656,RT @BleacherReport: Bron even has a handshake with the team photographer 😂🤝 https://t.co/O8QHc4jhRg
['1596958576043790336'],en,2022-11-27T20:06:09.000Z,1121081233,1596958576043790336,"RT @investmattallen: How to analyze a: 

-Cash Flow Statement 
-Balance Sheet 
-Income Statement 

In less than 3 minutes: https://t.co/8Ct…"
['1596957497990184961'],en,2022-11-27T20:01:52.000Z,1121081233,1596957497990184961,RT @TheFigen_: Don't underestimate anyone! https://t.co/I2AhMwVb6q
['1596957031747182592'],en,2022-11-27T20:00:01.000Z,1121081233,1596957031747182592,RT @muftimenk: You will stand. You will fall. You will rise again. Such are the challenges in life. Nothing lasts in this world. Forever is…
['1596956877673607168'],en,2022-11-27T19:59:24.000Z,1121081233,1596956877673607168,"RT @JKSinghCH: Shiv Sena Taksali leader has been booked by @PP_Hoshiarpur for posting a video threatening to shoot Amritpal Singh, chief, W…"
['1596956459614756864'],en,2022-11-27T19:57:44.000Z,1121081233,1596956459614756864,RT @brucelee: 🐉🎂🎉 Happy 82 years of shining your light in the world! You may not be here in form but your radiance continues to illuminate…
['1596956334368653314'],en,2022-11-27T19:57:14.000Z,1121081233,1596956334368653314,"RT @gchahal: BREAKING: #BNNCameroon Reports

A landslide on Sunday evening in Cameroon's capital, Yaoundé's 6th district's Damascus distric…"
['1596956277716176897'],en,2022-11-27T19:57:01.000Z,1121081233,1596956277716176897,RT @HopeMinistriesm: We have trained over 100 Village Natural resources Management Commitees members on Beekeeping activities in our native…
['1596956044630315008'],en,2022-11-27T19:56:05.000Z,1121081233,1596956044630315008,"RT @fasc1nate: A 1,400-year-old ginkgo tree at a Buddhist temple in China. Ginkgo trees can live up to 3,000 years. https://t.co/B5iCyfVXeM"
['1596955822462210048'],en,2022-11-27T19:55:12.000Z,1121081233,1596955822462210048,"RT @TheTraeYoung: Another Day, Another Opportunity💯"
['1596955214023917568'],en,2022-11-27T19:52:47.000Z,1121081233,1596955214023917568,"RT @ramanmann1974: 86% of #Punjab households are receiving ""Zero"" electricity bill, soon the figure will touch 95% !!"
['1596955128959238144'],en,2022-11-27T19:52:27.000Z,1121081233,1596955128959238144,RT @ramanmann1974: #Farm life !! #Punjab https://t.co/SVujVfYsG2
['1596954946997719043'],en,2022-11-27T19:51:44.000Z,1121081233,1596954946997719043,"RT @actnowpng: HUMAN RIGHTS  COMPLAINT FILED OVER NEWCRET'S  PLANS TO DUMP WASTE IN PNG

Organizations filed complaints against two Austral…"
['1596954627920261121'],en,2022-11-27T19:50:27.000Z,1121081233,1596954627920261121,RT @ramanmann1974: Annual ground water extraction in #Punjab is 33.9 billion cubic meters against Net annual #groundwater availability of 2…
['1596954523637288961'],en,2022-11-27T19:50:03.000Z,1121081233,1596954523637288961,RT @ramanmann1974: A #strawberry picking cart !! #harvest https://t.co/8gugJQSLAD
['1596954291700629505'],en,2022-11-27T19:49:07.000Z,1121081233,1596954291700629505,"RT @ShanuMathew93: Very well said! 

Cities can and should be held to a better standard and design themselves around accessibility, connect…"
['1596954188726292480'],en,2022-11-27T19:48:43.000Z,1121081233,1596954188726292480,RT @adilnargolwala: We need trees &amp; forests too…@DC_Gurugram protect #nature protect #Gurugram #environment #GoGreen #forests #trees #savet…
['1596954118182301697'],en,2022-11-27T19:48:26.000Z,1121081233,1596954118182301697,"RT @ramanmann1974: #PMFBY
In 6 years, 25,186 crore have been paid by farmers as premium wherein 1,25,662 crore have been paid to the farmer…"
['1596953810408476672'],en,2022-11-27T19:47:13.000Z,1121081233,1596953810408476672,"RT @BrianGitt: Renewable energy targets are counter productive.

France forced to pay €500 million for falling short of renewable energy ta…"
['1596953615473971203'],en,2022-11-27T19:46:26.000Z,1121081233,1596953615473971203,"RT @extremetemps: Exceptional mind blowing heat wave in #China;Temperature rose to 34.3C in Yunnan Province and above 32C in 5 provinces.
A…"
['1596953566606159873'],en,2022-11-27T19:46:14.000Z,1121081233,1596953566606159873,"RT @ShanuMathew93: ""Through Q3, carbon and emissions tech startups have raised $10.7 billion in VC investment across 517 deals, according t…"
['1596952288052252673'],en,2022-11-27T19:41:10.000Z,1121081233,1596952288052252673,"RT @DailyHiveVan: Vancouver could feel as cold as -10°C deep freeze approaches 🥶
https://t.co/lqBlp6tnpO"
['1596951924502581248'],en,2022-11-27T19:39:43.000Z,1121081233,1596951924502581248,RT @BNNBloomberg: A loan program delivered by Canada Post and Toronto-Dominion Bank has been paused weeks after the partner organizations a…
['1596951770907185152'],en,2022-11-27T19:39:06.000Z,1121081233,1596951770907185152,RT @CityNewsVAN: RCMP officers in rural Alberta found 500 stolen pieces of mail during a search of a Canada Post employee's house.   https:…
