text,lang,created_at,id,edit_history_tweet_ids,author_id
"@Pbuck83Patrick @_B___S I've never seen a more unhinged dog than German shepherds.  They're rarely trained properly and absolutely overbread. I've seen one pitbull that attached unprovoked.  Shepherds, I've seen many.",en,2022-11-28T00:28:09.000Z,1597024510360031232,['1597024510360031232'],18634644
@BubbFogle I still don't know how the jags last TD was a catch.. I don't know what a catch is anymore,en,2022-11-27T23:32:16.000Z,1597010448821653504,['1597010448821653504'],18634644
"@RGIII Statue, hologram, wax figure..  literally anything is better than what they did.",en,2022-11-27T20:39:17.000Z,1596966914068078593,['1596966914068078593'],18634644
@2PickNeedham @WickedCoy @MiamisOG @RGIII I think he's talking about the past 10+ years when the dolphins couldn't sell half the stadium.,en,2022-11-27T20:33:10.000Z,1596965376960888832,['1596965376960888832'],18634644
@CanesCartel305 @TJDMCR @cbowen2112 McDaniel's tiny man syndrome almost got your QB killed again.,en,2022-11-27T20:29:52.000Z,1596964545754411011,['1596964545754411011'],18634644
@Finfan1970 @TJDMCR Can we pick random games against other opponents? I'll take the Titans vs Bills game then..,en,2022-11-27T20:28:52.000Z,1596964295828713472,['1596964295828713472'],18634644
How are the Texans celebrating touchdowns like they're in this game?  Just get out and beat traffic already,en,2022-11-27T20:25:16.000Z,1596963388076150785,['1596963388076150785'],18634644
@beardedphotog24 Tampa zoo has pygmy hippos.. They're cuddly AF!,en,2022-11-27T20:20:41.000Z,1596962236505141248,['1596962236505141248'],18634644
@IAmTheNizz Chippier,en,2022-11-27T20:01:23.000Z,1596957377294524417,['1596957377294524417'],18634644
"@IAmTheNizz I'm convinced Mike McDaniel is trying to make a statement... As I type this Tua got sacked again.  Texans ain't winning, they're only going to get chipoier",en,2022-11-27T20:01:07.000Z,1596957309020037120,['1596957309020037120'],18634644
"@Billsfandiehard @bossandbills @obj Must have been a Cowboys fan
  Wanted to scare him away.",en,2022-11-27T19:23:24.000Z,1596947820610654208,['1596947820610654208'],18634644
@J9Talley The body aches were by far the worst symptom when I had it.  I couldn't get comfortable at all.,en,2022-11-27T19:17:39.000Z,1596946371462193153,['1596946371462193153'],18634644
Texans are really bad at football!,en,2022-11-27T19:03:48.000Z,1596942887480356864,['1596942887480356864'],18634644
