lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1596979475887325184'],"RT @NYPDnews: While conducting a car stop, officers from the @NYPD104Pct observed an adult Great Dane in the back seat of the car, severely…",182929371,1596979475887325184,2022-11-27T21:29:12.000Z
qme,['1596963319751245824'],RT @Cindylousvoice: @ReverendWarnock https://t.co/1MdABjF3E3,182929371,1596963319751245824,2022-11-27T20:25:00.000Z
en,['1596963058340925440'],RT @TM72774: @ReverendWarnock Herschel Walker didnt vote for this…YOU VOTED FOR THIS…this hurts Georgia families https://t.co/gW0wMdOuY4,182929371,1596963058340925440,2022-11-27T20:23:57.000Z
en,['1596956507769253889'],@coffee_anytime Dances with wolfes,182929371,1596956507769253889,2022-11-27T19:57:56.000Z
en,['1596954754932150272'],"RT @SamTwits: This is so misleading. @elonmusk invested nearly all of the Series A round. At that point, Tesla was just a name &amp; 3 guys wit…",182929371,1596954754932150272,2022-11-27T19:50:58.000Z
en,['1596954019393859586'],RT @JustSomeLady_: @lindyli You mean this? https://t.co/XnMfrsuQM9,182929371,1596954019393859586,2022-11-27T19:48:02.000Z
qme,['1596953884399874048'],@lindyli https://t.co/freB0iDXsZ,182929371,1596953884399874048,2022-11-27T19:47:30.000Z
en,['1596953704821063680'],RT @neontaster: BLEEP BLOOP KINDA WEIRD THAT @ELONMUSK GETS TO DECIDE HOW LIKE A HALF-BILLION PEOPLE COMMUNICATE BLEEP. WAY TOO MUCH POWER…,182929371,1596953704821063680,2022-11-27T19:46:47.000Z
en,['1596953373218983936'],RT @historyinmemes: 17-year-old Juliane Koepcke was sucked out of an airplane after it was struck by lightning in 1971. She fell 2 miles to…,182929371,1596953373218983936,2022-11-27T19:45:28.000Z
qme,['1596953068083744769'],RT @ALGsportsfan: @nytimes  https://t.co/6cdFSquIBI,182929371,1596953068083744769,2022-11-27T19:44:16.000Z
en,['1596952150705205248'],"RT @stillgray: Before it became trendy to hate Elon Musk, Alyssa Milano was his greatest fan. Why are people like this? https://t.co/HkczFr…",182929371,1596952150705205248,2022-11-27T19:40:37.000Z
en,['1596740916168957952'],RT @BernieSpofforth: Packaging update 🙄 https://t.co/ErkMMdnQit,182929371,1596740916168957952,2022-11-27T05:41:15.000Z
en,['1596740630960406528'],"RT @FoxNews: Alyssa Milano blasted by conservatives, Elon Musk after trading in Tesla for Volkswagen: 'Founded by Nazis' https://t.co/vv5Xw…",182929371,1596740630960406528,2022-11-27T05:40:07.000Z
en,['1596738408864534530'],"RT @FloreFlos: I saw a lot ""Be Less White"" buckets today. I haven't forgotten.  I never will. https://t.co/cyKE6jhCzr",182929371,1596738408864534530,2022-11-27T05:31:17.000Z
en,['1596732375383384064'],RT @MrAndyNgo: I have received a threat citing my tweets about Antifa &amp; @elonmusk responding briefly to me when I brought attention to viol…,182929371,1596732375383384064,2022-11-27T05:07:18.000Z
en,['1596661420246040580'],@Alyssa_Milano Hate and white supremacy...That's so 2020 🤡🤡,182929371,1596661420246040580,2022-11-27T00:25:21.000Z
en,['1596661280232058880'],RT @catturd2: @Alyssa_Milano You’re such a great judge of character - 😂 https://t.co/KOpyUiGPRy,182929371,1596661280232058880,2022-11-27T00:24:48.000Z
und,['1596582138987806721'],@Belinda71555585 100%,182929371,1596582138987806721,2022-11-26T19:10:19.000Z
en,['1596581715711074305'],"@JoshuaPHilll You can take that mask off now, sir... https://t.co/NY6WR00wG6",182929371,1596581715711074305,2022-11-26T19:08:38.000Z
en,['1596580936707198977'],RT @tedcruz: That’s not a “no”….,182929371,1596580936707198977,2022-11-26T19:05:33.000Z
en,['1596578804100927488'],"RT @Texas_Made956: Meanwhile, in Portland 🥴 https://t.co/gnPTucM7tV",182929371,1596578804100927488,2022-11-26T18:57:04.000Z
en,['1596577443111792640'],"@theMadridZone @agrandesso We don't want him. No more ""primadonnas"" 
Butler-boy can keep his butler and stay in Paris.
He blew it and burned his bridge - Pérez has moved on. https://t.co/5tcAb5UMKf",182929371,1596577443111792640,2022-11-26T18:51:40.000Z
en,['1596567203096461312'],"What a beauty! 🇺🇸🇺🇸🇺🇸 👇👇
https://t.co/XK9SAafBjc",182929371,1596567203096461312,2022-11-26T18:10:58.000Z
en,['1596566490538737664'],RT @ImMeme0: This must be Biden’s voter 🤣🤣🤣 https://t.co/QbVl7So7oN,182929371,1596566490538737664,2022-11-26T18:08:08.000Z
en,['1596565421846843393'],RT @brixwe: Why don't they just call it Bank of Black and Hispanic America? https://t.co/JF3VRQdXx2,182929371,1596565421846843393,2022-11-26T18:03:53.000Z
en,['1596563979761225728'],"RT @historyinmemes: In 1930 the Indiana Bell building was rotated 90° Over a month, the 22 million-pound structure was moved 15 inch/hr whi…",182929371,1596563979761225728,2022-11-26T17:58:10.000Z
zxx,['1596550286075576320'],RT @its_the_Dr: https://t.co/N9fRL9bBaB,182929371,1596550286075576320,2022-11-26T17:03:45.000Z
en,['1596550034019225602'],RT @GeorgeGammon: I can't tell you how grateful I am to have grown up before the world went mad. https://t.co/wf04KYpzo2,182929371,1596550034019225602,2022-11-26T17:02:45.000Z
