text,edit_history_tweet_ids,author_id,created_at,id,lang
"@hardeborwale_ Unless,  cos he Legitimately unlocked Spain",['1596974324640264193'],2149223948,2022-11-27T21:08:43.000Z,1596974324640264193,en
@sh0lex Na flagrant foul be that,['1596971833450188802'],2149223948,2022-11-27T20:58:50.000Z,1596971833450188802,en
"@hardeborwale_ Hemme ask am o... 
I didn't know he made the tournament team, i thought he was injured.. i windee what excuse he has not to play him",['1596971256951476224'],2149223948,2022-11-27T20:56:32.000Z,1596971256951476224,en
World cup is sweet ngl,['1596970893032366082'],2149223948,2022-11-27T20:55:05.000Z,1596970893032366082,en
Germany dey go house 😆,['1596962568723386368'],2149223948,2022-11-27T20:22:01.000Z,1596962568723386368,en
What happened to Mason Mount tho?,['1596930567614107648'],2149223948,2022-11-27T18:14:51.000Z,1596930567614107648,en
"@sh0lex Lol, make we get destroyer in january, n we'll manage",['1596924414125215745'],2149223948,2022-11-27T17:50:24.000Z,1596924414125215745,en
"Abeg, where una dey watch highlights of the games,ive missed so many 😢",['1596922546926256128'],2149223948,2022-11-27T17:42:59.000Z,1596922546926256128,en
"Mhen, Mbappe is the shit",['1596562493127929856'],2149223948,2022-11-26T17:52:15.000Z,1596562493127929856,en
"Day one of another 365, 
Hopefully it gets 100x better from here..
Can't wait to see what it holds for me",['1596444403593547776'],2149223948,2022-11-26T10:03:00.000Z,1596444403593547776,en
"@Official_Loner Jeez lol, talmbout tying down",['1596110747733757953'],2149223948,2022-11-25T11:57:11.000Z,1596110747733757953,en
Give me the future,['1595915180407652353'],2149223948,2022-11-24T23:00:04.000Z,1595915180407652353,en
364,['1595667859140640770'],2149223948,2022-11-24T06:37:18.000Z,1595667859140640770,qst
This world cup sweet ngl,['1595432285817520137'],2149223948,2022-11-23T15:01:13.000Z,1595432285817520137,en
"Chelsea's squad is such  a mess, how did we get such a disjointed bunch?",['1595414616724721669'],2149223948,2022-11-23T13:51:00.000Z,1595414616724721669,en
"RT @chris_hurney: Telling a software developer to get better at estimating (entire, large) projects is equivalent to asking a meteorologist…",['1595047546061459458'],2149223948,2022-11-22T13:32:24.000Z,1595047546061459458,en
@hardeborwale_ https://t.co/cK2qR288GY,['1594944792034959362'],2149223948,2022-11-22T06:44:05.000Z,1594944792034959362,qme
