text,id,created_at,lang,edit_history_tweet_ids,author_id
"RT @AdoptionsUk: Please retweet to help Daphne and Velma find a home together #CHESHIRE #UK 

Super sweet, BONDED PAIR  aged 10 months, no…",1596992102285512704,2022-11-27T22:19:22.000Z,en,['1596992102285512704'],515865307
"RT @AdoptionsUk: Please retweet to help Conker find a home #LINCOLNSHIRE #ENGLAND 

Lovely Trail Hound aged 1, he'd love to live with anoth…",1596991999286030337,2022-11-27T22:18:57.000Z,en,['1596991999286030337'],515865307
"RT @AdoptionsUk: Please retweet to help Edna find a home #MANCHESTER #ENGLAND #UK 

AGED 13! 
Found as a stray, super affectionate, looking…",1596991982819102720,2022-11-27T22:18:54.000Z,en,['1596991982819102720'],515865307
RT @GalwaySPCA: Ayu was the smallest of her litter of 6 and is just the sweetest little girl. She is full of fun and bounce but also has he…,1596991959478185985,2022-11-27T22:18:48.000Z,en,['1596991959478185985'],515865307
"RT @AdoptionsUk: Please retweet to help Blue find a home #HAREFIELD #LONDON #ENGLAND 

Aged 2-5, very gentle but forgets his size. He's loo…",1596991922798620672,2022-11-27T22:18:39.000Z,en,['1596991922798620672'],515865307
"RT @AdoptionsUk: Please retweet to help Charlie find a  FOSTER OR FOREVER #SNETTERTON #NORFOLK #ENGLAND 

Beautiful Husky aged 8+, he can l…",1596991894713937920,2022-11-27T22:18:33.000Z,en,['1596991894713937920'],515865307
RT @PenFarthing: Let’s go #ewok It’s packing time! 📦,1596986084834959360,2022-11-27T21:55:27.000Z,en,['1596986084834959360'],515865307
"RT @GalwaySPCA: Esteé has an adventurous and confident side. She is a fun, cheeky and, at times, an independent little girl but also loves…",1596985489978200064,2022-11-27T21:53:06.000Z,en,['1596985489978200064'],515865307
"RT @scdrFUNdraisers: ‼️Urgent foster home needed ‼️

Duncan went to his forever home last week but sadly after a serious domestic situation…",1596985457971036161,2022-11-27T21:52:58.000Z,en,['1596985457971036161'],515865307
"RT @AdoptionsUk: Please retweet to help Phife find a home #ESSEX #UK 
#dogs #GermanShepherd  #pets #AdoptDontShop",1596985377528877057,2022-11-27T21:52:39.000Z,en,['1596985377528877057'],515865307
"RT @AdoptionsUk: PLEASE RETWEET, URGENT FOSTER HOME NEEDED FOR DOTTY   #ROTHERHAM #ENGLAND  

CAN RE HOME NATIONALLY.

Rescued from being P…",1596985244724654080,2022-11-27T21:52:07.000Z,en,['1596985244724654080'],515865307
"RT @AdoptionsUk: Urgent, please retweet to help Wilson and Wilma find a home TOGETHER #CARDIFF #WALES #UK 

BONDED PAIR, ages 4 and 11, sup…",1596985228433960960,2022-11-27T21:52:03.000Z,en,['1596985228433960960'],515865307
"RT @AdoptionsUk: Please retweet to help Meg find a home #DARLINGTON #COUNTYDURHAM #UK 

Beautiful Border Collie aged 5-7, she's looking for…",1596985214428884993,2022-11-27T21:52:00.000Z,en,['1596985214428884993'],515865307
RT @DT_WestCalder: One of our Spotlight Sunday dogs 🌟 this month is the a'MAE'zing MAE. She hopes everyone has had a wonderful weekend😃 Mae…,1596985199694577664,2022-11-27T21:51:56.000Z,en,['1596985199694577664'],515865307
"RT @AdoptionsUk: Please retweet to help Fleet find a home #WESTMIDLANDS #ENGLAND #UK 

Beautiful Fleet is looking for a loving, adult home…",1596985040604307456,2022-11-27T21:51:18.000Z,en,['1596985040604307456'],515865307
"RT @AdoptionsUk: Please retweet to help Bertie find a home #LIVERPOOL #UK 
Beautiful Lurcher Cross aged 1-2, he can live with children aged…",1596985031440097280,2022-11-27T21:51:16.000Z,en,['1596985031440097280'],515865307
"RT @AdoptionsUk: Please retweet to help Delilah find a home #KENT #ENGLAND #UK 

Saved from a pound, history and age unknown. She is very f…",1596985018622316544,2022-11-27T21:51:13.000Z,en,['1596985018622316544'],515865307
