id,author_id,edit_history_tweet_ids,text,lang,created_at
1597034139185606657,28190020,['1597034139185606657'],RT @itsIightsout: Unexpected party trio https://t.co/CuKFNhgy2n,en,2022-11-28T01:06:24.000Z
1597034119988289536,28190020,['1597034119988289536'],"RT @Lakers: King was ballin’ 

Roll the tape 🎬 https://t.co/J4hez4hjf5",en,2022-11-28T01:06:20.000Z
1597033986685284352,28190020,['1597033986685284352'],RT @ricciardopics: pov: you went to a race as a daniel ricciardo fan and you are meeting him ✨ https://t.co/lNkKxGdTWW,en,2022-11-28T01:05:48.000Z
1597033893718171649,28190020,['1597033893718171649'],RT @Snugbucket: Bruce McLaren Kiwi Legend.... https://t.co/3AWicQVU15,en,2022-11-28T01:05:26.000Z
1597033858263678976,28190020,['1597033858263678976'],RT @wednesdayaddams: All of the attention this weekend has been pure torture. Thank you.,en,2022-11-28T01:05:17.000Z
1597030809512267777,28190020,['1597030809512267777'],RT @Cristiano: Unidos e focados. Rumo ao nosso objectivo.🇵🇹🙏🏽 https://t.co/MYEaxlener,pt,2022-11-28T00:53:11.000Z
1597030778155995136,28190020,['1597030778155995136'],"RT @Pastor__West: Dear Lord,

Today, I declare that It’s a blessed new day. As I set out, may I never forget that God is for me, because th…",en,2022-11-28T00:53:03.000Z
1597019173565403136,28190020,['1597019173565403136'],@_averygreen @emiarce15 Ya me di cuenta que es mala mina. Seguiemdola a @emiarce15 💅🏻,es,2022-11-28T00:06:56.000Z
1597005319980261378,28190020,['1597005319980261378'],"@_averygreen Wow acabo de descubrir varias cuentas las cuales la desenmascaran a esta mina y no lo puedo creer estoy en shock! Gracias ojalá que alguien se de cuenta lo trucha que es. PD caí en darle ése ""cafecito"" es de lo que me arrepiento.",es,2022-11-27T23:11:53.000Z
1596964890031566848,28190020,['1596964890031566848'],"RT @Womenmotiquotes: Your success is a direct result of your self-discipline, not luck.",en,2022-11-27T20:31:14.000Z
1596964820942999552,28190020,['1596964820942999552'],"RT @Bertie23574627: Damon Hill..Adelaide 1995..fastest lap💪🏼🔊sound up 🆙️ 
📽FOM https://t.co/ScwqTRfNuo",en,2022-11-27T20:30:58.000Z
1596964733818896384,28190020,['1596964733818896384'],"RT @FCBayernEN: Phonzy starts for Canada 🇨🇦⚡

#MiaSanMia https://t.co/eRgG4gztmV",en,2022-11-27T20:30:37.000Z
1596963772606087169,28190020,['1596963772606087169'],RT @90sfootball: Adidas Tricolore. https://t.co/btx2vMsUQ6,es,2022-11-27T20:26:48.000Z
