edit_history_tweet_ids,lang,created_at,author_id,id,text
['1596962399445479427'],en,2022-11-27T20:21:20.000Z,735892470,1596962399445479427,"RT @AP: Across America, high school football seasons are wrapping up the first year since the Supreme Court ruled it was OK for a public sc…"
['1596924819941253120'],en,2022-11-27T17:52:01.000Z,735892470,1596924819941253120,@FoxNews @TimTebow What a great guy!!
['1596907494391296003'],en,2022-11-27T16:43:10.000Z,735892470,1596907494391296003,@FoxNews Dude will tell you whatever you want to hear if he can make a buck off it.
['1596906962817789953'],en,2022-11-27T16:41:03.000Z,735892470,1596906962817789953,@thehill @TheHillOpinion @Sen_JoeManchin why haven't you announced yet! Right now us independents are most likely going with @GovRonDeSantis Just FYI...
['1596903566979268610'],en,2022-11-27T16:27:34.000Z,735892470,1596903566979268610,I tend to notice the unnoticed🤔🤔🤔
['1596665823594426368'],en,2022-11-27T00:42:51.000Z,735892470,1596665823594426368,@Cobratate Truth!!
['1595774689326014466'],en,2022-11-24T13:41:48.000Z,735892470,1595774689326014466,@amyklobuchar @JoeBiden of losing all the wealth it accumulated from these countries. It's now willing to let tyrants destroy the so call free world order that was created after world War 2 in order not to lose those riches.
['1595774612176261120'],en,2022-11-24T13:41:30.000Z,735892470,1595774612176261120,"@amyklobuchar @JoeBiden grip? Well, it will fear doing so. Knowing the so call leader of the free world (America) will do nothing to stop tyrants from killing it's people. Russia, China and other dictators are succeeding in destroying the world order. All because the free world has become so frightening"
['1595774534111858690'],en,2022-11-24T13:41:11.000Z,735892470,1595774534111858690,"@amyklobuchar @JoeBiden worse things"" ... what can be worse than invading a free country and killing innocent people. At least give them whatever weapons they need and allow them to use them on Russia itself. What happens when another country want to move towards freeing itself from a stronger nation's"
['1595774410052567044'],en,2022-11-24T13:40:42.000Z,735892470,1595774410052567044,"@amyklobuchar It's sad that the US calls itself the leader of the free world but in crucial times, find itself leading from behind! Ukraine has become the true leader of a world looking and fighting for freedom against tyrants! @JoeBiden keep saying ""we don't want to provoke Russia into doing"
['1595616694998802435'],en,2022-11-24T03:13:59.000Z,735892470,1595616694998802435,"@farmingandJesus Praying for strength, peace, love and joy in your life."
['1595569618265198592'],und,2022-11-24T00:06:55.000Z,735892470,1595569618265198592,@BrooklynNets 🙏🙏🙏
['1595568514756231168'],en,2022-11-24T00:02:32.000Z,735892470,1595568514756231168,@AdamSchefter @RobDemovsky And Michael Jordan is coming back to play for the Cleveland cavaliers... stop it🤣🤣🤣
['1595568098194735104'],en,2022-11-24T00:00:53.000Z,735892470,1595568098194735104,@TheNotoriousMMA That's the nasty knee knock. Surly his bell was rung🧨✨️✨️
['1595567204191420417'],en,2022-11-23T23:57:20.000Z,735892470,1595567204191420417,"@KyivIndependent Sadly, the UN is obsolete, has been for many years! Large wealthy countries can do whatever they like. Why are countries like Russia &amp; China even part of the UN? Oh. you have western countries who benefit financially from them. The unless UN need to figure out what they're about."
['1595059727200931844'],en,2022-11-22T14:20:48.000Z,735892470,1595059727200931844,@SarahAshtonLV Awesome!! Hopefully some of those who want to lower funding change their mind and support more funding. You &amp; your country men and women are those who are fighting for democracy. America should support democracy not just by words but by actions; send all and any weapons necessary
['1591551818005610496'],qme,2022-11-12T22:01:37.000Z,735892470,1591551818005610496,@ALLGASTRNG @qaj4_ https://t.co/LNjhvj5vNB
['1591441061913985024'],en,2022-11-12T14:41:31.000Z,735892470,1591441061913985024,"I'm so sick of Republicans and Democrats!!! They'll say anything in order to get in office and when they get in office, you get what we're getting from Biden.... Nothing!!  We need a new party that will truly shake up things!"
['1591439103563898880'],en,2022-11-12T14:33:44.000Z,735892470,1591439103563898880,@w_terrence more conservative than Trump but should have played her roll in order to keep some of the political zombies who follow a dictatorial ideology that's different from the woke left but travels the same path it takes in order to get in office.
['1591434619995430912'],en,2022-11-12T14:15:55.000Z,735892470,1591434619995430912,@CNN Attach the man character?? How awful! What happened to attacking the policy and not the person like Obama and John McCain did against each other. That's why a lot of voters don't like either party and would rather not vote at all. Our leaders are out of touch with the people
['1589303703487799296'],en,2022-11-06T17:08:25.000Z,735892470,1589303703487799296,@FoxNews Neither are good choices but based on values I would definitely vote for Walker if I lived there. Warnock would be a great fit if Georgia was Cuba.
['1589300894151380993'],en,2022-11-06T16:57:15.000Z,735892470,1589300894151380993,@AliceZhuravel Blessings
['1589300690127847424'],en,2022-11-06T16:56:26.000Z,735892470,1589300690127847424,Don't take a scientist to know what side I'm voting for... #Independent https://t.co/hddZbOkyoP
['1589298796521218049'],en,2022-11-06T16:48:55.000Z,735892470,1589298796521218049,@greta Restore trust! Fire all the idiots who kicked people off for having an opinion! Oh.. that's what @elonmusk is doing. Great job so far! I'm waiting for Trump's account to be restored. I don't agree with everything he says but I enjoyed readin it! Very interesting person.
['1589265066972434432'],en,2022-11-06T14:34:53.000Z,735892470,1589265066972434432,@w_terrence Me too!
['1587429253515251717'],en,2022-11-01T13:00:01.000Z,735892470,1587429253515251717,@KyivIndependent It's time to send drones to knock out the power in Moscow! ASAP
['1586533991510728705'],und,2022-10-30T01:42:34.000Z,735892470,1586533991510728705,@JoeBiden 🤣🤣🤣
['1586360792831533056'],en,2022-10-29T14:14:20.000Z,735892470,1586360792831533056,@FoxNews They should look to Jesus instead!
['1586359567046295555'],und,2022-10-29T14:09:28.000Z,735892470,1586359567046295555,@FoxNews 💯💯💯 https://t.co/Dffc20HMbY
['1586357036853305344'],en,2022-10-29T13:59:25.000Z,735892470,1586357036853305344,@kanyewest truth is so scary to a dictatorish left media. But nothing can stop a child of God! Keep grinding @kanyewest
['1580347907265683456'],en,2022-10-13T00:01:17.000Z,735892470,1580347907265683456,@MieteRene @apmassaro3 Buffer zone from nato? Have any of the other nato countries close to Russia threaten it? Or invaded it? No. That's a sovereign country. Let it choose its own path and security. Nato is no threat to Russia who have more nuclear weapons thananyone. False knowledge isn't knowledge!
['1579470507233013761'],en,2022-10-10T13:54:48.000Z,735892470,1579470507233013761,"@maria_drutska The @UN is obsolete! Have been for years! The big countries, especially with nukes, only care about their own security! This will soon start a nuclear build up from small countries. These so called leaders better get their $#*% together and fast!"
['1579469511933464576'],en,2022-10-10T13:50:51.000Z,735892470,1579469511933464576,"@apmassaro3 If nato had let Ukraine in and had given Ukraine the weapons they're giving them now, Russia would have never invaded Ukraine. Most of those leaders are political politicians who are bought by the rich! I'm proud of Ukraine. They are ten times more courageous than all of Europe!"
['1579467993045954562'],en,2022-10-10T13:44:49.000Z,735892470,1579467993045954562,@mail_american I've been saying this for a long time now! Most people already knew this!
['1579465771151134722'],en,2022-10-10T13:35:59.000Z,735892470,1579465771151134722,"@NovElection2024 Like it or not, I think it is 🤔"
