id,author_id,edit_history_tweet_ids,text,lang,created_at
1596962067617284098,467357552,['1596962067617284098'],"An Ancient Language, Once on the Brink, Is a British Isle’s Talk of the Town https://t.co/34xBKgMV0g",en,2022-11-27T20:20:01.000Z
1596574529442152448,467357552,['1596574529442152448'],"""More than an anthology, this volume is a masterful resource for teachers, scholars, and administrators faced with a mix of heritage and second-language speakers in the same learning environment."" https://t.co/CjcXTCVEsg https://t.co/jjkMAbs23c",en,2022-11-26T18:40:05.000Z
1596237335808868353,467357552,['1596237335808868353'],"Get 40% off our titles on #decolonisation!

Just enter code DECOL40 at the checkout on our website to get 40% off: https://t.co/fV4MPBUysp https://t.co/8UqkvEFpoh",en,2022-11-25T20:20:12.000Z
1596077812464594944,467357552,['1596077812464594944'],Behind the Books: Second Language Use Online and its Integration in Formal Language Learning https://t.co/ZrXJ3GZW2p,en,2022-11-25T09:46:18.000Z
1595866129297121281,467357552,['1595866129297121281'],"""A must-read for all interested in advancing understandings of language, race, and (in)equality in education."" https://t.co/75LeBw0VmU https://t.co/dSo5aGCuSn",en,2022-11-24T19:45:09.000Z
1595356560255254528,467357552,['1595356560255254528'],"New book! ""Motivation to Learn Multiple Languages in Japan"" by Chika Takahashi is out now!

Get 75% off with code MLMLJ75 on our website until the end of the month: https://t.co/9A4u4ZKIJW https://t.co/I2v7m5Kdl6",en,2022-11-23T10:00:18.000Z
1595068829834485760,467357552,['1595068829834485760'],"New book! ""Critical Ethnography, Language, Race/ism and Education"" edited by Stephen May and Blanca Caldas is out now!

Get 50% off with code CELRE50 on our website until the end of the month: https://t.co/75LeBw0VmU https://t.co/jcxrAJqycg",en,2022-11-22T14:56:58.000Z
1594996365574262786,467357552,['1594996365574262786'],"""This is a truly important book for language educators to better understand the notion of authenticity in our times [...] What makes this book highly relevant to current debates is its multilingual, global and cross-disciplinary orientation."" https://t.co/VF6NSNcYzL https://t.co/25uWQQ3qc9",en,2022-11-22T10:09:01.000Z
1594646987470950401,467357552,['1594646987470950401'],Our author Pia Patricia P. Tenedero on accountants as language workers for Language on the Move. https://t.co/eJapDCnvAa,en,2022-11-21T11:00:43.000Z
1594272371111870464,467357552,['1594272371111870464'],Irish language training offered to education staff https://t.co/JTZz9BoGEP,en,2022-11-20T10:12:08.000Z
1594031536541761537,467357552,['1594031536541761537'],"Emergent bilinguals lost vital instruction during remote learning, study shows https://t.co/AUL7Izg95A",en,2022-11-19T18:15:08.000Z
1593626764605263872,467357552,['1593626764605263872'],The Effects of the Pandemic on the Publishing Industry https://t.co/vK3SmOxFha,en,2022-11-18T15:26:43.000Z
1593559870913011712,467357552,['1593559870913011712'],Second homes are hollowing out Welsh communities – and pushing our language into decline https://t.co/MS0j0r3G2t,en,2022-11-18T11:00:54.000Z
1593197321394724866,467357552,['1593197321394724866'],Why speaking another language matters to these MPs https://t.co/G3UntVaHrg,en,2022-11-17T11:00:16.000Z
1592889510060171265,467357552,['1592889510060171265'],New book addresses the complexity of mixed language classroom learning environments in which heritage learners and second language learners are concurrently exposed to language learning in the same physical space. https://t.co/CjcXTCE33G https://t.co/71a10P7Hsv,en,2022-11-16T14:37:08.000Z
1592865927040835585,467357552,['1592865927040835585'],Behind the Books: Language Management https://t.co/px2RmNMqoW,en,2022-11-16T13:03:25.000Z
