text,lang,created_at,id,edit_history_tweet_ids,author_id
"RT @haruki_toriy: 27 NOV ‘22
TSUIKI A.B.(RJFZ)
8th Air Wing 6SQ &amp; 8SQ F-2 paradise!!

近い！速い！低い！
吉⚪︎家もビックリのエグいフライト
3年分の空白を吹き飛ばす最高の航空祭でした✨
#築…",ja,2022-11-27T20:50:38.000Z,1596969773493256192,['1596969773493256192'],918480689376518144
"RT @anadoluajansi: 📍 Sakarya'nın Kocaali ve Hendek ilçeleri arasında bulunuyor
🏞️ Zengin bitki çeşitliliğiyle ""doğa ve kültür yolu""nu bünye…",tr,2022-11-27T20:49:58.000Z,1596969603426459648,['1596969603426459648'],918480689376518144
"RT @blueimpulseblu1: 新田原のF-15 もすげーす😆✨

#築城基地航空祭2022
#築城基地航空祭
#F15 https://t.co/snzYh73VJD",ja,2022-11-27T20:45:12.000Z,1596968405680402433,['1596968405680402433'],918480689376518144
"RT @M0GURA_: 4機エシュロン、ブレイク
2022.11.27築城基地航空祭 https://t.co/JatQQvhnmM",ja,2022-11-27T20:45:06.000Z,1596968380413939712,['1596968380413939712'],918480689376518144
RT @oredazemilk7: 2022.11.27築城基地航空祭終了 https://t.co/gGGyDNKZUl,ja,2022-11-27T20:45:00.000Z,1596968353935294464,['1596968353935294464'],918480689376518144
RT @ma_sa_ma_sa0: 梅さん🤣🤣🤣🤣 https://t.co/pHN9gECDSm,ja,2022-11-27T20:41:04.000Z,1596967363546558465,['1596967363546558465'],918480689376518144
"RT @CX5KF_2019: 築城基地航空祭2022

AGGがどれだけ早くて低かったかご覧に入れよう🤟
一言で言うと撮るの難しすぎ🤣🤣🤣
基地上空抜けた後でもあの低さは絶対苦情来とる笑笑 https://t.co/SRFw3QVRB6",ja,2022-11-27T20:40:45.000Z,1596967284530368512,['1596967284530368512'],918480689376518144
"RT @glide_pon: 梅組イーグルのエグいバイバイローパスを動画でどうぞ🤣
#築城基地 #築城基地航空祭2022 #梅組 https://t.co/qgFG7WIVl2",ja,2022-11-27T20:29:01.000Z,1596964331295756288,['1596964331295756288'],918480689376518144
RT @hand_off: ローアプローチ（ウイングふりふり）&amp;ハイレート！👍👍 https://t.co/mt3RQfo3ug,ja,2022-11-27T20:28:39.000Z,1596964237368098816,['1596964237368098816'],918480689376518144
"RT @teroretavizyok_: Ve...
Kahramanlar can verir
Yurdu yaşatmak için.

Pençe-Kilit Harekâtı şehitlerimize rahmet ve dua ile.. https://t.co/…",tr,2022-11-27T20:28:30.000Z,1596964202165735424,['1596964202165735424'],918480689376518144
