created_at,text,lang,author_id,edit_history_tweet_ids,id
2022-11-27T20:26:41.000Z,"RT @ayemojubar: Donald Duke spoke of his identity theft by Tinubu and TVC.
https://t.co/trGdkVZzqf",en,2786326915,['1596963742897823744'],1596963742897823744
2022-11-27T20:22:11.000Z,"RT @chude__: Less than 24hrs after we tweeted about Peter Obi’s appearance on Tundednut’s Instagram Live, Atiku people went to meet Tundedn…",en,2786326915,['1596962610645151745'],1596962610645151745
2022-11-27T20:21:35.000Z,RT @JeffreyGuterman: Are you Obidient?,en,2786326915,['1596962462980788226'],1596962462980788226
2022-11-27T20:20:59.000Z,"RT @BOGbadams: Whether some Igbo ""leaders"" like it or not, Igbolokan in 2023, &amp; fortunately, the most qualified candidate in the field righ…",en,2786326915,['1596962308701376513'],1596962308701376513
2022-11-27T20:19:18.000Z,"RT @whitesprings22: Dear Lord, we thank you for your constant protection over @PeterObi.We thank you for your shelter that is impenetrable…",en,2786326915,['1596961888314994689'],1596961888314994689
2022-11-27T20:19:08.000Z,RT @YahyaYahz: My Obidient wife to be @PeterObi @_weyimi @CaptJamyl @Jack_ng01 @usmansidi @DonSavio5 @magnificdude @YunusaTanko @ComradeAI…,en,2786326915,['1596961843863760896'],1596961843863760896
2022-11-27T20:18:22.000Z,"RT @YIM_Nigeria: Dear Oyo State, thank you for coming out in your large numbers last week to receive our incoming President H.E @PeterObi.…",en,2786326915,['1596961653106479106'],1596961653106479106
2022-11-27T20:17:34.000Z,RT @OselokaHObaze: Don't ask! Just believe!! Obi is the one. Obi-Datti is the Team. Nigeria's Rebirth is near. https://t.co/wbUlPwiFdO,en,2786326915,['1596961449502732289'],1596961449502732289
2022-11-27T20:09:33.000Z,"RT @PeterObi: First, our focus will be on agriculture and production-centered growth for food security and export, with more emphasis on ex…",en,2786326915,['1596959431765659648'],1596959431765659648
2022-11-27T20:09:23.000Z,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,en,2786326915,['1596959391802019840'],1596959391802019840
2022-11-27T06:28:54.000Z,"RT @JWEZEE: It’s a privilege working and being on the ObiDatti campaign train.
I get excited everyday knowing I am fighting for a new NIGER…",en,2786326915,['1596752910888865795'],1596752910888865795
2022-11-26T20:43:32.000Z,RT @YahyaYahz: Obidiently Obidient. GrassRootMobilization. @DavidHundeyin @MissPearls @amoah_citizen @madona1996 @n6oflife6 @Jack_ng01 @Don…,en,2786326915,['1596605596878647296'],1596605596878647296
2022-11-26T20:43:22.000Z,"RT @mcorly6: So we storm Sabaru Village of Sokoto today.
Tomorrow is Bodinga 
No rest until @PeterObi is declared winner.
Thank you @Jikans…",en,2786326915,['1596605553698287616'],1596605553698287616
2022-11-26T20:43:02.000Z,"RT @OvuUdochukwu: Gradually I've joined over 5 different 1million match crowd group in this 1million match. I no understand against, E don…",en,2786326915,['1596605469258240000'],1596605469258240000
2022-11-26T20:40:14.000Z,@EdimFriday Honorable! Flesh and blood did not reveal this to you . #TakeBackNaija #ObiDatti023,en,2786326915,['1596604764942651392'],1596604764942651392
2022-11-26T20:39:06.000Z,RT @EdimFriday: Tinubu cannot mention the name of Peter Obi because there are names that must not be mentioned in the kingdom of evil people,en,2786326915,['1596604483391598592'],1596604483391598592
2022-11-26T20:38:26.000Z,"RT @hemharnuel: Take Back Naija for President Peter Obi.

Retweet massively if ObiDatti na your next president and vice president.

#TakeBa…",en,2786326915,['1596604313102843904'],1596604313102843904
2022-11-26T20:32:49.000Z,RT @JosephOnuorah: OYIBO MAN WANTED TO KNOW WHO IS THIS GUY EVERYONE IS SCREAMING 🙀FOR LIKE THIS 😂 🤣,en,2786326915,['1596602898359762946'],1596602898359762946
2022-11-26T20:32:42.000Z,"RT @omoelerinjare: Peter Obi was announced at the Dominion City Night of glory in Lagos State Last night! 

Doyin Okupe Bread Hookup innoso…",en,2786326915,['1596602869540859904'],1596602869540859904
2022-11-26T20:30:40.000Z,"RT @Nkemchor_: Another angle :
https://t.co/Z5j6HndwDv",en,2786326915,['1596602358209064960'],1596602358209064960
2022-11-26T20:28:02.000Z,"RT @AreaFada1: Many People dey vexooo.
The same people wey follow spoil dis we country dey come tell us to “shut up”
It’s der turn.
Dey mus…",en,2786326915,['1596601696272416768'],1596601696272416768
2022-11-26T20:26:47.000Z,"RT @MissPearls: BAT almost flew out of his chair when he discovered his class mate from secondary school 😂😂😂

God forbid BAThing 🙂 https://…",en,2786326915,['1596601380982390784'],1596601380982390784
2022-11-26T19:17:07.000Z,"RT @JosephOnuorah: Peter Obi Addressing Nigerian Architects 

“we will build local Architecture and the influx of foreign architect will re…",en,2786326915,['1596583850783965184'],1596583850783965184
2022-11-26T16:04:11.000Z,"@AkinolaAjilore @von_Bismack @victorosey Yes. East, West, North and South, they are the same people, united by the same thing. But, God pass them.",en,2786326915,['1596535294408302592'],1596535294408302592
2022-11-26T15:53:30.000Z,"RT @chude__: I look like I'm okay but deep down I need somebody to explain to me how Peter Obi managed to attend events in Owerri, Awka, En…",en,2786326915,['1596532607797403648'],1596532607797403648
2022-11-26T15:50:26.000Z,"RT @itzz_blitz1: We're funding our way into Aso rock.

No godfather sponsorship,
No looted public funds,
No drug money

Me and you are the…",en,2786326915,['1596531836523810816'],1596531836523810816
2022-11-26T15:48:33.000Z,@Desmo1313 @SOdumuh #ObiDatti023 #TakeBackNaija,qme,2786326915,['1596531364064813056'],1596531364064813056
2022-11-26T15:46:36.000Z,RT @Desmo1313: They go hear? https://t.co/NGAhwpNtUW,en,2786326915,['1596530873154899968'],1596530873154899968
2022-11-26T15:45:42.000Z,"RT @PRINCE22789902: Nigerians it’s time to have a good looking President with
Character 
Competence 
Commitment 
Transparency 
Scandal Free…",en,2786326915,['1596530644431126536'],1596530644431126536
2022-11-26T15:44:53.000Z,"RT @AfamDeluxo: If Bola Tinubu can be closing down markets and mandate traders to campaign for him, imagine what he would do as President o…",en,2786326915,['1596530439971540993'],1596530439971540993
2022-11-26T15:44:03.000Z,"RT @wakawaka_doctor: Apply for remote jobs using these websites :

🔹 remoteok. com
🔹 jsremotely. com
🔹 flexjobs. com
🔹 remote. co
🔹 justrem…",en,2786326915,['1596530231447326720'],1596530231447326720
