lang,text,edit_history_tweet_ids,created_at,author_id,id
en,"RT @TheLastRefuge2: Eh. I get it, the opinion is common. But you are essentially debating the color of the hood on the operator of the guil…",['1597068318061793281'],2022-11-28T03:22:13.000Z,905530344,1597068318061793281
en,"RT @kanyewest: Shapiro starvingly accepts  $100,000 from one of my opponents then tries to trash me https://t.co/Bgzoqp19Xr",['1597067918847619072'],2022-11-28T03:20:38.000Z,905530344,1597067918847619072
en,"RT @TheLastRefuge2: I forgot who wanted this... 🥴Sorry.  So, everyone gets it. https://t.co/DwbTOqwcwT",['1597067553246887936'],2022-11-28T03:19:11.000Z,905530344,1597067553246887936
zxx,https://t.co/ce1EJWf6x1,['1597067243099422720'],2022-11-28T03:17:57.000Z,905530344,1597067243099422720
en,"RT @TheLastRefuge2: When DeSantis announces the run for 2024 the veil of pretense drops.  People, many in FL, will realize '24 was a pre-el…",['1597066844141408259'],2022-11-28T03:16:22.000Z,905530344,1597066844141408259
en,"🔥Oh, what a fabulous point of clarification!🔥

If you’re pro-DeSantis because of the lists of issues to the right of this Venn diagram, then you don’t realize it’s the issues listed in the convergent center that determine whether you will be FREE or a globalist/NWO slave. https://t.co/y0J1U8uieX https://t.co/bQIBmmGt6B",['1597066693104529408'],2022-11-28T03:15:46.000Z,905530344,1597066693104529408
en,RT @APL1994_: @TheLastRefuge2 That's why if Trump is screwed out of the nomination and DeSantis is the nominee I will gladly stay home. The…,['1597064968868093953'],2022-11-28T03:08:55.000Z,905530344,1597064968868093953
zxx,RT @TheLastRefuge2: https://t.co/XSkxecE4Le,['1597064869236219904'],2022-11-28T03:08:31.000Z,905530344,1597064869236219904
en,"RT @TheLastRefuge2: Perhaps that's why the DeSantis Inc promotion crew cannot understand the issue.

There is no left -vs- right on nationa…",['1597064765733769218'],2022-11-28T03:08:06.000Z,905530344,1597064765733769218
en,"RT @DecentFiJC: @The_FJC New election should be best case for Hobbs and crew.

What SHOULD happen is Lake is declared Governor, and immedia…",['1597008820294676480'],2022-11-27T23:25:48.000Z,905530344,1597008820294676480
en,RT @Rasmussen_Poll: Arizona Update: The FTX swindle fueled substantial campaign spending on behalf of the AZ Secretary of State who now int…,['1597008775818641409'],2022-11-27T23:25:37.000Z,905530344,1597008775818641409
qam,RT @vjeannek: @VermillionRich,['1597008625486032897'],2022-11-27T23:25:01.000Z,905530344,1597008625486032897
en,"RT @MostlyPeacefull: This is a prime example of a sock puppet account run by Pink Cilantro, the media firm that Dan Crenshaws wife works fo…",['1597008568188022784'],2022-11-27T23:24:48.000Z,905530344,1597008568188022784
en,"RT @TheLastRefuge2: So, the two corporate club candidates are both running on the non-running club platform.  

Huh, imagine that. 

RNC -…",['1597008391461023744'],2022-11-27T23:24:06.000Z,905530344,1597008391461023744
en,RT @TheLastRefuge2: Do you know how much physical and mental American labor goes into earning enough money to generate $55 billion worth of…,['1597008312658120704'],2022-11-27T23:23:47.000Z,905530344,1597008312658120704
