id,author_id,lang,text,edit_history_tweet_ids,created_at
1597073660426100737,18840896,en,@FO_ASchatz very curious to see backup LT vs Bosa next week,['1597073660426100737'],2022-11-28T03:43:27.000Z
1597072791211331584,18840896,en,"""Can we just talk about what the next coach here might do with the #1 pick?"" https://t.co/mEy7U2KEyO",['1597072791211331584'],2022-11-28T03:40:00.000Z
1597071281228333056,18840896,en,"Holy smokes, Week 13 is beyond loaded, 6 of these 7 involve teams with winning records; Raiders/Chargers always spicy

Bills/Pats
Jets/Vikings
Wash/NYG
Titans/Eagles
Dolphins/49ers
Chiefs/Bengals
Chargers/Raiders",['1597071281228333056'],2022-11-28T03:34:00.000Z
1597065622428344320,18840896,en,"Only seeing this now - smart of Trevor Lawrence at the LOS to identify rookie Kyle Hamilton's REPLACEMENT Brandon Stephens and go right at him for the 2-point conversion

(Hamilton hasn't been good, fwiw)

https://t.co/GDvkgRg1b5",['1597065622428344320'],2022-11-28T03:11:31.000Z
1597061184821202944,18840896,en,"Owner is torn, locker room KK.
Kyler is difficult, nothing like the leader Palmer/Warner were.
And nobody knows if Kliff is a good coach.
But they paid both 🤷🏽‍♂️ 

Not sure how they trade Kyler so Kliff prob is fall guy unless he wins (next year?) or leaves 1st https://t.co/yJMRkDedYQ",['1597061184821202944'],2022-11-28T02:53:53.000Z
1597055301597155329,18840896,en,"RT @TheProducerRG: Kyler today: ""Schematically, we're kinda f--ked""

Maybe @jasonrmcintyre was on to something… 🤔",['1597055301597155329'],2022-11-28T02:30:30.000Z
1597043850484191233,18840896,en,"People just don't care about facts and reality anymore.

This bozo read something on a Qanon message board and believed it https://t.co/fjk8HiAbMS",['1597043850484191233'],2022-11-28T01:45:00.000Z
1597043177575194624,18840896,en,"Slick bumper music after Eagles go up 13-0

""Catch me I'm falling"" - 80s, iykyk

The cherry on top would have been Aaron Rodgers image on the screen looking washed",['1597043177575194624'],2022-11-28T01:42:19.000Z
1597027779870015489,18840896,en,"Josh Jacobs is gonna get paid this off-season. I know, don’t pay an RB but if your QB is on a rookie deal and you can add Jacobs on a short 3-year deal with money first two years, you have to consider it.

Raiders OL stinks",['1597027779870015489'],2022-11-28T00:41:08.000Z
1597027303254462465,18840896,en,"Lfggggggggggggg

300 yards for Jacobs! Raiders deliver https://t.co/mJQnEoLTNC",['1597027303254462465'],2022-11-28T00:39:15.000Z
1597026969593389056,18840896,en,Josh Jacobs house call! Is it true? In the car and getting texts,['1597026969593389056'],2022-11-28T00:37:55.000Z
1597026341383462912,18840896,en,Raiders didn’t have a play that can get them 3 yards? Despite 490 yards of offense???,['1597026341383462912'],2022-11-28T00:35:25.000Z
1597023470772056064,18840896,en,"Derek Carr, end zone or bust my guy, let's gooooooooo",['1597023470772056064'],2022-11-28T00:24:01.000Z
1597022828355678209,18840896,en,@KyleRowland @ColinCowherd i think we need to talk about this tomorrow,['1597022828355678209'],2022-11-28T00:21:28.000Z
1597022489757945856,18840896,en,"That has to cut very, very deep

Ryan Day needs a big win next year in this game https://t.co/Km4FDPp57M",['1597022489757945856'],2022-11-28T00:20:07.000Z
1597021027929686016,18840896,en,"You know I love me some Kliff and Kyler but I'm super happy the Chargers came back and stole that W.

Herbert the hero
that's 4 4th quarter comeback wins this season",['1597021027929686016'],2022-11-28T00:14:18.000Z
1597020491767693313,18840896,en,"Saints get inside the 10 yard line twice in the last 4 minutes and get zero points

Just brutal.

49ers defense is fierce",['1597020491767693313'],2022-11-28T00:12:11.000Z
1597020008546111491,18840896,en,"Justin Herbert DELIVERS!!

CHARGERS LEAD 25-24!!!!

what a comeback by the best QB in the NFL not named Pat Mahomes or Josh Allen",['1597020008546111491'],2022-11-28T00:10:15.000Z
1597019548313473026,18840896,en,Justin Herbert is a GOLDEN GAWD,['1597019548313473026'],2022-11-28T00:08:26.000Z
1597019470261690369,18840896,en,"Could be wrong but I dont think Staley has attempted a 2-point conversion yet this season

With a TD here, will it be his 1st?",['1597019470261690369'],2022-11-28T00:08:07.000Z
1597019203675906048,18840896,en,"Derek Carr TD pass!!
Justin Huerbert 1st and goal at the 1!!

Look at these endings!!!",['1597019203675906048'],2022-11-28T00:07:03.000Z
