text,id,created_at,lang,edit_history_tweet_ids,author_id
RT @theliamnissan: Ivanka Trump pocketed more money on one shady-ass Chinese handbag endorsement than Hunter Biden made in his entire life,1597080550090870785,2022-11-28T04:10:50.000Z,en,['1597080550090870785'],833150701211623424
"RT @eileenvan55: MBS has the world by the short hairs
Because of his oil and money

The US has given MBS immunity from killing Jamal Kashog…",1597080474152628224,2022-11-28T04:10:32.000Z,en,['1597080474152628224'],833150701211623424
"RT @GaryRayBetz: Veterans and Military Families Vote Blue!!!

""VoteVets elevates the voices of Veterans and military families through progr…",1597080040298008576,2022-11-28T04:08:48.000Z,en,['1597080040298008576'],833150701211623424
"RT @CanlHelpYou: Desatan is following tRumps playbook and paying the price. Hopefully, the ultimate price!
https://t.co/uOoCIY5Z93",1597079975047274497,2022-11-28T04:08:33.000Z,en,['1597079975047274497'],833150701211623424
"RT @JasonKander: As a Missourian who is also a Jew, I expect the now senior Senator from my state, @HawleyMO, to call upon the former presi…",1597079913235828736,2022-11-28T04:08:18.000Z,en,['1597079913235828736'],833150701211623424
Father of the Year. https://t.co/Db0J7Lsmuk,1597079662441570305,2022-11-28T04:07:18.000Z,en,['1597079662441570305'],833150701211623424
@_Peace_Love_US @roque_patria https://t.co/YVKwz0IKcW,1597079383021604865,2022-11-28T04:06:11.000Z,qme,['1597079383021604865'],833150701211623424
"RT @_Peace_Love_US: Oath Keepers, Proud Boys, and Nazi's are terroists, 💙 if you agree",1597079138245828609,2022-11-28T04:05:13.000Z,en,['1597079138245828609'],833150701211623424
RT @RadioFreeTom: In which @elonmusk smears @AVindman and then an hour later calls for civil discourse. https://t.co/I7h44GSvG2,1597078765288312833,2022-11-28T04:03:44.000Z,en,['1597078765288312833'],833150701211623424
"RT @mmpadellan: The Proud Boys need to be designated as a terrorist organization.

NOW.",1597078458743418887,2022-11-28T04:02:31.000Z,en,['1597078458743418887'],833150701211623424
RT @ImSpeaking13: Alexander Vindman deserves respect from those he fought to protect. Even if you are the richest asshat in the world. You’…,1597078284382404608,2022-11-28T04:01:49.000Z,en,['1597078284382404608'],833150701211623424
"RT @mmpadellan: The leader of the Republican party is posting some insane shit on his site, and they're all acting like he's fine.

That Na…",1597077924653694976,2022-11-28T04:00:24.000Z,en,['1597077924653694976'],833150701211623424
"RT @kwok_xian: @DeepState_Shu2 Adams way of telling us he went to Hooters 

Pathetic 

And he has no friends, so this is a fairytale",1597077710341550080,2022-11-28T03:59:33.000Z,en,['1597077710341550080'],833150701211623424
RT @PrincessBravato: WOW,1597077677269131264,2022-11-28T03:59:25.000Z,qst,['1597077677269131264'],833150701211623424
@mjfree That is the date by which a retail business needs to show they are in the black - making money - not in the red.,1597077301069766657,2022-11-28T03:57:55.000Z,en,['1597077301069766657'],833150701211623424
