edit_history_tweet_ids,lang,created_at,author_id,id,text
['1597078701899804673'],en,2022-11-28T04:03:29.000Z,917523055601168384,1597078701899804673,"A second collection being added to @exchgART ""Into the Refuge"" photos from the trip to Brazoria Nat'l Wildlife Refuge. https://t.co/reoVFEkvFj"
['1597077638484733952'],en,2022-11-28T03:59:15.000Z,917523055601168384,1597077638484733952,"Foundation Collections update.
37 total 1/1s now available @foundation 
LSR: 20 Landscape Photos.
https://t.co/2abTxvX8zK…
1STWL: 10 Wildlife photos.
https://t.co/WjCX36usNa…
Signature Collection: 7 signed photos. Reserve now @ 0.5 $eth
https://t.co/RtaEyKp2Na

#nftphotography https://t.co/p2gynVL3Ry"
['1597046661414457344'],en,2022-11-28T01:56:10.000Z,917523055601168384,1597046661414457344,@OmarZRobles Beautiful photos in there.
['1597046388642418688'],en,2022-11-28T01:55:05.000Z,917523055601168384,1597046388642418688,"RT @OmarZRobles: Not an edition drop, but just as valuable and unique…

You can still order a signed limited edition copy of my photo book…"
['1597045824646938624'],und,2022-11-28T01:52:50.000Z,917523055601168384,1597045824646938624,@kokid951 ⭐️
['1596990934549671936'],en,2022-11-27T22:14:44.000Z,917523055601168384,1596990934549671936,@blakeericadams Seeing hand written notes from past years is eye opening to see how much has changed in the world. The oldest journal I have not family related is from the 1880s I found at an estate sale.
['1596989691546722304'],en,2022-11-27T22:09:47.000Z,917523055601168384,1596989691546722304,"@blakeericadams Antique Books, Old journals and postcards."
['1596978703828865024'],en,2022-11-27T21:26:08.000Z,917523055601168384,1596978703828865024,@islaarose Maybe not always posting but always working.
['1596976615757852672'],en,2022-11-27T21:17:50.000Z,917523055601168384,1596976615757852672,"RT @philly_suspect: Good morning! Happy Sunday! 💫

🪞“Rooftop Symmetry”🪞

1/1 Available on @foundation 

Minted using @manifoldxyz ✨

0.25 E…"
['1596965028493946880'],en,2022-11-27T20:31:47.000Z,917523055601168384,1596965028493946880,"Link:
https://t.co/tCvEujC9pN"
['1596965025641824256'],en,2022-11-27T20:31:46.000Z,917523055601168384,1596965025641824256,"Garden Editions #tezos collection @objktcom
Flowers and critters from the Garden from 3.50 $xtz in editions of 10 &amp; 5
One special edition of 3 dropped to the first 3 collectors w/ 1 still available.

Ur purchases power my collections of others.
#NFTCommunity #nftphotography https://t.co/Kxq0iMPuwM"
