created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T00:14:59.000Z,['1597021197371572224'],"Check out this article: https://t.co/wgVOK93oNk   HEY ODELL, the is the exact same story that we heard about Prince not a couple days before he died. (from one on your biggest fans, please be okay)",1597021197371572224,en,496121422
2022-11-27T22:57:22.000Z,['1597001664372051968'],RT @BillPascrell: The reason we didn’t cap insulin at $35 is because republicans blocked it. Republicans told millions of Americans to drop…,1597001664372051968,en,496121422
2022-11-27T22:57:01.000Z,['1597001577373794304'],"RT @RBReich: From 1989 to 2019, typical working families saw a negligible increase in wealth.
 
Meanwhile, the wealthiest one percent got $…",1597001577373794304,en,496121422
2022-11-27T22:56:18.000Z,['1597001397593333761'],"RT @DowntownCLE: WINTERLAND IS HERE!!! 🎄❄️🎅🏻 

Downtown Cleveland is officially decked out for the holidays, and the fun is just beginning!…",1597001397593333761,en,496121422
2022-11-27T22:56:06.000Z,['1597001345852403712'],@moonglowsoul Because you take another person's opinion of you more highly than your OWN opinion of yourself. (and believe that others will do likewise),1597001345852403712,en,496121422
2022-11-27T22:49:44.000Z,['1596999743527583744'],RT @futch_regina: https://t.co/2aNMQz9QMa,1596999743527583744,zxx,496121422
2022-11-27T22:49:19.000Z,['1596999640985260033'],RT @futch_regina: https://t.co/QjOZmtYbcN,1596999640985260033,zxx,496121422
2022-11-27T22:49:00.000Z,['1596999561297334272'],https://t.co/elaJxvJ7yf,1596999561297334272,zxx,496121422
2022-11-27T22:46:06.000Z,['1596998828409769984'],RT @DutchyPatrick: The right is upset about Jack Smith’s investigations and asking questions…however we have questions too…A LOT! https://t…,1596998828409769984,en,496121422
2022-11-27T22:45:51.000Z,['1596998765092966401'],"RT @LukeRussert: Doing my service for my news brethren—after Biden entered his car and the traveling press corps left, he got back out and…",1596998765092966401,en,496121422
2022-11-27T22:44:38.000Z,['1596998460108312576'],"RT @tribelaw: “It is only fitting that a visitor to the Sandy Hook memorial walks in circles; we are all trapped in a loop of carnage, camp…",1596998460108312576,en,496121422
2022-11-27T22:42:15.000Z,['1596997862646493184'],"RT @SpockResists: The lines are long because people will have their voice, will have their say in democracy. Thank you to all those voting…",1596997862646493184,en,496121422
2022-11-27T22:42:07.000Z,['1596997825472393217'],"RT @dearclarissa: I am, just in awe of what's happening in China right now.",1596997825472393217,en,496121422
2022-11-27T22:41:58.000Z,['1596997791326568449'],@malonespeaking Yeah that was WEIRD.,1596997791326568449,en,496121422
2022-11-27T22:37:51.000Z,['1596996754825949185'],RT @RonFilipkowski: Day 3 of the protest near the AZ Capitol demanding a new election. A little energy and enthusiasm was injected into the…,1596996754825949185,en,496121422
2022-11-27T22:35:43.000Z,['1596996214947426305'],RT @RCdeWinter: During his campaign Trump said in if I voted for Hillary I would be stuck with a criminal president under constant federal…,1596996214947426305,en,496121422
2022-11-27T22:35:31.000Z,['1596996167321411584'],RT @ReverendWarnock: I made sure my voice was heard today. VOTE 😁🗳️ https://t.co/EYgFX3qwzo,1596996167321411584,en,496121422
2022-11-27T22:32:18.000Z,['1596995356801536000'],"RT @ThePolitiKat: This needs to be said before it eats my brain: 

There is ZERO CHANCE IN HELL a person under secret service protection re…",1596995356801536000,en,496121422
2022-11-27T22:32:05.000Z,['1596995301348626432'],"RT @GraphicsSchutz: Investigation: Florida’s foster care system has created a pipeline of child sex trafficking, sending at-risk girls righ…",1596995301348626432,en,496121422
2022-11-27T22:30:44.000Z,['1596994964457947137'],RT @folkslinger: Wow! What a fabulous morning. https://t.co/kgFvgPKXTU,1596994964457947137,en,496121422
2022-11-27T22:14:53.000Z,['1596990973791600640'],RT @7Veritas4: It’s possible someone finally drew him a picture of what’s about to happen.,1596990973791600640,en,496121422
2022-11-27T22:12:36.000Z,['1596990400165990400'],RT @ZaleskiLuke: Trumpers vs America: it should make you sick your taxes pay to roundup and prosecute these traitors who hide and lie about…,1596990400165990400,en,496121422
2022-11-27T22:12:09.000Z,['1596990284172210178'],RT @JamesTate121: True! Never can understand how Trumpers can make a big issue of that. https://t.co/dt0GjdIgbL,1596990284172210178,en,496121422
2022-11-27T22:10:04.000Z,['1596989761436061698'],"RT @Biz_Ukraine_Mag: Russian claim: we never abandon our own

Russian reality: according to the Guardian, Putin’s army dumped the bodies of…",1596989761436061698,en,496121422
2022-11-27T22:08:46.000Z,['1596989434368782337'],RT @jaunnewsusa: There are signs that Russians may abandon the Zaporizhzhia power plant – FBC News https://t.co/beJOgTcCty,1596989434368782337,en,496121422
2022-11-27T22:05:24.000Z,['1596988586402148352'],"RT @Gerashchenko_en: Protests in China are in Beijing as well, now.

It seems they are getting bigger.

📹: @whyyoutouzhele https://t.co/cF1…",1596988586402148352,en,496121422
2022-11-27T22:01:37.000Z,['1596987637109207040'],"RT @forlorn_theresa: @vivianwubeijing @wanderer_jasnah So brave!
Reminds me of the protests in 2020 in the usa
So many brave people! https:…",1596987637109207040,en,496121422
2022-11-27T21:36:56.000Z,['1596981422442442752'],@Browns https://t.co/lk4FlyeNHX,1596981422442442752,qme,496121422
2022-11-27T21:35:36.000Z,['1596981087481532416'],"RT @BCrapulus: #UkrainianArmy 
The Russian soldiers stormed off and, in a panic, they left behind mountains of equipment — tanks, ammunitio…",1596981087481532416,en,496121422
2022-11-27T21:34:48.000Z,['1596980887459344384'],"@thetaoishway Reading. Everything, every book I have time for, even the backs of cereal boxes.",1596980887459344384,en,496121422
2022-11-27T21:27:34.000Z,['1596979066782986240'],"Chubb is IN!!  WOW. When it was time, he came through!",1596979066782986240,en,496121422
2022-11-27T21:18:58.000Z,['1596976901456769024'],@malonespeaking That looks like those charts they sell at UPS,1596976901456769024,en,496121422
2022-11-27T21:18:25.000Z,['1596976764047495169'],@Victorshi2020 Many are tweeting they waited 6-7 hours. They got STAMINA,1596976764047495169,en,496121422
2022-11-27T21:17:41.000Z,['1596976580529893376'],"RT @tribelaw: The reason I’m not leaving — yet, anyway — is that I dread “unwinding connections to sources, colleagues,” and over 1.35M fol…",1596976580529893376,en,496121422
2022-11-27T21:03:23.000Z,['1596972981309538304'],RT @selinawangtv: I’m in Beijing at the scene of the protest. Mostly young people. They’re chanting no to Covid tests and yes to freedom. L…,1596972981309538304,en,496121422
2022-11-27T20:54:58.000Z,['1596970860199710720'],"2 seconds left, tie score.",1596970860199710720,en,496121422
2022-11-27T20:54:12.000Z,['1596970669786664960'],@AmoneyResists @elonmusk Elon it's not even CLOSE to half the country.,1596970669786664960,en,496121422
2022-11-27T20:53:34.000Z,['1596970510029836288'],"Brissette, pulls it out on probably the last play he's going to play for the Browns.  Well, maybe NOT??",1596970510029836288,en,496121422
2022-11-27T20:24:03.000Z,['1596963083226054657'],@realTuckFrumper Best reason  I EVER heard to vote against him.,1596963083226054657,en,496121422
2022-11-27T20:22:40.000Z,['1596962735111086080'],@JoJoFromJerz NYPD Blue,1596962735111086080,fi,496121422
2022-11-27T20:00:55.000Z,['1596957259925315584'],RT @vivianwubeijing: Many Chinese journos at this moment were in tears watching the video. It’s happening. Still in Liang Ma He 亮马河 area. A…,1596957259925315584,en,496121422
2022-11-27T20:00:37.000Z,['1596957183815479298'],RT @benshapiro: A good way not to accidentally dine with a vile racist and anti-Semite you don't know is not to dine with a vile racist and…,1596957183815479298,en,496121422
2022-11-27T20:00:16.000Z,['1596957094892097537'],"RT @mmpadellan: REMINDER: Ron DeSantis is just as bad, if not worse, than trump.

Don't be fooled by his ability to form complete sentences.",1596957094892097537,en,496121422
2022-11-27T19:59:46.000Z,['1596956970895822850'],@mmirandaalaine How about PICKY?,1596956970895822850,en,496121422
2022-11-27T19:56:51.000Z,['1596956236318404608'],RT @NeoJane8: Remember when miss titty Melania Trump aka Melanoma destroyed the beautiful WH's Rose Garden.. https://t.co/KeFQZRGIa2,1596956236318404608,en,496121422
2022-11-27T19:56:30.000Z,['1596956149223673858'],RT @kathrynresister: Melania's Rose Garden... https://t.co/3uc7HXA5rb,1596956149223673858,en,496121422
2022-11-27T19:56:24.000Z,['1596956122661130241'],RT @ann_resists: @realTuckFrumper I'm not happy that she dug up the rose garden &amp; paved it,1596956122661130241,en,496121422
2022-11-27T19:56:16.000Z,['1596956089240915968'],"RT @kneerecon: @realTuckFrumper We know Melania. The gold toilet paper holders are gone. BTW, what motivated you to revamp the Rose Garden?…",1596956089240915968,en,496121422
2022-11-27T19:56:12.000Z,['1596956071415119872'],"RT @BertDblouder: I do think so!
Who the HELL cares what she thinks! 
Not her house!
She did horrible decorating at Christmas, destroyed th…",1596956071415119872,en,496121422
