edit_history_tweet_ids,text,id,created_at,author_id,lang
['1597051687268626432'],Go hang out with my bestie or ELSE! &lt;3 https://t.co/Fnnredt4zD,1597051687268626432,2022-11-28T02:16:08.000Z,30662589,en
['1597040410546688003'],@dadelza This live tweet chain is making me want to watch AOT lol,1597040410546688003,2022-11-28T01:31:20.000Z,30662589,en
['1597032292220047360'],@benallthetime *respectfully throwing rings at you*,1597032292220047360,2022-11-28T00:59:04.000Z,30662589,en
['1597032138418704384'],Thank you all for the COZIEST Session of Stardew Valley with @Deforlor22 ! I've missed these streams so much. 🥹 We sent the good cozy vibe over to @GhostHostLauren Who is playing Coral Island! &lt;3 See you all Tuesday for some Animal Crossing :),1597032138418704384,2022-11-28T00:58:27.000Z,30662589,en
['1596962045261361152'],🔴Esmerelduhhh is now live! 🔴 Streaming Stardew Valley: THE RETURN TO THE VALLEY w/ @deforlor !starkid !wishlist  https://t.co/2isS3UWYJC,1596962045261361152,2022-11-27T20:19:56.000Z,30662589,en
['1596918989321818112'],@OodlesofNoodle_ No. No no no no .,1596918989321818112,2022-11-27T17:28:51.000Z,30662589,es
['1596640341486014464'],Working on Graphic Design homework listening to @Emarosa and Watching @birbfakes &amp; @susiesimsie on Twitch with the candles on? Yeah its VIBES in here,1596640341486014464,2022-11-26T23:01:36.000Z,30662589,en
['1596623760660262912'],RT @CassParTheGhost: It's Small Biz Saturday! I'm running a sale of 15% off all my nerdy creations! Gifts Perfect for the gamer in your lif…,1596623760660262912,2022-11-26T21:55:43.000Z,30662589,en
['1596622957266096128'],"RT @birbfakes: TODAY'S THE DAAAAAAAAAY!

12 HOUR CHARITY STREAM TODAY!
Raising for American Cancer Society 
in honor of my Mom 💜

Going liv…",1596622957266096128,2022-11-26T21:52:31.000Z,30662589,en
['1596576837659787264'],70 dollars for a ride home from the airport @lyft BFFR 🤬,1596576837659787264,2022-11-26T18:49:15.000Z,30662589,en
['1596382016512983040'],@vickiek2121 Are you KIDDING 🥹,1596382016512983040,2022-11-26T05:55:06.000Z,30662589,en
['1596006149400104961'],@MandyG511 @OodlesofNoodle_ My exact reaction,1596006149400104961,2022-11-25T05:01:33.000Z,30662589,en
['1595923006181715969'],@CassParTheGhost https://t.co/JHKEwQ3ZLs,1595923006181715969,2022-11-24T23:31:10.000Z,30662589,qme
['1595618059795865603'],"@OodlesofNoodle_ Something in the air with the kittens,  they are all RIOTING this evening",1595618059795865603,2022-11-24T03:19:25.000Z,30662589,en
['1595542427435081728'],"Change of plans y'all, for some reason my TV does not like stream and it keeps turning off on me randomly. So we're gonna switch over to some 100 baby. keep it nice and chill. https://t.co/ViUJEI9U2Z",1595542427435081728,2022-11-23T22:18:53.000Z,30662589,en
['1595531063912058881'],"RT @TeamStarKid: This Xmas, VHS Christmas Carol comes to YouTube….tis the season to celebrate the past, present, and future! 📼🎄🎶https://t.c…",1595531063912058881,2022-11-23T21:33:43.000Z,30662589,en
['1595525902007701504'],@JanessiaBlue Esmerelduhhh 💫,1595525902007701504,2022-11-23T21:13:13.000Z,30662589,tr
['1595517299200360448'],Twitch brought together this group of my favorite people and we were able to do 2 wonderful charities this year for @ItGetsBetter and @TWLOHA . Here's the highlight real from this summer's Karaoke Stream. @CassParTheGhost @ruby__red_games @EnbyAdams_ Edited by @NathanielMinx https://t.co/CXTw2bRWK3,1595517299200360448,2022-11-23T20:39:02.000Z,30662589,en
['1595279102843314176'],"“Turn off the reverb darling, I fuckin hate reverb… we are not in a tunnel” 

Tony award Nominee Sharon McKnight",1595279102843314176,2022-11-23T04:52:31.000Z,30662589,en
['1595193686060503041'],@benallthetime 👀👀👀,1595193686060503041,2022-11-22T23:13:06.000Z,30662589,und
['1595069672616955905'],@gobbysgayming Xoxoxo 🐝🤍 https://t.co/Gts9baDSk1,1595069672616955905,2022-11-22T15:00:19.000Z,30662589,en
['1594768440425910291'],👀👀👀 #hivesocial https://t.co/j6JZFDskI0,1594768440425910291,2022-11-21T19:03:20.000Z,30662589,und
['1594591007689281536'],"@itsjulesthedane Oh this is STUNNING, Jules!!",1594591007689281536,2022-11-21T07:18:16.000Z,30662589,en
