text,created_at,lang,id,edit_history_tweet_ids,author_id
RT @barstoolsports: Lamar put this guy in a body bag https://t.co/BzXLJqfquF,2022-11-27T23:34:53.000Z,en,1597011107075739648,['1597011107075739648'],3275065968
RT @WUTangKids: Dudes in the back 🤣 https://t.co/ONdYEiEYmi,2022-11-27T23:33:20.000Z,en,1597010716812513281,['1597010716812513281'],3275065968
"RT @SharlaMcBride: Sean Taylor’s daughter, Jackie, says her favorite part of her dad’s memorial: the soccer cleats https://t.co/9sGkWtGwCz",2022-11-27T23:32:37.000Z,en,1597010537342455810,['1597010537342455810'],3275065968
RT @Super70sSports: Better swipe left on Carol … https://t.co/abEAn3H5Ai,2022-11-27T23:31:34.000Z,en,1597010270441771009,['1597010270441771009'],3275065968
RT @Kyle_Odegard: Pat Tillman statue vs. Sean Taylor memorial https://t.co/HGJz8GtyYJ,2022-11-27T22:16:06.000Z,en,1596991279639851009,['1596991279639851009'],3275065968
RT @timream5: I like your hair…No I like your hair. 🤝,2022-11-27T22:10:48.000Z,en,1596989945675075584,['1596989945675075584'],3275065968
"RT @Suns_Armband: This video is 💰 @DeandreAyton 
I want MORE!
#WeAreTheValley https://t.co/2u81ZjPy29",2022-11-27T21:58:15.000Z,en,1596986788559876097,['1596986788559876097'],3275065968
RT @FightHaven: Bully steals a kids phone and his big brother enacts Revenge! https://t.co/qEJ9HYOfe4,2022-11-27T21:46:57.000Z,en,1596983944355860481,['1596983944355860481'],3275065968
RT @PHNX_Cardinals: DeAndre Hopkins is HIM https://t.co/XwUSmMxwkO,2022-11-27T21:44:53.000Z,en,1596983424749039616,['1596983424749039616'],3275065968
"RT @MakaylaEPerkins: ARIZONA STATE IS A HOCKEY SCHOOL 🔱
 https://t.co/QQgwCcKPd5",2022-11-27T21:44:47.000Z,en,1596983400090329088,['1596983400090329088'],3275065968
RT @bennie_compian: Booker telling DA to dunk the fuckin ball every time? Just like that? https://t.co/gAHEOxIMyG,2022-11-27T21:43:46.000Z,en,1596983144715935745,['1596983144715935745'],3275065968
RT @PHNX_SunDevils: it’s almost like they just upset the No. 2 team in the country or something  https://t.co/oxiqR8lRf1,2022-11-27T20:36:49.000Z,en,1596966296511385600,['1596966296511385600'],3275065968
"RT @NCAAIceHockey: FEAR THE FORK 😈

Arizona State upset No. 2 Minnesota, 6-5, last night. 

#NCAAHockey x 🎥 @SunDevilHockey 
 https://t.co/…",2022-11-27T20:34:16.000Z,en,1596965653381926912,['1596965653381926912'],3275065968
RT @barstoolsports: Dougie Buckets threw a slap back and then immediately went into HOLD ME BACKKKKKKK mode https://t.co/hlM4uu814g,2022-11-27T20:33:29.000Z,en,1596965454550945793,['1596965454550945793'],3275065968
@HackMuff @PHNX_SunDevils https://t.co/xedNwyx878,2022-11-27T20:32:17.000Z,qme,1596965155149344768,['1596965155149344768'],3275065968
"RT @Pac12Network: ""This is literally home. Home.""

@ASUFootball head coach @KennyDillingham shows some real emotions about returning to his…",2022-11-27T20:22:36.000Z,en,1596962716543221760,['1596962716543221760'],3275065968
"RT @PHNX_SunDevils: “Can you ask me if we’re retaining Shaun Aguano?”

“Yes, we are retaining Shaun Aguano!” https://t.co/vkkM86je1k",2022-11-27T20:19:30.000Z,en,1596961936448815104,['1596961936448815104'],3275065968
"RT @RobbiePoirier10: I was watching Road to ONE and stumbled across this Muay Thai fighter.

Sammy-Jo Luxton, holy shit. Get yourself a gir…",2022-11-27T18:31:44.000Z,en,1596934815743238144,['1596934815743238144'],3275065968
"RT @BornAKang: wwe: These are trained professionals please don’t try this at home 

Me and my siblings: https://t.co/aaXCWAiFZj",2022-11-27T18:30:57.000Z,en,1596934619248480257,['1596934619248480257'],3275065968
