created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T03:45:55.000Z,['1597074279212122112'],RT @EladNehorai: I have been writing about the rise of antisemitism on the right for years. If there is only one thing people take away fro…,1597074279212122112,en,185377172
2022-11-28T03:40:56.000Z,['1597073028659019776'],"RT @donmoyn: Just realized that I am blocked by both Jan 6th enthusiast Tom Fitton and Jan 6th apologist Glenn Greenwald.
Free speech is dy…",1597073028659019776,en,185377172
2022-11-27T22:29:22.000Z,['1596994619601920000'],@AVindman @realDonaldTrump @kanyewest @elonmusk @SenateGOP @HouseGOP The kind of nasty message @elonmusk would respond with an lol emoji.,1596994619601920000,en,185377172
2022-11-27T22:28:15.000Z,['1596994339842166786'],"RT @AVindman: .@realDonaldTrump , @kanyewest , @elonmusk promote this kind of hate speech &amp; no member of the @SenateGOP @HouseGOP has the c…",1596994339842166786,en,185377172
2022-11-27T22:27:53.000Z,['1596994244119781376'],"RT @maxberger: Elon Musk’s total history of engagement with progressives on Twitter: 

- Mocking @EdMarkey 
- Taunting @AOC for having unio…",1596994244119781376,en,185377172
2022-11-27T22:25:33.000Z,['1596993659299590144'],"RT @mehdirhasan: Pretty sure that in an age of rising and rampant antisemitism, especially on the website that you own, it’s probably unwis…",1596993659299590144,en,185377172
2022-11-27T22:23:33.000Z,['1596993154791903232'],"@DineshDSouza @elonmusk For some reason he is skipping Matt Walsh, Matt Gaetz, Andy Ngo and many other pro-pedophile accounts, while directly interacting with a suspected pedophile in Glenn Greenwald. And are you better, as an ex-convict?",1596993154791903232,en,185377172
2022-11-27T22:20:57.000Z,['1596992500295946241'],@AVindman @elonmusk doesn’t even have the balls to directly reply to Vindman about Vindman’s tweet. Instead he responds through some random far-righters post.,1596992500295946241,en,185377172
2022-11-27T21:34:21.000Z,['1596980773676290049'],"RT @dong_mengyu: Chinese bots are flooding Twitter with *escort ads*, possibly to make it more difficult for Chinese users to access inform…",1596980773676290049,en,185377172
2022-11-27T21:33:53.000Z,['1596980655237185537'],@peterbakernyt @emilymbadger @aliciaparlap I am guessing US has more Tesla cars than France.,1596980655237185537,en,185377172
2022-11-27T21:13:45.000Z,['1596975589872717825'],@vmsalama @MaxBoot You can always go with a version of “Tur-key-a.”,1596975589872717825,en,185377172
2022-11-27T20:22:13.000Z,['1596962622280110080'],@JamesSurowiecki Switch to browser and one which uses ad blockers.,1596962622280110080,en,185377172
2022-11-27T20:21:11.000Z,['1596962361122099200'],RT @JuddLegum: The fact that @RonDeSantisFL has said nothing about Trump having dinner with a white supremacist and anti-Semite in Palm Bea…,1596962361122099200,en,185377172
2022-11-27T20:20:31.000Z,['1596962192825274368'],@elizableu Because Elon Musk fired most of the people who are responsible for handling those issues and responding to them in a timely manner. Are you for real? Or just this dumb?,1596962192825274368,en,185377172
2022-11-27T18:18:07.000Z,['1596931388862652416'],"@PeterBeinart @Martin_Indyk @halbfinger The only path Israel is willing to take at this point is what Ottoman did to Armenians. US considers that genocide. If you are ok with it, say so. And what is your other alternative by the way, if you are asking for one, you should have one in mind, right?",1596931388862652416,en,185377172
2022-11-27T18:15:32.000Z,['1596930740217708544'],RT @noam: https://t.co/lpu8qhdeK3,1596930740217708544,zxx,185377172
2022-11-27T17:44:18.000Z,['1596922879991754752'],"@GavinNewsom @GOP @elonmusk has the same vision of freedom, considering his support of DeSantis.",1596922879991754752,en,185377172
2022-11-27T17:42:14.000Z,['1596922361097629697'],"@mehdirhasan Correct. If Biden names Kevin McCarthy specifically, he will have to respond whether he wants it or not.",1596922361097629697,en,185377172
2022-11-27T17:40:39.000Z,['1596921959912443905'],"@WajahatAli They are starting off with power users from twitter, who are mostly verified, and growing the right way slowly using the resources at hand. Once they have the power users rolling, they will open it to the public by integrating them into conversations.",1596921959912443905,en,185377172
2022-11-27T17:34:41.000Z,['1596920461366943744'],"RT @mehdirhasan: Fuentes calls people like Kanye the N word but Kanye is fine to prop him up and amplify him. What a world we’re in, what a…",1596920461366943744,en,185377172
2022-11-27T17:33:56.000Z,['1596920270748413952'],@jakeo_johnson @BriannaWu @SenWarren @SpaceX Hi there Elon’s not very intelligent bot.,1596920270748413952,en,185377172
2022-11-27T07:31:08.000Z,['1596768569135493122'],"RT @mehdirhasan: That Kevin McCarthy has said nothing - not a word! - about Trump dining with a *Holocaust-denying white supremacist,* whil…",1596768569135493122,en,185377172
2022-11-27T07:23:37.000Z,['1596766678808870913'],@whstancil What I find more interesting is that @MrAndyNgo made @elonmusk his bitch.,1596766678808870913,en,185377172
2022-11-27T06:02:55.000Z,['1596746369678483457'],@elonmusk https://t.co/UzYHmYcUOv certainly made an impact on Elon.,1596746369678483457,en,185377172
2022-11-27T04:51:51.000Z,['1596728486705582082'],"@mega2e @maggieNYT I think a better use of resources would be to identify why young people are drawn to such websites. If someone is intent on killing himself/herself, that is going to happen sooner or later unless the root cause is addressed, which typically starts with the family.",1596728486705582082,en,185377172
2022-11-27T04:40:37.000Z,['1596725657370664960'],RT @eefjerammeloo: This is now on Wulumuqi (=Urumqi) lu in #Shanghai. People holding up white sheets of paper. ‘We don’t need to write anyt…,1596725657370664960,en,185377172
2022-11-27T03:59:25.000Z,['1596715288744976384'],@BriannaWu @SenWarren @SpaceX There is a better solution which is to nationalize SpaceX on national security grounds.,1596715288744976384,en,185377172
2022-11-27T03:56:47.000Z,['1596714627408486400'],"@elizableu You know they are not here for that. But I can’t say the same thing about you. Btw, it was researchers who identified the issue with Elon’s twitter, and advertisers responded promptly after they were made aware of their ads shown next to illegal content, by Elon’s twitter.",1596714627408486400,en,185377172
2022-11-27T03:52:54.000Z,['1596713649246130177'],"RT @YashengHuang: I am willing to make one prediction: the current situation is not a steady equilibrium. China can go more repressive, e.g…",1596713649246130177,en,185377172
2022-11-27T03:51:16.000Z,['1596713240884482048'],"@AshaRangappa_ When that happens twitter will turn into a spam hell, and it will lose even more advertisers.",1596713240884482048,en,185377172
