lang,text,edit_history_tweet_ids,created_at,author_id,id
qme,@herprettybones https://t.co/2JuVXRm5Sr,['1597078132497842176'],2022-11-28T04:01:13.000Z,21992362,1597078132497842176
qme,@TonyTodd54 https://t.co/JX43hOC9mI,['1597076581205188609'],2022-11-28T03:55:03.000Z,21992362,1597076581205188609
qme,@TonyTodd54 https://t.co/PnzK9STngw,['1597076294382280704'],2022-11-28T03:53:55.000Z,21992362,1597076294382280704
qme,@TonyTodd54 https://t.co/XFcKqcq2wT,['1597076042765963264'],2022-11-28T03:52:55.000Z,21992362,1597076042765963264
qam,@theslasherapp,['1597073519900504065'],2022-11-28T03:42:53.000Z,21992362,1597073519900504065
en,"Listen to ""our guest: DAMON DELLA GRECA"" by The Independent Filmmaker. ⚓ https://t.co/6rAKd8mR7d",['1597073346818342913'],2022-11-28T03:42:12.000Z,21992362,1597073346818342913
en,Our guest is Damon Della Greca- creator of SLASHER a social media app catered to horror fans and creators. Now kick back and hear about all the rad stuff waiting for you at SLASHER and some exiting NEWS that effects horror fans around the world. https://t.co/0WXMBDWVis,['1597073155876859904'],2022-11-28T03:41:27.000Z,21992362,1597073155876859904
zxx,https://t.co/9fDb4xqCbN,['1597072136140513281'],2022-11-28T03:37:24.000Z,21992362,1597072136140513281
und,@dommyinla @joerussotweets 🤣,['1597049795914653698'],2022-11-28T02:08:37.000Z,21992362,1597049795914653698
en,"RT @Jinx1981: Finally snagged the HALLOWEEN 5 4K.

Image is gorgeous, and allowed me to see something I never had before.

Is this an old d…",['1597018376014286848'],2022-11-28T00:03:46.000Z,21992362,1597018376014286848
und,@TracedThurman @Jinx1981 Ohhhh!,['1597018155863285760'],2022-11-28T00:02:54.000Z,21992362,1597018155863285760
en,@Jinx1981 What does it mean?,['1597006328433516544'],2022-11-27T23:15:54.000Z,21992362,1597006328433516544
en,"RT @UberFacts: The residents of Churchill, Manitoba, often leave their car doors unlocked in case anyone needs to take shelter from a polar…",['1596978358725709824'],2022-11-27T21:24:45.000Z,21992362,1596978358725709824
en,@UberFacts Food.,['1596978140341219329'],2022-11-27T21:23:53.000Z,21992362,1596978140341219329
und,@dommyinla Lol!,['1596968098267267072'],2022-11-27T20:43:59.000Z,21992362,1596968098267267072
en,@dommyinla I’m just not a Dunkin fan. We have some Mom and Pop places in town that are bomb 🤤,['1596962194583060481'],2022-11-27T20:20:31.000Z,21992362,1596962194583060481
en,Time to make the doughnuts.,['1596942763144056832'],2022-11-27T19:03:19.000Z,21992362,1596942763144056832
en,RT @DoyleofDarkness: Keith David poses (in purple top) with NECA's Frank Armitage 8″ Scale Retro Clothed Figure of his character from THEY…,['1596930314277748737'],2022-11-27T18:13:51.000Z,21992362,1596930314277748737
en,@joerussotweets Orville Redenbacher without glasses and a hat.,['1596627014684798977'],2022-11-26T22:08:38.000Z,21992362,1596627014684798977
und,@mysorryheart2 😂,['1596574058703126528'],2022-11-26T18:38:13.000Z,21992362,1596574058703126528
und,@OfficialBandG 🙏,['1596519715639214080'],2022-11-26T15:02:16.000Z,21992362,1596519715639214080
en,RT @carolcoppie: Good Saturday morning! It’s time to make the Donuts! ☕️🍩 https://t.co/Rer0O0m6iM,['1596519115794980864'],2022-11-26T14:59:53.000Z,21992362,1596519115794980864
zxx,RT @The_AmusingMuse: https://t.co/q0qTkrcoDo,['1596518280852013057'],2022-11-26T14:56:34.000Z,21992362,1596518280852013057
en,@The_AmusingMuse This was last night for us 😂,['1596518264330256385'],2022-11-26T14:56:30.000Z,21992362,1596518264330256385
en,Ladies. Don’t marry a guy who wears pants that can’t get dirty.,['1596302397768290304'],2022-11-26T00:38:44.000Z,21992362,1596302397768290304
en,@joerussotweets Is this like when Homer Simpson designed a car? https://t.co/8nQSJG3r3f,['1596302060978581504'],2022-11-26T00:37:23.000Z,21992362,1596302060978581504
tl,@UberFacts Hahaha,['1596299896142692353'],2022-11-26T00:28:47.000Z,21992362,1596299896142692353
en,"RT @theslasherapp: Get the big update on the App Store! It's FREE &amp; running on a much faster system, so you can enjoy it!

Thanks to all wh…",['1596288795967557632'],2022-11-25T23:44:41.000Z,21992362,1596288795967557632
en,"RT @HorrorWriters: Follow the Horror Writers Association on Slasher, the social media app for the horror community.

Find out all of the la…",['1596287244007923712'],2022-11-25T23:38:31.000Z,21992362,1596287244007923712
en,@StephenKing @therealjoebob might know.,['1596180280414736385'],2022-11-25T16:33:29.000Z,21992362,1596180280414736385
en,@mfrctaz Very glad to hear you both are healthy!,['1596179170996137986'],2022-11-25T16:29:04.000Z,21992362,1596179170996137986
qme,@K_imbot https://t.co/IKYIktboZt,['1596153402320293888'],2022-11-25T14:46:40.000Z,21992362,1596153402320293888
en,@MickGarrisPM Happy Thanksgiving! https://t.co/QAsXsYBMrS,['1596151310889668609'],2022-11-25T14:38:22.000Z,21992362,1596151310889668609
en,"@mfrctaz Ours went on for about half an hour, as one does on Thanksgiving. 

You still symptom free of Covid?",['1596149070686343173'],2022-11-25T14:29:28.000Z,21992362,1596149070686343173
en,"@mfrctaz That was going on where I live too. The look on the face of my dog was, “Oh no. It’s happening again,” then she starts having anxiety. Poor kid.",['1596033506387165185'],2022-11-25T06:50:15.000Z,21992362,1596033506387165185
en,RT @silentmoviegifs: The genius of silent-era visual effects https://t.co/0biaNEfXDh,['1595826999054172160'],2022-11-24T17:09:40.000Z,21992362,1595826999054172160
en,@joerussotweets @mfrctaz Wait… I’ve already had it. May I come over and eat all the yummy food on behalf of your family?,['1595539618908471296'],2022-11-23T22:07:43.000Z,21992362,1595539618908471296
en,"@joerussotweets @mfrctaz I know. I should had clarified. Meaning just because she and he are in the same home doesn’t mean she’ll get sick. 
Hopefully she avoids it.

Last week my friend kissed his unknowingly positive girlfriend and somehow dodged it. There’s a chance she won’t get sick too.",['1595539131358408705'],2022-11-23T22:05:47.000Z,21992362,1595539131358408705
en,@ThePaigeRandall Please make a cooking show 😂 “and roast the shiiiit out of it.” 🤣,['1595537140942663680'],2022-11-23T21:57:52.000Z,21992362,1595537140942663680
en,@elonmusk They can’t. You fired them.,['1595536886218788864'],2022-11-23T21:56:51.000Z,21992362,1595536886218788864
en,@GeorgeTakei It must be HARD to pull a BONER by  saying ERECTION in front of everyone.,['1595533091153809410'],2022-11-23T21:41:47.000Z,21992362,1595533091153809410
en,"@mfrctaz @joerussotweets I’m glad to hear he’s much better so soon. Hopefully you don’t get sick.
I know a lot of people that have had their entire household get it, yet them personally nothing. 🤞",['1595532073296482306'],2022-11-23T21:37:44.000Z,21992362,1595532073296482306
en,@mfrctaz @joerussotweets Are you doing okay?,['1595528084031438848'],2022-11-23T21:21:53.000Z,21992362,1595528084031438848
en,"@joerussotweets Sleep and a constant use of fever reducer is all that helped me.
Poor guy. Covid is some wicked shit. Hope he’s better asap.",['1595474659566579712'],2022-11-23T17:49:35.000Z,21992362,1595474659566579712
en,"You know, for when you get that seaweed stuck in your ear.
And whateverthefuck , how often do we get whateverthefuck stuck in our ear?
Bless these people for making this. https://t.co/to6kGIkuJl",['1595473799406915585'],2022-11-23T17:46:10.000Z,21992362,1595473799406915585
en,"@joerussotweets Ah bro, that sucks. I know you were on the road going somewhere, hopefully you both aren’t stuck at the hotel with the shitty TV. 
We were supposed to go to Santa Cruz but now Ash (GF) became sick last night as her kids were sick last week (not Covid but coughing).",['1595472779444469771'],2022-11-23T17:42:07.000Z,21992362,1595472779444469771
en,Breakfast time.@joerussotweets https://t.co/oOygDUr4gZ https://t.co/29K8ilS30r,"['1595458553933754370', '1595458626331840515']",2022-11-23T16:45:53.000Z,21992362,1595458626331840515
en,RT @wale_bazee_247: Guess what? If news outlets lose advertising revenue due to pushback they will be more honest. Or I guess you can keep…,['1595440157834227712'],2022-11-23T15:32:30.000Z,21992362,1595440157834227712
en,@elonmusk Deez nuts.,['1595439993429762048'],2022-11-23T15:31:50.000Z,21992362,1595439993429762048
en,"The kids are coughing.
The girlfriend is coughing.
Even the dog is coughing. 

Waiting my turn 😬

Hopefully being a custodian has my immune system up and I don’t get this.

Thanksgiving in Santa Cruz sadly canceled 😭",['1595439283464470528'],2022-11-23T15:29:01.000Z,21992362,1595439283464470528
en,@80sBaby90sKid_ What a bitch. The lady is 92. Let the past go.,['1595438022618542080'],2022-11-23T15:24:01.000Z,21992362,1595438022618542080
en,RT @80sBaby90sKid_: I need this https://t.co/ozneNmH6pu,['1595437193488891905'],2022-11-23T15:20:43.000Z,21992362,1595437193488891905
en,"I love working for a school district. 
I’m off work and getting paid for the next 3 days.
Highly recommend.",['1595436658077274112'],2022-11-23T15:18:35.000Z,21992362,1595436658077274112
en,@80sBaby90sKid_ It was okay. It wasn’t bad. Not what I was expecting.,['1595302631060099073'],2022-11-23T06:26:01.000Z,21992362,1595302631060099073
en,"RT @CHPAlerts: SILVER ALERT - Los Angeles County
Last seen: Arrow Highway and N. Sunflower Ave., Covina
@LASDHQ
@SDMLASD

IF SEEN, CALL 9-1…",['1595284461192552449'],2022-11-23T05:13:49.000Z,21992362,1595284461192552449
en,I feel like I need a shower more and more since Elon took over here.,['1595275663266619392'],2022-11-23T04:38:51.000Z,21992362,1595275663266619392
en,"@TrailersFromHel @TheMoviesMadeMe @MickGarrisPM 
Listening to this episode for the second time. It’s a fun episode.

https://t.co/fsOkhRaxiJ",['1595268426926215168'],2022-11-23T04:10:06.000Z,21992362,1595268426926215168
en,"RT @theslasherapp: Are you a Horror Fan? 

Download the app and join the biggest social network for horror!

#horrorlover #horrorfanatic #c…",['1595245208677060608'],2022-11-23T02:37:50.000Z,21992362,1595245208677060608
en,"RT @theslasherapp: Lo-Fi Horror designed by @DeadWiggleWorms on Slasher.

Get yours now!
🛒 Shop Here: https://t.co/yMTehvKkdn

Or get the A…",['1595245146953592832'],2022-11-23T02:37:35.000Z,21992362,1595245146953592832
en,@RealTomHolland Yes please.,['1595196886566117377'],2022-11-22T23:25:49.000Z,21992362,1595196886566117377
en,"Officially told that my car is totaled. #RIP my 2015 Ford C-Max. 

Getting small payment that I will be using as a down on a newer car.

Thanks person who hit me for the new car.
Merry Christmas!🎁 🚙",['1595196628570607616'],2022-11-22T23:24:48.000Z,21992362,1595196628570607616
und,@joerussotweets Ohhhhhhh 😬,['1595182401566609408'],2022-11-22T22:28:16.000Z,21992362,1595182401566609408
en,@joerussotweets You two are still young.,['1595181763998846976'],2022-11-22T22:25:44.000Z,21992362,1595181763998846976
en,@joerussotweets I’ll bust you out!,['1595169537627803655'],2022-11-22T21:37:09.000Z,21992362,1595169537627803655
en,"@StephenKing It’s a good film, but I want the book adaptation. 
The book leaves it open for sequels. I’m convinced it would be the next Walking Dead but in movie form.",['1595168353609404416'],2022-11-22T21:32:26.000Z,21992362,1595168353609404416
und,@twisted_twins @MonsterPics 👏👏👏👏👏,['1595167423396601856'],2022-11-22T21:28:45.000Z,21992362,1595167423396601856
und,@officialDannyT No!,['1595128767831121920'],2022-11-22T18:55:08.000Z,21992362,1595128767831121920
en,"@karanbirtinna I usually yell, “GET YOUR OWN!!!” then use my body to hover over my plate.",['1595115345823420416'],2022-11-22T18:01:48.000Z,21992362,1595115345823420416
en,"Adjuster tells me she thinks my car is totaled.
So I’m getting one of these as my next car. https://t.co/H8fhuQEuUY",['1595099142828720130'],2022-11-22T16:57:25.000Z,21992362,1595099142828720130
qme,@choptopmoseley @UberFacts https://t.co/2wdKnRSnFC,['1594956433551826944'],2022-11-22T07:30:21.000Z,21992362,1594956433551826944
en,Almost SHITTER’S FULL season.,['1594894337368002561'],2022-11-22T03:23:36.000Z,21992362,1594894337368002561
en,"Next week on The Independent Filmmaker, we have a guest you probably should know: Damon Della Greca the creator of SLASHER! 
He’ll be walking us through the beginning of SLASHER to present day and beyond!",['1594890591913009158'],2022-11-22T03:08:43.000Z,21992362,1594890591913009158
en,Learning to play piano so as to score my own music.,['1594881171972042752'],2022-11-22T02:31:17.000Z,21992362,1594881171972042752
en,"RT @CHPAlerts: SILVER ALERT - Los Angeles County
Last seen: W. 22nd Pl. and 10th Ave., Los Angeles
@LAPDWilshire @LAPDHQ
 IF SEEN, CALL 9-1…",['1594879101843738624'],2022-11-22T02:23:03.000Z,21992362,1594879101843738624
en,"I bruised my butthole today-
I think it’s from eating too much whey-
I bruised my butthole today-

#haiku #poem #bodybuilding #weightlifting #protein #whey",['1594877769011412993'],2022-11-22T02:17:46.000Z,21992362,1594877769011412993
en,@elonmusk I. Don’t. Want. A. CHECK.,['1594873677430263808'],2022-11-22T02:01:30.000Z,21992362,1594873677430263808
en,"@GreyWraith1 @therealjoebob Yeah. It’s made for horror fans and creators. 
It’s literally meant for us to discuss and watch horror.",['1594872858496618496'],2022-11-22T01:58:15.000Z,21992362,1594872858496618496
und,@dommyinla 🤔,['1594824872940691458'],2022-11-21T22:47:34.000Z,21992362,1594824872940691458
zxx,RT @HorrorClippings: https://t.co/YZfbgg3ZGO,['1594818101677559810'],2022-11-21T22:20:40.000Z,21992362,1594818101677559810
en,"Anyone catch what brand of plastic trash bag Art the Clown uses?
It’s like super strong.",['1594814112294645761'],2022-11-21T22:04:49.000Z,21992362,1594814112294645761
it,@joerussotweets Hi Bella 😍😘😘😘😘😘,['1594812600944140288'],2022-11-21T21:58:48.000Z,21992362,1594812600944140288
en,@joerussotweets She is beautiful. 😍,['1594812206910435328'],2022-11-21T21:57:14.000Z,21992362,1594812206910435328
en,"RT @MickGarrisPM: ICYMI: @ParkerJFinn, director of the year's most successful horror film, SMILE, is on the Post Mortem on @DreadCentral sl…",['1594811989284593664'],2022-11-21T21:56:23.000Z,21992362,1594811989284593664
und,@RachinLA 😂,['1594811705338601500'],2022-11-21T21:55:15.000Z,21992362,1594811705338601500
en,We get heavy into Indy filming technology this episode 😍 https://t.co/u9UmIh6A7M,['1594807488943034373'],2022-11-21T21:38:30.000Z,21992362,1594807488943034373
zxx,https://t.co/RWDkKbVVbO,['1594760529494495232'],2022-11-21T18:31:54.000Z,21992362,1594760529494495232
en,"Something nice about sitting in a cold garage with a cup of hot coffee.

Reminds me of the scene shop days.",['1594752916018982912'],2022-11-21T18:01:38.000Z,21992362,1594752916018982912
en,@craigengler Slasher!,['1594744200486174720'],2022-11-21T17:27:00.000Z,21992362,1594744200486174720
en,"RT @Attenboroughs_D: Please enjoy the happiest snail.
 
*needs sound 
https://t.co/rKDVof41BQ",['1594615682527657985'],2022-11-21T08:56:19.000Z,21992362,1594615682527657985
en,"@therealjoebob I just interviewed the creator of the SLASHER app (a social media site for horror fans and creators). 
Coverage is Canada and US. Very soon world wide coverage.
I’d start there for watch a longs. 
I can send you the interview if you want to learn more.",['1594607592994533377'],2022-11-21T08:24:11.000Z,21992362,1594607592994533377
en,RT @RealTomHolland: Sunday activities 🧛🏻‍♂️🦇😜 https://t.co/gZKa1VrxHp,['1594606385966170112'],2022-11-21T08:19:23.000Z,21992362,1594606385966170112
zxx,RT @AgileTator: https://t.co/fn9eur2iFl,['1594570928272248832'],2022-11-21T05:58:29.000Z,21992362,1594570928272248832
und,@smahal1 @MahalEmpire @MichaelSuLV @Richard_Grieco @Jessicaamorris @AdrianMMMM 👏👏👏👏👏👏👏,['1594569217864761344'],2022-11-21T05:51:41.000Z,21992362,1594569217864761344
en,@dommyinla I work at a school. We all get it over and over. Lol,['1594550328493756416'],2022-11-21T04:36:38.000Z,21992362,1594550328493756416
en,"@dommyinla I hope you don’t. I had it 3x’s. First two times were really nothing but this last time made me super sick and I wasn’t better for a month.
I didn’t keep up on my vaccination last time I got it.",['1594544634457313281'],2022-11-21T04:14:00.000Z,21992362,1594544634457313281
en,"@dommyinla I think it’s because I had both vaccines at the same time. 
Not sick, just tirrrrred and chills.",['1594541297637130240'],2022-11-21T04:00:45.000Z,21992362,1594541297637130240
en,"@KrisWilliams Self high 5. Lol 
Good job for writing that, self.",['1594527236610150402'],2022-11-21T03:04:52.000Z,21992362,1594527236610150402
en,@_SingleBabyMama 👏👏👏👏👏 You did it!,['1594526098104422401'],2022-11-21T03:00:21.000Z,21992362,1594526098104422401
en,"@OfficialBandG 
I had biscuits and gravy today 😀",['1594517303114158080'],2022-11-21T02:25:24.000Z,21992362,1594517303114158080
