lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1597018609997336576,"RT @icedrainbow: Make it personal 
Can you see your initial? 

Want one for a gift or treat to yourself? 
Dm if interested £12 each plus fr…",['1597018609997336576'],817013658962325504,2022-11-28T00:04:42.000Z
en,1597003251618304001,"RT @EJsKnitsGB: Good morning 🌄 #EarlyBiz 

I'm working hard at #Fairs atm as online sales are so low 😔 

Still plenty on offer in my #Etsy…",['1597003251618304001'],817013658962325504,2022-11-27T23:03:40.000Z
en,1597003210413461505,RT @EJsKnitsGB: Check out this item in my Etsy shop https://t.co/iIk4cy4FaY,['1597003210413461505'],817013658962325504,2022-11-27T23:03:30.000Z
en,1597003198136360960,RT @EJsKnitsGB: Check out this item in my Etsy shop https://t.co/xQVDKiwkvC,['1597003198136360960'],817013658962325504,2022-11-27T23:03:27.000Z
en,1596988485713305600,@shmoosie24 Thank you ❤❤❤,['1596988485713305600'],817013658962325504,2022-11-27T22:05:00.000Z
en,1596969742010830849,@Grandma_Bobbins We had The Greyhound Trust with us today hun 😊 https://t.co/Tn4wXejOWq,['1596969742010830849'],817013658962325504,2022-11-27T20:50:31.000Z
en,1596963638061203456,RT @birgee: Very rare seal off Washington State ~ Ribbon Seal https://t.co/8ivCKmyBAg,['1596963638061203456'],817013658962325504,2022-11-27T20:26:16.000Z
en,1596962768363851776,"Pics from today's #CraftFair 

What an Amazing bunch of people 🥰 

#SmallBiz #SupportSmallBiz #Surrey #Community #ShopLocal #ShopIndie https://t.co/yKlxx9CO1I",['1596962768363851776'],817013658962325504,2022-11-27T20:22:48.000Z
en,1596961640490373121,"Very, very busy day at Salfords Village Christmas Craft &amp; Gift Fair, organised by Yours Truly 😊 

I am utterly pooped! 😄 

Lower footfall than the summer (147) &amp; people definitely more cautious about spending but great atmosphere &amp; turnout ❤ 

#Community #SmallBiz https://t.co/2Jm8QZgTMp",['1596961640490373121'],817013658962325504,2022-11-27T20:18:19.000Z
und,1596936845979328514,@edgley 😂,['1596936845979328514'],817013658962325504,2022-11-27T18:39:48.000Z
en,1596936789734084609,"RT @Cerridwensheart: This Christmas...
* Buy local
* Buy handmade
* Buy from people you know
* Buy from self employed
Remember, the ""BIG""…",['1596936789734084609'],817013658962325504,2022-11-27T18:39:34.000Z
en,1596936756804612097,@fire_spell @Cerridwensheart I don't think I can jig this evening after 8 hours on my feet at my Fair 😂😂 but my heart is jigging 💃❤,['1596936756804612097'],817013658962325504,2022-11-27T18:39:27.000Z
en,1596787237089427456,"Today's the day for Salfords Village Christmas Craft &amp; Gift Fair 🎁 🎄🎅

26 #local #SmallBiz #UKHandmade &amp; #IndieBiz plus #cakes #refreshments and #charity stalls supporting #TheGreyhoundTrust &amp; #HelpforHeroes

Free Entry &amp; Free Tombola! 

Pls share ❤

https://t.co/9eTehScuvx",['1596787237089427456'],817013658962325504,2022-11-27T08:45:18.000Z
en,1596645390660816897,@npklip Cravat,['1596645390660816897'],817013658962325504,2022-11-26T23:21:40.000Z
en,1596602794533945349,"We walked very, very, Very much 😄 

#London #CarnabyStreet #ThirdManRecords https://t.co/LKorYHmMvl",['1596602794533945349'],817013658962325504,2022-11-26T20:32:24.000Z
en,1596602408859500544,"A pub with 2 floors, an ice cream van &amp; a slide 😄😄 What could possibly go wrong 🤔🤣 https://t.co/KLBw7Fygjy",['1596602408859500544'],817013658962325504,2022-11-26T20:30:52.000Z
en,1596601993367371779,@WaffleMamaUK Thank you ❤,['1596601993367371779'],817013658962325504,2022-11-26T20:29:13.000Z
en,1596601863763288065,@BeverleyTaylo I might order them online 🤔 I couldn't be bothered to carry them around Beverley 😄,['1596601863763288065'],817013658962325504,2022-11-26T20:28:42.000Z
qme,1596601653645479948,@WyesideWarmers @TheParentGame @olgannabags @samm_designs @ClaresfnkwrLEGO @EnglandCreate https://t.co/94CQ3hHGlb,['1596601653645479948'],817013658962325504,2022-11-26T20:27:52.000Z
en,1596582373587529728,#London lights https://t.co/DRWXriP0BZ,['1596582373587529728'],817013658962325504,2022-11-26T19:11:15.000Z
en,1596582119827972098,"Possibly our 4th communal bottle of Prosecco 🥂

@BrewDog #Waterloo https://t.co/ctzvF0Aa3L",['1596582119827972098'],817013658962325504,2022-11-26T19:10:15.000Z
en,1596534457070415872,@mattfoster2010 We're on our 3rd bottle of Prosecco 😂,['1596534457070415872'],817013658962325504,2022-11-26T16:00:51.000Z
en,1596531594697015298,And we made it to our meal 😋 https://t.co/FEYpPZZugI,['1596531594697015298'],817013658962325504,2022-11-26T15:49:28.000Z
en,1596531265838059521,Fortnum &amp; Mason 🥰 https://t.co/OpqhI1VCy0,['1596531265838059521'],817013658962325504,2022-11-26T15:48:10.000Z
en,1596531042105671680,London things 😊 https://t.co/1f5gHLHB7B,['1596531042105671680'],817013658962325504,2022-11-26T15:47:17.000Z
en,1596443322557636608,On my way 🤞🤞🤞 https://t.co/fOUHSwKR7B,['1596443322557636608'],817013658962325504,2022-11-26T09:58:43.000Z
en,1596433860576919552,@Birdydoodlecar1 Gave my daughter a choice of birthday cards yesterday out of the 25 or so in the drawer &amp; she went straight to your 4 🥰,['1596433860576919552'],817013658962325504,2022-11-26T09:21:07.000Z
en,1596429492574208000,@Fuglydoodah @Canarylittle Congratulations! 👏,['1596429492574208000'],817013658962325504,2022-11-26T09:03:45.000Z
en,1596429384378101760,"Well Tweeters, this morning I shall be braving the many, many #trainstrikes 😩 for a long awaited day in #London &amp; a 3 course meal with Prosecco that we prepaid months ago &amp; can't get a refund on 😔 

Wish me luck! 🤞🤞",['1596429384378101760'],817013658962325504,2022-11-26T09:03:20.000Z
en,1596428873469673475,@Zombieirishgirl @positivelyellie Aww thank you 🤗😘,['1596428873469673475'],817013658962325504,2022-11-26T09:01:18.000Z
en,1596223385855754240,@yogibird09 It's a dress Sarah. Just a Primark cheapy 😄 I love it It's so comfy 😊,['1596223385855754240'],817013658962325504,2022-11-25T19:24:46.000Z
en,1596222327532179456,RT @Dmdav1: I like this sentiment https://t.co/4wB92sgaLX,['1596222327532179456'],817013658962325504,2022-11-25T19:20:33.000Z
en,1596222291737997312,@CarolKettley Love it! 😍,['1596222291737997312'],817013658962325504,2022-11-25T19:20:25.000Z
en,1596221935138254849,RT @dianeygirl: Can anyone suggest any software or books or anything that I can use to help my daughter with her dyslexia. Her reading age…,['1596221935138254849'],817013658962325504,2022-11-25T19:19:00.000Z
qme,1596221644829519872,@icedrainbow https://t.co/RjQZ1GQBZ9,['1596221644829519872'],817013658962325504,2022-11-25T19:17:51.000Z
en,1596221273826549760,@lifenearthesea @fiftyminus2 Wonderful ❤❤❤,['1596221273826549760'],817013658962325504,2022-11-25T19:16:22.000Z
en,1596221129550868481,@squirrel_hedge1 Feel free to pm if you'd like to exchange Emails Gabriel. Take care of yourself xx,['1596221129550868481'],817013658962325504,2022-11-25T19:15:48.000Z
en,1596220985442766857,@AnneCovenaunts Gorgeous!,['1596220985442766857'],817013658962325504,2022-11-25T19:15:13.000Z
en,1596220520303038464,@Darling_Jeeling My daughter spent aaaages today wrapping a tiny box of TicTacs (half eaten 😂) in layer upon layer of recycled paper &amp; 2nd hand bubble wrap &amp; then finally a nice layer of wrapping paper &amp; ribbon as her brother's Christmas present 🤣,['1596220520303038464'],817013658962325504,2022-11-25T19:13:23.000Z
en,1596219729194221572,"RT @SpanglyDaisy: If you can please support foodbanks, it is so sad that we have them but they are very much needed in a country that is be…",['1596219729194221572'],817013658962325504,2022-11-25T19:10:14.000Z
en,1596216815033655299,@GardenerFliss Same! https://t.co/jZgWPqBJXg,['1596216815033655299'],817013658962325504,2022-11-25T18:58:39.000Z
en,1596216495167918080,@yogibird09 Looks amazing Sarah! Happy Thanksgiving x,['1596216495167918080'],817013658962325504,2022-11-25T18:57:23.000Z
en,1596216322936827904,@WatchingTVnFilm How is your toothache now? I was thinking about that when I replied x,['1596216322936827904'],817013658962325504,2022-11-25T18:56:42.000Z
