id,edit_history_tweet_ids,created_at,author_id,text,lang
1596962996785668096,['1596962996785668096'],2022-11-27T20:23:43.000Z,3151598514,"RT @DrAsisAcharya: My first visit to Tarapith Temple was in +970-71 as l could remembered.
There was only one Dharmashala of Ramkanai Yamin…",en
1596752028822560769,['1596752028822560769'],2022-11-27T06:25:24.000Z,3151598514,"RT @AnkitaBnsl: 12 Divya Jyotirlinga of Mahadev that every Hindu must visit once in our life

1. Shree Kedarnath Jyotirlinga https://t.co/t…",hi
1596443598374830081,['1596443598374830081'],2022-11-26T09:59:48.000Z,3151598514,"RT @_Agnijwala_: @Thesage_lord Mahiravan story was abt to sacrifice Sri Ram, Lakshman to please Devi. Sri Ram said since He's Rajputra, he…",en
1596164193631481857,['1596164193631481857'],2022-11-25T15:29:33.000Z,3151598514,@ColoursOfBharat @BattaKashmiri @TravelingBharat @IndiaTales7 @davidfrawleyved @anandmahindra @sanjeevsanyal @TVMohandasPai @VertigoWarrior @ErikSolheim 😂😂😂😂😂 Jingoistic,cs
1595869426506928129,['1595869426506928129'],2022-11-24T19:58:15.000Z,3151598514,"RT @CryptidQuest: November 20th: In 2010, cryptozoologist Adam Davies ended his expedition for the Mande Barung, the Indian Bigfoot, in the…",en
1595869349168177152,['1595869349168177152'],2022-11-24T19:57:57.000Z,3151598514,"RT @CryptidQuest: November 21st: In 2016, Fallon Pierson of WCHSTV published an article showcasing an alleged photo of Mothman, which was s…",en
1595857351398998022,['1595857351398998022'],2022-11-24T19:10:16.000Z,3151598514,"RT @OldNewKolkata: Kitchen inside President-Elect #DroupadiMurmu's home in Uperbeda.

The difference between the great and the ordinary is…",en
1595799939107676160,['1595799939107676160'],2022-11-24T15:22:08.000Z,3151598514,"RT @lama_thanka: Green Tara is always available to help and assist anyone in need. One can simply call out her name or her mantra, Om Tare…",en
1595079462558859268,['1595079462558859268'],2022-11-22T15:39:13.000Z,3151598514,RT @NabaDey17: বিজেপি নেত্রী পাপিয়া চক্রবর্তীকেই ১৮ই নভেম্বর রাত দশটায় বনমালীপুর মন্ডলের নেতা নীপু ঘোষের বাড়িতে হাতেনাতে ধরে ফেলেন নেতার…,bn
1594418961650962432,['1594418961650962432'],2022-11-20T19:54:37.000Z,3151598514,💓 https://t.co/uRLF05QuAj,und
1584081042914578432,['1584081042914578432'],2022-10-23T07:15:26.000Z,3151598514,"হেঁ হেঁ হেঁ হেঁ । শুঁভঁ ভূঁতঁ চঁতুঁর্দশীঁ ফ্র্যাঁন্দঁস, আঁজঁকেঁ আঁমাঁদেঁর নিঁত্যঁ কঁরাঁরঁ দিঁনঁ। রাঁতেঁ বাঁশবাঁগাঁনেঁ সঁবাঁর সাঁথেঁ দেঁখাঁ হঁচ্ছেঁ। 
#BhootChaturdashi  #Bhoot https://t.co/vngINTE7XC",bn
1583852397906255872,['1583852397906255872'],2022-10-22T16:06:52.000Z,3151598514,"@TanwiD77 যতসব ঢং , এদিকে টুইট করবে হিন্দু শব্দটা ব্রিটিশরা আবিষ্কার করেছে, এটা কোন সনাতন ধর্মই না আবার মা মা করে নাটক মারবে। দাবিটা কি লাইফে দিদিভাই ? বেশি বং সাজতে গিয়ে ঢং হয়ে যাচ্ছে না",bn
1571379330076540929,['1571379330076540929'],2022-09-18T06:03:21.000Z,3151598514,"@TheRajarshi ইনি দেবী মহালক্ষ্মী, উগ্রচন্ডা নন",bn
1570430189737512964,['1570430189737512964'],2022-09-15T15:11:49.000Z,3151598514,"@IamKrithiShetty just curious to know , what is the best dish you can cook ? #AskKrithi",en
1570137253057540096,['1570137253057540096'],2022-09-14T19:47:47.000Z,3151598514,"@sujitkumarpanj2 @me_locket আগে বাংলাটা লিখতে শেখ ঠিক করে, জ্ঞান পরে মারাস, ""খিসতি"" ""পরিযায়ি"" ""ছারা"" ""শিখিয়েছো"" এসব আবার কি কথা? হাফগান্ডু মাল শালা",bn
1569935775340589056,['1569935775340589056'],2022-09-14T06:27:11.000Z,3151598514,RT @Singer_kaushiki: I am an amazing cook.. u name a Disha ne I can make it nicely 😁😁#overconfidentcook,en
1569935510961004546,['1569935510961004546'],2022-09-14T06:26:08.000Z,3151598514,"@Singer_kaushiki You are an all-rounder, I knew it,😬😬",en
1569932268151648258,['1569932268151648258'],2022-09-14T06:13:15.000Z,3151598514,"@Singer_kaushiki Pranam Mam, 🙏 curious to know, what is the best dish you can cook?? 😬 #askKaushiki",en
1569928296842002435,['1569928296842002435'],2022-09-14T05:57:28.000Z,3151598514,"@sujitkumarpanj2 @me_locket বাপের বয়সী, দুটো খিস্তি মারবো ভালো লাগবে?  চুপচাপ থাক",bn
1569622861748531200,['1569622861748531200'],2022-09-13T09:43:47.000Z,3151598514,@me_locket এবার জেলের মধ্যে বিয়ে করে নে দুটোয় মিলে,bn
1569187321672798210,['1569187321672798210'],2022-09-12T04:53:06.000Z,3151598514,#NewProfilePic https://t.co/CDBwLc1CZI,qme
1566388108375244801,['1566388108375244801'],2022-09-04T11:30:01.000Z,3151598514,"@me_locket যতই রুদ্রাক্ষর মালা পড়ে সাধ্বী সাজার চেষ্টা করো ""সাধের নাইটি এসেছে শহরে "" কেউ ভুলবে না কোনোদিন https://t.co/IXKYM0tfgD",bn
1566387077604057089,['1566387077604057089'],2022-09-04T11:25:56.000Z,3151598514,"@me_locket যেখানকার লোক তোমায় ভোট দিয়ে জেতালো সেখানে বছরে একবারও যাও না দরকারের সময়। অশান্তি পাকানোর সময় পেছন উঁচু করে চলে যাও। ঢ্যামনামো আর ভগবানের পূজা একসাথে চলতে পারে না, বুঝলে মাসি ?",bn
1565411729722724352,['1565411729722724352'],2022-09-01T18:50:14.000Z,3151598514,RT @shovan101: She's pretty clear about her stand and lucidly explains it. She says @MamataOfficial did NOT steal her glory. https://t.co/u…,en
1562005151527112704,['1562005151527112704'],2022-08-23T09:13:43.000Z,3151598514,@aryanshfl 🤣🤣🤣🤣🤣 Khwab dekhne ki bhi hadd hoti hai,hi
1558466938883670017,['1558466938883670017'],2022-08-13T14:54:07.000Z,3151598514,"RT @lama_thanka: Chinnamasta

.
.
.
.
.

#nepal #bhaktapurdurbarsquare #lamathankapaintingschool #thangka #thangkaschool #buddhism #hinduis…",et
1556874363957174273,['1556874363957174273'],2022-08-09T05:25:48.000Z,3151598514,"@TanwiD77 তাছাড়াও আমাদের বাড়িতে গুরু পরম্পরায় হিন্দুধর্ম, বঙ্গ দেশ, তন্ত্র ইত্যাদি সম্পর্কে অনেক কিছুই শিক্ষা দেওয়া হয়। তাই আপনার পুঁথিগত ঠুনকো জ্ঞান আপনার কাছেই রাখুন, সেগুলো রাজনীতির ময়দানে ব্যবহার করবেন। রাজনীতির মধ্যে ধর্মকে টেনে এনে জোড়াফুলের সম্মান কিছু বাড়াচ্ছেন না আপনি।",bn
