id,author_id,lang,text,edit_history_tweet_ids,created_at
1597067467775676416,1470964371094339584,en,"RT @AliciaBrauns: Mother Hummingbird raised 5 babies on R front porch during creation of #HummingbirdWarriors #NFTs . 
Love the magic she b…",['1597067467775676416'],2022-11-28T03:18:51.000Z
1597022869493383168,1470964371094339584,und,@AliciaBrauns 💜🙏 https://t.co/c395mfHOp3,['1597022869493383168'],2022-11-28T00:21:37.000Z
1597022642972028928,1470964371094339584,en,We love our Sofia bee that brought us into the Social Bees #nftcommunity another #nftproject that's helping people. #HummingbirdWarriors are beyond grateful 🙏 💜🌍 https://t.co/wjMrRsXAoi,['1597022642972028928'],2022-11-28T00:20:43.000Z
1597021587735474176,1470964371094339584,en,"RT @AliciaBrauns: Fruit of wisdom = Green Apple 
🍏 symbolism of today🍏
Inspires heathy diet &amp; lifestyle. #hummingbirdwarriors  #NFTs  

#Mi…",['1597021587735474176'],2022-11-28T00:16:32.000Z
1597013618566246402,1470964371094339584,en,"RT @H3Energy_: Shaver Lake just lit up their tree to bring the community together. Over 350,000 acres burned in this area in 2020. Our amaz…",['1597013618566246402'],2022-11-27T23:44:52.000Z
1597012707890167808,1470964371094339584,en,@tyhenrymedium Happy Holidays @tyhenrymedium  Positivity happening everyday! Appreciate your work so much! You are helping people in so many ways. We have met amazing people here doing good things for our planet &amp; humanity ❤️ 🌈🙏💜🌍. Wish you a restful and fun holiday for you and your  fam! https://t.co/7rILEVXUyX,['1597012707890167808'],2022-11-27T23:41:15.000Z
1596962506752204800,1470964371094339584,en,@DomieZnft @AliciaBrauns Appreciate you! https://t.co/WOvNWAV0RB,['1596962506752204800'],2022-11-27T20:21:46.000Z
1596962417778442240,1470964371094339584,en,"RT @DomieZnft: Won this super cool sticker from the humming bird duo @AliciaBrauns and @H3Energy_  

Thanks a lot, love it!!! https://t.co/…",['1596962417778442240'],2022-11-27T20:21:25.000Z
1596941825087979520,1470964371094339584,zxx,https://t.co/LnCuJILTqC,['1596941825087979520'],2022-11-27T18:59:35.000Z
1596932314163912704,1470964371094339584,en,"RT @H3Energy_: Start your week right!🌍🤟💜🙏🌈
Set a reminder for my upcoming Space! https://t.co/LnCuJILTqC",['1596932314163912704'],2022-11-27T18:21:47.000Z
1596932254097629184,1470964371094339584,en,RT @H3Energy_: #HummingbirdWarriors wish you a wonderful morning &amp; a great day! We CAN make this a better 🌎 together!💜🌏 #bethechange #h3ene…,['1596932254097629184'],2022-11-27T18:21:33.000Z
1596926602041958401,1470964371094339584,en,"Shaver Lake just lit up their tree to bring the community together. Over 350,000 acres burned in this area in 2020. Our amazing #nftcommunity is planning trees &amp; helping the town recover. Thank u! @onetreeplanted #HummingbirdWarriors Let's Grow! #Bethechange #climatechange #NFTs https://t.co/V6HcFauDXn",['1596926602041958401'],2022-11-27T17:59:06.000Z
1596888009328451584,1470964371094339584,en,"RT @AliciaBrauns: Symbolism of today :  
When u see a shovel remember to ✨
Dig your path towards inner knowledge &amp; self-reflection.  #hummi…",['1596888009328451584'],2022-11-27T15:25:44.000Z
1596887386121637888,1470964371094339584,en,@opensea GM! @AliciaBrauns &amp; opensea https://t.co/D9jxhroZCS,['1596887386121637888'],2022-11-27T15:23:16.000Z
1596707068219904000,1470964371094339584,en,"RT @AliciaBrauns: Join #H3Energy ✨#HummingbirdWarriors ✨
tomorrow @11am PST 2 start ur week with positive #NFT mindset.  ❤️🌲❤️
Every Sunday…",['1596707068219904000'],2022-11-27T03:26:45.000Z
1596640795121315840,1470964371094339584,en,@trailerlot22 @AliciaBrauns @TheEscapeVerse @TheBlueDannyB @Barleska11 @ThaddeusIkechu3 @battlebunnynft @VoodooCartel @Komards_NFTS You all look amazing! Glad they can keep you warm and bring joy! https://t.co/eB64twg0yv,['1596640795121315840'],2022-11-26T23:03:24.000Z
