lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1597081629163675648'],I’m just so mad these bitches gave me the wrong information,2984410546,1597081629163675648,2022-11-28T04:15:07.000Z
en,['1597081551543865346'],I knew what I was feeling wasn’t wrong,2984410546,1597081551543865346,2022-11-28T04:14:48.000Z
en,['1597080607091089409'],Can’t deal with the selfishness,2984410546,1597080607091089409,2022-11-28T04:11:03.000Z
en,['1597080470684323845'],I love ms Trina so much,2984410546,1597080470684323845,2022-11-28T04:10:31.000Z
en,['1597080311162363906'],Chose where you would rather be,2984410546,1597080311162363906,2022-11-28T04:09:53.000Z
en,['1597080215184080896'],Like I’m looking for sympathy,2984410546,1597080215184080896,2022-11-28T04:09:30.000Z
en,['1597079844889628673'],I would fuckin never,2984410546,1597079844889628673,2022-11-28T04:08:01.000Z
en,['1597079483177381889'],Like literally the last person that called my phone,2984410546,1597079483177381889,2022-11-28T04:06:35.000Z
en,['1597078475797512193'],"RT @itswords_: to anyone who is carrying a heavy heart in silence, it’s gonna be okay someday.",2984410546,1597078475797512193,2022-11-28T04:02:35.000Z
en,['1597078445053210624'],I shut down so much,2984410546,1597078445053210624,2022-11-28T04:02:28.000Z
en,['1597078403051835392'],&amp; this is why,2984410546,1597078403051835392,2022-11-28T04:02:18.000Z
en,['1597077180651274241'],These bitches,2984410546,1597077180651274241,2022-11-28T03:57:26.000Z
en,['1597076950907908097'],Real life shit really exposes a lot,2984410546,1597076950907908097,2022-11-28T03:56:32.000Z
en,['1597076860961112064'],I would never,2984410546,1597076860961112064,2022-11-28T03:56:10.000Z
en,['1597076039359873025'],Just regret saying anything at all,2984410546,1597076039359873025,2022-11-28T03:52:54.000Z
en,['1597070485631946752'],Brandon all like Neek don’t die on me man 😂🤦🏽‍♂️,2984410546,1597070485631946752,2022-11-28T03:30:50.000Z
en,['1597069729000456199'],RT @globalzaay: I wish I could turn my mind off sometimes,2984410546,1597069729000456199,2022-11-28T03:27:50.000Z
en,['1597069530588942336'],RT @Moneyfetishc: I tell everyone “I’m good” because wtf they gone do if I’m not..,2984410546,1597069530588942336,2022-11-28T03:27:02.000Z
en,['1597069431393644544'],RT @hotsmoovy: I got 1 marriage in me. And that’s it.,2984410546,1597069431393644544,2022-11-28T03:26:39.000Z
en,['1597067835066703872'],🤦🏽‍♂️ please let everything be ok,2984410546,1597067835066703872,2022-11-28T03:20:18.000Z
en,['1597067383470174209'],I hate worrying my moms,2984410546,1597067383470174209,2022-11-28T03:18:30.000Z
en,['1597067292013391872'],I just hope I’m not here all night,2984410546,1597067292013391872,2022-11-28T03:18:09.000Z
en,['1597067116016197633'],I appreciate them so much man,2984410546,1597067116016197633,2022-11-28T03:17:27.000Z
en,['1597049747566919682'],Seen it all over my face,2984410546,1597049747566919682,2022-11-28T02:08:26.000Z
en,['1597049507895980037'],Feel weak asF right now and it came outta nowhere,2984410546,1597049507895980037,2022-11-28T02:07:29.000Z
en,['1597016582961917952'],We got new ppl 😩,2984410546,1597016582961917952,2022-11-27T23:56:39.000Z
en,['1597012900165472256'],RT @locced_upp: I don’t judge shit. Life is different for everybody. I just continue to work on me. 💯🤞🏾,2984410546,1597012900165472256,2022-11-27T23:42:01.000Z
en,['1597001995860443137'],Definitely goin need it,2984410546,1597001995860443137,2022-11-27T22:58:41.000Z
en,['1597001898217046017'],Filled my tank up for the week,2984410546,1597001898217046017,2022-11-27T22:58:18.000Z
en,['1596998991639502849'],My intuition boy oh boy I telll you,2984410546,1596998991639502849,2022-11-27T22:46:45.000Z
en,['1596998664488386561'],It was the lie for me smh,2984410546,1596998664488386561,2022-11-27T22:45:27.000Z
en,['1596993586247401473'],Them fuckin ravens glad I didn’t do no bets today,2984410546,1596993586247401473,2022-11-27T22:25:16.000Z
en,['1596993190690664449'],Let me stop checking my phone,2984410546,1596993190690664449,2022-11-27T22:23:42.000Z
en,['1596992881759522816'],Bout to be a busy December,2984410546,1596992881759522816,2022-11-27T22:22:28.000Z
en,['1596990710397358080'],RT @KaylarWill: I’m a lover girl real bad these days. I do not subscribe to nonchalantness anymore. Hoe my heart is on FIRE. 😂,2984410546,1596990710397358080,2022-11-27T22:13:50.000Z
en,['1596990458743631872'],"RT @jayythewave: family: that’s our cousin
me: no that’s your cousin🙄",2984410546,1596990458743631872,2022-11-27T22:12:50.000Z
en,['1596989423719452673'],No answer is an answer,2984410546,1596989423719452673,2022-11-27T22:08:43.000Z
en,['1596989290701287427'],I’m just going to call back on a lot of things,2984410546,1596989290701287427,2022-11-27T22:08:12.000Z
en,['1596984447832055808'],Best friend wanna go to mgm but I can’t 😩,2984410546,1596984447832055808,2022-11-27T21:48:57.000Z
