id,author_id,created_at,text,edit_history_tweet_ids,lang
1597077771276021760,2322615734,2022-11-28T03:59:47.000Z,@DaveMacLachlan1 Hold On Tight 👍,['1597077771276021760'],en
1596962394273562626,2322615734,2022-11-27T20:21:19.000Z,@mchkzn Don’t recognize the interior today compared to back in the late 70s early 80s.,['1596962394273562626'],en
1596920721317691392,2322615734,2022-11-27T17:35:43.000Z,@DaveMacLachlan1 Blondie stays,['1596920721317691392'],en
1596889707094241280,2322615734,2022-11-27T15:32:29.000Z,@hockey_samurai Hubert « Pit » Martin https://t.co/hQNdic6PBn,['1596889707094241280'],in
1596886266439938054,2322615734,2022-11-27T15:18:49.000Z,@softtail65 Light Up - Styx,['1596886266439938054'],en
1596885519375691776,2322615734,2022-11-27T15:15:51.000Z,"@AllyKat_1984 Voted My Sweet Lord - George
Added Sweet Caroline - Neil Diamond",['1596885519375691776'],en
1596850216065720321,2322615734,2022-11-27T12:55:34.000Z,"@Casual_Bob_ Voted Rod Stewart
Added Tell Me Lies - Fleetwood Mac",['1596850216065720321'],en
1596848964606664704,2322615734,2022-11-27T12:50:35.000Z,@DaveMacLachlan1 Night Moves - Bob Seger,['1596848964606664704'],en
1596733354426396674,2322615734,2022-11-27T05:11:12.000Z,@rickyricksmusic Garlic press,['1596733354426396674'],en
1596732383675682816,2322615734,2022-11-27T05:07:20.000Z,@kelly_ques Lorelei - Styx,['1596732383675682816'],ro
1596613040820076546,2322615734,2022-11-26T21:13:07.000Z,@rickyricksmusic Sure did 👍,['1596613040820076546'],en
1596605816613834752,2322615734,2022-11-26T20:44:24.000Z,"@JVMonte2 This Flight Tonight cover by Nazareth of Joni Mitchell

https://t.co/KibayoXAfg",['1596605816613834752'],en
1596554921964630017,2322615734,2022-11-26T17:22:10.000Z,@Route_60plus Rich Little from my hometown Ottawa,['1596554921964630017'],en
1596554567705133056,2322615734,2022-11-26T17:20:46.000Z,@lancecheek Going to say  « Hooked On A Feeling » . These songs are worthy of a special playlist.,['1596554567705133056'],en
1596498961870864385,2322615734,2022-11-26T13:39:48.000Z,@DaveMacLachlan1 Sam Stone - John Prine,['1596498961870864385'],en
1596495113026678784,2322615734,2022-11-26T13:24:31.000Z,@DaveMacLachlan1 Toys In The Attic 👍,['1596495113026678784'],en
1596474603828019200,2322615734,2022-11-26T12:03:01.000Z,"@IPhillips79 @jocasipe Bangles - Manic Monday
Go Gos - Our Lips Are Sealed
Bananarama - Venus
Trio (super group) Parton, Harris, Ronstadt - After The Gold Rush",['1596474603828019200'],en
1596465041959591937,2322615734,2022-11-26T11:25:01.000Z,@ProducerDrew_ @NormDevine 👋,['1596465041959591937'],und
1596360193624924160,2322615734,2022-11-26T04:28:23.000Z,"@AllyKat_1984 Voted the Boss
Added - Jailhouse Rock 👍",['1596360193624924160'],en
1596355239107756032,2322615734,2022-11-26T04:08:42.000Z,@ThatEricAlper I've Got A Tiger By The Tail - Buck Owens,['1596355239107756032'],en
1596340183116513286,2322615734,2022-11-26T03:08:52.000Z,@oldhockeycards And no ads on the ice as well😉,['1596340183116513286'],en
1596254267983159302,2322615734,2022-11-25T21:27:29.000Z,@HunterZThompson Only old fogey like me would remember Reggie Fleming with 4,['1596254267983159302'],en
1596243863684816896,2322615734,2022-11-25T20:46:08.000Z,"@NormDevine @oldhockeycards How about Cesare Maniago at 6'3"" 😉",['1596243863684816896'],en
1596211757072404480,2322615734,2022-11-25T18:38:33.000Z,"@JVMonte2 Bobcaygeon - Trsgically Hip

https://t.co/dshLhUYFXt",['1596211757072404480'],und
1596191303758667776,2322615734,2022-11-25T17:17:17.000Z,@DaveMacLachlan1 ELO stays 👍,['1596191303758667776'],en
1596177968761479168,2322615734,2022-11-25T16:24:17.000Z,@CraigSearle1 @CPercySearle Such a great pics thanks for sharing. Hope you had a great time.,['1596177968761479168'],en
1596177165380653056,2322615734,2022-11-25T16:21:06.000Z,"@DaveMacLachlan1 Dance The Night Away - The Mavricks

https://t.co/rxHKqzTs2V",['1596177165380653056'],en
1595999424605749248,2322615734,2022-11-25T04:34:49.000Z,@DaveMacLachlan1 Ring of 🔥,['1595999424605749248'],en
1595981091394961408,2322615734,2022-11-25T03:21:58.000Z,@SASfurrowedBrow @nut_history He sure did and won the NL Cy Young in 74. Saw him pitch in early 70's with the Expos and was a fan from that point.,['1595981091394961408'],en
1595956610211487746,2322615734,2022-11-25T01:44:41.000Z,@crabb_jim Katey Sagal aka Peg Bundy or Gemma from SOA,['1595956610211487746'],in
1595878111987515396,2322615734,2022-11-24T20:32:46.000Z,RT @MapleLeafs: Statement from Maple Leafs President and Alternate Governor Brendan Shanahan on the passing of Börje Salming: https://t.co/…,['1595878111987515396'],en
1595875403075588096,2322615734,2022-11-24T20:22:00.000Z,@DaveMacLachlan1 https://t.co/7iuXTrwcIE,['1595875403075588096'],qme
1595782350704676864,2322615734,2022-11-24T14:12:15.000Z,"@AllyKat_1984 Voted American Pie
Added Porcupine Pie - Neil Diamond 😉",['1595782350704676864'],en
1595631563915644928,2322615734,2022-11-24T04:13:04.000Z,@NormDevine The one that got away … 🤔,['1595631563915644928'],en
1595626270930378752,2322615734,2022-11-24T03:52:02.000Z,@PGAPappas https://t.co/3ig4thQFVh,['1595626270930378752'],qme
1595601513241616385,2322615734,2022-11-24T02:13:40.000Z,@nut_history Mike Marshall https://t.co/OvafoAjc1g,['1595601513241616385'],en
1595423966591680515,2322615734,2022-11-23T14:28:09.000Z,@DaveMacLachlan1 Chrissy and The Pretenders stay 👍,['1595423966591680515'],en
1595423780142292992,2322615734,2022-11-23T14:27:25.000Z,@DaveMacLachlan1 Sunday Morning Coming Down- Johnny Cash,['1595423780142292992'],en
1595412603748204546,2322615734,2022-11-23T13:43:00.000Z,"@AllyKat_1984 Voted George Thorogood
Added It’s 5 0’clock Somewhere - Alan Jackson/Jimmy Buffet",['1595412603748204546'],en
1595256414905278465,2322615734,2022-11-23T03:22:22.000Z,"@ThatEricAlper Cosmos Factory - CCR
Rumours - Fleetwood Mac
Dark Side of The Moon - Pink Floyd
Greatest Hits - The Eagles",['1595256414905278465'],en
1595248136783642629,2322615734,2022-11-23T02:49:28.000Z,@NormDevine @GusV55 Ramble Tamble is a great song as intro but so underrated! Does not get the plaudits it deserves.,['1595248136783642629'],en
1595152768834342915,2322615734,2022-11-22T20:30:31.000Z,@DaveMacLachlan1 Boss stays 👍,['1595152768834342915'],en
1594936243103711232,2322615734,2022-11-22T06:10:07.000Z,@TSNJR Sens record 6-11-1 with -7 differential and Thanksgiving just a few days from now … safe to say better luck next year for playoffs? It’s rather unfortunate but they don’t seem to have any answers at this point.,['1594936243103711232'],en
1594902441060884487,2322615734,2022-11-22T03:55:48.000Z,"@DLee075 Nighthawk, enjoy west coast games 😉",['1594902441060884487'],en
1594894846141304832,2322615734,2022-11-22T03:25:37.000Z,@rickyricksmusic Yep and used one of these 👇 https://t.co/Lb1vGwnORC,['1594894846141304832'],en
1594888704883138565,2322615734,2022-11-22T03:01:13.000Z,@socorros1765 Newhart Finale - You should wear more sweaters. https://t.co/0irLts4Y3t,['1594888704883138565'],en
1594857338292342784,2322615734,2022-11-22T00:56:35.000Z,@DaveMacLachlan1 Sister Golden Hair 👍,['1594857338292342784'],tr
1594667183283769345,2322615734,2022-11-21T12:20:58.000Z,"@AllyKat_1984 Voted Sir Elton
Added Come Monday - Jimmy Buffett",['1594667183283769345'],en
1594666417961734145,2322615734,2022-11-21T12:17:56.000Z,@DaveMacLachlan1 Rock This Town - Stray Cats,['1594666417961734145'],en
1594484783303770112,2322615734,2022-11-21T00:16:11.000Z,@SomeMusicDude Sitting On The Dock of The Bay - Otis Redding,['1594484783303770112'],en
1594448426888224768,2322615734,2022-11-20T21:51:43.000Z,@ThatEricAlper https://t.co/acCQhhCnfV,['1594448426888224768'],qme
1594366741521596418,2322615734,2022-11-20T16:27:07.000Z,@DaveMacLachlan1 Bombers Threepeat,['1594366741521596418'],en
1594365310991478784,2322615734,2022-11-20T16:21:26.000Z,@RnRNationlive Headpins’ Darby Mills/Rosa Laricchuita and Toronto’s Holly Woods,['1594365310991478784'],en
1594358532761157632,2322615734,2022-11-20T15:54:30.000Z,"@DaveMacLachlan1 Hard To Be Humble - Mac Davis

https://t.co/NZDnJL6CGk",['1594358532761157632'],en
1594353803406770176,2322615734,2022-11-20T15:35:43.000Z,@hockey_samurai Joe Mullen https://t.co/xVSY4bhDi9,['1594353803406770176'],nl
1594353481015435264,2322615734,2022-11-20T15:34:26.000Z,"@SomeMusicDude Kansas
Kinks
Kiss
Kentucky Headhunters",['1594353481015435264'],en
1594352620684156929,2322615734,2022-11-20T15:31:01.000Z,"@softtail65 Sweet Dreams Baby - Roy Orbison

https://t.co/r0dDayUzhA",['1594352620684156929'],en
1594327425596493824,2322615734,2022-11-20T13:50:54.000Z,@senstalk_ @KevinFr65525204 Eventually Sens should Bring them up and let them play together allowing for chemistry and compete levels to flourish like the Habs did back in the day with Tremblay and Risebrough. They would be perfect on third line and perhaps PK IMO.,['1594327425596493824'],en
1594322946465697800,2322615734,2022-11-20T13:33:06.000Z,"@AllyKat_1984 @thebeatles Voted Hard Days Night
Added These Are The Days - Van Morrison",['1594322946465697800'],en
1594172940408397824,2322615734,2022-11-20T03:37:01.000Z,@RealChrisSays CCR👍,['1594172940408397824'],und
1594098284897128449,2322615734,2022-11-19T22:40:22.000Z,@whobedannyd @DaveMacLachlan1 Great 1st cut from a great album👍,['1594098284897128449'],en
1594007271872274435,2322615734,2022-11-19T16:38:43.000Z,"@AllyKat_1984 Voted Fat Bottom Girls
Added Brown Eyed Girl - Van Morrison",['1594007271872274435'],en
1594000676694024192,2322615734,2022-11-19T16:12:31.000Z,"@AllyKat_1984 J - Jackson
O - Only The Lonely
H - Have You Ever Seen The Rain
N - New Kid In Town",['1594000676694024192'],en
1593999098918866945,2322615734,2022-11-19T16:06:14.000Z,@Senators @SkipTheDishes The “C” Brady Tkachuk,['1593999098918866945'],en
1593998355515981824,2322615734,2022-11-19T16:03:17.000Z,"@softtail65 Try A Little Kindness - Glen Campbell 
“Don't walk around the down and out
Lend a helping hand instead of doubt”",['1593998355515981824'],en
1593813504494018560,2322615734,2022-11-19T03:48:45.000Z,@_HeyitsmeAllie @BuffaloBills https://t.co/11qWAcYzFO,['1593813504494018560'],qme
1593811308809420801,2322615734,2022-11-19T03:40:02.000Z,@DaveMacLachlan1 Whiskey In The Jar,['1593811308809420801'],en
1593807320055775233,2322615734,2022-11-19T03:24:11.000Z,@LouStagner @TLeclair10 GIR for me. Let my putting take care of itself.,['1593807320055775233'],en
1593765798677454849,2322615734,2022-11-19T00:39:11.000Z,@nut_history The Kid Gary Carter https://t.co/iE3c9TGwWw,['1593765798677454849'],en
1593724097749549057,2322615734,2022-11-18T21:53:29.000Z,@robmillertime Agree 👍 https://t.co/2aizgt0XdB,['1593724097749549057'],en
