text,edit_history_tweet_ids,author_id,created_at,id,lang
"@ontheprowl_MN I'm sorry, been a Minnesota sports fan for over 60 years but watching this Wolves team is one of the more difficult experiences I have had.  Slow, plodders, poor ball movement, no help on defense and they often appear to start the game about 3 minutes later than the other team.",['1596970051093278720'],2305332182,2022-11-27T20:51:45.000Z,1596970051093278720,en
"RT @linjianyangbe: Blood Pheasant, seen in southwestern China's Sichuan province.
It is under second-class state protection.
credit 炊事班长
🌹…",['1596961487444406273'],2305332182,2022-11-27T20:17:43.000Z,1596961487444406273,en
"RT @lejinjin: Guess the name of the bird🐦

#birds #nature #photos
#LovelyBirdsInChina https://t.co/9uSYqok0G7",['1596913489528119301'],2305332182,2022-11-27T17:06:59.000Z,1596913489528119301,en
"Always Scouting

I learn so much each time I can spend a little quiet time sitting in one spot watching eagles. Sometimes I wonder if they are perpetually hungry as they are continually scouting the countryside for movement of something that might provide them a meal.
#eatmore https://t.co/OqPeF61x5m",['1596831550641168384'],2305332182,2022-11-27T11:41:24.000Z,1596831550641168384,en
"RT @linjianyangbe: Great Hornbill (双角犀鸟), in SW China's Yunnan province.
It is under top-class state protection.
credit 悦鸟鸣娴 

🌹🌹
#China  #…",['1596137843059195905'],2305332182,2022-11-25T13:44:51.000Z,1596137843059195905,en
@suggpixc Best I have ever been on. Your country has epic scenery.,['1596137618009657347'],2305332182,2022-11-25T13:43:57.000Z,1596137618009657347,en
"RT @linjianyangbe: Oriental Pied Hornbill (冠斑犀鸟), in SW China's Yunnan province.
It is under top-class state protection.
credit 悦鸟鸣娴 

🌹🌹
#…",['1596111261334474755'],2305332182,2022-11-25T11:59:13.000Z,1596111261334474755,en
"Travails of Age

Relaxing with coffee in an isolated area I heard these eagles coming but my slowness in setting down my coffee, picking up my camera and finding them in my telephoto lens took too long for a better shot.
#oldage #foiled #settle4this #TwitterNaturePhotography https://t.co/JYaufLqcBK",['1596110742331310080'],2305332182,2022-11-25T11:57:09.000Z,1596110742331310080,en
RT @TheThrivingWild: Whoohoo! Only a little bit more to go!! Last little sneak peek before it’s DONE! Can’t wait to share the finished pain…,['1595464528900554755'],2305332182,2022-11-23T17:09:20.000Z,1595464528900554755,en
"RT @lejinjin: Guess the name of the bird🐦

#birds #nature #photos
#LovelyBirdsInChina https://t.co/bY7fVu2zuz",['1595414657308704770'],2305332182,2022-11-23T13:51:10.000Z,1595414657308704770,en
RT @birdnomoj: Afrika maraglo 🌍 #Afrikajbirdoj | #Esperanto #birdnomoj #birdoj https://t.co/pSQD3b7M3K,['1595414301015433221'],2305332182,2022-11-23T13:49:45.000Z,1595414301015433221,tl
"Still Deciding

Some belted kingfishers stay through winter in Minnesota if there is open water nearby.  Don't ask me why.  Others migrate as far south as the top of South America. Taken yesterday.

#birds #CambridgeMN #leavewhileUcan #noshameinleaving #IQtest #nikonphotography https://t.co/LHjX36RQi4",['1595379621423357952'],2305332182,2022-11-23T11:31:57.000Z,1595379621423357952,en
"@NWSduluth No problem, it makes your readers more engaged as they try to figure out what you are saying.",['1595203030999306250'],2305332182,2022-11-22T23:50:14.000Z,1595203030999306250,en
"@StarTribune Few people believe this, not even Pfizer's CEO.  Poor summary.",['1595152613162782720'],2305332182,2022-11-22T20:29:54.000Z,1595152613162782720,en
"RT @linjianyangbe: Silver Pheasant (白鹇). It is under second-class state protection in China.
credit 宸汐

🌹🌹
#China  #nature #peace 
#wildlif…",['1595018309115809868'],2305332182,2022-11-22T11:36:13.000Z,1595018309115809868,en
@ontheprowl_MN There are a lot of college teams that shoot better than the Wolves.  I struggle trying to be interested in this team.  Can we hit the restart button on the season?,['1594875549540880385'],2305332182,2022-11-22T02:08:57.000Z,1594875549540880385,en
"RT @linjianyangbe: Eastern Cattle Egret (牛背鹭) and a food-chain story. 
credit 土加木

💀☠️☠️
#China  #nature #peace 
#wildlife #photography
#bi…",['1594688848109637632'],2305332182,2022-11-21T13:47:03.000Z,1594688848109637632,ja
@TaniBergeron Wonderful shot!,['1594688679355850752'],2305332182,2022-11-21T13:46:23.000Z,1594688679355850752,en
"RT @linjianyangbe: Eye to eye -- Cormorant and its massive catch. 
credit 漫慢

🌹😎
#China  #nature #peace 
#wildlife #photography
#birds #Bir…",['1594347586298732545'],2305332182,2022-11-20T15:11:00.000Z,1594347586298732545,en
"RT @linjianyangbe: Black-throated Bushtit (红头长尾山雀), in soutwestern China's Yunnan province.
credit 易百欣

🌹😎
#China  #nature #peace 
#wildlif…",['1593927056110280712'],2305332182,2022-11-19T11:19:58.000Z,1593927056110280712,zh
"Pump is Dry

A rusted pump with no handle greets occasional visitors to this multi-faceted barn with add-ons.  Few youngsters today can identify with pumps like this and an older adult has to explain to them what purpose they served years ago both outside and inside a farm house https://t.co/DY1D4h1ULq",['1593926576181313536'],2305332182,2022-11-19T11:18:04.000Z,1593926576181313536,en
"RT @linjianyangbe: female Silver-breasted Broadbill (银胸丝冠鸟), in southwestern China's Yunnan province. Female birds have a silver necklace.…",['1593695459272425472'],2305332182,2022-11-18T19:59:41.000Z,1593695459272425472,en
"RT @linjianyangbe: Himalayan Vulture &amp; Bearded Vulture (right), in southwestern China's #Tibet autonomous region. 
credit 三峡之子

🌹🌹🌹
#China…",['1593201242624634880'],2305332182,2022-11-17T11:15:51.000Z,1593201242624634880,en
"RT @linjianyangbe: Grey Peacock-Pheasant (灰孔雀雉), spotted in southwestern China's Yunnan province. 
It is under top-class state protection.…",['1593199505666887680'],2305332182,2022-11-17T11:08:57.000Z,1593199505666887680,en
"RT @linjianyangbe: Close-up of Black-winged Stilt (黑翅长脚鹬). It has long pink legs and a long thin black bill. 
credit 闲云野鹤57

🌹🌹🌹
#China  #n…",['1592983932932599808'],2305332182,2022-11-16T20:52:20.000Z,1592983932932599808,zh
"RT @studio22artz: Progress on foxy. He’s slowly getting there. At least I’ve managed to work on a few things over the last couple of days,…",['1592610708738699266'],2305332182,2022-11-15T20:09:16.000Z,1592610708738699266,en
RT @birdnomoj: Ridema kukabarao 🌏 #Aŭstraliajbirdoj | #Esperanto #birdnomoj #birdoj https://t.co/fsMQufjyCG,['1592515663889063936'],2305332182,2022-11-15T13:51:36.000Z,1592515663889063936,in
"For Better or Worse

In the waning hours of yet another day, an erect silo stands by its broken down companion of many decades. When first constructed they probably looked like they would last forever but the ravages of time and use has ended the usefulness of the old barn. https://t.co/W4k8SVaQBj",['1592483765473120257'],2305332182,2022-11-15T11:44:51.000Z,1592483765473120257,en
@nigeldanson Always enjoy your woodland shots.,['1592254142357319680'],2305332182,2022-11-14T20:32:24.000Z,1592254142357319680,en
RT @studio22artz: This one is now complete. It’ll be off to the US quite soon I hope. #art #drawing #hare #colouredpencilart https://t.co/K…,['1592157015404843009'],2305332182,2022-11-14T14:06:27.000Z,1592157015404843009,en
"RT @linjianyangbe: Crested Kingfisher (冠鱼狗), is a very large kingfisher that is native to parts of Eastern and Southern Asia, stretching ea…",['1592112773588455425'],2305332182,2022-11-14T11:10:39.000Z,1592112773588455425,en
RT @KFlanaganphotos: Evening Grosbeak #birdphotography #nature #wildlife #birds #BirdTwitter #NaturePhotography #naturelovers #TwitterNatur…,['1591255941189861379'],2305332182,2022-11-12T02:25:55.000Z,1591255941189861379,en
RT @Fameisfickle: Connection https://t.co/RTnJJepsBo,['1591148951654510592'],2305332182,2022-11-11T19:20:46.000Z,1591148951654510592,en
"@ontheprowl_MN Simply unwatchable once they fall behind in the first quarter.  Plodding, feet in cement, slow to react defensively, many amateur passes, spacing is horrible and they look like they don't like playing with each other.",['1590544027237384193'],2305332182,2022-11-10T03:17:01.000Z,1590544027237384193,en
@JocAPhotography Beautiful shot!,['1590500633823834112'],2305332182,2022-11-10T00:24:35.000Z,1590500633823834112,en
"Quiet Spirit

Stillness of the sunrise in this scene reminded me of how comparatively quiet farm folks were when I grew up. Today’s raucous environment where cancelling out people we disagree with is the norm,  many of us older ones contemplate with warmth those days of long ago. https://t.co/SJOOC6dL1V",['1590315859213692929'],2305332182,2022-11-09T12:10:22.000Z,1590315859213692929,en
"RT @r_toneguzzo: This is one of my favourites, a White-Bellied Sea Eagle  grabs an Arafura File Snake which grow to 2.5 meters and over 10…",['1589923024232669184'],2305332182,2022-11-08T10:09:22.000Z,1589923024232669184,en
@ontheprowl_MN Last year's team was more fun to watch.,['1589815269823639552'],2305332182,2022-11-08T03:01:12.000Z,1589815269823639552,en
@nigeldanson Nice composition.,['1589231689410412550'],2305332182,2022-11-06T12:22:15.000Z,1589231689410412550,en
What beautiful birds! https://t.co/864N3QgM4S,['1589215135906025478'],2305332182,2022-11-06T11:16:29.000Z,1589215135906025478,en
"RT @linjianyangbe: Blue-tailed Bee-eater (栗喉蜂虎). 
It is under second-class state protection in China.
credit 捨得

🌹🌹
#China  #nature #birds…",['1588853474963619840'],2305332182,2022-11-05T11:19:22.000Z,1588853474963619840,en
"RT @r_toneguzzo: This is the male White-bellied Sea Eagle which is smaller than the female but still a huge powerful bird.
What a privilege…",['1588490257535827968'],2305332182,2022-11-04T11:16:04.000Z,1588490257535827968,en
"@studio22artz Good luck!  Love your work, nothing like meeting potential buyers face to face.",['1588271877801529344'],2305332182,2022-11-03T20:48:18.000Z,1588271877801529344,en
"@KFlanaganphotos Love all your photos of Blue Jays.  I think they are very a very under appreciated species.  If a person is really lucky to catch them, they make a wonderful sight when sitting on snow covered evergreens here in Minnesota.",['1588269999118245888'],2305332182,2022-11-03T20:40:51.000Z,1588269999118245888,en
@nigeldanson Magical!,['1588120050824876032'],2305332182,2022-11-03T10:45:00.000Z,1588120050824876032,es
"Shunted Aside

Partially obscured by  vegetation and relegated to a non-productive slice of farmland, an aging dairy barn is seldom noticed by those who drive by on a country road. For those who do give it a momentary glance, many of them have probably never even entered a barn. https://t.co/WLm8ixac9t",['1588118073294438405'],2305332182,2022-11-03T10:37:09.000Z,1588118073294438405,en
RT @RachelHollisArt: End of year sale of original drawings &amp; paintings plus all fine-art prints has started over on my website! 🥳 https://t…,['1587766295579312131'],2305332182,2022-11-02T11:19:18.000Z,1587766295579312131,en
"RT @r_toneguzzo: A White-bellied Sea Eagle has spotted something and launches into action. 
These big birds can really move when they want…",['1587766148568858625'],2305332182,2022-11-02T11:18:43.000Z,1587766148568858625,en
"Better Prepared

Juvenile eagle perches like he is thinking ahead to the winter months about to hit us Minnesotans. He is nearing the adult stage and probably naively thinking he is better prepared for winter this year.  I used to have that naïve belief too when I was younger. https://t.co/SLa9onKmPy",['1587761451833384961'],2305332182,2022-11-02T11:00:03.000Z,1587761451833384961,en
"RT @linjianyangbe: male Oriental Magpie-Robin (鹊鸲), a fluffy cutie.
credit 康晓鸣
🌹🌹

#China  #nature #birds 
#photography #wildlife https://t…",['1587394927159382016'],2305332182,2022-11-01T10:43:37.000Z,1587394927159382016,ja
"RT @suggpixc: It's always worth sitting quietly in the early morning light, camera at the ready! #thephotohour #birds  #NaturePhotograhpy h…",['1587257662420418561'],2305332182,2022-11-01T01:38:11.000Z,1587257662420418561,en
"RT @linjianyangbe: Elliot's Pheasant (白颈长尾雉). 
It is under top-class state protection in China.
credit 大汉2016 

🌹🌹🥰
#China  #nature #birds…",['1587034657559822337'],2305332182,2022-10-31T10:52:02.000Z,1587034657559822337,ja
"Poorly Named
 
The average observer would be hard pressed to see the faint red on the belly of this species of a Red-bellied woodpecker as the red on the head stands out a lot more. Shot photo early in the morning just as the soft glow of the sun splashed against the bird. https://t.co/eWeI6kw5yP",['1587033991512825857'],2305332182,2022-10-31T10:49:23.000Z,1587033991512825857,en
@ontheprowl_MN No.,['1586897143641563136'],2305332182,2022-10-31T01:45:36.000Z,1586897143641563136,und
RT @studio22artz: Trying to do a bit more on this one today. It’s slow going adding more layers. #art #fox #wildlife https://t.co/nwZCGKVrXP,['1586708373893955585'],2305332182,2022-10-30T13:15:30.000Z,1586708373893955585,en
"Before the White

The last of fall's warmer days and luscious sunrises in Minnesota help but do not assuage the apprehension that another white shoe is about to drop and stay with us for 6 months. #justenjoy #dontlookahead #CambridgeMN https://t.co/dhRv7xWPBi",['1586679523952689157'],2305332182,2022-10-30T11:20:52.000Z,1586679523952689157,en
"RT @linjianyangbe: Reed Parrotbill family, in northeastern China's #Liaoning province. 🤣
credit:观潮

#China #nature #birds 
#photography #野鳥…",['1586315345014448129'],2305332182,2022-10-29T11:13:45.000Z,1586315345014448129,en
@JosephSapia lol,['1586314271629058048'],2305332182,2022-10-29T11:09:29.000Z,1586314271629058048,und
