created_at,text,edit_history_tweet_ids,id,author_id,lang,geo
2022-11-27T20:23:47.000Z,Peak!! https://t.co/a9HXWuSYTM,['1596963015358033920'],1596963015358033920,112789674,en,
2022-11-27T19:50:53.000Z,@__sameoldg Check your dm,['1596954733171744768'],1596954733171744768,112789674,en,
2022-11-26T23:44:47.000Z,"RT @alovetrilogy: 47 years ago today, Donna Summer released “Love To Love You Baby.”

The record became a monumental moment in pop culture…",['1596651208860897280'],1596651208860897280,112789674,en,
2022-11-26T20:56:27.000Z,RT @Gastro_o: Mì Enzo! A star. A starter! 💎,['1596608847556354048'],1596608847556354048,112789674,it,
2022-11-26T13:57:53.000Z,Camavinga W https://t.co/k4ASwLPfik,['1596503512955117569'],1596503512955117569,112789674,es,
2022-11-26T09:01:45.000Z,@uSimeh Ncono eyakho izombona December 😆,['1596428987969871872'],1596428987969871872,112789674,in,
2022-11-26T08:08:01.000Z,Rest in peace to mrholo wayizolo,['1596415463848050688'],1596415463848050688,112789674,cs,
2022-11-26T08:05:22.000Z,🤌🏿 jam https://t.co/9nXBvTV5X5,['1596414799612633093'],1596414799612633093,112789674,und,
2022-11-25T21:05:29.000Z,😂😂 https://t.co/1S7XytQ3fR,['1596248731539492864'],1596248731539492864,112789674,art,
2022-11-25T20:52:14.000Z,England football is average,['1596245398070378498'],1596245398070378498,112789674,en,
2022-11-25T18:01:21.000Z,@Nkosi_Shebi 😂😂😂,['1596202396409294848'],1596202396409294848,112789674,und,
2022-11-24T22:13:50.000Z,@asiago97 😂😂🤣🤣,['1595903547689893890'],1595903547689893890,112789674,und,
2022-11-24T20:31:35.000Z,Stunning goal 🥵,['1595877815676985344'],1595877815676985344,112789674,en,
2022-11-24T17:39:44.000Z,Why sub Kudus 😤,['1595834565490520064'],1595834565490520064,112789674,et,
2022-11-24T17:25:06.000Z,Make sense 😂😂 US ref https://t.co/m3wHQZEa0f,['1595830882002255873'],1595830882002255873,112789674,en,
2022-11-24T17:23:44.000Z,ref drinking Ghana,['1595830541269569544'],1595830541269569544,112789674,en,
2022-11-23T22:05:31.000Z,@slowburn_22 😂😂😂,['1595539064891277312'],1595539064891277312,112789674,und,
