lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1597081389832482816'],@LaylaTexas77 Goodnight Layla 💤🥱😴,282312233,1597081389832482816,2022-11-28T04:14:10.000Z
en,['1597081237939965952'],RT @DefiyantlyFree: The media is the root of all evil in this country.,282312233,1597081237939965952,2022-11-28T04:13:34.000Z
en,['1597080941780164608'],@mb_gigi_tx Goodnight MB 💤🥱😴💙,282312233,1597080941780164608,2022-11-28T04:12:23.000Z
en,['1597080877284339712'],"RT @mb_gigi_tx: Goodnight friends… sleep well. 
💙💙💙 https://t.co/BOZiifMBj2",282312233,1597080877284339712,2022-11-28T04:12:08.000Z
en,['1597077396133670912'],"RT @ToscaAusten: Americans are compassionate and generous people.
But…
Has anyone in Republican McLeadership questioned why the burden of f…",282312233,1597077396133670912,2022-11-28T03:58:18.000Z
zxx,['1597077342895374336'],RT @DefSue3: https://t.co/echKF7gljQ,282312233,1597077342895374336,2022-11-28T03:58:05.000Z
en,['1597077288331317248'],"RT @ToscaAusten: The Biden admin can’t account for tens of billions of dollars sent to Ukraine. 
And how dare you question it.

Now, in a r…",282312233,1597077288331317248,2022-11-28T03:57:52.000Z
en,['1597077247999246337'],RT @kingojungle: Canadian woman says naked men should be able to read to children because “it’s a human body” https://t.co/CAMYIMfQnK,282312233,1597077247999246337,2022-11-28T03:57:42.000Z
en,['1597067453997383680'],RT @ToscaAusten: These two ❤️the GOP infighting. https://t.co/4IKYnhv85j,282312233,1597067453997383680,2022-11-28T03:18:47.000Z
en,['1597067385345036288'],RT @ToscaAusten: The indictment trap is on the way. Merrick Garland is in the background to grant the appearance of fairness and a non-part…,282312233,1597067385345036288,2022-11-28T03:18:31.000Z
en,['1597060216641978369'],"RT @DefiyantlyFree: The first thing the GOP needs to do when the new house is sworn in, is to release the 1/6 footage. ALL. OF. IT.",282312233,1597060216641978369,2022-11-28T02:50:02.000Z
zxx,['1597046917732904960'],https://t.co/MHUaJL9jAX,282312233,1597046917732904960,2022-11-28T01:57:11.000Z
en,['1597042685700763649'],@aceciliahines58 Goodnight Cecilia 💤🥱😴,282312233,1597042685700763649,2022-11-28T01:40:22.000Z
en,['1597040912366194689'],@brown_eyed_gal1 Goodnight 💤🥱😴,282312233,1597040912366194689,2022-11-28T01:33:19.000Z
en,['1597040123753148416'],RT @ZekeGary2: Good Night Patriots All 😴 Sweet Dreams. https://t.co/xVj233J8an,282312233,1597040123753148416,2022-11-28T01:30:11.000Z
en,['1597038023820345344'],@Igetstupified Goodnight Tea 💤🥱😴,282312233,1597038023820345344,2022-11-28T01:21:51.000Z
