text,lang,created_at,id,edit_history_tweet_ids,author_id
RT @betterpakistan: بچے ہمارا مستقبل ہیں۔ ان میں تعلیم کا شعور پیدا کرنا ہمارا فرض ہے۔ https://t.co/1OryfpJFpG,ur,2022-11-27T20:23:12.000Z,1596962867953029120,['1596962867953029120'],1469632044863045632
"RT @AliPMLN_: ڈبو صاحب اگر اوقات دیکھنی ہے اور یہ دیکھنا ہے کہ تم کتنے پانی میں ہو تو اجلاس ختم کرواؤ ۔ 
آپکو پھر لگ پتہ جائے گا کہ سرگودھا…",ur,2022-11-27T20:23:09.000Z,1596962857144684544,['1596962857144684544'],1469632044863045632
RT @Atifrauf79: Follow Pls @AlishbaSWardag #FollowPMLNSupporter,en,2022-11-27T20:23:06.000Z,1596962843621924864,['1596962843621924864'],1469632044863045632
"RT @Asad760: Please follow @Hassandude7

We have to support all the Muslim League-Noon supporters who are taking the narrative of Quaid Muh…",en,2022-11-27T20:23:04.000Z,1596962834734542848,['1596962834734542848'],1469632044863045632
RT @Rix_says: My name is Rossaina I am from Ireland and I Support Nawaz sharif🇵🇰 ❤️,en,2022-11-27T20:22:57.000Z,1596962804816547840,['1596962804816547840'],1469632044863045632
"RT @N__4you: وہی لوگ انمول ہیں
 جو خیر کی خبر دیتے ہیں.
 پریشانی میں بھروسہ اور دلاسہ دیتے ہیں
 ہمیشہ تنہائی میں اصلاح کرتے ہیں
 اور کوئی ل…",ur,2022-11-27T20:22:53.000Z,1596962789368528896,['1596962789368528896'],1469632044863045632
RT @HassanSrdar: Had A Great  Meeting  With Focal Persons Of Lahore City SMT PMLN  With Uzair Kayani  &amp; Hamza Rizwan ۔ Thanks For Hospitali…,en,2022-11-27T20:22:50.000Z,1596962776555347968,['1596962776555347968'],1469632044863045632
"RT @UzairKayani18: Plz follow @hammadQ03818537 @Hamzarizwan1991 @RanaRiz37776826 @wahabshahzad3 @hkhamza054 @MalikHamzaWaji1 @BariGilani
#F…",en,2022-11-27T20:22:46.000Z,1596962760902180864,['1596962760902180864'],1469632044863045632
"RT @Atifrauf79: Pls follow @BariGilani
#followPMLnSupporter",en,2022-11-27T20:22:41.000Z,1596962738500415488,['1596962738500415488'],1469632044863045632
"RT @Faisal__bhatti: شکریہ مظفرآباد
Dil se shukriya aapka 
Love u ♥️
♥️🔥🔥🌹🌹🐅🐅
@MaryamNSharif https://t.co/CHk84l2ICz",ca,2022-11-27T20:22:40.000Z,1596962732020240385,['1596962732020240385'],1469632044863045632
"RT @_AMIR7: #PMLN_AJK
#List_400D
@_AMIR7 🅰️
@Selanikizmir 🅱️
@NB_AF1 
@Adel_k6 
@FNZ441894
@Sa_7134 
@M_K_Z_D 
@Mas_pmln
 @AqsaJV
@M1Bil 
@…",und,2022-11-27T20:22:33.000Z,1596962705172492288,['1596962705172492288'],1469632044863045632
"RT @MH_F10: ہمیں فخر ہے کہ ہمارا لیڈر نواز شریف ہے
اور ہماری پارٹی کا نام مسلم لیگ نون ہے اور میں @MH_F10 اس پارٹی کا ادنیٰ سا کارکن ہوں۔
@…",ur,2022-11-27T20:22:19.000Z,1596962646754209792,['1596962646754209792'],1469632044863045632
RT @Skpmln: @MalikTayyab97 @Atifrauf79 @SaniaaAshiq @Marriyum_A @MaryamNSharif @NawazSharifMNS @CMShehbaz @hinaparvezbutt @ranamashhood @Kh…,und,2022-11-27T20:22:16.000Z,1596962630941671424,['1596962630941671424'],1469632044863045632
RT @Attiya54298715: Plz follow @FareehaPMLN  star 🌟,en,2022-11-27T20:22:07.000Z,1596962596204052480,['1596962596204052480'],1469632044863045632
"RT @hamzakhalid968: ویلڈن شیرو 👏👏
دوستوں بہت اچھا کام کر رہے ہوں ایک دوسرے کو فالو لائیک اور ریٹویٹس بھی کرتے جاؤ 
ہم نے اپنی سوشل میڈیا ٹی…",ur,2022-11-27T20:21:32.000Z,1596962446849511424,['1596962446849511424'],1469632044863045632
RT @Atifrauf79: جس دوست کو میں فالو نہیں کرتا برائے مہربانی مجھے ضروت بتائیں تاکہ سب دوستوں کو فالو کیا جا سکے #FollowPMLNSupporter,ur,2022-11-27T20:21:30.000Z,1596962438963810305,['1596962438963810305'],1469632044863045632
"ویلڈن شیرو 👏👏
دوستوں بہت اچھا کام کر رہے ہوں ایک دوسرے کو فالو لائیک اور ریٹویٹس بھی کرتے جاؤ 
ہم نے اپنی سوشل میڈیا ٹیم کو اور پھیلانا ہے
@MaryamNSharif 
 #FollowPMLNSupporter https://t.co/uTWntSMcZJ",ur,2022-11-27T20:21:23.000Z,1596962412212912128,['1596962412212912128'],1469632044863045632
"RT @qmalik86: وزیر اطلاعات @Marriyum_A مریم اورنگزیب کا بیان عمران خان 'ار۔ریلیونٹ' ہو چکے ہیں

حکومت عمران خان کی چار سال میں  لائی تباہی…",ur,2022-11-27T20:19:56.000Z,1596962044842225664,['1596962044842225664'],1469632044863045632
