lang,text,edit_history_tweet_ids,created_at,author_id,id
en,@USAFacts Total bull crap…,['1597011716516478976'],2022-11-27T23:37:18.000Z,1587518239072043008,1597011716516478976
en,@Timcast These people are evil and stupid…,['1597011072594374656'],2022-11-27T23:34:45.000Z,1587518239072043008,1597011072594374656
en,@POTUS Shut up,['1596979568677568514'],2022-11-27T21:29:34.000Z,1587518239072043008,1596979568677568514
en,HUGE: Chris Wray Lied - Eight FBI Confidential Human Sources Were with the Proud Boys Alone on Jan. 6 -  Wray Knew for Over a Year that FBI Infiltrated Jan. 6 Protests (VIDEO) https://t.co/y1VMmGlq77 via @gatewaypundit,['1596979396560068608'],2022-11-27T21:28:53.000Z,1587518239072043008,1596979396560068608
en,@DollyD2022 I’ll pass…seen better heads on a mug of beer,['1596962996911099905'],2022-11-27T20:23:43.000Z,1587518239072043008,1596962996911099905
en,@ProudElephantUS Impossible when you live on a mountain of lies…,['1596962439366860803'],2022-11-27T20:21:30.000Z,1587518239072043008,1596962439366860803
und,@dr_ray92 100%,['1596961984448106496'],2022-11-27T20:19:41.000Z,1587518239072043008,1596961984448106496
en,@patfkauffman He damn good,['1596961777996046336'],2022-11-27T20:18:52.000Z,1587518239072043008,1596961777996046336
en,@VEtFeMaLE Because our politicians launder money through Ukraine…they will always come before the American people,['1596760282281709571'],2022-11-27T06:58:12.000Z,1587518239072043008,1596760282281709571
en,@JackPosobiec He looks so natural standing there…,['1596673154650628097'],2022-11-27T01:11:59.000Z,1587518239072043008,1596673154650628097
en,@EndWokeness Time to hit the showers,['1596672643968962560'],2022-11-27T01:09:57.000Z,1587518239072043008,1596672643968962560
en,@POTUS You want equal outcomes not equal opportunity.,['1596672128677720064'],2022-11-27T01:07:54.000Z,1587518239072043008,1596672128677720064
et,@ArmyBrat682 @ninaturner Or North Korea,['1596329982015557641'],2022-11-26T02:28:20.000Z,1587518239072043008,1596329982015557641
und,@ProudElephantUS Yep,['1596295569659813888'],2022-11-26T00:11:36.000Z,1587518239072043008,1596295569659813888
en,@DavidSacks They are the scum of modern society…full of hate and love of violence,['1596294408143618048'],2022-11-26T00:06:59.000Z,1587518239072043008,1596294408143618048
en,@BidensWins The Liar in Chief tells another,['1596293178021318657'],2022-11-26T00:02:05.000Z,1587518239072043008,1596293178021318657
en,@realMeetKevin But they are not political…lol,['1596292677150162949'],2022-11-26T00:00:06.000Z,1587518239072043008,1596292677150162949
es,@POTUS Liar,['1596292292024930310'],2022-11-25T23:58:34.000Z,1587518239072043008,1596292292024930310
en,@RyanAFournier And thank the left for nothing.,['1595961880966832128'],2022-11-25T02:05:38.000Z,1587518239072043008,1595961880966832128
en,@its_the_Dr A true conservative is not surprised by this,['1595875770278285313'],2022-11-24T20:23:28.000Z,1587518239072043008,1595875770278285313
en,@JammingOnTheOne @dionly14 @JennaEllisEsq I’m happily married you sicko lefty,['1595874718581948416'],2022-11-24T20:19:17.000Z,1587518239072043008,1595874718581948416
en,"RT @WR4NYGov: Awful behavior?

Providing internet service to rural poor and Ukrainians under siege

Trying to cure brain disease

Solving t…",['1595866125824585729'],2022-11-24T19:45:08.000Z,1587518239072043008,1595866125824585729
en,@dionly14 @JennaEllisEsq None of us are perfect…quit judging her,['1595865613636886529'],2022-11-24T19:43:06.000Z,1587518239072043008,1595865613636886529
en,@JennaEllisEsq They just don’t want us practicing Christianity in a public forum…silence is their goal.,['1595858169514926080'],2022-11-24T19:13:31.000Z,1587518239072043008,1595858169514926080
en,@POTUS All the msm wants for Christmas is a straight white maga shooter,['1595848997410902018'],2022-11-24T18:37:05.000Z,1587518239072043008,1595848997410902018
en,@MichelleWolfTV @WAVY_News All the msm wants for Christmas is a straight white maga shooter,['1595848138535075840'],2022-11-24T18:33:40.000Z,1587518239072043008,1595848138535075840
en,@SenSanders All the msm wants for Christmas is a straight white maga shooter,['1595847740516405250'],2022-11-24T18:32:05.000Z,1587518239072043008,1595847740516405250
en,@__TEAM_USA All the msm wants for Christmas is a straight white maga shooter.,['1595843841399177218'],2022-11-24T18:16:35.000Z,1587518239072043008,1595843841399177218
et,@JennaEllisEsq Jenna speaks truth,['1595841091592404992'],2022-11-24T18:05:40.000Z,1587518239072043008,1595841091592404992
en,"@MrAndyNgo Another right wing maga guy…uuugh, never mind",['1595825455508377601'],2022-11-24T17:03:32.000Z,1587518239072043008,1595825455508377601
