created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-28T04:09:21.000Z,Happy for ya - enjoy!! 🥰 https://t.co/aoJSqC3ZaH,['1597080180262330368'],1597080180262330368,58541926,en
2022-11-28T03:40:37.000Z,RT @stefbarnfather: Nighty night. Don’t let the cynicism bite.,['1597072948501700608'],1597072948501700608,58541926,en
2022-11-28T03:15:26.000Z,Good Night Deanne 🙂🥰 https://t.co/Yq4dQwuhH0,['1597066608890892288'],1597066608890892288,58541926,en
2022-11-28T02:58:29.000Z,RT @LorraineEvanoff: Beautiful.,['1597062344772681731'],1597062344772681731,58541926,en
2022-11-28T02:52:54.000Z,Good Morning 🙂☀️ https://t.co/AOGbDyDLOj,['1597060937110159360'],1597060937110159360,58541926,en
2022-11-28T02:45:29.000Z,RT @dredwards2810: Thank you - so much truth in this!,['1597059071349518336'],1597059071349518336,58541926,en
2022-11-28T02:35:56.000Z,Thank you - so much truth in this! https://t.co/aG7EOldzyd,['1597056668000432129'],1597056668000432129,58541926,en
2022-11-28T02:01:32.000Z,Good Night 🙂❤️ https://t.co/jeWZxazusg,['1597048012425277440'],1597048012425277440,58541926,en
2022-11-28T01:47:26.000Z,RT @LorraineEvanoff: ⁦@calm⁩ #dailytrip 🙏🏻💙 https://t.co/XYGW7MxHlO,['1597044462764498945'],1597044462764498945,58541926,und
2022-11-28T01:41:57.000Z,"Well, unless you make a real connection, aren't all our Twitter friends kinda imaginary? https://t.co/5INFe7etF7",['1597043086000955392'],1597043086000955392,58541926,en
2022-11-28T01:26:02.000Z,"RT @LisaOverachieve: @dredwards2810 Good night, David.  Sleep well.  Sweet dreams.  See you tomorrow.  😴💤",['1597039078427353089'],1597039078427353089,58541926,en
2022-11-28T01:20:51.000Z,"RT @IRobBMar: Well, it’s almost that time folks! I’m not sure how Sunday evening came so fast. I had a nice holiday weekend! Now it’s time…",['1597037773730373633'],1597037773730373633,58541926,en
2022-11-28T01:07:14.000Z,"RT @ErieNotEerie: Dear everyone, 

I love you. 

Love, me. 💜",['1597034346535215105'],1597034346535215105,58541926,en
2022-11-28T01:07:05.000Z,Good Night Lisa 😴💤 https://t.co/ooq2sPDPNS,['1597034311550529536'],1597034311550529536,58541926,en
2022-11-28T01:06:44.000Z,"RT @ErieNotEerie: Good night, y’all. 😴💜🙂",['1597034222073495553'],1597034222073495553,58541926,en
2022-11-28T00:36:07.000Z,Night Robin 🎄 https://t.co/Zgy7tRofxB,['1597026515610656768'],1597026515610656768,58541926,en
2022-11-28T00:27:28.000Z,RT @GailsLife6: Goodnight Twitter family! Sweet dreams! See y’all tomorrow!,['1597024340268421120'],1597024340268421120,58541926,en
2022-11-28T00:23:33.000Z,"RT @arleenmcwillt: Good night good people of Twitter, I had a great holiday weekend, hope you did too, I’m cutting out a little early tonig…",['1597023352660455425'],1597023352660455425,58541926,en
2022-11-27T23:47:47.000Z,RT @TheMalibuArtist: @obj Forcing us off the plane because you were unresponsive and unruly is not comedy to the hundreds of folks trying t…,['1597014352426475521'],1597014352426475521,58541926,en
2022-11-27T23:33:47.000Z,Nicely said Ida. https://t.co/8aQs8nABOL,['1597010830838575104'],1597010830838575104,58541926,en
